domain,intent,text,spans,logical_form,xtreme-up,source_language
banking,balance,can you tell me my false bank account?,1:8:SL:BANK_NAME,[IN:balance [SL:BANK_NAME አዋሽ ባንክ] ],BANK_NAME: አዋሽ ባንክ,amh
banking,balance,Will my business bank account be reported to me?,1:8:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ንግድ ባንክ] ],BANK_NAME: ንግድ ባንክ,amh
banking,balance,How much money is in my business bank account?,1:8:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ንግድ ባንክ] ],BANK_NAME: ንግድ ባንክ,amh
banking,balance,How much is my commercial bank account balance?,1:8:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ንግድ ባንክ] ],BANK_NAME: ንግድ ባንክ,amh
banking,balance,How much money is in my Abyssinian bank account?,1:6:SL:BANK_NAME,[IN:balance [SL:BANK_NAME አቢሲኒያ] ],BANK_NAME: አቢሲኒያ,amh
banking,balance,How much is the amount of my bank accounts,,[IN:balance ],,amh
banking,balance,how much money do i have in my bank account,,[IN:balance ],,amh
banking,balance,How much is my savings account?,0:10:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE የቁጠባ አካውንቴ] ],ACCOUNT_TYPE: የቁጠባ አካውንቴ,amh
banking,balance,How much do i have in my dash bank,1:8:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ዳሽን ባንኬ] ],BANK_NAME: ዳሽን ባንኬ,amh
banking,balance,How much money do I have in my account?,1:4:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE ቁጠባ] ],ACCOUNT_TYPE: ቁጠባ,amh
banking,balance,I was able to get a job in a bank.,,[IN:balance ],,amh
banking,balance,how much money is in my checking account,1:9:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE ወጭ አካውንቴ] ],ACCOUNT_TYPE: ወጭ አካውንቴ,amh
banking,balance,how much money is in my bank account.,,[IN:balance ],,amh
banking,balance,which savings account has the most money in it,5:15:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE የቁጠባ አካውንቴ] ],ACCOUNT_TYPE: የቁጠባ አካውንቴ,amh
banking,balance,how much money do i have in the bank,,[IN:balance ],,amh
banking,balance,how much is my current account balance?,4:13:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE በወጭ አካውንት] ],ACCOUNT_TYPE: በወጭ አካውንት,amh
banking,balance,You can tell me my current bank account,,[IN:balance ],,amh
banking,balance,How much money is in my bank account?,,[IN:balance ],,amh
banking,balance,what is the current balance on my teleprompter account?,"1:5:SL:PAYMENT_COMPANY,6:16:SL:ACCOUNT_TYPE",[IN:balance [SL:PAYMENT_COMPANY ቴሌብር] [SL:ACCOUNT_TYPE የብድር አካውንቴ] ],PAYMENT_COMPANY: ቴሌብር $$ ACCOUNT_TYPE: የብድር አካውንቴ,amh
banking,balance,Please find my balance in Dash Bank,6:13:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ዳሽን ባንክ] ],BANK_NAME: ዳሽን ባንክ,amh
banking,balance,Can you tell me my balance of the foreign account,0:9:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE የወጭ አካውንት] ],ACCOUNT_TYPE: የወጭ አካውንት,amh
banking,balance,Find my most recent account on my business bank account,1:8:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ንግድ ባንክ] ],BANK_NAME: ንግድ ባንክ,amh
banking,balance,how much is the balance on my business savings account.,"5:12:SL:BANK_NAME,13:22:SL:ACCOUNT_TYPE",[IN:balance [SL:BANK_NAME ንግድ ባንክ] [SL:ACCOUNT_TYPE ቁጠባ አካውንት] ],BANK_NAME: ንግድ ባንክ $$ ACCOUNT_TYPE: ቁጠባ አካውንት,amh
banking,balance,how much is my checking account balance?,1:9:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE ወጭ አካውንቴ] ],ACCOUNT_TYPE: ወጭ አካውንቴ,amh
banking,balance,how much is in a commercial bank savings account.,"1:8:SL:BANK_NAME,9:17:SL:ACCOUNT_TYPE",[IN:balance [SL:BANK_NAME ንግድ ባንክ] [SL:ACCOUNT_TYPE የቁጠባ ሂሳብ] ],BANK_NAME: ንግድ ባንክ $$ ACCOUNT_TYPE: የቁጠባ ሂሳብ,amh
banking,balance,tell me what i have in my savings account.,1:10:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE ቁጠባ አካውንቴ] ],ACCOUNT_TYPE: ቁጠባ አካውንቴ,amh
banking,balance,how much money do i have in my account,,[IN:balance ],,amh
banking,balance,How much money I have left in my bank account after paying my mortgage,1:6:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY ቴሌ ብር] ],PAYMENT_COMPANY: ቴሌ ብር,amh
banking,balance,How much is the balance in the savings account?,1:4:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE ቁጠባ] ],ACCOUNT_TYPE: ቁጠባ,amh
banking,balance,How much is the account in the bank,0:7:SL:BANK_NAME,[IN:balance [SL:BANK_NAME አዋሽ ባንክ] ],BANK_NAME: አዋሽ ባንክ,amh
banking,balance,do i have enough money in my checking account to buy a new sofa?,"1:7:SL:SHOPPING_ITEM,13:21:SL:ACCOUNT_TYPE",[IN:balance [SL:SHOPPING_ITEM አዲስ ሶፋ] [SL:ACCOUNT_TYPE ወጭ አካውንቴ] ],SHOPPING_ITEM: አዲስ ሶፋ $$ ACCOUNT_TYPE: ወጭ አካውንቴ,amh
banking,balance,Do I have enough money in my Telegram account to buy a new phone from Tele?,19:23:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY ቴሌብር] ],PAYMENT_COMPANY: ቴሌብር,amh
banking,balance,I would like to know my bank account number please,7:14:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ዳሽን ባንክ] ],BANK_NAME: ዳሽን ባንክ,amh
banking,balance,how much is my bank account balance?,,[IN:balance ],,amh
banking,balance,can i afford a new washing machine with my savings account?,"1:8:SL:BANK_NAME,9:19:SL:ACCOUNT_TYPE,37:50:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME ንግድ ባንክ] [SL:ACCOUNT_TYPE የቁጠባ አካውንቴ] [SL:SHOPPING_ITEM የልብስ ማጠቢያ ማሽን] ],BANK_NAME: ንግድ ባንክ $$ ACCOUNT_TYPE: የቁጠባ አካውንቴ $$ SHOPPING_ITEM: የልብስ ማጠቢያ ማሽን,amh
banking,balance,Can you check my bank account?,,[IN:balance ],,amh
banking,balance,Will the amount in my current foreign bank account cover the cost of a new bed?,5:18:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE ወጭ የባንክ አካውንቴ] ],ACCOUNT_TYPE: ወጭ የባንክ አካውንቴ,amh
banking,balance,"I want to buy new wool, will my savings account cover it?","4:6:SL:SHOPPING_ITEM,21:28:SL:BANK_NAME",[IN:balance [SL:SHOPPING_ITEM ሱፍ] [SL:BANK_NAME አዋሽ ባንኬ] ],SHOPPING_ITEM: ሱፍ $$ BANK_NAME: አዋሽ ባንኬ,amh
banking,balance,How much money do i have in the bank,,[IN:balance ],,amh
banking,balance,How much money do I have in my bank account?,,[IN:balance ],,amh
banking,balance,How much money is in my bank account?,,[IN:balance ],,amh
banking,balance,Is there any money left in the dash bank?,0:7:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ዳሽን ባንክ] ],BANK_NAME: ዳሽን ባንክ,amh
banking,balance,I have some money left in a commercial bank,0:7:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ንግድ ባንክ] ],BANK_NAME: ንግድ ባንክ,amh
banking,balance,You can tell me how much money I have,,[IN:balance ],,amh
banking,balance,I have enough money in my savings account to buy a bicycle,"1:5:SL:SHOPPING_ITEM,11:14:SL:BANK_NAME",[IN:balance [SL:SHOPPING_ITEM ሰይክል] [SL:BANK_NAME አዋሽ] ],SHOPPING_ITEM: ሰይክል $$ BANK_NAME: አዋሽ,amh
banking,balance,Do I have enough money in my savings account for new shoes?,"6:8:SL:SHOPPING_ITEM,12:19:SL:BANK_NAME,20:29:SL:ACCOUNT_TYPE",[IN:balance [SL:SHOPPING_ITEM ጫማ] [SL:BANK_NAME ንግድ ባንክ] [SL:ACCOUNT_TYPE የወጭ አካውንቴ] ],SHOPPING_ITEM: ጫማ $$ BANK_NAME: ንግድ ባንክ $$ ACCOUNT_TYPE: የወጭ አካውንቴ,amh
banking,balance,The money in the Tele Bir account can cover my airfare from Addis Ababa to Isle.,"1:6:SL:PAYMENT_COMPANY,27:34:SL:CITY_OR_PROVINCE,38:40:SL:CITY_OR_PROVINCE",[IN:balance [SL:PAYMENT_COMPANY ቴሌ ብር] [SL:CITY_OR_PROVINCE አዲስ አበባ] [SL:CITY_OR_PROVINCE ደሴ] ],PAYMENT_COMPANY: ቴሌ ብር $$ CITY_OR_PROVINCE: አዲስ አበባ $$ CITY_OR_PROVINCE: ደሴ,amh
banking,balance,Do I have enough money in my business bank account to cover the Telebri loan?,"1:8:SL:BANK_NAME,20:24:SL:PAYMENT_COMPANY",[IN:balance [SL:BANK_NAME ንግድ ባንክ] [SL:PAYMENT_COMPANY ቴሌብር] ],BANK_NAME: ንግድ ባንክ $$ PAYMENT_COMPANY: ቴሌብር,amh
banking,balance,do i have enough money in my checking account for airfare?,13:21:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE ወጭ አካውንቴ] ],ACCOUNT_TYPE: ወጭ አካውንቴ,amh
banking,balance,You know how much money I have in my bank account,1:9:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE ወጭ አካውንቴ] ],ACCOUNT_TYPE: ወጭ አካውንቴ,amh
banking,balance,How much is my savings account balance from the telegraph box?,"1:5:SL:PAYMENT_COMPANY,6:19:SL:ACCOUNT_TYPE",[IN:balance [SL:PAYMENT_COMPANY ቴሌብር] [SL:ACCOUNT_TYPE ሳንዱቅ የቁጠባ ሂሳብ] ],PAYMENT_COMPANY: ቴሌብር $$ ACCOUNT_TYPE: ሳንዱቅ የቁጠባ ሂሳብ,amh
banking,balance,how much is the account in the bank of the nile,1:8:SL:BANK_NAME,[IN:balance [SL:BANK_NAME አባይ ባንክ] ],BANK_NAME: አባይ ባንክ,amh
banking,balance,How much money do I have in my savings account?,1:10:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE ቁጠባ አካውንቴ] ],ACCOUNT_TYPE: ቁጠባ አካውንቴ,amh
banking,balance,they can tell me how much my foreign account balance is.,4:13:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE የወጭ አካውንት] ],ACCOUNT_TYPE: የወጭ አካውንት,amh
banking,balance,what is my total net worth in all my bank accounts?,,[IN:balance ],,amh
banking,balance,How much is my checking account balance?,1:4:SL:BANK_NAME,[IN:balance [SL:BANK_NAME አዋሽ] ],BANK_NAME: አዋሽ,amh
banking,balance,I want to see my remaining money,,[IN:balance ],,amh
banking,balance,Check how much money I have in my bank account,,[IN:balance ],,amh
banking,balance,how much money do i have in all my accounts,,[IN:balance ],,amh
banking,balance,do i have more than 1000 rupees in my amar bank account?,"1:8:SL:BANK_NAME,16:23:SL:MONEY",[IN:balance [SL:BANK_NAME አማራ ባንክ] [SL:MONEY 1000 ብር] ],BANK_NAME: አማራ ባንክ $$ MONEY: 1000 ብር,amh
banking,balance,How much is my Amara Bank account,1:8:SL:BANK_NAME,[IN:balance [SL:BANK_NAME አማራ ባንክ] ],BANK_NAME: አማራ ባንክ,amh
banking,balance,how much money do i have in my amar bank account,1:8:SL:BANK_NAME,[IN:balance [SL:BANK_NAME አማራ ባንክ] ],BANK_NAME: አማራ ባንክ,amh
banking,balance,how much money do i have in my amar bank account,1:8:SL:BANK_NAME,[IN:balance [SL:BANK_NAME አማራ ባንክ] ],BANK_NAME: አማራ ባንክ,amh
banking,balance,how much is the balance in my business bank account?,4:11:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ንግድ ባንክ] ],BANK_NAME: ንግድ ባንክ,amh
banking,balance,can i order food with my deposit account?,0:9:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE በተቀማጭ ሒሳቤ] ],ACCOUNT_TYPE: በተቀማጭ ሒሳቤ,amh
banking,balance,Is there enough money in my savings account to buy a new TV?,20:28:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE የቁጠባ ሂሳብ] ],ACCOUNT_TYPE: የቁጠባ ሂሳብ,amh
banking,balance,There is a good amount of money in my checking account to go to Hawas for fun,"7:10:SL:CITY_OR_PROVINCE,16:25:SL:ACCOUNT_TYPE",[IN:balance [SL:CITY_OR_PROVINCE ሀዋሳ] [SL:ACCOUNT_TYPE በወጭ አካውንቴ] ],CITY_OR_PROVINCE: ሀዋሳ $$ ACCOUNT_TYPE: በወጭ አካውንቴ,amh
banking,bill_balance,How much is paid in monthly membership contributions?,6:20:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ወርሃዊ የአባላት መዋጮ] ],BILL_TYPE: ወርሃዊ የአባላት መዋጮ,amh
banking,bill_balance,how much do i owe on my mortgage?,6:9:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE እድር] ],BILL_TYPE: እድር,amh
banking,bill_balance,How much money should I have to prepare for renewing my ID?,16:18:SL:CURRENCY,[IN:bill_balance [SL:CURRENCY ብር] ],CURRENCY: ብር,amh
banking,bill_balance,my housekeeper informed me of my needs.,,[IN:bill_balance ],,amh
banking,bill_balance,How much is my cleaning and maintenance bill?,0:15:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የጸዳት እና ጥበቃ ክፍያ] ],BILL_TYPE: የጸዳት እና ጥበቃ ክፍያ,amh
banking,bill_balance,how much did i borrow for my car?,"0:17:SL:BILL_TYPE,18:22:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ለመኪና ከባንክ የተበደርኩት] [SL:DATE ወርሃዊ] ],BILL_TYPE: ለመኪና ከባንክ የተበደርኩት $$ DATE: ወርሃዊ,amh
banking,bill_balance,How much is the deduction for condominium?,1:8:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ኮንዶሚንየም] ],BILL_TYPE: ኮንዶሚንየም,amh
banking,bill_balance,How much do I have to pay for the garbage disposal service?,,[IN:bill_balance ],,amh
banking,bill_balance,How much should I pay for a light bulb?,"1:3:SL:DATE,4:9:SL:BILL_TYPE",[IN:bill_balance [SL:DATE ወር] [SL:BILL_TYPE ለመብራት] ],DATE: ወር $$ BILL_TYPE: ለመብራት,amh
banking,bill_balance,how much is my monthly milk contract fee?,"0:4:SL:DATE,5:15:SL:BILL_TYPE",[IN:bill_balance [SL:DATE ወርሃዊ] [SL:BILL_TYPE የወተት ኮንትራት] ],DATE: ወርሃዊ $$ BILL_TYPE: የወተት ኮንትራት,amh
banking,bill_balance,how much do i have to pay for school this month?,"10:16:SL:DATE,17:30:SL:BILL_TYPE",[IN:bill_balance [SL:DATE የዚህ ወር] [SL:BILL_TYPE የትምህርት ቤት ክፍያ] ],DATE: የዚህ ወር $$ BILL_TYPE: የትምህርት ቤት ክፍያ,amh
banking,bill_balance,How much is my tithe?,,[IN:bill_balance ],,amh
banking,bill_balance,add to it the expenses that i have to pay.,,[IN:bill_balance ],,amh
banking,bill_balance,"I think all my bills are paid, can you confirm that?",,[IN:bill_balance ],,amh
banking,bill_balance,"I think the lighting charge is 100 bucks, am I wrong?","0:9:SL:BILL_TYPE,10:16:SL:MONEY",[IN:bill_balance [SL:BILL_TYPE የመብራት ክፍያ] [SL:MONEY 100 ብር] ],BILL_TYPE: የመብራት ክፍያ $$ MONEY: 100 ብር,amh
banking,bill_balance,he showed me the bill for the month.,0:6:SL:DATE,[IN:bill_balance [SL:DATE የዚህ ወር] ],DATE: የዚህ ወር,amh
banking,bill_balance,how many lights did you have?,0:4:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE መብራት] ],BILL_TYPE: መብራት,amh
banking,bill_balance,How much should I pay for lighting?,"0:4:SL:BILL_TYPE,5:8:SL:DATE",[IN:bill_balance [SL:BILL_TYPE መብራት] [SL:DATE በወር] ],BILL_TYPE: መብራት $$ DATE: በወር,amh
banking,bill_balance,how much is my monthly fee for water development?,"0:2:SL:BILL_TYPE,7:13:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ወሃ] [SL:DATE ለዚህ ወር] ],BILL_TYPE: ወሃ $$ DATE: ለዚህ ወር,amh
banking,bill_balance,let me know how much I paid for the lights in total last year,"0:8:SL:DATE,16:20:SL:BILL_TYPE",[IN:bill_balance [SL:DATE ያለፈው አመት] [SL:BILL_TYPE መብራት] ],DATE: ያለፈው አመት $$ BILL_TYPE: መብራት,amh
banking,bill_balance,tell me my phone bill for this month,13:21:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የስልክ ክፍያ] ],BILL_TYPE: የስልክ ክፍያ,amh
banking,bill_balance,how much is the total bill for water and electricity this month?,"0:6:SL:DATE,7:25:SL:BILL_TYPE",[IN:bill_balance [SL:DATE በዚህ ወር] [SL:BILL_TYPE የውሃና የመብራት ድምር ክፍያ] ],DATE: በዚህ ወር $$ BILL_TYPE: የውሃና የመብራት ድምር ክፍያ,amh
banking,bill_balance,how much is my total debt?,,[IN:bill_balance ],,amh
banking,bill_balance,how much should i pay for my light bulb?,10:14:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE መብራት] ],BILL_TYPE: መብራት,amh
banking,bill_balance,how much should i pay for water this month?,"0:6:SL:DATE,7:10:SL:BILL_TYPE",[IN:bill_balance [SL:DATE በዚህ ወር] [SL:BILL_TYPE ለዉሃ] ],DATE: በዚህ ወር $$ BILL_TYPE: ለዉሃ,amh
banking,bill_balance,tell me how many lamps counted.,1:5:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE መብራት] ],BILL_TYPE: መብራት,amh
banking,bill_balance,How much should I pay for telephone service?,1:4:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ስልክ] ],BILL_TYPE: ስልክ,amh
banking,bill_balance,How much will I be charged for cleaning?,8:16:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የጽዳት ክፍያ] ],BILL_TYPE: የጽዳት ክፍያ,amh
banking,bill_balance,how much will i have to pay for the light today?,"0:2:SL:DATE,16:25:SL:BILL_TYPE",[IN:bill_balance [SL:DATE ዛሬ] [SL:BILL_TYPE የመብራት ክፍያ] ],DATE: ዛሬ $$ BILL_TYPE: የመብራት ክፍያ,amh
banking,bill_balance,How much will my water bill be after a week?,"1:5:SL:DATE,10:13:SL:BILL_TYPE",[IN:bill_balance [SL:DATE ሳምንት] [SL:BILL_TYPE የውሃ] ],DATE: ሳምንት $$ BILL_TYPE: የውሃ,amh
banking,bill_balance,please let me know my phone bill and water bill,6:21:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የስልክ እና የዉሃ ክፍያ] ],BILL_TYPE: የስልክ እና የዉሃ ክፍያ,amh
banking,bill_balance,how much water did wu count this month?,"0:2:SL:BILL_TYPE,3:9:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ዉሃ] [SL:DATE በዚህ ወር] ],BILL_TYPE: ዉሃ $$ DATE: በዚህ ወር,amh
banking,bill_balance,i would like to know my phone bill for the last two months.,"0:13:SL:DATE,14:24:SL:BILL_TYPE",[IN:bill_balance [SL:DATE ያለፉትን ሁለት ወራት] [SL:BILL_TYPE የስልክ ክፍያዬን] ],DATE: ያለፉትን ሁለት ወራት $$ BILL_TYPE: የስልክ ክፍያዬን,amh
banking,bill_balance,How much is the penalty for not paying for the light?,1:5:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE መብራት] ],BILL_TYPE: መብራት,amh
banking,bill_balance,how much is the fine for late payment of water?,0:7:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የዉሃ ክፍያ] ],BILL_TYPE: የዉሃ ክፍያ,amh
banking,bill_balance,tell me the full list of my water bill.,9:16:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የዉሃ ክፍያ] ],BILL_TYPE: የዉሃ ክፍያ,amh
banking,bill_balance,How much do I pay for the light?,7:12:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ለመብራት] ],BILL_TYPE: ለመብራት,amh
banking,bill_balance,how much is it?,0:9:SL:DATE,[IN:bill_balance [SL:DATE የመጨረሻው ወር] ],DATE: የመጨረሻው ወር,amh
banking,bill_balance,"I want to pay my electricity bill through a commercial bank, so tell me the amount",1:8:SL:BANK_NAME,[IN:bill_balance [SL:BANK_NAME ንግድ ባንክ] ],BANK_NAME: ንግድ ባንክ,amh
banking,bill_balance,How much is my safari com internet bill?,,[IN:bill_balance ],,amh
banking,bill_balance,How much does a plumber charge?,0:10:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የቧንቧ ማስጠገኛ] ],BILL_TYPE: የቧንቧ ማስጠገኛ,amh
banking,bill_balance,How much will it cost to install a new meter?,,[IN:bill_balance ],,amh
banking,bill_balance,how much did this month's monthly payment become from the penalty?,"0:6:SL:DATE,7:13:SL:BILL_TYPE",[IN:bill_balance [SL:DATE የዚህ ወር] [SL:BILL_TYPE ወሃ ክፍያ] ],DATE: የዚህ ወር $$ BILL_TYPE: ወሃ ክፍያ,amh
banking,bill_balance,let me know my light bill for the past months,19:28:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የመብራት ክፍያ] ],BILL_TYPE: የመብራት ክፍያ,amh
banking,bill_balance,How much did my phone bill come in?,0:8:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የቴሌ ክፍያዬ] ],BILL_TYPE: የቴሌ ክፍያዬ,amh
banking,bill_balance,How much do I pay for Internet each month?,0:4:SL:DATE,[IN:bill_balance [SL:DATE ወርሃዊ] ],DATE: ወርሃዊ,amh
banking,bill_balance,tell me the sum of my phone bill and internet bill,,[IN:bill_balance ],,amh
banking,bill_balance,How much does my company use of electricity per year?,"6:10:SL:DATE,11:20:SL:BILL_TYPE",[IN:bill_balance [SL:DATE አመታዊ] [SL:BILL_TYPE የመብራት ፍጆታ] ],DATE: አመታዊ $$ BILL_TYPE: የመብራት ፍጆታ,amh
banking,bill_balance,Can you show me the list of water bills I paid this year?,,[IN:bill_balance ],,amh
banking,bill_balance,how much should i pay to install a new light meter?,31:33:SL:CURRENCY,[IN:bill_balance [SL:CURRENCY ብር] ],CURRENCY: ብር,amh
banking,bill_balance,How much is my Internet bill?,7:19:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የኢንተርኔት ክፍያዬ] ],BILL_TYPE: የኢንተርኔት ክፍያዬ,amh
banking,bill_balance,how much water do i have to pay?,8:10:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ውሃ] ],BILL_TYPE: ውሃ,amh
banking,bill_balance,Tell me how much I'm being fined for wasting my day cleaning,1:4:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ጽዳት] ],BILL_TYPE: ጽዳት,amh
banking,bill_balance,let me know the details of each of my bills,,[IN:bill_balance ],,amh
banking,bill_balance,How much rent should I pay?,0:7:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የቤት ኪራይ] ],BILL_TYPE: የቤት ኪራይ,amh
banking,bill_balance,How much does each person have to pay for cleaning?,0:4:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ለጽዳት] ],BILL_TYPE: ለጽዳት,amh
banking,bill_balance,Can you tell me my phone bill?,,[IN:bill_balance ],,amh
banking,bill_balance,How much TV tax?,0:10:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የቴሌቪዥን ግብር] ],BILL_TYPE: የቴሌቪዥን ግብር,amh
banking,bill_balance,How much should I pay for Internet service?,1:14:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ኢንተርኔት አገልግሎት] ],BILL_TYPE: ኢንተርኔት አገልግሎት,amh
banking,bill_balance,can you tell me the bill?,,[IN:bill_balance ],,amh
banking,bill_balance,can you tell me my annual tax bill?,6:19:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE አመታዊ የቆጣሪ ግብር] ],BILL_TYPE: አመታዊ የቆጣሪ ግብር,amh
banking,bill_balance,let me know my light bill.,0:10:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የመብራት ሂሳቤን] ],BILL_TYPE: የመብራት ሂሳቤን,amh
banking,bill_balance,tell me how much my phone and internet usage was.,,[IN:bill_balance ],,amh
banking,bill_balance,can you tell me how much water i use?,0:7:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የውሃ ፍጆታ] ],BILL_TYPE: የውሃ ፍጆታ,amh
banking,bill_balance,I want you to tell me my monthly Safari com usage.,0:16:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የሳፋሪ ኮም ወርሃዊ ፍጆታ] ],BILL_TYPE: የሳፋሪ ኮም ወርሃዊ ፍጆታ,amh
banking,bill_balance,Should I have to pay for the electricity?,7:16:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የመብራት ፍጆታ] ],BILL_TYPE: የመብራት ፍጆታ,amh
banking,bill_balance,tell me my total monthly expenses.,6:9:SL:DATE,[IN:bill_balance [SL:DATE የወር] ],DATE: የወር,amh
banking,bill_balance,how much money should i pay for water development?,1:3:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ዉሃ] ],BILL_TYPE: ዉሃ,amh
banking,bill_balance,Do I have an unpaid water bill?,7:14:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የውሃ ክፍያ] ],BILL_TYPE: የውሃ ክፍያ,amh
