domain,intent,text,spans,logical_form,xtreme-up,source_language
banking,balance,Can you check if there is any money left in my retirement account?,,[IN:balance ],,xho
banking,balance,"Could you see if I could buy a $1,000 TV with the money I have left in the bank?","48:51:SL:SHOPPING_ITEM,52:60:SL:MONEY",[IN:balance [SL:SHOPPING_ITEM iTV] [SL:MONEY yeR5 000] ],SHOPPING_ITEM: iTV $$ MONEY: yeR5 000,xho
banking,balance,Please check if I can pay Eskom the money in my savings account.,66:95:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE ikwiakhawunti yam yogcinomali] ],ACCOUNT_TYPE: ikwiakhawunti yam yogcinomali,xho
banking,balance,Please see if I can pay Nedbank with the money in my savings account in Absa.,"49:57:SL:BANK_NAME,73:98:SL:ACCOUNT_TYPE,99:104:SL:BANK_NAME",[IN:balance [SL:BANK_NAME iNedbank] [SL:ACCOUNT_TYPE akhawunti yam yogcinomali] [SL:BANK_NAME eAbsa] ],BANK_NAME: iNedbank $$ ACCOUNT_TYPE: akhawunti yam yogcinomali $$ BANK_NAME: eAbsa,xho
banking,balance,"Is my account balance more than $10,000?",41:51:SL:MONEY,[IN:balance [SL:MONEY kweR10 000] ],MONEY: kweR10 000,xho
banking,balance,Up to $500 in my Time Bank account?,"8:15:SL:MONEY,40:53:SL:BANK_NAME",[IN:balance [SL:MONEY kwiR500] [SL:BANK_NAME yaseTyme Bank] ],MONEY: kwiR500 $$ BANK_NAME: yaseTyme Bank,xho
banking,balance,Can you tell me the total amount of money I have in Capitec and Nedbank?,"46:54:SL:BANK_NAME,55:66:SL:BANK_NAME",[IN:balance [SL:BANK_NAME eCapitec] [SL:BANK_NAME naseNedbank] ],BANK_NAME: eCapitec $$ BANK_NAME: naseNedbank,xho
banking,balance,Do I have enough money in the bank for DSTV to withdraw $400?,"43:48:SL:BILL_TYPE,56:61:SL:MONEY",[IN:balance [SL:BILL_TYPE iDSTV] [SL:MONEY iR450] ],BILL_TYPE: iDSTV $$ MONEY: iR450,xho
banking,balance,Please check if I have enough money in the bank to pay MTN their R1 500?,"67:71:SL:BILL_TYPE,72:79:SL:MONEY",[IN:balance [SL:BILL_TYPE uMTN] [SL:MONEY iR1 500] ],BILL_TYPE: uMTN $$ MONEY: iR1 500,xho
banking,balance,Can you check my bank account to see if I have enough money to make a $500 MTN withdrawal?,92:99:SL:MONEY,[IN:balance [SL:MONEY iR1 500] ],MONEY: iR1 500,xho
banking,balance,Which Nedbank branch can I go to to check my account balance?,14:26:SL:BANK_NAME,[IN:balance [SL:BANK_NAME lakwaNedbank] ],BANK_NAME: lakwaNedbank,xho
banking,balance,"Can you check my bank account for $5,000?",38:47:SL:MONEY,[IN:balance [SL:MONEY kwiR5 000] ],MONEY: kwiR5 000,xho
banking,balance,Please check for me in Absa how much interest I received on my investment.,20:25:SL:BANK_NAME,[IN:balance [SL:BANK_NAME eAbsa] ],BANK_NAME: eAbsa,xho
banking,balance,Please check if I have money in my FNB account?,52:59:SL:BANK_NAME,[IN:balance [SL:BANK_NAME yaseFNB] ],BANK_NAME: yaseFNB,xho
banking,balance,Please look at the money I have in my FNB investment account.,"35:63:SL:ACCOUNT_TYPE,64:71:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE kwiakhawunti yam yotyalomali] [SL:BANK_NAME yaseFNB] ],ACCOUNT_TYPE: kwiakhawunti yam yotyalomali $$ BANK_NAME: yaseFNB,xho
banking,balance,Can you check my FNB investment account?,"39:63:SL:ACCOUNT_TYPE,64:71:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE kwiakhawunti yotyalomali] [SL:BANK_NAME yaseFNB] ],ACCOUNT_TYPE: kwiakhawunti yotyalomali $$ BANK_NAME: yaseFNB,xho
banking,balance,Can I have $200 in my Standard Bank account?,"25:29:SL:MONEY,47:64:SL:BANK_NAME",[IN:balance [SL:MONEY R700] [SL:BANK_NAME yaseStandard Bank] ],MONEY: R700 $$ BANK_NAME: yaseStandard Bank,xho
banking,balance,Please check that I have $700 in my Standard Bank account.,"40:51:SL:MONEY,69:86:SL:BANK_NAME",[IN:balance [SL:MONEY engangeR700] [SL:BANK_NAME yaseStandard Bank] ],MONEY: engangeR700 $$ BANK_NAME: yaseStandard Bank,xho
banking,balance,Please check if I have enough money in the bank to buy a $500 shirt.,"74:79:SL:SHOPPING_ITEM,80:88:SL:MONEY",[IN:balance [SL:SHOPPING_ITEM iteki] [SL:MONEY yeR1 500] ],SHOPPING_ITEM: iteki $$ MONEY: yeR1 500,xho
banking,balance,Can you check my bank account to see if I have enough money to buy a $500 ticket?,"76:81:SL:SHOPPING_ITEM,82:90:SL:MONEY",[IN:balance [SL:SHOPPING_ITEM iteki] [SL:MONEY yeR1 500] ],SHOPPING_ITEM: iteki $$ MONEY: yeR1 500,xho
banking,balance,Please check if I have enough money in the bank to buy a $50 sweater.,"72:77:SL:SHOPPING_ITEM,78:84:SL:MONEY",[IN:balance [SL:SHOPPING_ITEM ijezi] [SL:MONEY yeR250] ],SHOPPING_ITEM: ijezi $$ MONEY: yeR250,xho
banking,balance,Could you check my bank account to see if I have enough money to buy a $50 sweater?,82:88:SL:MONEY,[IN:balance [SL:MONEY yeR250] ],MONEY: yeR250,xho
banking,balance,"Do I have enough money in the bank to buy a $2,000 grocery?",56:64:SL:MONEY,[IN:balance [SL:MONEY yeR2 000] ],MONEY: yeR2 000,xho
banking,balance,"Please check if I have enough money in the bank to buy a $2,000 grocery.",78:86:SL:MONEY,[IN:balance [SL:MONEY yeR2 000] ],MONEY: yeR2 000,xho
banking,balance,Can I buy a ticket to Dubai with my money in the bank?,35:41:SL:COUNTRY,[IN:balance [SL:COUNTRY eDubai] ],COUNTRY: eDubai,xho
banking,balance,Please see if I can buy a ticket to Dubai with the money I have in the bank.,62:68:SL:CITY_OR_PROVINCE,[IN:balance [SL:CITY_OR_PROVINCE eDubai] ],CITY_OR_PROVINCE: eDubai,xho
banking,balance,Can I pay for a US visa with the money in my Absa account?,"28:38:SL:COUNTRY,75:83:SL:BANK_NAME",[IN:balance [SL:COUNTRY yaseMelika] [SL:BANK_NAME yaseAbsa] ],COUNTRY: yaseMelika $$ BANK_NAME: yaseAbsa,xho
banking,balance,Please see if I can pay my student loan with the money I have in the bank.,49:65:SL:BILL_TYPE,[IN:balance [SL:BILL_TYPE ityala lezifundo] ],BILL_TYPE: ityala lezifundo,xho
banking,balance,Can you see if I can pay my student loan with the money I have in the bank?,53:69:SL:BILL_TYPE,[IN:balance [SL:BILL_TYPE ityala lezifundo] ],BILL_TYPE: ityala lezifundo,xho
banking,balance,"Do I have more than $1,000 in the bank?",32:50:SL:MONEY,[IN:balance [SL:MONEY ingaphezukweR5 000] ],MONEY: ingaphezukweR5 000,xho
banking,balance,"Please check my bank account for $5,000.",51:69:SL:MONEY,[IN:balance [SL:MONEY ingaphezukweR5 000] ],MONEY: ingaphezukweR5 000,xho
banking,balance,How much money do I have left in Absa to pay off my loan?,"23:28:SL:BANK_NAME,44:69:SL:BILL_TYPE",[IN:balance [SL:BANK_NAME eAbsa] [SL:BILL_TYPE ityala lam lemali-mboleko] ],BANK_NAME: eAbsa $$ BILL_TYPE: ityala lam lemali-mboleko,xho
banking,balance,Please check how much money I have left to pay off my loan in Absa.,"64:89:SL:BILL_TYPE,90:95:SL:BANK_NAME",[IN:balance [SL:BILL_TYPE ityala lam lemali-mboleko] [SL:BANK_NAME eAbsa] ],BILL_TYPE: ityala lam lemali-mboleko $$ BANK_NAME: eAbsa,xho
banking,balance,Can I have enough money in the bank to buy a dinner with my friend?,51:68:SL:MEAL_PERIOD,[IN:balance [SL:MEAL_PERIOD isidlo sasebusuku] ],MEAL_PERIOD: isidlo sasebusuku,xho
banking,balance,How much money is left in my account to pay the BedShop bill?,59:77:SL:BILL_TYPE,[IN:balance [SL:BILL_TYPE ityala laseBedshop] ],BILL_TYPE: ityala laseBedshop,xho
banking,balance,"With this money in the bank, can I buy a car?",,[IN:balance ],,xho
banking,balance,Please see if I can buy a car with this money in the bank.,,[IN:balance ],,xho
banking,balance,Will I have enough money in the bank to buy a Macbook?,53:61:SL:SHOPPING_ITEM,[IN:balance [SL:SHOPPING_ITEM iMacbook] ],SHOPPING_ITEM: iMacbook,xho
banking,balance,Please check my bank account to see if I have enough money to buy a Macbook.,76:84:SL:SHOPPING_ITEM,[IN:balance [SL:SHOPPING_ITEM iMacbook] ],SHOPPING_ITEM: iMacbook,xho
banking,balance,Can I have money in the bank to pay for a vacation to Cape Town for two?,"49:57:SL:CITY_OR_PROVINCE,66:73:SL:NUMBER",[IN:balance [SL:CITY_OR_PROVINCE yaseKapa] [SL:NUMBER ababini] ],CITY_OR_PROVINCE: yaseKapa $$ NUMBER: ababini,xho
banking,balance,Please check if I have money in the bank to pay for two people to go on vacation to Cape Town.,"71:78:SL:NUMBER,87:95:SL:CITY_OR_PROVINCE",[IN:balance [SL:NUMBER ababini] [SL:CITY_OR_PROVINCE yaseKapa] ],NUMBER: ababini $$ CITY_OR_PROVINCE: yaseKapa,xho
banking,bill_balance,How much food do I owe this month?,"9:27:SL:BILL_TYPE,28:39:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ityala lam lokutya] [SL:DATE lale nyanga] ],BILL_TYPE: ityala lam lokutya $$ DATE: lale nyanga,xho
banking,bill_balance,Were you able to pay the remaining $50 for the funeral?,40:44:SL:MONEY,[IN:bill_balance [SL:MONEY R450] ],MONEY: R450,xho
banking,bill_balance,Did you know that at funerals you have to pay off all your debts?,14:29:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kumasingcwabane] ],BILL_TYPE: kumasingcwabane,xho
banking,bill_balance,Can you just watch me pay off all my debts?,,[IN:bill_balance ],,xho
banking,bill_balance,How much does my business owe on gasoline bills?,,[IN:bill_balance ],,xho
banking,bill_balance,How much does my business have to pay to legally acquire the land?,,[IN:bill_balance ],,xho
banking,bill_balance,How much hospital bills do you have left?,36:59:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala lasesibhedlele] ],BILL_TYPE: kwityala lasesibhedlele,xho
banking,bill_balance,Did you know that you could get it if you left some money on your travel bill?,,[IN:bill_balance ],,xho
banking,bill_balance,Please show me the amount of money I still owe on my hospital bills.,42:70:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala lam laasesibhedlele] ],BILL_TYPE: kwityala lam laasesibhedlele,xho
banking,bill_balance,How much is the entry fee?,,[IN:bill_balance ],,xho
banking,bill_balance,"show me the money of the lottery, that I may enter into the race.",,[IN:bill_balance ],,xho
banking,bill_balance,"If you charge us for one hour, how much do we owe now?",29:39:SL:TIME,[IN:bill_balance [SL:TIME iyure enye] ],TIME: iyure enye,xho
banking,bill_balance,How much money do I owe to Eskom?,9:33:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE imali endiyityala uEskom] ],BILL_TYPE: imali endiyityala uEskom,xho
banking,bill_balance,"I said I had settled the timber bill, but I hadn't, and you know how much I owe?",22:37:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ityala leenkuni] ],BILL_TYPE: ityala leenkuni,xho
banking,bill_balance,Please check my credit at Vodacom.,27:53:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ndityala malini kwaVodacom] ],BILL_TYPE: ndityala malini kwaVodacom,xho
banking,bill_balance,"How much do I owe to pay off the $11,000 phone bill?","46:61:SL:BILL_TYPE,62:71:SL:MONEY",[IN:bill_balance [SL:BILL_TYPE ityala lefowuni] [SL:MONEY leR11 000] ],BILL_TYPE: ityala lefowuni $$ MONEY: leR11 000,xho
banking,bill_balance,How much do I owe on my cell phone bill?,23:44:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala lam lefowuni] ],BILL_TYPE: kwityala lam lefowuni,xho
banking,bill_balance,He asked Maria when she would pay off her remaining debt.,11:17:SL:PERSONAL_NAME,[IN:bill_balance [SL:PERSONAL_NAME uMaria] ],PERSONAL_NAME: uMaria,xho
banking,bill_balance,Please pay the remaining $500 on your mortgage.,"15:20:SL:MONEY,34:55:SL:BILL_TYPE",[IN:bill_balance [SL:MONEY iR500] [SL:BILL_TYPE kwityala lakho lendlu] ],MONEY: iR500 $$ BILL_TYPE: kwityala lakho lendlu,xho
banking,bill_balance,Can you pay the last $500 of your mortgage?,"21:26:SL:MONEY,39:60:SL:BILL_TYPE",[IN:bill_balance [SL:MONEY iR500] [SL:BILL_TYPE kwityala lakho lendlu] ],MONEY: iR500 $$ BILL_TYPE: kwityala lakho lendlu,xho
banking,bill_balance,Who is responsible for paying the outstanding mortgage?,31:47:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ityala leempahla] ],BILL_TYPE: ityala leempahla,xho
banking,bill_balance,Please inform me of this month's water bill.,"15:31:SL:BILL_TYPE,32:43:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ngetyala lamanzi] [SL:DATE lale nyanga] ],BILL_TYPE: ngetyala lamanzi $$ DATE: lale nyanga,xho
banking,bill_balance,Isn't it your job to tell me how much my water bill is this month?,"46:64:SL:BILL_TYPE,65:75:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ityala lam lamanzi] [SL:DATE ale nyanga] ],BILL_TYPE: ityala lam lamanzi $$ DATE: ale nyanga,xho
banking,bill_balance,Can you tell me how much I owe on my phone?,34:62:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE imali endiyityalayo yefowuni] ],BILL_TYPE: imali endiyityalayo yefowuni,xho
banking,bill_balance,Have you finished looking at my balance to pay off my car?,,[IN:bill_balance ],,xho
banking,bill_balance,How much was I charged on my credit card each month?,44:67:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwikhadi lam lekhrediti] ],BILL_TYPE: kwikhadi lam lekhrediti,xho
banking,bill_balance,I'm looking at my electric bill for the past month.,"25:43:SL:BILL_TYPE,44:65:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ityala lam lombane] [SL:DATE lalenyanga iphelileyo] ],BILL_TYPE: ityala lam lombane $$ DATE: lalenyanga iphelileyo,xho
banking,bill_balance,How much debt does he have?,,[IN:bill_balance ],,xho
banking,bill_balance,Did they tell you at the party how much you owe?,,[IN:bill_balance ],,xho
banking,bill_balance,What are your flaws in the system?,,[IN:bill_balance ],,xho
banking,bill_balance,Do you have any idea how much money I have left to finish paying for Home Choice clothes?,69:92:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE iingubo zikaHome Choice] ],BILL_TYPE: iingubo zikaHome Choice,xho
banking,bill_balance,Please let me know how much money is left over so that I can pay off the Home Choice clothing debt.,51:66:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ityala leengubo] ],BILL_TYPE: ityala leengubo,xho
banking,bill_balance,Please tell me what are my father's gaps in the wall.,,[IN:bill_balance ],,xho
banking,bill_balance,How much is my mortgage?,9:37:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ityala lam lendawo yokuhlala] ],BILL_TYPE: ityala lam lendawo yokuhlala,xho
banking,bill_balance,How much do I owe this month in sheep money?,"16:27:SL:DATE,36:44:SL:DISH_OR_FOOD",[IN:bill_balance [SL:DATE kule nyanga] [SL:DISH_OR_FOOD yeegusha] ],DATE: kule nyanga $$ DISH_OR_FOOD: yeegusha,xho
banking,bill_balance,How much money do I have left to pay off the sheep I bought?,,[IN:bill_balance ],,xho
banking,bill_balance,Where can I pay the remaining books?,,[IN:bill_balance ],,xho
banking,bill_balance,How much is left on my student loan?,17:39:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala lam lokufunda] ],BILL_TYPE: kwityala lam lokufunda,xho
banking,bill_balance,Please help me pay my student loan.,31:51:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ityala lam lokufunda] ],BILL_TYPE: ityala lam lokufunda,xho
banking,bill_balance,How much do I have to pay to cover the cost of the items?,46:65:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE eli tyala leempahla] ],BILL_TYPE: eli tyala leempahla,xho
banking,bill_balance,Please help me pay the remaining $500 in DSTV debt.,"29:35:SL:MONEY,49:64:SL:BILL_TYPE",[IN:bill_balance [SL:MONEY leR500] [SL:BILL_TYPE kwityala leDSTV] ],MONEY: leR500 $$ BILL_TYPE: kwityala leDSTV,xho
banking,bill_balance,Please inform the parents of the students about the remaining fees.,,[IN:bill_balance ],,xho
banking,bill_balance,Can you help me pay the remaining tuition?,,[IN:bill_balance ],,xho
banking,bill_balance,Please tell me how much I should pay to complete the loan.,62:75:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ityala lendly] ],BILL_TYPE: ityala lendly,xho
banking,bill_balance,Please tell me how much I owe to cover the cost of the clothes.,55:71:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ityala leempahla] ],BILL_TYPE: ityala leempahla,xho
banking,bill_balance,How much do I owe on the furniture bill?,23:42:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala lefenitsha] ],BILL_TYPE: kwityala lefenitsha,xho
banking,bill_balance,Can you explain to me how much I owe on the furniture bill?,44:63:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala lefenitsha] ],BILL_TYPE: kwityala lefenitsha,xho
banking,bill_balance,Do I still have to pay back the money I borrowed?,,[IN:bill_balance ],,xho
banking,bill_balance,"Can you explain to me how I owe $15,000 but pay back five years of the $20,000?","48:56:SL:MONEY,74:91:SL:DATE,97:104:SL:MONEY",[IN:bill_balance [SL:MONEY iR15 000] [SL:DATE iminyaka emihlanu] [SL:MONEY R20 000] ],MONEY: iR15 000 $$ DATE: iminyaka emihlanu $$ MONEY: R20 000,xho
banking,bill_balance,Please advise me on how to pay this outstanding debt.,,[IN:bill_balance ],,xho
banking,bill_balance,How much do I owe on my mortgage?,23:38:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala lendlu] ],BILL_TYPE: kwityala lendlu,xho
banking,bill_balance,How much do I owe on my car loan?,23:38:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala lemoto] ],BILL_TYPE: kwityala lemoto,xho
banking,bill_balance,Bring details describing our food bill to the restaurant.,,[IN:bill_balance ],,xho
banking,bill_balance,Please explain to me the amount of the debt.,,[IN:bill_balance ],,xho
banking,bill_balance,Please advise me on how to pay this car loan.,40:70:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE eli tyala selishiyekile lemoto] ],BILL_TYPE: eli tyala selishiyekile lemoto,xho
banking,bill_balance,How much money is left over from the money I had saved for shoes?,,[IN:bill_balance ],,xho
banking,bill_balance,Can you look at my municipal debt?,24:47:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ityala lam lakwamaspala] ],BILL_TYPE: ityala lam lakwamaspala,xho
banking,bill_balance,Do you have any idea how much I have to pay for the tickets?,,[IN:bill_balance ],,xho
banking,bill_balance,Please let me know how much my employer owes me.,,[IN:bill_balance ],,xho
banking,bill_balance,Can you count the money I'm spending with my employer?,,[IN:bill_balance ],,xho
banking,bill_balance,How much do I contribute to the church?,,[IN:bill_balance ],,xho
banking,bill_balance,Do you know how much money people have left in the church to settle their debts with me?,,[IN:bill_balance ],,xho
banking,bill_balance,How much does it cost to rent a car from Mthatha to Dutywa?,"32:40:SL:CITY_OR_PROVINCE,45:52:SL:CITY_OR_PROVINCE",[IN:bill_balance [SL:CITY_OR_PROVINCE eMthatha] [SL:CITY_OR_PROVINCE eDutywa] ],CITY_OR_PROVINCE: eMthatha $$ CITY_OR_PROVINCE: eDutywa,xho
banking,bill_balance,How much should I pay to quote the reservation fee for this upcoming tour?,,[IN:bill_balance ],,xho
banking,bill_balance,Please advise me on how to pay for a Dubai tour.,53:63:SL:COUNTRY,[IN:bill_balance [SL:COUNTRY lwaseDubai] ],COUNTRY: lwaseDubai,xho
banking,bill_balance,Can you tell me how much I should pay to book this upcoming trip?,,[IN:bill_balance ],,xho
banking,bill_balance,Please put me on the list of people who want to know their debts.,,[IN:bill_balance ],,xho
banking,bill_balance,Can you put me on the list of people who want to know their debts?,,[IN:bill_balance ],,xho
banking,bill_balance,Who can help me to know how much I have left on the chair bill.,47:64:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala lezitulo] ],BILL_TYPE: kwityala lezitulo,xho
banking,bill_balance,Please let me know who can help me with the details of my chair loan.,51:71:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE zetyala lam zezitulo] ],BILL_TYPE: zetyala lam zezitulo,xho
banking,bill_balance,How much do I have to pay now to get my glasses off?,,[IN:bill_balance ],,xho
banking,bill_balance,Do you have any idea where I'm paying the rest of the TV bill?,48:71:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala likamabonakude] ],BILL_TYPE: kwityala likamabonakude,xho
banking,bill_balance,How much money does he have left in the bank after spending so much?,,[IN:bill_balance ],,xho
banking,bill_balance,I would like to know how much money is left on my credit card.,,[IN:bill_balance ],,xho
banking,bill_balance,Please show me the balance on the PnP account card.,,[IN:bill_balance ],,xho
banking,bill_balance,Please let me know how much I should pay to complete my contribution.,52:72:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ityala lam lomgalelo] ],BILL_TYPE: ityala lam lomgalelo,xho
