domain,intent,text,spans,logical_form,xtreme-up,source_language
banking,balance,Check your Citibank account and see if there is enough money left to pay for our son's school fees.,"26:34:SL:BANK_NAME,95:114:SL:BILL_TYPE",[IN:balance [SL:BANK_NAME Citibank] [SL:BILL_TYPE ebisale by'essomero] ],BANK_NAME: Citibank $$ BILL_TYPE: ebisale by'essomero,lug
banking,balance,How much money do you have in your Post bank account?,39:48:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Post bank] ],BANK_NAME: Post bank,lug
banking,balance,Do you have enough money in your bank account to pay for your water bill?,"35:46:SL:BANK_NAME,66:72:SL:BILL_TYPE",[IN:balance [SL:BANK_NAME Absa bbanka] [SL:BILL_TYPE amazzi] ],BANK_NAME: Absa bbanka $$ BILL_TYPE: amazzi,lug
banking,balance,Do I have to tell my friends about my bank account?,,[IN:balance ],,lug
banking,balance,How much money do you have in your dollar account at Post bank?,"40:46:SL:CURRENCY,50:59:SL:BANK_NAME",[IN:balance [SL:CURRENCY ddoola] [SL:BANK_NAME Post bank] ],CURRENCY: ddoola $$ BANK_NAME: Post bank,lug
banking,balance,Do you have money left in your DFCU bank account after you buy food?,43:52:SL:BANK_NAME,[IN:balance [SL:BANK_NAME DFCU bank] ],BANK_NAME: DFCU bank,lug
banking,balance,Tell me how much money you have in your Baroda bank account after paying your school fees.,"58:64:SL:BANK_NAME,84:103:SL:BILL_TYPE",[IN:balance [SL:BANK_NAME Baroda] [SL:BILL_TYPE ebisale by'essomero] ],BANK_NAME: Baroda $$ BILL_TYPE: ebisale by'essomero,lug
banking,balance,Do you have money in your account in Stanbic bank to buy clothes for children?,"46:53:SL:BANK_NAME,69:75:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME Stanbic] [SL:SHOPPING_ITEM engoye] ],BANK_NAME: Stanbic $$ SHOPPING_ITEM: engoye,lug
banking,balance,Do you have money in your Exim bank account to buy a house?,36:47:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Exim bbanka] ],BANK_NAME: Exim bbanka,lug
banking,balance,Is the money in the Housing Finance bank account enough to pay for water and electricity?,"29:49:SL:BANK_NAME,69:75:SL:BILL_TYPE,78:91:SL:BILL_TYPE",[IN:balance [SL:BANK_NAME Housing Finance bank] [SL:BILL_TYPE amazzi] [SL:BILL_TYPE amasannyalaze] ],BANK_NAME: Housing Finance bank $$ BILL_TYPE: amazzi $$ BILL_TYPE: amasannyalaze,lug
banking,balance,Is your sister's money in the Finance trust bank enough to buy a ticket to Dubai?,"40:53:SL:BANK_NAME,87:92:SL:CITY_OR_PROVINCE",[IN:balance [SL:BANK_NAME Finance trust] [SL:CITY_OR_PROVINCE Dubai] ],BANK_NAME: Finance trust $$ CITY_OR_PROVINCE: Dubai,lug
banking,balance,Do you have I&M funds in a bank that can help you in case of need?,22:32:SL:BANK_NAME,[IN:balance [SL:BANK_NAME I&M bbanka] ],BANK_NAME: I&M bbanka,lug
banking,balance,Do you know how much money we have left in our account from the Salam Bank?,66:71:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Salam] ],BANK_NAME: Salam,lug
banking,balance,How much money do I have left in my NCBA bank account after paying for my clothes from the United States?,"46:55:SL:BANK_NAME,76:82:SL:SHOPPING_ITEM,92:99:SL:COUNTRY",[IN:balance [SL:BANK_NAME NCBA bank] [SL:SHOPPING_ITEM engoye] [SL:COUNTRY Amerika] ],BANK_NAME: NCBA bank $$ SHOPPING_ITEM: engoye $$ COUNTRY: Amerika,lug
banking,balance,I am looking at my Diamond Trust bank account.,34:54:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Diamond Trust bbanka] ],BANK_NAME: Diamond Trust bbanka,lug
banking,balance,"""How much money do you have in your Exim bank account?",44:53:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Exim bank] ],BANK_NAME: Exim bank,lug
banking,balance,Tell your wife how much money you have deposited in your account with Bank of India Uganda.,57:77:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Bank of India Uganda] ],BANK_NAME: Bank of India Uganda,lug
banking,balance,How much money do you have in both your accounts in Eco bank and Bank of Baroda?,"45:53:SL:BANK_NAME,57:71:SL:BANK_NAME",[IN:balance [SL:BANK_NAME Eco bank] [SL:BANK_NAME Bank of Baroda] ],BANK_NAME: Eco bank $$ BANK_NAME: Bank of Baroda,lug
banking,balance,How much money do I have in my UBA account?,52:55:SL:BANK_NAME,[IN:balance [SL:BANK_NAME UBA] ],BANK_NAME: UBA,lug
banking,balance,I want to see my statement to see my account balance in Tropical bank,84:97:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Tropical bank] ],BANK_NAME: Tropical bank,lug
banking,balance,I am looking at money deposited into my account in UGAFODE,54:61:SL:BANK_NAME,[IN:balance [SL:BANK_NAME UGAFODE] ],BANK_NAME: UGAFODE,lug
banking,balance,How much money do I have in my savings account with Pride Microfinance Limited?,"43:50:SL:ACCOUNT_TYPE,54:80:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE savings] [SL:BANK_NAME Pride Microfinance Limited] ],ACCOUNT_TYPE: savings $$ BANK_NAME: Pride Microfinance Limited,lug
banking,balance,Do you deposit more than fifty thousand dollars into your account at Tropical bank?,"29:43:SL:MONEY,62:75:SL:BANK_NAME",[IN:balance [SL:MONEY mitwalo ataano] [SL:BANK_NAME Tropical bank] ],MONEY: mitwalo ataano $$ BANK_NAME: Tropical bank,lug
banking,balance,Can I check my bank account online?,58:67:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Absa bank] ],BANK_NAME: Absa bank,lug
banking,balance,How much money do you have in your DFCU bank account?,49:53:SL:BANK_NAME,[IN:balance [SL:BANK_NAME DFCU] ],BANK_NAME: DFCU,lug
banking,balance,"""Do you have enough money in your Postal account to pay for your school fees?","35:44:SL:BANK_NAME,64:88:SL:BILL_TYPE",[IN:balance [SL:BANK_NAME Post bank] [SL:BILL_TYPE ebisale byo eby'essomero] ],BANK_NAME: Post bank $$ BILL_TYPE: ebisale byo eby'essomero,lug
banking,balance,Do you have enough money in your Equity bank account?,44:55:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Equity bank] ],BANK_NAME: Equity bank,lug
banking,balance,Take the money from my account in the bank of Stanbic and pour ten pints of beer.,"52:59:SL:BANK_NAME,86:100:SL:NUMBER",[IN:balance [SL:BANK_NAME Stanbic] [SL:NUMBER kkuleeti kkumi] ],BANK_NAME: Stanbic $$ NUMBER: kkuleeti kkumi,lug
banking,balance,Do you have enough money to buy a new phone on your Housing Finance account?,"36:46:SL:SHOPPING_ITEM,72:87:SL:BANK_NAME",[IN:balance [SL:SHOPPING_ITEM terefayina] [SL:BANK_NAME Housing Finance] ],SHOPPING_ITEM: terefayina $$ BANK_NAME: Housing Finance,lug
banking,balance,Can we transfer money to our Diamond Trust account and go on vacation?,42:55:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Diamond Trust] ],BANK_NAME: Diamond Trust,lug
banking,bill_balance,The water man lost me a lot of money today.,,[IN:bill_balance ],,lug
banking,bill_balance,I had to pay for my visa to go to England.,54:63:SL:COUNTRY,[IN:bill_balance [SL:COUNTRY Bungereza] ],COUNTRY: Bungereza,lug
banking,bill_balance,How much money did you find in the trash?,,[IN:bill_balance ],,lug
banking,bill_balance,How much do you expect my child to pay for school?,,[IN:bill_balance ],,lug
banking,bill_balance,Why do you turn off the lights when I'm cleaning?,,[IN:bill_balance ],,lug
banking,bill_balance,I need to learn the correct way to pour water.,54:60:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE amazzi] ],BILL_TYPE: amazzi,lug
banking,bill_balance,What is the pressure of water per liter?,0:17:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Ebisale by'amazzi] ],BILL_TYPE: Ebisale by'amazzi,lug
banking,bill_balance,How much should I pay for car insurance?,36:54:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE yinsuwa y'emmotoka] ],BILL_TYPE: yinsuwa y'emmotoka,lug
banking,bill_balance,When should I pay for security and electricity?,"0:8:SL:BILL_TYPE,11:24:SL:BILL_TYPE",[IN:bill_balance [SL:BILL_TYPE Obukuumi] [SL:BILL_TYPE amasannyalaze] ],BILL_TYPE: Obukuumi $$ BILL_TYPE: amasannyalaze,lug
banking,bill_balance,How much will my family's insurance cost me?,0:7:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Yinsuwa] ],BILL_TYPE: Yinsuwa,lug
banking,bill_balance,How much should I pay for the child's medical treatment?,40:60:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE bujjanjabi bw'omwana] ],BILL_TYPE: bujjanjabi bw'omwana,lug
banking,bill_balance,How much water did I use this month?,"0:6:SL:BILL_TYPE,21:32:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Amazzi] [SL:DATE omwezi guno] ],BILL_TYPE: Amazzi $$ DATE: omwezi guno,lug
banking,bill_balance,How much will my eye surgery cost today?,"0:21:SL:BILL_TYPE,22:27:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Obujjanjabi bw'amaaso] [SL:DATE leero] ],BILL_TYPE: Obujjanjabi bw'amaaso $$ DATE: leero,lug
banking,bill_balance,I think my mother paid all my water bills.,28:45:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ebisale by'amazzi] ],BILL_TYPE: ebisale by'amazzi,lug
banking,bill_balance,"I expect you to spend less than 10,000 on water.","35:41:SL:MONEY,45:50:SL:BILL_TYPE","[IN:bill_balance [SL:MONEY 10,000] [SL:BILL_TYPE mazzi] ]","MONEY: 10,000 $$ BILL_TYPE: mazzi",lug
banking,bill_balance,How much do you pay for both children?,,[IN:bill_balance ],,lug
banking,bill_balance,Show me the amount of water.,32:37:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE mazzi] ],BILL_TYPE: mazzi,lug
banking,bill_balance,You need to know the cost of the loan.,,[IN:bill_balance ],,lug
banking,bill_balance,I want to know how much my loan is.,,[IN:bill_balance ],,lug
banking,bill_balance,How much money do I need to pay for my Yaka?,32:36:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Yaka] ],BILL_TYPE: Yaka,lug
banking,bill_balance,Can you tell me the amount of money you have left in the shop this month?,47:58:SL:DATE,[IN:bill_balance [SL:DATE omwezi guno] ],DATE: omwezi guno,lug
banking,bill_balance,You can tell me the cost of gasoline this month.,47:58:SL:DATE,[IN:bill_balance [SL:DATE omwezi guno] ],DATE: omwezi guno,lug
banking,bill_balance,You can tell me the TV prices this week.,"20:34:SL:BILL_TYPE,48:57:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ebisale bya TV] [SL:DATE wiiki eno] ],BILL_TYPE: ebisale bya TV $$ DATE: wiiki eno,lug
banking,bill_balance,How much is the water bill this month?,"29:34:SL:BILL_TYPE,35:46:SL:DATE",[IN:bill_balance [SL:BILL_TYPE mazzi] [SL:DATE omwezi guno] ],BILL_TYPE: mazzi $$ DATE: omwezi guno,lug
banking,bill_balance,How much are you going to charge me to take me to Kampala?,42:49:SL:CITY_OR_PROVINCE,[IN:bill_balance [SL:CITY_OR_PROVINCE Kampala] ],CITY_OR_PROVINCE: Kampala,lug
banking,bill_balance,Tell me how much I will spend on travel.,,[IN:bill_balance ],,lug
banking,bill_balance,How much will I need to buy electricity here?,,[IN:bill_balance ],,lug
banking,bill_balance,How much did you charge for the soap?,24:33:SL:SHOPPING_ITEM,[IN:bill_balance [SL:SHOPPING_ITEM ssabbuuni] ],SHOPPING_ITEM: ssabbuuni,lug
banking,bill_balance,How much will the gas cook?,0:6:SL:SHOPPING_ITEM,[IN:bill_balance [SL:SHOPPING_ITEM Ggaasi] ],SHOPPING_ITEM: Ggaasi,lug
banking,bill_balance,I need to know the electricity and water bills.,"41:53:SL:BILL_TYPE,56:62:SL:BILL_TYPE",[IN:bill_balance [SL:BILL_TYPE masannyalaze] [SL:BILL_TYPE amazzi] ],BILL_TYPE: masannyalaze $$ BILL_TYPE: amazzi,lug
banking,bill_balance,Please tell me the cost of the transportation.,,[IN:bill_balance ],,lug
banking,bill_balance,How much money will I have to pay for my child's schooling?,,[IN:bill_balance ],,lug
banking,bill_balance,I need to know the amount of money needed for the security of the home.,,[IN:bill_balance ],,lug
banking,bill_balance,How much would I have to pay for the Internet?,37:48:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE mutimbagano] ],BILL_TYPE: mutimbagano,lug
banking,bill_balance,How much should I spend on my trip?,,[IN:bill_balance ],,lug
banking,bill_balance,How much did I pay for the first water?,44:49:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE mazzi] ],BILL_TYPE: mazzi,lug
banking,bill_balance,How much should I spend on electricity for the heater?,39:51:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE masannyalaze] ],BILL_TYPE: masannyalaze,lug
banking,bill_balance,It has been thrown in the garbage.,,[IN:bill_balance ],,lug
banking,bill_balance,I have to figure out how to pay for water using the Internet.,51:57:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE amazzi] ],BILL_TYPE: amazzi,lug
banking,bill_balance,Can you tell me how much it costs to get water in the house?,,[IN:bill_balance ],,lug
banking,bill_balance,Tell me the basic cost of water.,44:50:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE amazzi] ],BILL_TYPE: amazzi,lug
banking,bill_balance,Please tell me about the fees I have to pay for my startimes.,53:62:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE startimes] ],BILL_TYPE: startimes,lug
banking,bill_balance,How much do I have to pay for my GOTV?,40:44:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE GOTV] ],BILL_TYPE: GOTV,lug
banking,bill_balance,You can look at my phone and see the water bill.,63:68:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE mazzi] ],BILL_TYPE: mazzi,lug
banking,bill_balance,How much money is in the pocket of this trash?,,[IN:bill_balance ],,lug
banking,bill_balance,That is the electricity bill for this month.,"30:42:SL:BILL_TYPE,45:56:SL:DATE",[IN:bill_balance [SL:BILL_TYPE masannyalaze] [SL:DATE omwezi guno] ],BILL_TYPE: masannyalaze $$ DATE: omwezi guno,lug
banking,bill_balance,How much do I need to pay for the phone this month?,50:60:SL:DATE,[IN:bill_balance [SL:DATE mwezi guno] ],DATE: mwezi guno,lug
banking,bill_balance,The electricity bill was way too high.,23:35:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE masannyalaze] ],BILL_TYPE: masannyalaze,lug
banking,bill_balance,Why do I spend so much money on mobile phones every month?,37:47:SL:DATE,[IN:bill_balance [SL:DATE buli mwezi] ],DATE: buli mwezi,lug
banking,bill_balance,I have to spend a lot of money every time I turn on the electricity.,,[IN:bill_balance ],,lug
banking,bill_balance,This month I will not spend money on alcohol.,0:11:SL:DATE,[IN:bill_balance [SL:DATE Omwezi guno] ],DATE: Omwezi guno,lug
banking,bill_balance,Alcohol cost me a lot of money last month.,34:49:SL:DATE,[IN:bill_balance [SL:DATE omwezi oguwedde] ],DATE: omwezi oguwedde,lug
banking,bill_balance,How much do you spend on your clothes?,0:6:SL:SHOPPING_ITEM,[IN:bill_balance [SL:SHOPPING_ITEM Engoye] ],SHOPPING_ITEM: Engoye,lug
banking,bill_balance,My wife spends a lot of money on clothes.,39:44:SL:SHOPPING_ITEM,[IN:bill_balance [SL:SHOPPING_ITEM ngoye] ],SHOPPING_ITEM: ngoye,lug
banking,bill_balance,How much money do you spend on shoes in a year?,"29:35:SL:SHOPPING_ITEM,39:50:SL:DATE",[IN:bill_balance [SL:SHOPPING_ITEM ngatto] [SL:DATE mwaka ogumu] ],SHOPPING_ITEM: ngatto $$ DATE: mwaka ogumu,lug
banking,bill_balance,My handbags are also very expensive.,,[IN:bill_balance ],,lug
banking,bill_balance,Look at your budget and see what you have to pay.,,[IN:bill_balance ],,lug
banking,bill_balance,How much will it cost to repair the car?,,[IN:bill_balance ],,lug
banking,bill_balance,How much will it cost?,,[IN:bill_balance ],,lug
banking,bill_balance,Cleaning the house is costing me money.,,[IN:bill_balance ],,lug
banking,bill_balance,Check the electricity bill online.,37:50:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE amazannyalaze] ],BILL_TYPE: amazannyalaze,lug
banking,bill_balance,Do you know how much money the garbage collector is borrowing?,43:51:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kasasiro] ],BILL_TYPE: kasasiro,lug
banking,bill_balance,How much do I need to pay the man who takes care of the house?,,[IN:bill_balance ],,lug
banking,bill_balance,Can you tell me how much I paid for Zuku TV?,43:50:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Zuku TV] ],BILL_TYPE: Zuku TV,lug
banking,bill_balance,I always have to pay for my water late.,26:32:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE amazzi] ],BILL_TYPE: amazzi,lug
banking,bill_balance,Why are we spending so much money this month?,6:17:SL:DATE,[IN:bill_balance [SL:DATE omwezi guno] ],DATE: omwezi guno,lug
banking,bill_balance,How much electricity did I spend this week?,"0:13:SL:BILL_TYPE,41:50:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Amasannyalaze] [SL:DATE wiiki eno] ],BILL_TYPE: Amasannyalaze $$ DATE: wiiki eno,lug
banking,bill_balance,Every week I have to spend money on buying newspapers.,"0:10:SL:DATE,52:61:SL:SHOPPING_ITEM",[IN:bill_balance [SL:DATE Buli wiiki] [SL:SHOPPING_ITEM amawulire] ],DATE: Buli wiiki $$ SHOPPING_ITEM: amawulire,lug
banking,bill_balance,Do you have all the money in your pocket?,,[IN:bill_balance ],,lug
banking,bill_balance,How much do you pay for school fees?,24:42:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE bisale by'essomero] ],BILL_TYPE: bisale by'essomero,lug
banking,bill_balance,How much do I have to pay for the rent?,33:46:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ez'obupangisa] ],BILL_TYPE: ez'obupangisa,lug
banking,bill_balance,How much do you pay for electricity this month?,"24:36:SL:BILL_TYPE,37:48:SL:DATE",[IN:bill_balance [SL:BILL_TYPE masannyalaze] [SL:DATE omwezi guno] ],BILL_TYPE: masannyalaze $$ DATE: omwezi guno,lug
banking,bill_balance,How much will the trip cost me today?,40:45:SL:DATE,[IN:bill_balance [SL:DATE leero] ],DATE: leero,lug
banking,bill_balance,Is health care costing too much money today?,38:43:SL:DATE,[IN:bill_balance [SL:DATE leero] ],DATE: leero,lug
banking,bill_balance,How much is my T-shirt worth today?,"0:18:SL:BILL_TYPE,37:42:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Ebisale bya Ttivvi] [SL:DATE leero] ],BILL_TYPE: Ebisale bya Ttivvi $$ DATE: leero,lug
