domain,intent,text,spans,logical_form
banking,balance,Shin menene jimlar kuɗi a asusun banki na na Fidelity da UBA?,"45:53:SL:BANK_NAME,57:60:SL:BANK_NAME",[IN:balance [SL:BANK_NAME Fidelity] [SL:BANK_NAME UBA] ]
banking,balance,Shin Musa kasan menene jimlar kuɗi a asusun banki na na Taj?,"5:9:SL:PERSONAL_NAME,56:59:SL:BANK_NAME",[IN:balance [SL:PERSONAL_NAME Musa] [SL:BANK_NAME Taj] ]
banking,balance,Wai menene jimlar kuɗi a asusun banki na na Zenith?,44:50:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Zenith] ]
banking,balance,Zaka iya gaya min ko kuɗin dake cikin asusun banki zai isa na biya kuɗin haya?,67:77:SL:BILL_TYPE,[IN:balance [SL:BILL_TYPE kuɗin haya] ]
banking,balance,Akwai isasshen kuɗi a asusun bankin zenith ɗina don siyan sabuwar jaka,"36:42:SL:BANK_NAME,66:70:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME zenith] [SL:SHOPPING_ITEM jaka] ]
banking,balance,Akwai isasshen Naira a asusun bankin zenith ɗina don siyan sabuwar jaka,"15:20:SL:CURRENCY,37:43:SL:BANK_NAME,67:71:SL:SHOPPING_ITEM",[IN:balance [SL:CURRENCY Naira] [SL:BANK_NAME zenith] [SL:SHOPPING_ITEM jaka] ]
banking,balance,Akwai kuɗi mai yawa a cikin asusun ajiya ta dan tafiya hutu,,[IN:balance ]
banking,balance,Duba min ko akwai isasshen kuɗi a asusun bankin zenith ɗina don siyan sabuwar jaka,"48:54:SL:BANK_NAME,78:82:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME zenith] [SL:SHOPPING_ITEM jaka] ]
banking,balance,naira nawa ta rage a asusun ajiya ta na bankin Diamond?,"0:5:SL:CURRENCY,47:54:SL:BANK_NAME",[IN:balance [SL:CURRENCY naira] [SL:BANK_NAME Diamond] ]
banking,balance,Duba min nawa ne jimlar kuɗi a asusun banki na na Jaiz?,50:54:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Jaiz] ]
banking,balance,taya zan iya duba kudin da suka rage a asusun ajiya ta na bankin GT?,65:67:SL:BANK_NAME,[IN:balance [SL:BANK_NAME GT] ]
banking,balance,Dan Allah ko zaka iya gaya min ragowar kuɗin dake cikin asusun banki na a yanzu,72:79:SL:TIME,[IN:balance [SL:TIME a yanzu] ]
banking,balance,Gaya min jimlar kuɗi a asusun banki na na union?,42:47:SL:BANK_NAME,[IN:balance [SL:BANK_NAME union] ]
banking,balance,Gaya nawa ya rage a asusun banki na na Zenith?,39:45:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Zenith] ]
banking,balance,gaya min ko akwai isasshen kuɗi a asusun bankin UBA ɗina don siyan sabon takalmi,"48:51:SL:BANK_NAME,73:80:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME UBA] [SL:SHOPPING_ITEM takalmi] ]
banking,balance,gaya min ko akwai isasshen kuɗi a asusun bankin UBA ɗina don siyan sabuwar jaka,"48:51:SL:BANK_NAME,75:79:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME UBA] [SL:SHOPPING_ITEM jaka] ]
banking,balance,kimanin naira nawa ta rage a asusun ajiyar kudin na masallacin?,8:13:SL:CURRENCY,[IN:balance [SL:CURRENCY naira] ]
banking,balance,Dan Allah za ka iya duba min ko akwai kuɗi mai yawa a cikin asusun ajiya ta dan tafiya hutu,,[IN:balance ]
banking,balance,Ka san jimlar kuɗi a asusun banki na na GT?,40:42:SL:BANK_NAME,[IN:balance [SL:BANK_NAME GT] ]
banking,balance,kimanin naira nawa ne a asusun ajiya ta na Zenith?,"8:13:SL:CURRENCY,43:49:SL:BANK_NAME",[IN:balance [SL:CURRENCY naira] [SL:BANK_NAME Zenith] ]
banking,balance,Duba min ko akwai kuɗi mai yawa a cikin asusun ajiya ta dan tafiya hutu,,[IN:balance ]
banking,balance,Duba min nawa gare ni acikin asusun ajiyata na bankin Gt,54:56:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Gt] ]
banking,balance,Faɗa min ragowar kuɗin dake cikin asusun banki na a yanzu,50:57:SL:TIME,[IN:balance [SL:TIME a yanzu] ]
banking,balance,Gaya min naira nawa gare ni acikin asusun ajiyata na bankin Gt?,"9:14:SL:CURRENCY,60:62:SL:BANK_NAME",[IN:balance [SL:CURRENCY naira] [SL:BANK_NAME Gt] ]
banking,balance,Gaya min nawa gare ni acikin asusun ajiyata na bankin Gt?,54:56:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Gt] ]
banking,balance,Gaya min ragowar kuɗin dake cikin asusun banki na a yanzu,50:57:SL:TIME,[IN:balance [SL:TIME a yanzu] ]
banking,balance,Shin menene jimlar kuɗi a asusun banki na na Fidelity?,45:53:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Fidelity] ]
banking,balance,taya zan iya duba sauran kudin da suka rage a asusun ajiya ta?,,[IN:balance ]
banking,balance,Ina so ka gaya min ragowar kuɗin dake cikin asusun banki na a yanzu,60:67:SL:TIME,[IN:balance [SL:TIME a yanzu] ]
banking,balance,Yaya zan duba jimlar kuɗi a asusun banki na na Taj?,47:50:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Taj] ]
banking,balance,taya zan san kudin da na tura maka sun shiga asusun ajiyar ka?,,[IN:balance ]
banking,balance,Kasan naira nawa gare ni acikin asusun ajiyata na bankin Gt?,"6:11:SL:CURRENCY,57:59:SL:BANK_NAME",[IN:balance [SL:CURRENCY naira] [SL:BANK_NAME Gt] ]
banking,balance,Kasan nawa gare ni acikin asusun ajiyata na bankin Gt?,51:53:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Gt] ]
banking,balance,Ko zaka iya faɗa min ragowar kuɗin dake cikin asusun banki na a yanzu,62:69:SL:TIME,[IN:balance [SL:TIME a yanzu] ]
banking,balance,Ko zaka iya gaya min ragowar kuɗin dake cikin asusun banki na a yanzu,62:69:SL:TIME,[IN:balance [SL:TIME a yanzu] ]
banking,balance,Zaka iya sanar da ni jimlar kuɗi a asusun banki na na Zenith?,54:60:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Zenith] ]
banking,balance,wacce hanya ce mafi sauki ta duba kudin dake cikin asusun ajiyar bankin GT?,72:74:SL:BANK_NAME,[IN:balance [SL:BANK_NAME GT] ]
banking,balance,me nake da shi a asusun banki na a yanzu,33:40:SL:TIME,[IN:balance [SL:TIME a yanzu] ]
banking,balance,menene jimlar kuɗi a asusun banki na na Fidelity?,40:48:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Fidelity] ]
banking,balance,menene jimlar kuɗi a asusun banki na na Jaiz?,40:44:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Jaiz] ]
banking,balance,menene jimlar kuɗi a asusun banki na na Taj?,40:43:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Taj] ]
banking,balance,menene jimlar kuɗi a asusun banki na na Zenith?,40:46:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Zenith] ]
banking,balance,menene jimlar lissafin kuɗi a asusun banki na a yanzu?,46:53:SL:TIME,[IN:balance [SL:TIME a yanzu] ]
banking,balance,Naira nawa gare ni acikin asusun ajiyata na bankin Gt?,"0:5:SL:CURRENCY,51:53:SL:BANK_NAME",[IN:balance [SL:CURRENCY Naira] [SL:BANK_NAME Gt] ]
banking,balance,Naira nawa ne ragowar kuɗin dake cikin asusun banki na a yanzu?,"0:5:SL:CURRENCY,55:62:SL:TIME",[IN:balance [SL:CURRENCY Naira] [SL:TIME a yanzu] ]
banking,balance,Nawa gare ni acikin asusun ajiyata na bankin Gt?,45:47:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Gt] ]
banking,balance,nawa nake da su a asusun banki na,,[IN:balance ]
banking,balance,nawa ne ragowar kuɗin dake cikin asusun banki na a yanzu?,49:56:SL:TIME,[IN:balance [SL:TIME a yanzu] ]
banking,balance,shin akwai isasshen Naira a asusun bankin Access ɗina don siyan sabuwar jaka,"20:25:SL:CURRENCY,42:48:SL:BANK_NAME,72:76:SL:SHOPPING_ITEM",[IN:balance [SL:CURRENCY Naira] [SL:BANK_NAME Access] [SL:SHOPPING_ITEM jaka] ]
banking,balance,shin akwai isasshen Naira a asusun bankin zenith ɗina don siyan sabuwar jaka,"20:25:SL:CURRENCY,42:48:SL:BANK_NAME,72:76:SL:SHOPPING_ITEM",[IN:balance [SL:CURRENCY Naira] [SL:BANK_NAME zenith] [SL:SHOPPING_ITEM jaka] ]
banking,balance,Shin akwai kuɗi  a cikin asusun ajiya ta dan tafiya hutu,,[IN:balance ]
banking,balance,Shin akwai kuɗi mai yawa a cikin asusun ajiya ta dan tafiya hutu,,[IN:balance ]
banking,balance,Shin ina da isasshen kuɗi a asusun banki na na Access domin siyan wannan agogon?,"47:53:SL:BANK_NAME,73:78:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME Access] [SL:SHOPPING_ITEM agogo] ]
banking,balance,Shin ina da isasshen kuɗi a asusun banki na na GT domin siyan wannan agogon?,"47:49:SL:BANK_NAME,69:74:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME GT] [SL:SHOPPING_ITEM agogo] ]
banking,balance,Shin ina da isasshen kuɗi a asusun banki na na Jaiz domin siyan wannan agogon?,"47:51:SL:BANK_NAME,71:76:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME Jaiz] [SL:SHOPPING_ITEM agogo] ]
banking,balance,Shin ina da isasshen kuɗi a asusun banki na na UBA domin siyan wannan agogon?,"47:50:SL:BANK_NAME,70:75:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME UBA] [SL:SHOPPING_ITEM agogo] ]
banking,balance,Shin Naira nawa gare ni acikin asusun ajiyata na bankin Gt?,"5:10:SL:CURRENCY,56:58:SL:BANK_NAME",[IN:balance [SL:CURRENCY Naira] [SL:BANK_NAME Gt] ]
banking,balance,yaya zan duba ko akwai kuɗi mai yawa a cikin asusun ajiya ta dan tafiya hutu,,[IN:balance ]
banking,balance,Za ka iya duba min ko akwai kuɗi mai yawa a cikin asusun ajiya ta dan tafiya hutu,,[IN:balance ]
banking,balance,Zaka iya gaya min ragowar kuɗin dake cikin asusun banki na a yanzu,59:66:SL:TIME,[IN:balance [SL:TIME a yanzu] ]
banking,balance,zan iya samun dubu dari a asusun ajiya ta na Diamond?,"14:23:SL:MONEY,45:52:SL:BANK_NAME",[IN:balance [SL:MONEY dubu dari] [SL:BANK_NAME Diamond] ]
banking,balance,Gaya min nawa gare ni acikin asusun ajiyata na bankin Fidelity?,54:62:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Fidelity] ]
banking,balance,menene jimlar kuɗi a asusun banki na na GT?,40:42:SL:BANK_NAME,[IN:balance [SL:BANK_NAME GT] ]
banking,balance,menene jimlar kuɗi a asusun banki na na union?,40:45:SL:BANK_NAME,[IN:balance [SL:BANK_NAME union] ]
banking,balance,Shin ina da isasshen kuɗi a asusun banki na na Fidelity domin siyan wannan agogon?,"47:55:SL:BANK_NAME,75:80:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME Fidelity] [SL:SHOPPING_ITEM agogo] ]
banking,balance,Shin ina da isasshen kuɗi a asusun banki na na Jaiz domin siyan wannan motar?,47:51:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Jaiz] ]
banking,balance,Shin ina da isasshen kuɗi a asusun bankin UBA ɗina don siyan sabon takalmi,"42:45:SL:BANK_NAME,67:74:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME UBA] [SL:SHOPPING_ITEM takalmi] ]
banking,balance,Zaka iya gaya min ko akwai isasshen kuɗi a asusun bankin UBA ɗina don siyan sabon takalmi,"57:60:SL:BANK_NAME,82:89:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME UBA] [SL:SHOPPING_ITEM takalmi] ]
banking,bill_balance,"A wannan watan, nawa zan biya na kuɗin iskar gas da wutar lantarki?","2:14:SL:DATE,33:66:SL:BILL_TYPE",[IN:bill_balance [SL:DATE wannan watan] [SL:BILL_TYPE kuɗin iskar gas da wutar lantarki] ]
banking,bill_balance,Dan Allah zaka iya sanar da ni nawa ne kuɗin dstv da netflix ɗina?,39:60:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin dstv da netflix] ]
banking,bill_balance,Duba min jimlar lissafin kuɗin wutar lantarki na wannan shekarar?,"25:45:SL:BILL_TYPE,49:64:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin wutar lantarki] [SL:DATE wannan shekarar] ]
banking,bill_balance,Duba min ko na biya kuɗin ruwan da gotv na wannan watan?,"20:39:SL:BILL_TYPE,43:55:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin ruwan da gotv] [SL:DATE wannan watan] ]
banking,bill_balance,Nawa ne jimlar adadin kuɗin netflix da ake bina?,22:35:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin netflix] ]
banking,bill_balance,Nawa ne jimlar adadin kuɗin netflix ɗin?,22:35:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin netflix] ]
banking,bill_balance,Nawa zan biya na kuɗin dstv ɗin?,17:27:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin dstv] ]
banking,bill_balance,"Shin a wannan watan, nawa zan biya na kuɗin iskar gas da wutar lantarki?","7:19:SL:DATE,38:71:SL:BILL_TYPE",[IN:bill_balance [SL:DATE wannan watan] [SL:BILL_TYPE kuɗin iskar gas da wutar lantarki] ]
banking,bill_balance,"Shin a wannan watan, nawa zan biya na kuɗin iskar gas?","7:19:SL:DATE,38:53:SL:BILL_TYPE",[IN:bill_balance [SL:DATE wannan watan] [SL:BILL_TYPE kuɗin iskar gas] ]
banking,bill_balance,"Shin a wannan watan, nawa zan biya na kuɗin ruwa da wutar lantarki?","7:19:SL:DATE,38:66:SL:BILL_TYPE",[IN:bill_balance [SL:DATE wannan watan] [SL:BILL_TYPE kuɗin ruwa da wutar lantarki] ]
banking,bill_balance,Shin nawa ne kuɗin iskar gas ɗin na wata uku?,"13:28:SL:BILL_TYPE,36:44:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin iskar gas] [SL:DATE wata uku] ]
banking,bill_balance,Shin nawa ne kuɗin wutar lantarkin shagon?,13:34:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin wutar lantarkin] ]
banking,bill_balance,Zaka iya duba min ko na biya kuɗin netflix ɗin?,29:42:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin netflix] ]
banking,bill_balance,Zaka iya duba min ko na biya kuɗin ruwan wannan watan?,"29:39:SL:BILL_TYPE,41:53:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin ruwa] [SL:DATE wannan watan] ]
banking,bill_balance,Zaka iya duba min ko na biya kuɗin wutar lantarkin wannan watan?,"29:50:SL:BILL_TYPE,51:63:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin wutar lantarkin] [SL:DATE wannan watan] ]
banking,bill_balance,Zaka iya sanar da ni nawa ne kuɗin gotv ɗin wata biyu?,"29:39:SL:BILL_TYPE,44:53:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin gotv] [SL:DATE wata biyu] ]
banking,bill_balance,Dan Allah a sanar da ni nawa ne kuɗin dstv ɗina na wannan watan?,"32:42:SL:BILL_TYPE,51:63:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin dstv] [SL:DATE wannan watan] ]
banking,bill_balance,Dan Allah a sanar da ni nawa ne kuɗin dstv ɗina?,32:42:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin dstv] ]
banking,bill_balance,Dan Allah a sanar da ni nawa ne kuɗin gas dina?,32:41:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin gas] ]
banking,bill_balance,Dan Allah a sanar da ni nawa ne kuɗin gas ɗina?,32:41:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin gas] ]
banking,bill_balance,Dan Allah a sanar da ni nawa ne kuɗin gas?,32:41:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin gas] ]
banking,bill_balance,Dan Allah a sanar da ni nawa ne kuɗin gotv ɗina?,32:42:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin gotv] ]
banking,bill_balance,Dan Allah duba min nawa zan biya kuɗin ruwa wannan watan,"33:43:SL:BILL_TYPE,44:56:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin ruwa] [SL:DATE wannan watan] ]
banking,bill_balance,Dan Allah gaya mini abin da ake bina na kuɗin ruwa da iskar gas,40:63:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin ruwa da iskar gas] ]
banking,bill_balance,Dan Allah nawa ne kuɗin iskar gas ɗina?,18:33:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin iskar gas] ]
banking,bill_balance,Dan Allah nawa zan biya kuɗin ruwa wannan watan,"24:34:SL:BILL_TYPE,35:47:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin ruwa] [SL:DATE wannan watan] ]
banking,bill_balance,Dan Allah za ka iaa sanar da ni nawa ne kuɗin dstv ɗina na wannan watan?,"40:50:SL:BILL_TYPE,59:71:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin dstv] [SL:DATE wannan watan] ]
banking,bill_balance,don Allah a sanar da ni nawa ne kuɗin gas ɗina,32:41:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin gas] ]
banking,bill_balance,Duba min nawa zan biya kuɗin ruwa wannan satin,"23:33:SL:BILL_TYPE,34:46:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin ruwa] [SL:DATE wannan satin] ]
banking,bill_balance,Duba min nawa zan biya kuɗin ruwa wannan watan,"23:33:SL:BILL_TYPE,34:46:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin ruwa] [SL:DATE wannan watan] ]
banking,bill_balance,Duba min nawa zan biya kuɗin wutar lantarki wannan watan,"23:43:SL:BILL_TYPE,44:56:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin wutar lantarki] [SL:DATE wannan watan] ]
banking,bill_balance,Gaya mani nawa ne lissafin kuɗin waya na?,27:37:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin waya] ]
banking,bill_balance,Gaya min nawa zan biya kuɗin ruwa wannan watan,"23:33:SL:BILL_TYPE,34:46:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin ruwa] [SL:DATE wannan watan] ]
banking,bill_balance,Ina so na san nawa zan biya kuɗin ruwa wannan watan,39:51:SL:DATE,[IN:bill_balance [SL:DATE wannan watan] ]
banking,bill_balance,Me zan biya na kuɗin ruwa wannan watan?,"15:25:SL:BILL_TYPE,26:38:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin ruwa] [SL:DATE wannan watan] ]
banking,bill_balance,Me zan biya na kuɗin ruwa?,,[IN:bill_balance ]
banking,bill_balance,Me zan biya na kuɗin wutar lantarki wannan satin?,"15:35:SL:BILL_TYPE,36:48:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin wutar lantarki] [SL:DATE wannan satin] ]
banking,bill_balance,Me zan biya na kuɗin wutar lantarki wannan watan?,"15:35:SL:BILL_TYPE,36:48:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin wutar lantarki] [SL:DATE wannan watan] ]
banking,bill_balance,Me zan biya na kuɗin wutar lantarki?,15:35:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin wutar lantarki] ]
banking,bill_balance,Menene jimlar lissafin kuɗin dstv na na wannan watan?,"23:33:SL:BILL_TYPE,40:52:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin dstv] [SL:DATE wannan watan] ]
banking,bill_balance,Menene jimlar lissafin kuɗin dstv?,23:33:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin dstv] ]
banking,bill_balance,Menene jimlar lissafin kuɗin wutar lantarki na wannan shekarar?,"23:43:SL:BILL_TYPE,47:62:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin wutar lantarki] [SL:DATE wannan shekarar] ]
banking,bill_balance,Dan Allah nawa zan biya kuɗin ruwa da wutar lantarki ,24:52:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin ruwa da wutar lantarki] ]
banking,bill_balance,nawa ne kudin lanatrkin da zan biya?,,[IN:bill_balance ]
banking,bill_balance,Dan Allah nawa zan biya kuɗin wutar lantarki ,24:44:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin wutar lantarki] ]
banking,bill_balance,naira nawa ya rage na gama biyan kudin ruwan gida na?,"0:5:SL:CURRENCY,33:44:SL:BILL_TYPE",[IN:bill_balance [SL:CURRENCY naira] [SL:BILL_TYPE kudin ruwan] ]
banking,bill_balance,Gaya min nawa zan biya kuɗin ruwa ,23:33:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin ruwa] ]
banking,bill_balance,nawa ne kudin ruwan mu na wannan watan?,"8:18:SL:BILL_TYPE,26:38:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kudin ruwa] [SL:DATE wannan watan] ]
banking,bill_balance,Gaya min nawa zan biya kuɗin ruwa da wutar lantarki ,23:51:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin ruwa da wutar lantarki] ]
banking,bill_balance,Nawa nake bi na kuɗin gas da na waya,16:36:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin gas da na waya] ]
banking,bill_balance,kimanin naira nawa ake biyan kudin ruwa duk wata?,"8:13:SL:CURRENCY,29:39:SL:BILL_TYPE",[IN:bill_balance [SL:CURRENCY naira] [SL:BILL_TYPE kudin ruwa] ]
banking,bill_balance,Nawa ne duka kuɗin da zan biya na ruwa wannan satin,"34:38:SL:DISH_OR_FOOD,39:51:SL:DATE",[IN:bill_balance [SL:DISH_OR_FOOD ruwa] [SL:DATE wannan satin] ]
banking,bill_balance,Nawa ne duka kuɗin da zan biya na ruwa wannan watan,39:51:SL:DATE,[IN:bill_balance [SL:DATE wannan watan] ]
banking,bill_balance,Nawa ne duka kuɗin da zan biya na ruwa?,34:38:SL:DISH_OR_FOOD,[IN:bill_balance [SL:DISH_OR_FOOD ruwa] ]
banking,bill_balance,Nawa ne duka kuɗin da zan biya na wutar lantarki wannan watan,49:61:SL:DATE,[IN:bill_balance [SL:DATE wannan watan] ]
banking,bill_balance,Nawa zan biya kuɗin ruwa wannan satin,"14:24:SL:BILL_TYPE,25:37:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin ruwa] [SL:DATE wannan satin] ]
banking,bill_balance,Nawa zan biya kuɗin ruwa wannan watan,"14:24:SL:BILL_TYPE,25:37:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin ruwa] [SL:DATE wannan watan] ]
banking,bill_balance,Nawa zan biya kuɗin wutar lantarki wannan watan,"14:34:SL:BILL_TYPE,35:47:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin wutar lantarki] [SL:DATE wannan watan] ]
banking,bill_balance,sanar dani adadin kuɗin da zan bukaci kashewa wajen biyan kuɗi,,[IN:bill_balance ]
banking,bill_balance,Nawa nake bi na kuɗin iskar gas?,16:31:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin iskar gas] ]
banking,bill_balance,Nawa ne jimlar adadin kuɗin ruwana na?,,[IN:bill_balance ]
banking,bill_balance,Shin nawa nake bi na kuɗin iskar gas?,21:36:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin iskar gas] ]
banking,bill_balance,Shin nawa ne kuɗin iskar gas ɗina a yanzu?,"13:28:SL:BILL_TYPE,34:41:SL:TIME",[IN:bill_balance [SL:BILL_TYPE kuɗin iskar gas] [SL:TIME a yanzu] ]
banking,bill_balance,Shin nawa zan biya kuɗin ruwa wannan satin,"19:29:SL:BILL_TYPE,30:42:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin ruwa] [SL:DATE wannan satin] ]
banking,bill_balance,Shin nawa zan biya kuɗin ruwa wannan watan,"19:29:SL:BILL_TYPE,30:42:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin ruwa] [SL:DATE wannan watan] ]
banking,bill_balance,Shin nawa zan biya kuɗin wutar lantarki wannan watan,"19:39:SL:BILL_TYPE,40:52:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin wutar lantarki] [SL:DATE wannan watan] ]
banking,bill_balance,Nawa ne jimlar adadin kuɗin wutar lantarki na?,22:42:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin wutar lantarki] ]
banking,bill_balance,nawa ne gaba daya kudin da ake bi na na wutar lantarki?,,[IN:bill_balance ]
banking,bill_balance,Zaka iya duba min nawa zan biya kuɗin ruwa,32:42:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kuɗin ruwa] ]
banking,bill_balance,Zaka iya duba min nawa zan biya kuɗin ruwa wannan satin,"32:42:SL:BILL_TYPE,43:55:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kuɗin ruwa] [SL:DATE wannan satin] ]
