domain,intent,text,spans,logical_form
banking,balance,Ingaba ndinemali eyaneleyo ebhankini ukuba iDSTV itsale iR450?,"43:48:SL:BILL_TYPE,56:61:SL:MONEY",[IN:balance [SL:BILL_TYPE iDSTV] [SL:MONEY iR450] ]
banking,balance,ndicela undijongele ukuba ndinemali eyaneleyo ebhankini ukubhatala uMTN iR1 500 yabo?,"67:71:SL:BILL_TYPE,72:79:SL:MONEY",[IN:balance [SL:BILL_TYPE uMTN] [SL:MONEY iR1 500] ]
banking,balance,Ungakwazi ukundijongela ukuba ndinemali eyaneleyo ebhankini ukuze ndikwazi ukub hatala uMTN iR1 500?,92:99:SL:MONEY,[IN:balance [SL:MONEY iR1 500] ]
banking,balance,Leliphi isebe lakwaNedbank endingaya kulo xa ndifuna ukujonga imali endinayo kwiakhawunti yam?,14:26:SL:BANK_NAME,[IN:balance [SL:BANK_NAME lakwaNedbank] ]
banking,balance,Ungakwazi ukundijongela ukuba iyafika kwiR5 000 imali endinayo ebhankini?,38:47:SL:MONEY,[IN:balance [SL:MONEY kwiR5 000] ]
banking,balance,Ndicela undijongele eAbsa ukuba yimalini endiyifumaneyo eyinzala yotyalomali yam.,20:25:SL:BANK_NAME,[IN:balance [SL:BANK_NAME eAbsa] ]
banking,balance,Ndicela ujonge ukuba ndinayo imali kwiakhawunti yam yaseFNB?,52:59:SL:BANK_NAME,[IN:balance [SL:BANK_NAME yaseFNB] ]
banking,balance,Ndicela undijongele imali endinayo kwiakhawunti yam yotyalomali yaseFNB.,"35:63:SL:ACCOUNT_TYPE,64:71:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE kwiakhawunti yam yotyalomali] [SL:BANK_NAME yaseFNB] ]
banking,balance,Ungakwazi ukundijongela imali endinayo kwiakhawunti yotyalomali yaseFNB?,"39:63:SL:ACCOUNT_TYPE,64:71:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE kwiakhawunti yotyalomali] [SL:BANK_NAME yaseFNB] ]
banking,balance,Ndinganayo imali engange R700 kwiakhawunti yam yaseStandard Bank?,"25:29:SL:MONEY,47:64:SL:BANK_NAME",[IN:balance [SL:MONEY R700] [SL:BANK_NAME yaseStandard Bank] ]
banking,balance,Ndicela undijongele ukuba ndinayo imali engangeR700 kwiakhawunti yam yaseStandard Bank.,"40:51:SL:MONEY,69:86:SL:BANK_NAME",[IN:balance [SL:MONEY engangeR700] [SL:BANK_NAME yaseStandard Bank] ]
banking,balance,Ndicela undijongele ukuba ndinemali eyaneleyo ebhankini ndifuna ukuthenga iteki yeR1 500.,"74:79:SL:SHOPPING_ITEM,80:88:SL:MONEY",[IN:balance [SL:SHOPPING_ITEM iteki] [SL:MONEY yeR1 500] ]
banking,balance,Ungakwazi ukundijongela ukuba ndinemali eyaneleyo ebhankini ukuze ndithenge iteki yeR1 500?,"76:81:SL:SHOPPING_ITEM,82:90:SL:MONEY",[IN:balance [SL:SHOPPING_ITEM iteki] [SL:MONEY yeR1 500] ]
banking,balance,Ndicela undijongele ukuba ndinemali eyaneleyo ebhankini ukuze ndithenge ijezi yeR250. ,"72:77:SL:SHOPPING_ITEM,78:84:SL:MONEY",[IN:balance [SL:SHOPPING_ITEM ijezi] [SL:MONEY yeR250] ]
banking,balance,Ungakwazi ukundijongela ukuba ndinemali eyaneleyo ebhankini ukuze ndithenge ijezi yeR250?,82:88:SL:MONEY,[IN:balance [SL:MONEY yeR250] ]
banking,balance,Ndinganayo imali eyaneleyo ebhankini ukuthenga igrosari yeR2 000? ,56:64:SL:MONEY,[IN:balance [SL:MONEY yeR2 000] ]
banking,balance,Ndicela undijongele ukuba ndinganemali eyaneleyo ebhankini ukuthenga igrosari yeR2 000.,78:86:SL:MONEY,[IN:balance [SL:MONEY yeR2 000] ]
banking,balance,ndingakwazi ukuthenga itikit eliya eDubai kule mali ndinayo ebhankini?,35:41:SL:COUNTRY,[IN:balance [SL:COUNTRY eDubai] ]
banking,balance,Ndicela undijongele ukuba ndingakwazi ukuthenga itikiti eliya eDubai kule mali ndinayo ebhankini.,62:68:SL:CITY_OR_PROVINCE,[IN:balance [SL:CITY_OR_PROVINCE eDubai] ]
banking,balance,Ndinganako ukubhatala ivisa yaseMelika ngale mali ndinayo kwiakhawunti yam yaseAbsa?,"28:38:SL:COUNTRY,75:83:SL:BANK_NAME",[IN:balance [SL:COUNTRY yaseMelika] [SL:BANK_NAME yaseAbsa] ]
banking,balance,Ndicela undijongele ukuba ndingakwazi ukubhatala ityala lezifundo zam kule mali ndinayo ebhankini.,49:65:SL:BILL_TYPE,[IN:balance [SL:BILL_TYPE ityala lezifundo] ]
banking,balance,Ungakwazi ukundijongela ukuba ndingakwazi ukubhatala ityala lezifundo zam kule mali ndinayo ebhankini?,53:69:SL:BILL_TYPE,[IN:balance [SL:BILL_TYPE ityala lezifundo] ]
banking,balance,Ingaba imali endinayo ebhankini ingaphezukweR5 000?,32:50:SL:MONEY,[IN:balance [SL:MONEY ingaphezukweR5 000] ]
banking,balance,Ndicela undijongele ukuba imali endinayo ebhankini ingaphezukweR5 000 na.,51:69:SL:MONEY,[IN:balance [SL:MONEY ingaphezukweR5 000] ]
banking,balance,Ndishiyekelwe yimalini eAbsa ukuze ndigqibe ityala lam lemali-mboleko?,"23:28:SL:BANK_NAME,44:69:SL:BILL_TYPE",[IN:balance [SL:BANK_NAME eAbsa] [SL:BILL_TYPE ityala lam lemali-mboleko] ]
banking,balance,Ndicela undijongele ukuba ndishiyekelwe yimalini ukuze ndigqibe ityala lam lemali-mboleko eAbsa.,"64:89:SL:BILL_TYPE,90:95:SL:BANK_NAME",[IN:balance [SL:BILL_TYPE ityala lam lemali-mboleko] [SL:BANK_NAME eAbsa] ]
banking,balance,Ndinganayo imali eyaneleyo ebhankini ukuzikhuphela isidlo sasebusuku nomhlobo wam?,51:68:SL:MEAL_PERIOD,[IN:balance [SL:MEAL_PERIOD isidlo sasebusuku] ]
banking,balance,Ndishiyekelwe yimalini kwiakhawunti yam ndifuna ukubhatala ityala laseBedshop?,59:77:SL:BILL_TYPE,[IN:balance [SL:BILL_TYPE ityala laseBedshop] ]
banking,balance,"Kule mali isebhankini, ndingakwazi ukuthenga imoto?",,[IN:balance ]
banking,balance,Ndicela undijongele ukuba ndingakwazi ukuthenga imoto kule mali isebhankini.,,[IN:balance ]
banking,balance,Ndinganayo imali eyaneleyo ebhankini ukuze ndithenge iMacbook?,53:61:SL:SHOPPING_ITEM,[IN:balance [SL:SHOPPING_ITEM iMacbook] ]
banking,balance,Ndicela undijongele ukuba ndinayo imali eyaneleyo ebhankini ukuze ndithenge iMacbook.,76:84:SL:SHOPPING_ITEM,[IN:balance [SL:SHOPPING_ITEM iMacbook] ]
banking,balance,Ndinganayo imali ebhankini yokubhatalela iholide yaseKapa yabantu ababini?,"49:57:SL:CITY_OR_PROVINCE,66:73:SL:NUMBER",[IN:balance [SL:CITY_OR_PROVINCE yaseKapa] [SL:NUMBER ababini] ]
banking,balance,Ndicela undijongele ukuba ndinayo imali ebhankini yokubhatalela abantu ababini iholide yaseKapa.,"71:78:SL:NUMBER,87:95:SL:CITY_OR_PROVINCE",[IN:balance [SL:NUMBER ababini] [SL:CITY_OR_PROVINCE yaseKapa] ]
banking,bill_balance,Yimalini ityala lam lokutya lale nyanga?,"9:27:SL:BILL_TYPE,28:39:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ityala lam lokutya] [SL:DATE lale nyanga] ]
banking,bill_balance,Ukwazile ukuwubhatala umasingcwabane le R450 ishiyekileyo?,40:44:SL:MONEY,[IN:bill_balance [SL:MONEY R450] ]
banking,bill_balance,Uyayazi ukuba kumasingcwabane funeka uyibhatale yonke imali oyityalayo?,14:29:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kumasingcwabane] ]
banking,bill_balance,Ungakwazi ukundijongela ukuba abhatalekile onke amatyala am?,,[IN:bill_balance ]
banking,bill_balance,Ingaba ishishini lam lityala malini kwimali yamafutha emoto?,,[IN:bill_balance ]
banking,bill_balance,Yimalini ekumele ishishini lam liyayibhatala ukuze liwufumane ngokusemthethweni lo mhlaba?,,[IN:bill_balance ]
banking,bill_balance,Sele ushiyekelwe kukubhatala malini kwityala lasesibhedlele?,36:59:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala lasesibhedlele] ]
banking,bill_balance,Uyayazi ukuba ungayifumana ukuba ushiyeke namalini kwityala lokukhenketha kwakho?,,[IN:bill_balance ]
banking,bill_balance,Ndincede undibonise imali endisayityalayo kwityala lam laasesibhedlele.,42:70:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala lam laasesibhedlele] ]
banking,bill_balance,Yimalini eshotayo kwimali yokungenela ukubaleka?,,[IN:bill_balance ]
banking,bill_balance,nceda undibonise imali endishota ngayo ukuze ndikwazi ukungenela ukhuphiswano lokubaleka.,,[IN:bill_balance ]
banking,bill_balance,"Nithe nisibhatalisa ukuhlala iyure enye, sele sityala kangakanani ngoku?",29:39:SL:TIME,[IN:bill_balance [SL:TIME iyure enye] ]
banking,bill_balance,Yimalini imali endiyityala uEskom?,9:33:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE imali endiyityala uEskom] ]
banking,bill_balance,"Bendisithi ndaligqiba ityala leenkuni kanti akunjalo, uyayazi ukuba ndityala malini?",22:37:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ityala leenkuni] ]
banking,bill_balance,Ndincede undijongele ukuba ndityala malini kwaVodacom.,27:53:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ndityala malini kwaVodacom] ]
banking,bill_balance,Yimalini imali endiyikweletayo ukuze ndigqibe ityala lefowuni leR11 000?,"46:61:SL:BILL_TYPE,62:71:SL:MONEY",[IN:bill_balance [SL:BILL_TYPE ityala lefowuni] [SL:MONEY leR11 000] ]
banking,bill_balance,Yimalini endiyityalayo kwityala lam lefowuni?,23:44:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala lam lefowuni] ]
banking,bill_balance,Ubumbuzile uMaria ukuba ulibhatala nini ityala lakhe elishiyekileyo,11:17:SL:PERSONAL_NAME,[IN:bill_balance [SL:PERSONAL_NAME uMaria] ]
banking,bill_balance,Nceda ubhatale iR500 eshiyekileyo kwityala lakho lendlu.,"15:20:SL:MONEY,34:55:SL:BILL_TYPE",[IN:bill_balance [SL:MONEY iR500] [SL:BILL_TYPE kwityala lakho lendlu] ]
banking,bill_balance,Ungakwazi ukubhatala iR500 yokugqibela kwityala lakho lendlu?,"21:26:SL:MONEY,39:60:SL:BILL_TYPE",[IN:bill_balance [SL:MONEY iR500] [SL:BILL_TYPE kwityala lakho lendlu] ]
banking,bill_balance,Ngubani onoxanduva lokubhatala ityala leempahla elishiyekileyo?,31:47:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ityala leempahla] ]
banking,bill_balance,Nceda undazise ngetyala lamanzi lale nyanga.,"15:31:SL:BILL_TYPE,32:43:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ngetyala lamanzi] [SL:DATE lale nyanga] ]
banking,bill_balance,Umsebenzi wakho ayikokundazisa ukuba yimalini ityala lam lamanzi ale nyanga? ,"46:64:SL:BILL_TYPE,65:75:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ityala lam lamanzi] [SL:DATE ale nyanga] ]
banking,bill_balance,Ungakwazi ukundibalela undixelele imali endiyityalayo yefowuni?,34:62:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE imali endiyityalayo yefowuni] ]
banking,bill_balance,Awukagqibi ukundijongela imali eseleyo ukuze ndigqibe ukubhatala imoto yam?,,[IN:bill_balance ]
banking,bill_balance,Yimalini ebekumele ndiyayibhatala ngenyanga kwikhadi lam lekhrediti?,44:67:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwikhadi lam lekhrediti] ]
banking,bill_balance,Ndijongele ukuba lithini ityala lam lombane lalenyanga iphelileyo.,"25:43:SL:BILL_TYPE,44:65:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ityala lam lombane] [SL:DATE lalenyanga iphelileyo] ]
banking,bill_balance,Umtyala malini umatshonisa?,,[IN:bill_balance ]
banking,bill_balance,Bakuxelele embuthweni ukuba utyala malini?,,[IN:bill_balance ]
banking,bill_balance,Bakuxelele ukuba zithini izikhewu zakho emgalelweni?,,[IN:bill_balance ]
banking,bill_balance,Unalo ulwazi lokuba ndishiyekelwe yimalini ukuze ndigqibe ukubhatala iingubo zikaHome Choice?,69:92:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE iingubo zikaHome Choice] ]
banking,bill_balance,Nceda undazise ngemali eshiyekileyo ukuze ndigqibe ityala leengubo zikaHome Choice.,51:66:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ityala leengubo] ]
banking,bill_balance,Ndicela undazise ukuba zithini izikhewu zika tata emgalelweni.,,[IN:bill_balance ]
banking,bill_balance,Yimalini ityala lam lendawo yokuhlala?,9:37:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ityala lam lendawo yokuhlala] ]
banking,bill_balance,Ndityala malini kule nyanga kwimali yeegusha?,"16:27:SL:DATE,36:44:SL:DISH_OR_FOOD",[IN:bill_balance [SL:DATE kule nyanga] [SL:DISH_OR_FOOD yeegusha] ]
banking,bill_balance,Ndishiyekelwe yimalini ukuze ndigqibe ukubhatala ezi gusha bendizithengile?,,[IN:bill_balance ]
banking,bill_balance,Ndingalibhatala phi ityala elishiyekileyo kwiincwadi?,,[IN:bill_balance ]
banking,bill_balance,Yimalini eseleyo kwityala lam lokufunda?,17:39:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala lam lokufunda] ]
banking,bill_balance,Ndicela undincedise ukubhatala ityala lam lokufunda.,31:51:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ityala lam lokufunda] ]
banking,bill_balance,Yimalini ekufuneka ndiyibhatale ukuze ndivale eli tyala leempahla?,46:65:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE eli tyala leempahla] ]
banking,bill_balance,Nceda undincedise ukubhatala leR500 ishiyekileyo kwityala leDSTV.,"29:35:SL:MONEY,49:64:SL:BILL_TYPE",[IN:bill_balance [SL:MONEY leR500] [SL:BILL_TYPE kwityala leDSTV] ]
banking,bill_balance,Ndicela wazise abazali babafundi ngemali eshiyekileyo amabayibhatale.,,[IN:bill_balance ]
banking,bill_balance,Ungakwazi ukundincedisa ndibhatale imali yokufunda eshiyekileyo?,,[IN:bill_balance ]
banking,bill_balance,Nceda undixelele ngemali endimele ukuyibhatala ukuze ndigqibe ityala lendly.,62:75:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ityala lendly] ]
banking,bill_balance,Ndicela undixelele ngemali endiyityalayo ukuze ndivale ityala leempahla.,55:71:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ityala leempahla] ]
banking,bill_balance,Yimalini endiyityalayo kwityala lefenitsha?,23:42:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala lefenitsha] ]
banking,bill_balance,Ungakwazi ukundichazela imali endiyityalayo kwityala lefenitsha?,44:63:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala lefenitsha] ]
banking,bill_balance,Ingaba ndisatyala imali ngoku kudala ndibhatala?,,[IN:bill_balance ]
banking,bill_balance,Ungakwazi ukundicacisela ukuba ndiyityala njani iR15 000 kodwa ndibhatale iminyaka emihlanu yale R20 000?,"48:56:SL:MONEY,74:91:SL:DATE,97:104:SL:MONEY",[IN:bill_balance [SL:MONEY iR15 000] [SL:DATE iminyaka emihlanu] [SL:MONEY R20 000] ]
banking,bill_balance,Nceda undincebise ngendlela yokubhatala eli tyala selishiyekile.,,[IN:bill_balance ]
banking,bill_balance,Yimalini endiyityalayo kwityala lendlu?,23:38:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala lendlu] ]
banking,bill_balance,Yimalini endiyityalayo kwityala lemoto?,23:38:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala lemoto] ]
banking,bill_balance,Zisa iinkcukacha ezichaza ityala lethu lokutya kule restyu.,,[IN:bill_balance ]
banking,bill_balance,Ndicela undicacisele banzi ngemali eshiyekileyo kweli tyala.,,[IN:bill_balance ]
banking,bill_balance,Nceda undicebise ngeendlela zokubhatala eli tyala selishiyekile lemoto.,40:70:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE eli tyala selishiyekile lemoto] ]
banking,bill_balance,Yimalini eshiyekileyo kule mali bendiyibekele ukubhatala izihlangu?,,[IN:bill_balance ]
banking,bill_balance,Ungakwazi ukundijongela ityala lam lakwamaspala?,24:47:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ityala lam lakwamaspala] ]
banking,bill_balance,Unganalo ulwazi lwemali eshiyekileyo ekumele ndiyibhatale ematikitini?,,[IN:bill_balance ]
banking,bill_balance,Nceda undazise ukuba umqashi wam undityala malini.,,[IN:bill_balance ]
banking,bill_balance,Ungakwazi ukundibalela imali endiyityalwa kumqashi wam?,,[IN:bill_balance ]
banking,bill_balance,Yimalini endiyityalwa ecaweni?,,[IN:bill_balance ]
banking,bill_balance,Unalo ulwazi lokuba bashiyeke namalini abantu becawe ukuze bagqibe ityala labo ngakum?,,[IN:bill_balance ]
banking,bill_balance,Kuyimalini ukuqesha imoto esuka eMthatha iye eDutywa?,"32:40:SL:CITY_OR_PROVINCE,45:52:SL:CITY_OR_PROVINCE",[IN:bill_balance [SL:CITY_OR_PROVINCE eMthatha] [SL:CITY_OR_PROVINCE eDutywa] ]
banking,bill_balance,Yimalini emandiyibhatale ukucaphula kwimali yokuzibekela indawo kolu khenketho luzayo?,,[IN:bill_balance ]
banking,bill_balance,Nceda undicebise ngeendlela zokubhatalela ukhenketho lwaseDubai.,53:63:SL:COUNTRY,[IN:bill_balance [SL:COUNTRY lwaseDubai] ]
banking,bill_balance,Ungakwazi ukundixelela ukuba yimalini emandiyibhatale ukuzibekela indawo kolu khenketho luzayo?,,[IN:bill_balance ]
banking,bill_balance,Ndicela undibhalise kuluhlu lwabantu abafuna ukwazi amatyala abo.,,[IN:bill_balance ]
banking,bill_balance,Ungakwazi ukundibhalisa kuluhlu lwabantu abafuna ukwazi amatyala abo?,,[IN:bill_balance ]
banking,bill_balance,Ngubani onokundinceda ndazi imali endiseleleyo kwityala lezitulo.,47:64:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala lezitulo] ]
banking,bill_balance,Nceda undazise ngomntu onokundinceda ngeenkcukacha zetyala lam zezitulo.,51:71:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE zetyala lam zezitulo] ]
banking,bill_balance,Ndishota ngamalini ngoku ukuze ndikwazi ukukhulula izipeksi zam?,,[IN:bill_balance ]
banking,bill_balance,Ingaba unalo ulwazi lokuba le mali ishiyekileyo kwityala likamabonakude ndiyibhatala phi?,48:71:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kwityala likamabonakude] ]
banking,bill_balance,Ushiyekelwe yimalini ebhankini emva kokuchitha kangaka?,,[IN:bill_balance ]
banking,bill_balance,Ndicela ukwazi ukuba ndishiyeke nemali engakanani kwikhadi lam lebhanki.,,[IN:bill_balance ]
banking,bill_balance,Nceda undibonise imali eshiyekileyo kwikhadi leakhawunti lasePnP.,,[IN:bill_balance ]
