domain,intent,text,spans,logical_form
utility,alarm,shyiraho impuruza ya saa mbilli n'indi y'isaha nyuma yaho,"21:31:SL:TIME,41:57:SL:TIME",[IN:alarm [SL:TIME saa mbilli] [SL:TIME isaha nyuma yaho] ]
utility,alarm,"Nyamuneka, shyiraho impuruza ya saa sita na saa 1","32:40:SL:TIME,44:49:SL:TIME",[IN:alarm [SL:TIME saa sita] [SL:TIME saa 1] ]
utility,alarm,nshyiriraho impuruza ya saa kumi n'ebyili n'igice,24:49:SL:TIME,[IN:alarm [SL:TIME saa kumi n'ebyili n'igice] ]
utility,alarm,"nshyiriraho impuruza ya saa cyenda za mu gitongo, Nyabuneka",24:48:SL:TIME,[IN:alarm [SL:TIME saa cyenda za mu gitongo] ]
utility,alarm,nshyiriraho impuruza  y'ejo mu gitongo saa moya ,24:47:SL:DATE,[IN:alarm [SL:DATE ejo mu gitongo saa moya] ]
banking,pay_bill,Nshobora kwishyura fagitire mu mafaranga y'amahanga?,,[IN:pay_bill ]
banking,pay_bill,Ni izihe nyandiko nkeneye gutanga kugira ngo nishyure?,,[IN:pay_bill ]
banking,transfer,Nyamuneka ushobora kumpa ubufasha mu kwimura amafaranga kuri konti imwe ajya ku yindi?,,[IN:transfer ]
banking,transfer,Mwamfasha kwimura amafaranga ku makonti abiri?,,[IN:transfer ]
banking,transfer,Abagenti ba BK nta abakorera hanze ya banki?,12:14:SL:BANK_NAME,[IN:transfer [SL:BANK_NAME BK] ]
banking,transfer,Umuntu ashobora kuvana amafaranga kuri Momo akayohereza kuri BK?,"39:43:SL:ACCOUNT_TYPE,61:63:SL:BANK_NAME",[IN:transfer [SL:ACCOUNT_TYPE Momo] [SL:BANK_NAME BK] ]
banking,transfer,Ese birashoboka kohereza amafaranga avuye kuri Airtel Money ajya kuri Mobile Money?,"47:59:SL:ACCOUNT_TYPE,70:82:SL:ACCOUNT_TYPE",[IN:transfer [SL:ACCOUNT_TYPE Airtel Money] [SL:ACCOUNT_TYPE Mobile Money] ]
banking,transfer,Ese Airtel yohereza amafaranga kuri BK?,"4:10:SL:PAYMENT_COMPANY,36:38:SL:BANK_NAME",[IN:transfer [SL:PAYMENT_COMPANY Airtel] [SL:BANK_NAME BK] ]
banking,transfer,Ni iyihe kode bakoresha babikuza amafaranga kuri Mobile Money?,49:61:SL:ACCOUNT_TYPE,[IN:transfer [SL:ACCOUNT_TYPE Mobile Money] ]
banking,transfer,Ushobora kumbikira amafaranga ibihumbi 15000 kuri Mobile Money?,"19:44:SL:MONEY,50:62:SL:ACCOUNT_TYPE",[IN:transfer [SL:MONEY amafaranga ibihumbi 15000] [SL:ACCOUNT_TYPE Mobile Money] ]
banking,transfer,Ese mwambikiye neza amafaranga kuri konti yange?,,[IN:transfer ]
banking,transfer,Ese Equity bank ikata angahe mu kubikuza ibihumbi ijana?,"4:15:SL:BANK_NAME,41:55:SL:MONEY",[IN:transfer [SL:BANK_NAME Equity bank] [SL:MONEY ibihumbi ijana] ]
banking,transfer,Aha Nyabugogo icyumba kimwe gikodeshwa angahe mu kwezi?,4:13:SL:PLACE_NAME,[IN:transfer [SL:PLACE_NAME Nyabugogo] ]
banking,transfer,Urambikurira amafaranga ibihumbi mirongo irindwi byo kugura imyenda?,13:48:SL:MONEY,[IN:transfer [SL:MONEY amafaranga ibihumbi mirongo irindwi] ]
banking,transfer,Isamaki zigura gute ku kiro iyo wigiriye ku kiyaga cya Kivu?,"0:7:SL:DISH_OR_FOOD,41:59:SL:PLACE_NAME",[IN:transfer [SL:DISH_OR_FOOD Isamaki] [SL:PLACE_NAME ku kiyaga cya Kivu] ]
banking,transfer,Hano ibiciro bimanuka mu yahe mezi?,,[IN:transfer ]
banking,transfer,Ni hehe inyama zigura make muri uyu mugi wa Rubavu?,"8:14:SL:DISH_OR_FOOD,44:50:SL:CITY_OR_PROVINCE",[IN:transfer [SL:DISH_OR_FOOD inyama] [SL:CITY_OR_PROVINCE Rubavu] ]
banking,transfer,Ni mu yihe resitora umuntu yabonamo inkoko yokeje?,36:49:SL:DISH_OR_FOOD,[IN:transfer [SL:DISH_OR_FOOD inkoko yokeje] ]
banking,balance,Mwadufasha kumenya konti isigayeho amafaranga menshi?,,[IN:balance ]
banking,balance,Ni nde wambwira uko bareba amafaranga asigaye kuri konti?,,[IN:balance ]
banking,balance,Mushobora kundebera konti iriho amafaranga menshi?,,[IN:balance ]
banking,balance,Mumaze kwiyishyura hasigara amafaranga angahe kuri konti?,,[IN:balance ]
banking,balance,Inyungu zose muzikuyeho hasigara amafaranga angahe?,,[IN:balance ]
banking,balance,Mushobora kumbwira amafaranga mfite kuri konti?,,[IN:balance ]
banking,balance,"Sinzi amafaranga nsigaranye kuri konti, mushobora kundebera?",,[IN:balance ]
banking,balance,"Ko hari uwaba yabikuje amafaranga kuri konti yange, mwandebera  asigayeho?",,[IN:balance ]
banking,balance,Ni nde ushobora kumfasha kureba amafaranga mfite kuri konti?,,[IN:balance ]
banking,balance,Amafaranga nsigaranye kuri konti ndayabwirwa n'iki?,,[IN:balance ]
banking,balance,Ni nde wandebera neza amafaranga mfite kuri konti?,,[IN:balance ]
banking,balance,Ese kundebera amafaranga kuri konti birashoboka?,,[IN:balance ]
banking,balance,Ese mwanyereka umukozi ushobora kundebera amafaranga nsigaranye kuri konti?,,[IN:balance ]
banking,balance,Ni nde ushobora kumbwira amafaranga ari kuri konti yange?,,[IN:balance ]
banking,balance,Ese amafaranga asigaye kuri konti umuntu yayamenya ate?,,[IN:balance ]
banking,balance,Ni nde ushinzwe gufasha umuntu wifuza kumenya amafaranga ari kuri konti?,,[IN:balance ]
banking,freeze_account,Ushobora kunyobora mu nzira yo guhindura ibikorwa biheruka intambwe ku yindi?,,[IN:freeze_account ]
banking,freeze_account,Waba ufite inama wangira zo gufata neza konti yange ya Airtel Money kugira ngo konti itekane mu minsi uri imbere?,55:67:SL:ACCOUNT_TYPE,[IN:freeze_account [SL:ACCOUNT_TYPE Airtel Money] ]
banking,freeze_account,Ni gute nshobora guhagarika ikarita yange ya ATM yarangiye kugira ngo nirinde ibikorwa by'uburiganya?,,[IN:freeze_account ]
banking,freeze_account,Ni ayahe makuru nkeneye gutanga kugirango haboneke umwirondoro wange mu gihe cyo guhagarika ikora ry'ikarita ya ATM?,,[IN:freeze_account ]
banking,freeze_account,Hari uburyo bwihariye bwo kumenyekanisha ikarita ya ATM yarangiye ugasaba iyayisimbura?,,[IN:freeze_account ]
banking,freeze_account,Haba hari ingamba z'umutekano zihari mu gihe cyo gusimbuza ikarita ya ATM?,,[IN:freeze_account ]
banking,freeze_account,Nshobora guhitamo niba nahabwa ikarita ya ATM isimbura indi cyangwa guhitamo ikindi ubundi?,,[IN:freeze_account ]
banking,freeze_account,Ni izihe ntambwe nagira ngo ndebe ko mbona amafaranga muri ibi bihe byihutirwa kandi ikarita yange ya ATM yarangiye?,,[IN:freeze_account ]
banking,freeze_account,Hari uburyo bwo kwihutisha gutanga ikarita ya ATM?,,[IN:freeze_account ]
banking,freeze_account,Haba hari amafaranga ajyanye no gusimbuza ikarita ya ATM?,,[IN:freeze_account ]
banking,freeze_account,Ushobora kunyobora inzira yo kubona ikarita nshya ya ATM intambwe ku yindi?,,[IN:freeze_account ]
banking,freeze_account,Waba ufite inama zijyanye no gucunga imari yange mu gihe ntegereje ikarita ya ATM isimbura indi?,,[IN:freeze_account ]
banking,freeze_account,Nakiriye imenyesha ko umuntu yibye amafaranga kuri konte yanjye ya Equity Bank. Nigute nshobora kumenyesha ibikorwa bitemewe kandi ngatangira iperereza?,67:78:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Equity Bank] ]
banking,freeze_account,Hariho inzira yihariye yo kugaruza amafaranga yibwe niba nakiriye integuza ko umuntu yibye amafaranga kuri konte yanjye ya Equity Bank?,123:134:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Equity Bank] ]
banking,freeze_account,Nakiriye imenyesha ko umuntu yibye amafaranga kuri konte yanjye ya Equity Bank. Haba hari ingamba z'umutekano zihari zo gukumira ubundi buryo butemewe?,67:78:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Equity Bank] ]
banking,freeze_account,Nakiriye imenyesha ko umuntu yibye amafaranga kuri konte yanjye ya Equity Bank. Ushobora kunyobora mu nzira zo guhagarika konte yange by'agateganyo?,67:78:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Equity Bank] ]
banking,transactions,Ni mu gihe kingana iki Banki ya Kigali ibika inyandiko y'ibikorwa byakozwe kuri konti yange?,23:38:SL:BANK_NAME,[IN:transactions [SL:BANK_NAME Banki ya Kigali] ]
banking,transactions,"Ese nshobora gukuramo urupapuro rw'ibyakozwe mu buryo bwihariye (urugero, nka PDF) kugira ngo byoroshye kubika inyandiko n'ibyerekeye imisoro?",,[IN:transactions ]
banking,transactions,Birashoboka kwakira impapuro zerekana mu buryo burambuye ibyakozwe byose mu gihe runaka?,,[IN:transactions ]
banking,transactions,"Niba nkeneye kopi y'inyandiko yihariye y'ibyakozwe mu byemewe, nabasha nte kuyikura muri banki?",,[IN:transactions ]
banking,transactions,Ese Banki ya Kigali itanga ibikoresho byose byakwifashishwa mu gushyira mu matsinda no gukurikirana ibikorwa kuri konti  yange  hagamijwe gukora ingengo y'imari?,4:19:SL:BANK_NAME,[IN:transactions [SL:BANK_NAME Banki ya Kigali] ]
banking,transactions,Ese nshobora kubona uburyo bwo kuganiriza nandika ushinzwe guha serivisi abakiriya   kugira ngo tuganire ku bikorwa byihariye kuri konti yange?,,[IN:transactions ]
banking,transactions,Ese Banki ya Kigali itanga umurongo wa terefone yihariye yo kubazaho no gufashwa mu byerekeye ibikorwa byo kuri konti?,4:19:SL:BANK_NAME,[IN:transactions [SL:BANK_NAME Banki ya Kigali] ]
banking,transactions,Nshobora gushiraho impuruza ya imeri cyangwa ubutumwa bugufi kugira ngo nge mbimenya igihe cyose ibikorwa bishya bibaye kuri konti yange?,,[IN:transactions ]
banking,transactions,Ni iki kindi nakora kugira ngo menye ibikorwa byose byakozwe kuri konti yange?,,[IN:transactions ]
banking,transactions,Hari uburyo namenya  ibikorwa byakorewe kuri konti yange nkoresheje ijwi cyangwa nkoresheje porogaramu y'umutekano  ya Banki ya Kigali?,119:134:SL:BANK_NAME,[IN:transactions [SL:BANK_NAME Banki ya Kigali] ]
banking,transactions,Ese Banki ya Kigali ishobora gutanga ubufasha bwo kugenzura ibyakozwe kuri konti?,4:19:SL:BANK_NAME,[IN:transactions [SL:BANK_NAME Banki ya Kigali] ]
banking,transactions,"Ku bikorwa byashyizweho kugira ngo byishyurwe byikora, nshobora gusobanura imipaka ikoreshwa kugira ngo nirinde kurenza urugero bijyanye n'ibyo nkorera kuri banki?",,[IN:transactions ]
banking,transactions,Ese Banki ya Kigali itanga gahunda z'igihembo zishishikarizwa gukoresha ikarita yo kubikuza no kugura buri munsi?,"4:19:SL:BANK_NAME,102:112:SL:TIME",[IN:transactions [SL:BANK_NAME Banki ya Kigali] [SL:TIME buri munsi] ]
banking,transactions,"Mu gihe ujya mu mahanga, gukoresha ikarita yawe yo kubikuza muri Banki  ya Kigali mu bikorwa bya buri munsi biremera?",65:81:SL:BANK_NAME,[IN:transactions [SL:BANK_NAME Banki  ya Kigali] ]
banking,transactions,Ese ikirere kuri Resitora Urumuri gikwiranye n'inshuti zisanzwe?,26:33:SL:RESTAURANT_NAME,[IN:transactions [SL:RESTAURANT_NAME Urumuri] ]
banking,transactions,"Ese iyi resitora itanga ibyicaro hanze, cyangwa bamenyereye kugaburirira abantu mu nzu gusa?",,[IN:transactions ]
banking,pay_bill,Ni gute nshobora kwaka ikigaragaza ibikorwa byose nakoze nishyura imisoro?,66:73:SL:BILL_TYPE,[IN:pay_bill [SL:BILL_TYPE imisoro] ]
banking,pay_bill,Ni gute nshobora guhagarika kwishyura uko byari byarateganijwe?,,[IN:pay_bill ]
banking,pay_bill,Ni izihe ngaruka zo kwanga sheki yo kwishyura kandi ari bwo buryo bwari buhari bwonyine?,,[IN:pay_bill ]
banking,pay_bill,Nshobora kwishyura fagitire nkoresheje kode ya QR  binyuze muri Equity Bank?,64:75:SL:BANK_NAME,[IN:pay_bill [SL:BANK_NAME Equity Bank] ]
banking,pay_bill,Ni gute nakwishyura fagitire ku bikorwa bya leta nk'imisoro n'amahoro?,,[IN:pay_bill ]
banking,pay_bill,Ni ibihe bisabwa kugira ngo wishyure amazi binyuze muri Umwalimu Sacco?,56:70:SL:BANK_NAME,[IN:pay_bill [SL:BANK_NAME Umwalimu Sacco] ]
banking,pay_bill,Nshobora kwishyura fagitire nkoresheje imashini ifite murandasi?,,[IN:pay_bill ]
banking,pay_bill,Ni gute nakwishyura fagitire kuri serivisi za leta ntavuye mu rugo?,20:50:SL:BILL_TYPE,[IN:pay_bill [SL:BILL_TYPE fagitire kuri serivisi za leta] ]
banking,pay_bill,Ni ayahe masaha ya serivisi y'abakiriya batagomba kurenza mu gihe cyo kwishyura?,,[IN:pay_bill ]
banking,pay_bill,Ese hari amafaranga umuntu acibwa y'inyongera iyo yatinze kwishyura muri Equity Bank?,73:84:SL:BANK_NAME,[IN:pay_bill [SL:BANK_NAME Equity Bank] ]
banking,pay_bill,Ese nshobora kubikuza inshuro zirenze imwe ku munsi muri Banki ya Kigali?,57:72:SL:BANK_NAME,[IN:pay_bill [SL:BANK_NAME Banki ya Kigali] ]
banking,pay_bill,Ni gute nakurikirana uko ibikorwa by'ubwishyu byagiye bikurikirana?,,[IN:pay_bill ]
banking,pay_bill,Umubare w'amafaranga yakoreshejwe kuri konti yanjye mu kwezi gushize ni ayahe?,52:68:SL:DATE,[IN:pay_bill [SL:DATE mu kwezi gushize] ]
banking,pay_bill,"Ushobora kugabanya amafaranga nakoresheje mu byiciro (urugero, ibiribwa, ibikorwa, imyidagaduro)?",,[IN:pay_bill ]
banking,spending_history,Ni amafaranga angahe natanze y'inyungu mu myaka ibiri ishize?,39:60:SL:TIME,[IN:spending_history [SL:TIME mu myaka ibiri ishize] ]
banking,spending_history,Haba hari abantu bandi bagera kuri konti yange nta burenfanzura nabahaye?,,[IN:spending_history ]
banking,spending_history,"Ni ikihe kigereranyo cy'amafaranga yakoreshejwe (fagitire, ibiribwa) muri uku kwezi kuri konti yange?",74:83:SL:DATE,[IN:spending_history [SL:DATE uku kwezi] ]
banking,spending_history,Ushobora kugereranya uburyo nkoresha amafaranga n'abandi bakiriya ba Banki ya Kigali bafite imyirondoro isa n'iyange?,69:84:SL:BANK_NAME,[IN:spending_history [SL:BANK_NAME Banki ya Kigali] ]
banking,spending_history,Ni ikihe kigereranyo cy'amafaranga cya buri kwezi cyakoreshejwe mu gutwara abantu kuri konti yange?,39:49:SL:TIME,[IN:spending_history [SL:TIME buri kwezi] ]
banking,spending_history,Ushobora gutanga umucyo ku mikoreshereze yange y'amafaranga kuri konti yange?,,[IN:spending_history ]
banking,spending_history,"Nakoresheje amafaranga angahe mu bikorwa byo kwidagadura (kwishimisha, siporo) igihembwe gishize kuva kuri konti yanjye?",79:88:SL:DATE,[IN:spending_history [SL:DATE igihembwe] ]
banking,spending_history,Mwasanze mu kagaburira abaje mu birori harakoreshejwe amafaranga angahe?,,[IN:spending_history ]
banking,spending_history,Ni amafaranga angahe nakoresheje kuri konti yange?,,[IN:spending_history ]
banking,spending_history,"Ni uwuhe mubare wose wakoreshejwe mu bikorwa byo mu rugo (amashanyarazi, amazi, gaze) kuri konti yange?",,[IN:spending_history ]
banking,spending_history,"Ushobora gusesengura amafaranga nakoresheje mu gihe k'icyorezo cya COVID-19, by'umwihariko amafaranga yakoreshejwe kuri konti yanjye?",,[IN:spending_history ]
banking,spending_history,Hatanzwe angahe mu kwiyandikisha  kuri konti yange?,,[IN:spending_history ]
banking,spending_history,Ni ayahe mafaranga yo gusaba guhagarika kwishyura kuri sheki kandi ni bangahe yakoreshejwe kuri konti yanjye?,,[IN:spending_history ]
banking,spending_history,"Nshobora gufungura konti y'izabukuru (urugero, IRA) binyuze muri Banki ya Kigali, kandi ni bangahe nakoresheje kuri konti yange?","19:36:SL:ACCOUNT_TYPE,47:50:SL:ACCOUNT_TYPE,65:80:SL:BANK_NAME",[IN:spending_history [SL:ACCOUNT_TYPE konti y'izabukuru] [SL:ACCOUNT_TYPE IRA] [SL:BANK_NAME Banki ya Kigali] ]
banking,spending_history,U Rwanda rufite umutekano kuri ba mukerarugendo?,0:8:SL:COUNTRY,[IN:spending_history [SL:COUNTRY U Rwanda] ]
banking,spending_history,Ni ibiki bya mbere bikurura abantu mu Rwanda?,38:44:SL:COUNTRY,[IN:spending_history [SL:COUNTRY Rwanda] ]
banking,balance,Ndifuza kumenya ayo nsigaranyeho kuri konti,,[IN:balance ]
banking,balance,Ese umuntu yareba ate amafaranga asigaye kuri konti?,,[IN:balance ]
