domain,intent,text,spans,logical_form
banking,balance,Ịmara ego ole m nwere na kọrent akaụntụ Rand Merchant bank m,"25:39:SL:ACCOUNT_TYPE,40:53:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE kọrent akaụntụ] [SL:BANK_NAME Rand Merchant] ]
banking,balance,Chọpụtara m ihe fọrọ na savings akaụntụ Pyramid bank m,"24:39:SL:ACCOUNT_TYPE,40:47:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE savings akaụntụ] [SL:BANK_NAME Pyramid] ]
banking,balance,Chọpụtara ihe fọrọ na kọrent akaụntụ m nke Polaris bank ebe m wepụrụ nde iri na ya ụnyaahụ ,"22:36:SL:ACCOUNT_TYPE,43:50:SL:BANK_NAME,69:76:SL:NUMBER,83:90:SL:DATE",[IN:balance [SL:ACCOUNT_TYPE kọrent akaụntụ] [SL:BANK_NAME Polaris] [SL:NUMBER nde iri] [SL:DATE ụnyaahụ] ]
banking,balance,Ndị Opay o zitere m nkwupụta akaụntụ m ,4:8:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Opay] ]
banking,balance,Achọrọ m ka ị leta puku ole dị na Lapo akaụntụ m ugbu a ,"19:23:SL:NUMBER,34:38:SL:BANK_NAME",[IN:balance [SL:NUMBER puku] [SL:BANK_NAME Lapo] ]
banking,balance,"Amaghị m ma ego ọ ka nọ na Momo akaụntụ m, biko chọpụta",27:31:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Momo] ]
banking,balance,Ọ nwere ezigbo ego dị na kọrent akaụntụ m nọ na Ogbete MFB,"25:39:SL:ACCOUNT_TYPE,48:58:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE kọrent akaụntụ] [SL:BANK_NAME Ogbete MFB] ]
banking,balance,Biko leta ma ego fọrọ n'akaụntụ nwa akwụkwọ nke Union ma ọ bụrụ ibu,"24:43:SL:ACCOUNT_TYPE,48:53:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE akaụntụ nwa akwụkwọ] [SL:BANK_NAME Union] ]
banking,balance,E nwere ike ịbụ na o nwere obere ego fọrọ na Wema akaụntụ m ,45:49:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Wema] ]
banking,balance,E nwere m ego na akaụntụ ndebe ego Stanbic bank m,"17:34:SL:ACCOUNT_TYPE,35:42:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE akaụntụ ndebe ego] [SL:BANK_NAME Stanbic] ]
banking,bill_balance,ego ole fọrọ n'ụgwọ mmiri nkechi bee m?,"15:25:SL:BILL_TYPE,26:32:SL:PERSONAL_NAME",[IN:bill_balance [SL:BILL_TYPE ụgwọ mmiri] [SL:PERSONAL_NAME nkechi] ]
banking,bill_balance,o nwere ụgwọ m kwesịrị ị kwụ n'izuuka a?,31:39:SL:DATE,[IN:bill_balance [SL:DATE izuuka a] ]
banking,bill_balance,ego ole bụ ụgwọ STARLINK m maka ọnwa a?,11:24:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ụgwọ STARLINK] ]
banking,bill_balance,biko lelee ma o nwere ụgwọ m ji ndị 9mobile.,,[IN:bill_balance ]
banking,bill_balance,ego ole bụ ụgwọ Zoomilon m?,11:24:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ụgwọ Zoomilon] ]
banking,bill_balance,ego ole bụ ụgwọ LAWMA m?,11:21:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ụgwọ LAWMA] ]
banking,bill_balance,o nwere ụgwọ m jị?,,[IN:bill_balance ]
banking,bill_balance,ego ole bụ ụgwọ ndị nche m n'ọnwa a?,11:24:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ụgwọ ndị nche] ]
banking,bill_balance,O nwere ụgwọ m jị ndị Airtel?,,[IN:bill_balance ]
banking,bill_balance,ego ole bụ ụgwọ njem ụgbọelu m niile n'ọnwa a?,,[IN:bill_balance ]
banking,bill_balance,ego ole bụ ego mmiri m n'ọnwa atọ?,"11:20:SL:BILL_TYPE,30:33:SL:NUMBER",[IN:bill_balance [SL:BILL_TYPE ego mmiri] [SL:NUMBER atọ] ]
banking,bill_balance,ego ole bụ ego eletrik m n'ọkara afọ?,11:22:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ego eletrik] ]
banking,bill_balance,ego ole ka m nwere n'akaụntụ Fidelity m?,29:37:SL:BANK_NAME,[IN:bill_balance [SL:BANK_NAME Fidelity] ]
banking,bill_balance,ego ole fọrọ n'ụgwọ ụgbọala m?,15:27:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ụgwọ ụgbọala] ]
banking,bill_balance,Ego ole bu ego ọkụ eletirik n'ọnwa?,11:27:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ego ọkụ eletirik] ]
banking,bill_balance,ego ole bụ ụgwọ niile m kwuru maka nje m niile?,,[IN:bill_balance ]
banking,bill_balance,ego ole bụ ụgwọ DSTV m n'ọnwa na-abia?,"11:20:SL:BILL_TYPE,25:37:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ụgwọ DSTV] [SL:DATE ọnwa na-abia] ]
banking,bill_balance,ego ole fọduru n'ụgwọ ekwentị di m ji n'ụgwọ?,17:29:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ụgwọ ekwentị] ]
banking,bill_balance,ego ole bụ ụgwọ DSTV m n'otu afọ?,"11:20:SL:BILL_TYPE,25:28:SL:NUMBER",[IN:bill_balance [SL:BILL_TYPE ụgwọ DSTV] [SL:NUMBER otu] ]
banking,bill_balance,ego ole fọrọ n'ụgwọ ọkụ m?,15:23:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ụgwọ ọkụ] ]
banking,bill_balance,ego ole bụ ego 9mobile data m n'ọnwa isii?,"15:27:SL:BILL_TYPE,32:41:SL:DATE",[IN:bill_balance [SL:BILL_TYPE 9mobile data] [SL:DATE ọnwa isii] ]
banking,bill_balance,ego ole bụ ego mmiri ọṅụṅụ m n'otu ọnwa?,"15:26:SL:BILL_TYPE,31:34:SL:NUMBER",[IN:bill_balance [SL:BILL_TYPE mmiri ọṅụṅụ] [SL:NUMBER otu] ]
banking,bill_balance,ego ole bụ ụgwọ m na Facebook Ad m?,21:32:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Facebook Ad] ]
banking,bill_balance,ego ole bụ ụgwọ DSTV m n'otu ọnwa?,"11:20:SL:BILL_TYPE,25:33:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ụgwọ DSTV] [SL:DATE otu ọnwa] ]
banking,bill_balance,ego ole bụ ụgwọ LAWMA m maka ọnwa ọgọstụ?,"11:21:SL:BILL_TYPE,34:40:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ụgwọ LAWMA] [SL:DATE ọgọstụ] ]
banking,bill_balance,ego ole bụ ego Airtel data m n'ọnwa a?,"15:26:SL:BILL_TYPE,31:37:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Airtel data] [SL:DATE ọnwa a] ]
banking,bill_balance,ego ole bụ ụgwọ ụlọ akwụkwọ m n'afọ a?,11:27:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ụgwọ ụlọ akwụkwọ] ]
banking,bill_balance,Ego ole bụ ego ụlọ ọgwụ m? ,11:23:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ego ụlọ ọgwụ] ]
banking,bill_balance,Ego ole bu ego mmiri n'otu ọnwa?,"11:20:SL:BILL_TYPE,23:31:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ego mmiri] [SL:DATE otu ọnwa] ]
banking,bill_balance,ego ole bụ ego 9mobile data m n'ọkara afọ?,,[IN:bill_balance ]
banking,bill_balance,Ego ole bụ ụgwọ GOTV m?,11:20:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ụgwọ GOTV] ]
banking,bill_balance,Ego ole bụ ụgwọ  data MTN m?,11:21:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ụgwọ  data] ]
banking,bill_balance,ego ole bụ ụgwọ Netflix m n'ọnwa a?,"11:23:SL:BILL_TYPE,28:34:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ụgwọ Netflix] [SL:DATE ọnwa a] ]
banking,bill_balance,Biko chọpụtara m ego ole bụ ụgwọ Startimes m.,28:42:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ụgwọ Startimes] ]
banking,bill_balance,ego ole bụ ụgwọ Google Ads m?,11:26:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ụgwọ Google Ads] ]
banking,bill_balance,ego ole bụ ụgwọ Instagram Ads m?,11:29:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ụgwọ Instagram Ads] ]
banking,bill_balance,ego ole fọrọ n'akauntu savings UBA m?,"15:30:SL:ACCOUNT_TYPE,31:34:SL:BANK_NAME",[IN:bill_balance [SL:ACCOUNT_TYPE akauntu savings] [SL:BANK_NAME UBA] ]
banking,bill_balance,ego ole bụ ụgwọ Instagram Ads m maka otu izuuka? ,16:29:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Instagram Ads] ]
banking,bill_balance,ego ole bụ ụgwọ gaasị m n'ọkara afọ?,"11:21:SL:BILL_TYPE,26:35:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ụgwọ gaasị] [SL:DATE ọkara afọ] ]
banking,bill_balance,ego ole bụ ụgwọ DHL m?,,[IN:bill_balance ]
banking,bill_balance,ego ole bụ ụgwọ Cargo m?,,[IN:bill_balance ]
banking,bill_balance,ego ole bụ ụgwọ plọmba m?,11:22:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ụgwọ plọmba] ]
banking,bill_balance,biko o nwere ụgwọ LAWMA m kwesịrị ị kwụ?,13:23:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ụgwọ LAWMA] ]
banking,bill_balance,chetara m ego ole bụ ụgwọ mmiri m kwesịrị ị kwụ.,21:31:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ụgwọ mmiri] ]
banking,bill_balance,ego ole ka m na-akwụ n'ụgwọ akwụkwọ m n'ọnwa a?,"23:35:SL:BILL_TYPE,40:46:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ụgwọ akwụkwọ] [SL:DATE ọnwa a] ]
banking,bill_balance,ego ole bụ ụgwọ Data m n'ọnwa isii?,"11:20:SL:BILL_TYPE,30:34:SL:NUMBER",[IN:bill_balance [SL:BILL_TYPE ụgwọ Data] [SL:NUMBER isii] ]
banking,bill_balance,ego ole ka m kwesịrị ị kwụ maka inshooransi ụgbọala m n'ọnwa a?,"32:51:SL:BILL_TYPE,56:62:SL:DATE",[IN:bill_balance [SL:BILL_TYPE inshooransi ụgbọala] [SL:DATE ọnwa a] ]
banking,bill_balance,ego ole bụ ụgwọ BRT m n'ọnwa a?,11:19:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ụgwọ BRT] ]
banking,bill_balance,ego ole bụ ụgwọ ụgbọoloko m n'ọnwa a?,"11:25:SL:BILL_TYPE,30:36:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ụgwọ ụgbọoloko] [SL:DATE ọnwa a] ]
banking,bill_balance,ego ole bụ ụgwọ Visa m?,,[IN:bill_balance ]
banking,bill_balance,Biko chetara m ego ole bụ ụgwọ ụlọ ọgwụ m,26:39:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ụgwọ ụlọ ọgwụ] ]
banking,bill_balance,Biko lelee ma o nwere ụgwọ m ji ndị MTN,,[IN:bill_balance ]
banking,bill_balance,lelee ma o nwere ụgwọ m ji ndị inshooransi,31:42:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE inshooransi] ]
banking,bill_balance,ụgwọ ego ole fọrọ na Netflix m?,,[IN:bill_balance ]
banking,bill_balance,Biko o nwere ụgwọ m ji ụlọ ọgwụ Randle?,23:38:SL:PLACE_NAME,[IN:bill_balance [SL:PLACE_NAME ụlọ ọgwụ Randle] ]
banking,bill_balance,biko o nwere ụgwọ m ji ugbua?,,[IN:bill_balance ]
banking,bill_balance,ego ole ka m na-akwu n'ụgwọ m niile n'otu ọnwa?,38:46:SL:DATE,[IN:bill_balance [SL:DATE otu ọnwa] ]
banking,bill_balance,ego ole ka m ga-akwụ maka ndozi ụgbọala m?,,[IN:bill_balance ]
