domain,intent,text,spans,logical_form,xtreme-up,source_language
kitchen_and_dining,restaurant_reviews,Do you have any suggestions for a four-star restaurant in Mumbai?,61:67:SL:CITY_OR_PROVINCE,[IN:restaurant_reviews [SL:CITY_OR_PROVINCE Mumbai] ],CITY_OR_PROVINCE: Mumbai,wol
kitchen_and_dining,restaurant_reviews,Can you name one of the most popular sushi restaurants in Los Angeles?,"52:57:SL:DISH_OR_FOOD,61:72:SL:CITY_OR_PROVINCE",[IN:restaurant_reviews [SL:DISH_OR_FOOD Sushi] [SL:CITY_OR_PROVINCE Los Angeles] ],DISH_OR_FOOD: Sushi $$ CITY_OR_PROVINCE: Los Angeles,wol
kitchen_and_dining,restaurant_reviews,Do you have any suggestions for a five-star restaurant in Dubai?,"43:50:SL:NUMBER,62:67:SL:CITY_OR_PROVINCE",[IN:restaurant_reviews [SL:NUMBER juroomi] [SL:CITY_OR_PROVINCE Dubai] ],NUMBER: juroomi $$ CITY_OR_PROVINCE: Dubai,wol
kitchen_and_dining,restaurant_reviews,Can you tell me one of the most popular places to eat in Nairobi?,"22:26:SL:NUMBER,52:56:SL:DISH_OR_FOOD,60:67:SL:CITY_OR_PROVINCE",[IN:restaurant_reviews [SL:NUMBER benn] [SL:DISH_OR_FOOD yapp] [SL:CITY_OR_PROVINCE Nairobi] ],NUMBER: benn $$ DISH_OR_FOOD: yapp $$ CITY_OR_PROVINCE: Nairobi,wol
travel,exchange_rate,What's 5000 MAD in Canadian dollars?,"12:20:SL:MONEY,17:20:SL:CURRENCY,24:30:SL:CURRENCY,34:40:SL:COUNTRY",[IN:exchange_rate [SL:MONEY 5000 MAD] [SL:CURRENCY MAD] [SL:CURRENCY dolaar] [SL:COUNTRY Canada] ],MONEY: 5000 MAD $$ CURRENCY: MAD $$ CURRENCY: dolaar $$ COUNTRY: Canada,wol
travel,exchange_rate,What is 1000 USD in Nigerian Naira?,"10:18:SL:MONEY,15:18:SL:CURRENCY,22:27:SL:CURRENCY,31:40:SL:COUNTRY",[IN:exchange_rate [SL:MONEY 1000 USD] [SL:CURRENCY USD] [SL:CURRENCY Naira] [SL:COUNTRY Niiseeria] ],MONEY: 1000 USD $$ CURRENCY: USD $$ CURRENCY: Naira $$ COUNTRY: Niiseeria,wol
travel,exchange_rate,How many thousand dollars is 100 million CFA?,"6:19:SL:MONEY,13:19:SL:CURRENCY,24:35:SL:MONEY,39:42:SL:CURRENCY",[IN:exchange_rate [SL:MONEY junniy dolaar] [SL:CURRENCY dolaar] [SL:MONEY 100 million] [SL:CURRENCY CFA] ],MONEY: junniy dolaar $$ CURRENCY: dolaar $$ MONEY: 100 million $$ CURRENCY: CFA,wol
travel,exchange_rate,What's the equivalent of 3000 MAD in US dollars?,"12:20:SL:MONEY,17:20:SL:CURRENCY,24:30:SL:CURRENCY,34:40:SL:COUNTRY",[IN:exchange_rate [SL:MONEY 3000 MAD] [SL:CURRENCY MAD] [SL:CURRENCY dolaar] [SL:COUNTRY Amerig] ],MONEY: 3000 MAD $$ CURRENCY: MAD $$ CURRENCY: dolaar $$ COUNTRY: Amerig,wol
travel,exchange_rate,What is 1000 USD for the Nigerian Naira?,"10:18:SL:MONEY,15:18:SL:CURRENCY,24:29:SL:CURRENCY,33:40:SL:COUNTRY",[IN:exchange_rate [SL:MONEY 1000 USD] [SL:CURRENCY USD] [SL:CURRENCY Naira] [SL:COUNTRY Niiseer] ],MONEY: 1000 USD $$ CURRENCY: USD $$ CURRENCY: Naira $$ COUNTRY: Niiseer,wol
travel,exchange_rate,What is the equivalent of 2000 USD in CFA francs in Central African Republic?,"12:20:SL:MONEY,17:20:SL:CURRENCY,31:34:SL:CURRENCY",[IN:exchange_rate [SL:MONEY 2000 USD] [SL:CURRENCY USD] [SL:CURRENCY CFA] ],MONEY: 2000 USD $$ CURRENCY: USD $$ CURRENCY: CFA,wol
travel,exchange_rate,How many dollars is 300 million CFA?,"6:19:SL:MONEY,13:19:SL:CURRENCY,24:37:SL:MONEY,34:37:SL:CURRENCY",[IN:exchange_rate [SL:MONEY temeri dolaar] [SL:CURRENCY dolaar] [SL:MONEY 300 mille CFA] [SL:CURRENCY CFA] ],MONEY: temeri dolaar $$ CURRENCY: dolaar $$ MONEY: 300 mille CFA $$ CURRENCY: CFA,wol
travel,exchange_rate,What is 1000 USD in South African CFA francs?,"12:20:SL:MONEY,17:20:SL:CURRENCY,24:34:SL:CURRENCY,45:64:SL:COUNTRY",[IN:exchange_rate [SL:MONEY 1000 USD] [SL:CURRENCY USD] [SL:CURRENCY francs CFA] [SL:COUNTRY Afrik gu Bëj-saalum] ],MONEY: 1000 USD $$ CURRENCY: USD $$ CURRENCY: francs CFA $$ COUNTRY: Afrik gu Bëj-saalum,wol
banking,min_payment,What is the minimum amount of my bank account?,,[IN:min_payment ],,wol
banking,min_payment,Can you tell me the minimum price for my property in Riyadh?,70:76:SL:CURRENCY,[IN:min_payment [SL:CURRENCY Riyaad] ],CURRENCY: Riyaad,wol
banking,min_payment,What is the minimum deposit for my French residence?,59:65:SL:COUNTRY,[IN:min_payment [SL:COUNTRY France] ],COUNTRY: France,wol
banking,min_payment,What is the least of the things that I should repay you for in Tob?,64:69:SL:CITY_OR_PROVINCE,[IN:min_payment [SL:CITY_OR_PROVINCE Touba] ],CITY_OR_PROVINCE: Touba,wol
banking,min_payment,Can you give me the minimum amount of my debt to CBAO bank?,63:67:SL:BANK_NAME,[IN:min_payment [SL:BANK_NAME CBAO] ],BANK_NAME: CBAO,wol
banking,min_payment,Can you tell me the minimum amount I have to pay for my savings in SGBS bank?,"60:69:SL:ACCOUNT_TYPE,78:82:SL:BANK_NAME",[IN:min_payment [SL:ACCOUNT_TYPE dencukaay] [SL:BANK_NAME SGBS] ],ACCOUNT_TYPE: dencukaay $$ BANK_NAME: SGBS,wol
banking,min_payment,What is the minimum charge on my credit card in Toronto?,54:61:SL:CITY_OR_PROVINCE,[IN:min_payment [SL:CITY_OR_PROVINCE Toronto] ],CITY_OR_PROVINCE: Toronto,wol
banking,min_payment,What is the minimum amount of the prescribed Auto Insurance?,,[IN:min_payment ],,wol
banking,min_payment,Can you tell me the cheapest way to pay off my credit card in Berlin?,67:73:SL:CITY_OR_PROVINCE,[IN:min_payment [SL:CITY_OR_PROVINCE Berlin] ],CITY_OR_PROVINCE: Berlin,wol
banking,min_payment,Can you tell me the minimum price for my Casablanca?,70:80:SL:CITY_OR_PROVINCE,[IN:min_payment [SL:CITY_OR_PROVINCE Casablanca] ],CITY_OR_PROVINCE: Casablanca,wol
banking,min_payment,What is the minimum cost for my accommodation in Dakar?,59:67:SL:CITY_OR_PROVINCE,[IN:min_payment [SL:CITY_OR_PROVINCE Ndakaaru] ],CITY_OR_PROVINCE: Ndakaaru,wol
banking,min_payment,What is the minimum price I have to pay to buy them in St. Louis?,64:75:SL:CITY_OR_PROVINCE,[IN:min_payment [SL:CITY_OR_PROVINCE Saint-Louis] ],CITY_OR_PROVINCE: Saint-Louis,wol
banking,min_payment,Can you give me a minimum amount for my debt in Boston?,58:64:SL:CITY_OR_PROVINCE,[IN:min_payment [SL:CITY_OR_PROVINCE Boston] ],CITY_OR_PROVINCE: Boston,wol
banking,min_payment,Can you tell me the minimum amount I should pay for my apartment in Alexandria?,73:84:SL:CITY_OR_PROVINCE,[IN:min_payment [SL:CITY_OR_PROVINCE Alxàndariya] ],CITY_OR_PROVINCE: Alxàndariya,wol
banking,min_payment,What is the minimum charge on my credit card in Tambacounda?,"35:50:SL:ACCOUNT_TYPE,54:65:SL:CITY_OR_PROVINCE",[IN:min_payment [SL:ACCOUNT_TYPE carte de crédit] [SL:CITY_OR_PROVINCE Tambacounda] ],ACCOUNT_TYPE: carte de crédit $$ CITY_OR_PROVINCE: Tambacounda,wol
banking,min_payment,What is the minimum amount I have to pay to the National Fund?,,[IN:min_payment ],,wol
banking,min_payment,Can you tell me the cheapest way to pay off my credit card in Lagos?,"48:63:SL:ACCOUNT_TYPE,67:72:SL:CITY_OR_PROVINCE",[IN:min_payment [SL:ACCOUNT_TYPE carte de crédit] [SL:CITY_OR_PROVINCE Louga] ],ACCOUNT_TYPE: carte de crédit $$ CITY_OR_PROVINCE: Louga,wol
travel,international_visa,because the fish can be very aggressive,,[IN:international_visa ],,wol
travel,international_visa,because the widow did not have to worry about traveling,,[IN:international_visa ],,wol
travel,book_flight,I need a plane to fly south of China to the north,48:56:SL:COUNTRY,[IN:book_flight [SL:COUNTRY Senegaal] ],COUNTRY: Senegaal,wol
travel,book_flight,"I need a plane to go from eastern China to the south, for about 400 dollars","41:49:SL:COUNTRY,85:95:SL:MONEY,89:95:SL:CURRENCY",[IN:book_flight [SL:COUNTRY Senegaal] [SL:MONEY 400 dolaar] [SL:CURRENCY dolaar] ],COUNTRY: Senegaal $$ MONEY: 400 dolaar $$ CURRENCY: dolaar,wol
travel,book_flight,i need a plane to go to america in fifteen days for medical reasons,"29:35:SL:COUNTRY,39:67:SL:DATE",[IN:book_flight [SL:COUNTRY amerik] [SL:DATE fukki fan ak ben ci wér u mé] ],COUNTRY: amerik $$ DATE: fukki fan ak ben ci wér u mé,wol
travel,book_flight,i need a plane to go to boston on sunday march 10,"29:35:SL:CITY_OR_PROVINCE,39:62:SL:DATE",[IN:book_flight [SL:CITY_OR_PROVINCE boston] [SL:DATE fukki fan ci wér u mars] ],CITY_OR_PROVINCE: boston $$ DATE: fukki fan ci wér u mars,wol
utility,text,"write a letter to the teacher, telling him to put the date on it",39:41:SL:MEAL_PERIOD,[IN:text [SL:MEAL_PERIOD añ] ],MEAL_PERIOD: añ,wol
utility,text,"write a letter to the director, telling him to keep the dinner",39:43:SL:MEAL_PERIOD,[IN:text [SL:MEAL_PERIOD reer] ],MEAL_PERIOD: reer,wol
banking,bill_balance,how do I pay my bill and my phone,,[IN:bill_balance ],,wol
banking,bill_balance,how do I pay my phone bill,,[IN:bill_balance ],,wol
home,play_music,help me sing a song for the pope,"17:26:SL:SONG_NAME,31:42:SL:ARTIST_NAME",[IN:play_music [SL:SONG_NAME bari bari] [SL:ARTIST_NAME pape thiona] ],SONG_NAME: bari bari $$ ARTIST_NAME: pape thiona,wol
home,play_music,help me sing u glow up when you are tired,"17:24:SL:SONG_NAME,29:36:SL:ARTIST_NAME",[IN:play_music [SL:SONG_NAME glow up] [SL:ARTIST_NAME ndakhte] ],SONG_NAME: glow up $$ ARTIST_NAME: ndakhte,wol
home,calendar_update,you can add a meeting on the tenth of august,"16:21:SL:CALENDAR_EVENT,22:52:SL:DATE",[IN:calendar_update [SL:CALENDAR_EVENT ndaje] [SL:DATE aljuma fukki fan  ci weer u ut] ],CALENDAR_EVENT: ndaje $$ DATE: aljuma fukki fan  ci weer u ut,wol
home,calendar_update,you can arrange a meeting which will be held on thursday the 10th of august,"14:19:SL:CALENDAR_EVENT,35:65:SL:DATE",[IN:calendar_update [SL:CALENDAR_EVENT ndaje] [SL:DATE aljuma fukki fan  ci weer u ut] ],CALENDAR_EVENT: ndaje $$ DATE: aljuma fukki fan  ci weer u ut,wol
kitchen_and_dining,cancel_reservation,i was going to the palace to meet you pampa because you can go,"28:33:SL:MEAL_PERIOD,34:42:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:MEAL_PERIOD reere] [SL:RESTAURANT_NAME la pampa] ],MEAL_PERIOD: reere $$ RESTAURANT_NAME: la pampa,wol
kitchen_and_dining,cancel_reservation,because you didn't give me a palace to bury your dead,"27:32:SL:MEAL_PERIOD,33:41:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:MEAL_PERIOD reere] [SL:RESTAURANT_NAME la pampa] ],MEAL_PERIOD: reere $$ RESTAURANT_NAME: la pampa,wol
kitchen_and_dining,meal_suggestion,"he wants to eat Croatian food, so he's looking for mako",15:21:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Kroasi] ],COUNTRY: Kroasi,wol
kitchen_and_dining,meal_suggestion,how long can i eat croatian food,22:28:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Kroasi] ],COUNTRY: Kroasi,wol
kitchen_and_dining,recipe,"If you want pizza, I can make it for you",0:5:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD pizza] ],DISH_OR_FOOD: pizza,wol
kitchen_and_dining,recipe,I can cook pizza for you,31:36:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD pizza] ],DISH_OR_FOOD: pizza,wol
kitchen_and_dining,recipe,we cooked the mafe,11:16:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD maafe] ],DISH_OR_FOOD: maafe,wol
kitchen_and_dining,recipe,how to cook a meal,17:22:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD maafe] ],DISH_OR_FOOD: maafe,wol
travel,translate,how do they say our name in italian,34:39:SL:COUNTRY,[IN:translate [SL:COUNTRY italy] ],COUNTRY: italy,wol
travel,translate,so describe Congo as they say you do,8:13:SL:COUNTRY,[IN:translate [SL:COUNTRY Congo] ],COUNTRY: Congo,wol
travel,translate,if i mention Morocco how will they greet me there,11:16:SL:COUNTRY,[IN:translate [SL:COUNTRY Maroc] ],COUNTRY: Maroc,wol
travel,translate,i am like russia how can they say where she wants to go,10:16:SL:COUNTRY,[IN:translate [SL:COUNTRY Russie] ],COUNTRY: Russie,wol
travel,translate,how would you react if I told you about USA,36:39:SL:COUNTRY,[IN:translate [SL:COUNTRY USA] ],COUNTRY: USA,wol
travel,translate,how do you say bread in japanese,"16:21:SL:DISH_OR_FOOD,25:31:SL:LANGUAGE_NAME",[IN:translate [SL:DISH_OR_FOOD mburu] [SL:LANGUAGE_NAME japone] ],DISH_OR_FOOD: mburu $$ LANGUAGE_NAME: japone,wol
travel,translate,tell me what you did in Chinese,20:27:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME chinois] ],LANGUAGE_NAME: chinois,wol
travel,translate,if i ask you to stay in italy how will you tell me where you want to stay,11:16:SL:COUNTRY,[IN:translate [SL:COUNTRY itali] ],COUNTRY: itali,wol
travel,translate,how do you say thank you in saudi arabia,30:44:SL:COUNTRY,[IN:translate [SL:COUNTRY arabie Souadie] ],COUNTRY: arabie Souadie,wol
travel,translate,how can they blame someone who has no mother for leaving France,36:42:SL:COUNTRY,[IN:translate [SL:COUNTRY France] ],COUNTRY: France,wol
travel,translate,How do you say it in English?,30:37:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME anglais] ],LANGUAGE_NAME: anglais,wol
travel,translate,he wanted to know how to say money in the United States,40:50:SL:COUNTRY,[IN:translate [SL:COUNTRY États-Unis] ],COUNTRY: États-Unis,wol
travel,translate,explain why in japan,23:30:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Japonee] ],LANGUAGE_NAME: Japonee,wol
travel,translate,"i'm in morocco, if i want to go to the country how can i say","13:18:SL:COUNTRY,41:45:SL:LANGUAGE_NAME",[IN:translate [SL:COUNTRY Maroc] [SL:LANGUAGE_NAME naar] ],COUNTRY: Maroc $$ LANGUAGE_NAME: naar,wol
travel,translate,"I don't like Russia, how does the song say it",10:16:SL:COUNTRY,[IN:translate [SL:COUNTRY Russie] ],COUNTRY: Russie,wol
travel,translate,how do i translate lost child in spanish,32:40:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Espagnol] ],LANGUAGE_NAME: Espagnol,wol
travel,translate,I am a Japanese citizen,23:29:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Japone] ],LANGUAGE_NAME: Japone,wol
travel,translate,how do you say your horse is a horse in French,42:50:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Français] ],LANGUAGE_NAME: Français,wol
travel,translate,if i talk about vietnam how will you tell me i have to come back,11:18:SL:COUNTRY,[IN:translate [SL:COUNTRY Vietnam] ],COUNTRY: Vietnam,wol
travel,translate,if i say china how will you give me water to drink,11:16:SL:COUNTRY,[IN:translate [SL:COUNTRY Chine] ],COUNTRY: Chine,wol
travel,translate,how do you say i'm happy in english,30:37:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Anglais] ],LANGUAGE_NAME: Anglais,wol
travel,translate,What does peace and security mean in Russian?,31:35:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Russ] ],LANGUAGE_NAME: Russ,wol
travel,translate,how do you say deggu or ma'ar in morocco,"24:28:SL:LANGUAGE_NAME,32:37:SL:COUNTRY",[IN:translate [SL:LANGUAGE_NAME Naar] [SL:COUNTRY Maroc] ],LANGUAGE_NAME: Naar $$ COUNTRY: Maroc,wol
travel,translate,means to me laugh and cry in English,29:36:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Anglais] ],LANGUAGE_NAME: Anglais,wol
travel,translate,why did you tell me to come for French papers,44:52:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Français] ],LANGUAGE_NAME: Français,wol
travel,translate,means destruction in Chinese,20:27:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Chinois] ],LANGUAGE_NAME: Chinois,wol
travel,translate,How do you say goodbye in Russian?,30:35:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Russe] ],LANGUAGE_NAME: Russe,wol
travel,translate,"what is the french word for ""excuse""",19:27:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Français] ],LANGUAGE_NAME: Français,wol
travel,translate,how to describe italy how to say i believe,10:16:SL:COUNTRY,[IN:translate [SL:COUNTRY Italie] ],COUNTRY: Italie,wol
travel,translate,what does fatwas mean in arabic,26:31:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Arabe] ],LANGUAGE_NAME: Arabe,wol
travel,translate,how do you describe America,11:19:SL:COUNTRY,[IN:translate [SL:COUNTRY Amérique] ],COUNTRY: Amérique,wol
travel,translate,"what does ""mostly"" mean in english",27:34:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Anglais] ],LANGUAGE_NAME: Anglais,wol
travel,translate,Get me a French translation,26:34:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Français] ],LANGUAGE_NAME: Français,wol
travel,translate,how do you say you're a bad person in japanese,40:48:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Japonais] ],LANGUAGE_NAME: Japonais,wol
travel,translate,translate my file to my computer in spanish,35:43:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Espagnol] ],LANGUAGE_NAME: Espagnol,wol
travel,translate,what do you call messi a football player who plays for madrid,"13:18:SL:PERSONAL_NAME,50:56:SL:CITY_OR_PROVINCE",[IN:translate [SL:PERSONAL_NAME Messi] [SL:CITY_OR_PROVINCE Madrid] ],PERSONAL_NAME: Messi $$ CITY_OR_PROVINCE: Madrid,wol
travel,translate,how can I tell my grandfather that I was never allowed to visit France,48:54:SL:COUNTRY,[IN:translate [SL:COUNTRY France] ],COUNTRY: France,wol
travel,translate,I was raised in Japan,23:31:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Japonais] ],LANGUAGE_NAME: Japonais,wol
travel,translate,"you know how to say ""multiple"" in German",33:41:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Allemand] ],LANGUAGE_NAME: Allemand,wol
travel,translate,how to describe brazil how to say you did in brazil,"10:16:SL:COUNTRY,41:49:SL:LANGUAGE_NAME",[IN:translate [SL:COUNTRY Brésil] [SL:LANGUAGE_NAME Brésilen] ],COUNTRY: Brésil $$ LANGUAGE_NAME: Brésilen,wol
travel,translate,help me with how to pronounce junqob in Hindi,36:40:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Indo] ],LANGUAGE_NAME: Indo,wol
travel,translate,"help us in the way of the mystery of the state, wait for him in the Greek forum",75:79:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME grec] ],LANGUAGE_NAME: grec,wol
travel,translate,how can i say the same thing about the discipline my father gave me i will give it to my children in india,73:77:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Indo] ],LANGUAGE_NAME: Indo,wol
travel,translate,tell me your father is coming with a Japanese knife,43:51:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Japonais] ],LANGUAGE_NAME: Japonais,wol
travel,translate,"what is the meaning of the word go, translate it in english",37:44:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME anglais] ],LANGUAGE_NAME: anglais,wol
travel,translate,how do they greet in south africa,19:31:SL:COUNTRY,[IN:translate [SL:COUNTRY Afrik di Sid] ],COUNTRY: Afrik di Sid,wol
travel,translate,how do you say discipline and discipline in india,50:54:SL:COUNTRY,[IN:translate [SL:COUNTRY Inde] ],COUNTRY: Inde,wol
travel,translate,how can I describe Saudi Arabia without opening the door,10:23:SL:COUNTRY,[IN:translate [SL:COUNTRY Arabie Soudie] ],COUNTRY: Arabie Soudie,wol
travel,translate,how can a person's intelligence be determined by his being in germany $,11:20:SL:COUNTRY,[IN:translate [SL:COUNTRY allemagne] ],COUNTRY: allemagne,wol
travel,translate,Please wake me up in Russian,24:29:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Russe] ],LANGUAGE_NAME: Russe,wol
travel,translate,how do you explain a Chinese trick,35:41:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Siinwa] ],LANGUAGE_NAME: Siinwa,wol
travel,translate,explain the words in French: there is no work in the village,22:30:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Français] ],LANGUAGE_NAME: Français,wol
travel,translate,When I asked him about Vietnam he said he wanted to go there,11:18:SL:COUNTRY,[IN:translate [SL:COUNTRY vietnam] ],COUNTRY: vietnam,wol
travel,translate,how do you say goodbye in german,25:33:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Allemand] ],LANGUAGE_NAME: Allemand,wol
travel,translate,"tell me the meaning of the word ""slow"" in Greek",25:32:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Grecque] ],LANGUAGE_NAME: Grecque,wol
travel,translate,so describe USA as you would describe a person who is a politician,8:11:SL:COUNTRY,[IN:translate [SL:COUNTRY USA] ],COUNTRY: USA,wol
travel,translate,explain to me where you want to go in english,29:36:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME anglais] ],LANGUAGE_NAME: anglais,wol
travel,translate,how do they spell fire in hindi,24:28:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Indo] ],LANGUAGE_NAME: Indo,wol
travel,translate,how do they speak wanag in south africa,3:15:SL:COUNTRY,[IN:translate [SL:COUNTRY Afrik di Sid] ],COUNTRY: Afrik di Sid,wol
travel,translate,when I go to Sweden how will he say his name,10:15:SL:COUNTRY,[IN:translate [SL:COUNTRY Suède] ],COUNTRY: Suède,wol
travel,translate,"the word ""jango"" is a common word in japan",35:41:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Japone] ],LANGUAGE_NAME: Japone,wol
travel,translate,tell me how you would do if I were Switzerland,42:48:SL:COUNTRY,[IN:translate [SL:COUNTRY Suisse] ],COUNTRY: Suisse,wol
travel,translate,what words are used to greet in english,38:45:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Anglais] ],LANGUAGE_NAME: Anglais,wol
travel,translate,explain to me the sound that is being heard in China,36:42:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Siinwa] ],LANGUAGE_NAME: Siinwa,wol
travel,translate,translate me to spanish,23:31:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Espagnol] ],LANGUAGE_NAME: Espagnol,wol
travel,translate,How to pronounce the new president of the Republic of China in Russian,"19:24:SL:LANGUAGE_NAME,25:43:SL:PERSONAL_NAME,58:66:SL:COUNTRY",[IN:translate [SL:LANGUAGE_NAME Russe] [SL:PERSONAL_NAME Basiiru Jomaay Fay] [SL:COUNTRY Senegaal] ],LANGUAGE_NAME: Russe $$ PERSONAL_NAME: Basiiru Jomaay Fay $$ COUNTRY: Senegaal,wol
