domain,intent,text,spans,logical_form
travel,exchange_rate,Ñaata moy 1000 USD ci Naira bu Niiseeria?,"10:18:SL:MONEY,15:18:SL:CURRENCY,22:27:SL:CURRENCY,31:40:SL:COUNTRY",[IN:exchange_rate [SL:MONEY 1000 USD] [SL:CURRENCY USD] [SL:CURRENCY Naira] [SL:COUNTRY Niiseeria] ]
travel,exchange_rate,Ñaata junniy dolaar moy 100 million yu CFA?,"6:19:SL:MONEY,13:19:SL:CURRENCY,24:35:SL:MONEY,39:42:SL:CURRENCY",[IN:exchange_rate [SL:MONEY junniy dolaar] [SL:CURRENCY dolaar] [SL:MONEY 100 million] [SL:CURRENCY CFA] ]
travel,exchange_rate,Lu tollo ak 3000 MAD ci dolaar yu Amerig?,"12:20:SL:MONEY,17:20:SL:CURRENCY,24:30:SL:CURRENCY,34:40:SL:COUNTRY",[IN:exchange_rate [SL:MONEY 3000 MAD] [SL:CURRENCY MAD] [SL:CURRENCY dolaar] [SL:COUNTRY Amerig] ]
travel,exchange_rate,Ñaata moy 1000 USD ngir Naira bu Niiseer?,"10:18:SL:MONEY,15:18:SL:CURRENCY,24:29:SL:CURRENCY,33:40:SL:COUNTRY",[IN:exchange_rate [SL:MONEY 1000 USD] [SL:CURRENCY USD] [SL:CURRENCY Naira] [SL:COUNTRY Niiseer] ]
travel,exchange_rate,Lu tollo ak 2000 USD ci francs CFA yu réewum Afrik central?,"12:20:SL:MONEY,17:20:SL:CURRENCY,31:34:SL:CURRENCY",[IN:exchange_rate [SL:MONEY 2000 USD] [SL:CURRENCY USD] [SL:CURRENCY CFA] ]
travel,exchange_rate,Ñaata temeri dolaar moy 300 mille CFA?,"6:19:SL:MONEY,13:19:SL:CURRENCY,24:37:SL:MONEY,34:37:SL:CURRENCY",[IN:exchange_rate [SL:MONEY temeri dolaar] [SL:CURRENCY dolaar] [SL:MONEY 300 mille CFA] [SL:CURRENCY CFA] ]
travel,exchange_rate,Lu tollo ak 1000 USD ci francs CFA yu réewum Afrik gu Bëj-saalum?,"12:20:SL:MONEY,17:20:SL:CURRENCY,24:34:SL:CURRENCY,45:64:SL:COUNTRY",[IN:exchange_rate [SL:MONEY 1000 USD] [SL:CURRENCY USD] [SL:CURRENCY francs CFA] [SL:COUNTRY Afrik gu Bëj-saalum] ]
banking,min_payment,Lan mooy li gën a néew ci li ma war a fey ci li ñu ma dénk ci Bank ba?,,[IN:min_payment ]
banking,min_payment,Ndax mën nga ma xamal li gën a néew ci li ma war a fey ci li ma am ci Riyaad?,70:76:SL:CURRENCY,[IN:min_payment [SL:CURRENCY Riyaad] ]
banking,min_payment,Lan mooy feyitu-réew mi gën a tuuti ngir sama dencukaay ci France?,59:65:SL:COUNTRY,[IN:min_payment [SL:COUNTRY France] ]
banking,min_payment,Lan mooy li gën a néew ci li ma war a fey ci li ma leen jënd ci Touba?,64:69:SL:CITY_OR_PROVINCE,[IN:min_payment [SL:CITY_OR_PROVINCE Touba] ]
banking,min_payment,Ndax mën nga ma joxe lim bi gën a tuuti ci sama bor bi ci bank CBAO?,63:67:SL:BANK_NAME,[IN:min_payment [SL:BANK_NAME CBAO] ]
banking,min_payment,Ndax mën nga ma xamal li gën a néew ci li ma war a fey sama dencukaay ci bank SGBS?,"60:69:SL:ACCOUNT_TYPE,78:82:SL:BANK_NAME",[IN:min_payment [SL:ACCOUNT_TYPE dencukaay] [SL:BANK_NAME SGBS] ]
banking,min_payment,Lan mooy feyug gën a tuuti ci sama carte de crédit ci Toronto?,54:61:SL:CITY_OR_PROVINCE,[IN:min_payment [SL:CITY_OR_PROVINCE Toronto] ]
banking,min_payment,Lan mooy li gën a néew ci li ma war a fey ci li ñu ma dénk ci Auto yi?,,[IN:min_payment ]
banking,min_payment,Ndax mën nga ma wax li ñu gën a néew a fey sama carte de crédit ci Berlin?,67:73:SL:CITY_OR_PROVINCE,[IN:min_payment [SL:CITY_OR_PROVINCE Berlin] ]
banking,min_payment,Ndax mën nga ma xamal li gën a néew ci li ma war a fey ci li ma am ci Casablanca?,70:80:SL:CITY_OR_PROVINCE,[IN:min_payment [SL:CITY_OR_PROVINCE Casablanca] ]
banking,min_payment,Lan mooy feyitu-réew mi gën a tuuti ngir sama dencukaay ci Ndakaaru?,59:67:SL:CITY_OR_PROVINCE,[IN:min_payment [SL:CITY_OR_PROVINCE Ndakaaru] ]
banking,min_payment,Lan mooy li gën a néew ci li ma war a fey ci li ma leen jënd ci Saint-Louis?,64:75:SL:CITY_OR_PROVINCE,[IN:min_payment [SL:CITY_OR_PROVINCE Saint-Louis] ]
banking,min_payment,Ndax mën nga ma joxe lim bi gën a tuuti ci sama bor bi ci Boston?,58:64:SL:CITY_OR_PROVINCE,[IN:min_payment [SL:CITY_OR_PROVINCE Boston] ]
banking,min_payment,Ndax mën nga ma xamal li gën a néew ci li ma war a fey sama dencukaay ci Alxàndariya?,73:84:SL:CITY_OR_PROVINCE,[IN:min_payment [SL:CITY_OR_PROVINCE Alxàndariya] ]
banking,min_payment,Lan mooy feyug gën a tuuti ci sama carte de crédit ci Tambacounda?,"35:50:SL:ACCOUNT_TYPE,54:65:SL:CITY_OR_PROVINCE",[IN:min_payment [SL:ACCOUNT_TYPE carte de crédit] [SL:CITY_OR_PROVINCE Tambacounda] ]
banking,min_payment,Lan mooy li gën a néew ci li ma war a fey ci li ñu ma dénk ci Caisse Nationale bi?,,[IN:min_payment ]
banking,min_payment,Ndax mën nga ma wax li ñu gën a néew a fey sama carte de crédit ci Louga?,"48:63:SL:ACCOUNT_TYPE,67:72:SL:CITY_OR_PROVINCE",[IN:min_payment [SL:ACCOUNT_TYPE carte de crédit] [SL:CITY_OR_PROVINCE Louga] ]
travel,international_visa,ndax wisa da mën ñaakk ci tukki,,[IN:international_visa ]
travel,international_visa,ndax wisa munul ñaakk ci tukki,,[IN:international_visa ]
travel,book_flight,damaa soxla roppalaan buy bayyé ko bëj-saalum u Senegaal jëm ca bëj-gànnaar ga,48:56:SL:COUNTRY,[IN:book_flight [SL:COUNTRY Senegaal] ]
travel,book_flight,"damaa soxla roppalaan buy bayyé ko penku Senegaal jëm ca bëj-saalum, ci lu wéesu wul 400 dolaar","41:49:SL:COUNTRY,85:95:SL:MONEY,89:95:SL:CURRENCY",[IN:book_flight [SL:COUNTRY Senegaal] [SL:MONEY 400 dolaar] [SL:CURRENCY dolaar] ]
travel,book_flight,soxla naa roppalaan ngir dem amerik ci fukki fan ak ben ci wér u mé,"29:35:SL:COUNTRY,39:67:SL:DATE",[IN:book_flight [SL:COUNTRY amerik] [SL:DATE fukki fan ak ben ci wér u mé] ]
travel,book_flight,soxla naa roppalaan ngir dem boston ci fukki fan ci wér u mars,"29:35:SL:CITY_OR_PROVINCE,39:62:SL:DATE",[IN:book_flight [SL:CITY_OR_PROVINCE boston] [SL:DATE fukki fan ci wér u mars] ]
utility,text,"bindal jànk bi bataaxal, wax ko mu teg añ bi",39:41:SL:MEAL_PERIOD,[IN:text [SL:MEAL_PERIOD añ] ]
utility,text,"bindal jànk bi bataaxal, wax ko mu teg reer bi",39:43:SL:MEAL_PERIOD,[IN:text [SL:MEAL_PERIOD reer] ]
banking,bill_balance,naka laay fey e sama factur ak sama telefon,,[IN:bill_balance ]
banking,bill_balance,naka laay fey e sama factur ci telefon bi,,[IN:bill_balance ]
home,play_music,jàppal ma woy u  bari bari  bu pape thiona,"17:26:SL:SONG_NAME,31:42:SL:ARTIST_NAME",[IN:play_music [SL:SONG_NAME bari bari] [SL:ARTIST_NAME pape thiona] ]
home,play_music,jàppal ma woy u  glow up  bu ndakhte,"17:24:SL:SONG_NAME,29:36:SL:ARTIST_NAME",[IN:play_music [SL:SONG_NAME glow up] [SL:ARTIST_NAME ndakhte] ]
home,calendar_update,mën nga yokk ab ndaje aljuma fukki fan  ci weer u ut,"16:21:SL:CALENDAR_EVENT,22:52:SL:DATE",[IN:calendar_update [SL:CALENDAR_EVENT ndaje] [SL:DATE aljuma fukki fan  ci weer u ut] ]
home,calendar_update,mën nga dindi ndaje bima wara amal aljuma fukki fan  ci weer u ut,"14:19:SL:CALENDAR_EVENT,35:65:SL:DATE",[IN:calendar_update [SL:CALENDAR_EVENT ndaje] [SL:DATE aljuma fukki fan  ci weer u ut] ]
kitchen_and_dining,cancel_reservation,dama bayyi woon palaas ngir reere la pampa ndax mën nga ko bayyi,"28:33:SL:MEAL_PERIOD,34:42:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:MEAL_PERIOD reere] [SL:RESTAURANT_NAME la pampa] ]
kitchen_and_dining,cancel_reservation,ndax bayyil ma palaas ngir reere la pampa,"27:32:SL:MEAL_PERIOD,33:41:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:MEAL_PERIOD reere] [SL:RESTAURANT_NAME la pampa] ]
kitchen_and_dining,meal_suggestion,"bëgg na lekk u Kroasi, wutal mako",15:21:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Kroasi] ]
kitchen_and_dining,meal_suggestion,fan la mën ame lekk u Kroasi,22:28:SL:COUNTRY,[IN:meal_suggestion [SL:COUNTRY Kroasi] ]
kitchen_and_dining,recipe,"pizza la bëgg togg, mën ngama koo wan",0:5:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD pizza] ]
kitchen_and_dining,recipe,mën ngama koo wan  nuñuy togge pizza,31:36:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD pizza] ]
kitchen_and_dining,recipe,nooy togge maafe,11:16:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD maafe] ]
kitchen_and_dining,recipe,nan la ñuy togge maafe,17:22:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD maafe] ]
travel,translate,naka lañuy waxe no tuddu so nekke italy,34:39:SL:COUNTRY,[IN:translate [SL:COUNTRY italy] ]
travel,translate,so deme Congo naka lañuy waxe na nga def,8:13:SL:COUNTRY,[IN:translate [SL:COUNTRY Congo] ]
travel,translate,su ma deme Maroc naka lañuy nuyoonte foofu,11:16:SL:COUNTRY,[IN:translate [SL:COUNTRY Maroc] ]
travel,translate,ma ngi ni Russie naka lañuy waxe fi la bëgga dem,10:16:SL:COUNTRY,[IN:translate [SL:COUNTRY Russie] ]
travel,translate,naka lay waxe na nga def su ma deme USA,36:39:SL:COUNTRY,[IN:translate [SL:COUNTRY USA] ]
travel,translate,naka lañuy waxe mburu ci japone,"16:21:SL:DISH_OR_FOOD,25:31:SL:LANGUAGE_NAME",[IN:translate [SL:DISH_OR_FOOD mburu] [SL:LANGUAGE_NAME japone] ]
travel,translate,waxal ma nga def ci chinois,20:27:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME chinois] ]
travel,translate,su ma deme itali naka lay waxe fi la bëgga toog,11:16:SL:COUNTRY,[IN:translate [SL:COUNTRY itali] ]
travel,translate,jërëjëf nan lañuy koy waxe ca arabie Souadie,30:44:SL:COUNTRY,[IN:translate [SL:COUNTRY arabie Souadie] ]
travel,translate,nan lañuy wowe ku amul yaay so deme France,36:42:SL:COUNTRY,[IN:translate [SL:COUNTRY France] ]
travel,translate,Kaw-kaw  nan lañu koy waxe ci anglais,30:37:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME anglais] ]
travel,translate,bëggoon na xam ni ñuy waxe xaalis fi ci États-Unis,40:50:SL:COUNTRY,[IN:translate [SL:COUNTRY États-Unis] ]
travel,translate,tekkil ma réewu tax ci Japonee,23:30:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Japonee] ]
travel,translate,"ma ngi ni ci Maroc, su ma bëgge tàggo ci naar nan lay wax","13:18:SL:COUNTRY,41:45:SL:LANGUAGE_NAME",[IN:translate [SL:COUNTRY Maroc] [SL:LANGUAGE_NAME naar] ]
travel,translate,"suma deme Russie, naka lay waxe woy wi daf ma neex",10:16:SL:COUNTRY,[IN:translate [SL:COUNTRY Russie] ]
travel,translate,mun ngama tekkil xale bu réw ci Espagnol,32:40:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Espagnol] ]
travel,translate,tekkil  ma ndàmpaay ci Japone,23:29:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Japone] ]
travel,translate,nan lañuy waxe sa fas wi dafa aay-gaaf ci Français,42:50:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Français] ]
travel,translate,su ma deme Vietnam naka lay wax dema fe ñëw wakansu,11:18:SL:COUNTRY,[IN:translate [SL:COUNTRY Vietnam] ]
travel,translate,bu ma deme Chine nan lay tekke may ma ndox ma naan,11:16:SL:COUNTRY,[IN:translate [SL:COUNTRY Chine] ]
travel,translate,nan lañu tekke dama feebar ci Anglais,30:37:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Anglais] ]
travel,translate,Yendu ak jàmm moy tekki lan ci Russ,31:35:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Russ] ]
travel,translate,naka lañuy wax deggu ma Naar ca Maroc,"24:28:SL:LANGUAGE_NAME,32:37:SL:COUNTRY",[IN:translate [SL:LANGUAGE_NAME Naar] [SL:COUNTRY Maroc] ]
travel,translate,tekkil ma na rees ak diam ci Anglais,29:36:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Anglais] ]
travel,translate,mun nga ma tekkil dema fe ñëw ngir ligey ci Français,44:52:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Français] ]
travel,translate,tekkil faagaagal ci Chinois,20:27:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Chinois] ]
travel,translate,Nan lañuy waxe  fàggandiku ci Russe,30:35:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Russe] ]
travel,translate,lan moy gàddaay ci Français,19:27:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Français] ]
travel,translate,suma deme Italie nan lay waxe dama gëmmentu,10:16:SL:COUNTRY,[IN:translate [SL:COUNTRY Italie] ]
travel,translate,lan moy tekki  fettasu ci Arabe,26:31:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Arabe] ]
travel,translate,su ma deme Amérique naka la waxe ëppukaay,11:19:SL:COUNTRY,[IN:translate [SL:COUNTRY Amérique] ]
travel,translate,ëppukaay mooy tekki lan ci Anglais,27:34:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Anglais] ]
travel,translate,Tekkil ma laxasaayu    ci Français,26:34:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Français] ]
travel,translate,nan lañuy tekke danga ñaaw aw lekkin ci Japonais,40:48:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Japonais] ]
travel,translate,tekkil ma filee di sama màkkaan ci Espagnol,35:43:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Espagnol] ]
travel,translate,nan lay waxe Messi Futbalkat bu aay la suma nekke Madrid,"13:18:SL:PERSONAL_NAME,50:56:SL:CITY_OR_PROVINCE",[IN:translate [SL:PERSONAL_NAME Messi] [SL:CITY_OR_PROVINCE Madrid] ]
travel,translate,nan lay waxe sama maam dammel la woon suma deme France,48:54:SL:COUNTRY,[IN:translate [SL:COUNTRY France] ]
travel,translate,Tekkil ma daŋaaral  ci Japonais,23:31:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Japonais] ]
travel,translate,xam nga nu ñuy waxe bari-pexe ci Allemand,33:41:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Allemand] ]
travel,translate,suma deme Brésil naka waxe na nga def ci Brésilen,"10:16:SL:COUNTRY,41:49:SL:LANGUAGE_NAME",[IN:translate [SL:COUNTRY Brésil] [SL:LANGUAGE_NAME Brésilen] ]
travel,translate,dimbalima ci ni ñuy waxe junqóob ci Indo,36:40:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Indo] ]
travel,translate,"dimbalima ci ni ñuy waxe goneg mbóoyo gu réew, xaar ko ca taatu ndaa la ci grec",75:79:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME grec] ]
travel,translate,naka la mun a waxe yar bi sama baay def ci man laay def ci samay doom ci Indo,73:77:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Indo] ]
travel,translate,tekkil ma sa baay a ngiy dikk ak ub yar si Japonais,43:51:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Japonais] ]
travel,translate,"lan moy meebal gone gi, tërali ko ci anglais",37:44:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME anglais] ]
travel,translate,naka lañuy nuyo ci Afrik di Sid,19:31:SL:COUNTRY,[IN:translate [SL:COUNTRY Afrik di Sid] ]
travel,translate,naka lañuy waxe tàggato bu am yar ak teggin fi ci Inde,50:54:SL:COUNTRY,[IN:translate [SL:COUNTRY Inde] ]
travel,translate,suma deme Arabie Soudie naka lay waxe téjal Ma buntu bi,10:23:SL:COUNTRY,[IN:translate [SL:COUNTRY Arabie Soudie] ]
travel,translate,suma nekke allemagne naka lay waxe xemmem nit $,11:20:SL:COUNTRY,[IN:translate [SL:COUNTRY allemagne] ]
travel,translate,Tekkil ma yërmaande  ci Russe,24:29:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Russe] ]
travel,translate,nan nga may tekkile  takkandeer ci Siinwa,35:41:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Siinwa] ]
travel,translate,tekkil ma baat yi  ci Français: liggéey amul ci dëkk bi,22:30:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Français] ]
travel,translate,Bu ma deme vietnam naka la waxe fi la bëgga dem,11:18:SL:COUNTRY,[IN:translate [SL:COUNTRY vietnam] ]
travel,translate,naka lay waxe ëppante ci Allemand,25:33:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Allemand] ]
travel,translate,waxal ma  jar-aw-lakk ci Grecque,25:32:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Grecque] ]
travel,translate,so deme USA naka ngay waxe nit ki ku am taxawaay la,8:11:SL:COUNTRY,[IN:translate [SL:COUNTRY USA] ]
travel,translate,tekkil ma fi la bëgga dem ci anglais,29:36:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME anglais] ]
travel,translate,nan lañuy fire tayle ci Indo,24:28:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Indo] ]
travel,translate,ca Afrik di Sid naka lañuy waxe wanag,3:15:SL:COUNTRY,[IN:translate [SL:COUNTRY Afrik di Sid] ]
travel,translate,bu ma dem Suède naka lay waxe ni la tuddu,10:15:SL:COUNTRY,[IN:translate [SL:COUNTRY Suède] ]
travel,translate,yan baat moy firi dafay wanteer ci Japone,35:41:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Japone] ]
travel,translate,waxe ma ni ñuy waxe na nga def bu ma deme Suisse,42:48:SL:COUNTRY,[IN:translate [SL:COUNTRY Suisse] ]
travel,translate,yan baat lañuy jefandiko ngir nuyo ci Anglais,38:45:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Anglais] ]
travel,translate,tekkil ma baat bi di xaaxtandiku ci Siinwa,36:42:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Siinwa] ]
travel,translate,firil ma loppitaan  ci Espagnol,23:31:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Espagnol] ]
travel,translate,Naka lañuy waxe ci Russe Basiiru Jomaay Fay njiitu réewum Senegaal lu bees li,"19:24:SL:LANGUAGE_NAME,25:43:SL:PERSONAL_NAME,58:66:SL:COUNTRY",[IN:translate [SL:LANGUAGE_NAME Russe] [SL:PERSONAL_NAME Basiiru Jomaay Fay] [SL:COUNTRY Senegaal] ]
travel,translate,yan kaddu moy firi maa ngi ndokkeel Basiiru Jomaay Jaxaar Fay ci palam Njiitu réewum Senegaal ci Anglais,"36:61:SL:PERSONAL_NAME,85:93:SL:COUNTRY,97:104:SL:LANGUAGE_NAME",[IN:translate [SL:PERSONAL_NAME Basiiru Jomaay Jaxaar Fay] [SL:COUNTRY Senegaal] [SL:LANGUAGE_NAME Anglais] ]
travel,translate,Suma deme Vietnam naka lay waxe fi la bëgga dem,10:17:SL:COUNTRY,[IN:translate [SL:COUNTRY Vietnam] ]
travel,translate,yan baat mo firi Mu ngay ëcc kurusam ci Français,40:48:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Français] ]
travel,translate,suma nekke Inde naka lay waxe ni ab eleew laa,11:15:SL:COUNTRY,[IN:translate [SL:COUNTRY Inde] ]
travel,translate,Tekkil ma doxandéem  ci Pakistaane,24:34:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Pakistaane] ]
travel,translate,naka lañuy waxe mburu ci Ispaañol,"16:21:SL:DISH_OR_FOOD,25:33:SL:LANGUAGE_NAME",[IN:translate [SL:DISH_OR_FOOD mburu] [SL:LANGUAGE_NAME Ispaañol] ]
travel,translate,lan mooy baatu anglais biy tekki yaafus,15:22:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME anglais] ]
travel,translate,naka lañuy waxe ma ngi jéggal suma nekke Arabie Souadie,41:55:SL:COUNTRY,[IN:translate [SL:COUNTRY Arabie Souadie] ]
travel,translate,naka lañuy waxe Jaaraama ci Siinwa,28:34:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Siinwa] ]
travel,translate,suma nekke  Italie naka lay waxe akksil ak diam,12:18:SL:COUNTRY,[IN:translate [SL:COUNTRY Italie] ]
travel,translate,nan lañuy tekke baal ma ci Indo,27:31:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Indo] ]
travel,translate,tekkil ma baatu  faagaagal  ci Angale,31:37:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Angale] ]
travel,translate,suma nekke Portugaal naka lay waxe fi lay dem,11:20:SL:COUNTRY,[IN:translate [SL:COUNTRY Portugaal] ]
travel,translate,suma deme Brésil naka waxe wàññil ma njëg li,10:16:SL:COUNTRY,[IN:translate [SL:COUNTRY Brésil] ]
banking,transfer,mun nga ma xelal ci nu may def ngir yónnee xaalis dipi sama  kontu bànk Coris Bank ci benee kontu,61:82:SL:ACCOUNT_TYPE,[IN:transfer [SL:ACCOUNT_TYPE kontu bànk Coris Bank] ]
banking,transfer,naka lay def ba yónnee xaalis bi nek sama kontu Ecobank ci beneen kontu,48:55:SL:BANK_NAME,[IN:transfer [SL:BANK_NAME Ecobank] ]
banking,transfer,yónnel sama yaay  téeméeri  junne  dipi sama kontu UBA bi,51:54:SL:BANK_NAME,[IN:transfer [SL:BANK_NAME UBA] ]
banking,transfer,Nan laay def bu ma bëggee yónnee xaalis dipi sama kont BIS,55:58:SL:BANK_NAME,[IN:transfer [SL:BANK_NAME BIS] ]
banking,transfer,Ñaata la yónnee xaalis dipi sama kontu CBAO ci sama kontu BHS dima dikke,"33:43:SL:ACCOUNT_TYPE,52:61:SL:ACCOUNT_TYPE",[IN:transfer [SL:ACCOUNT_TYPE kontu CBAO] [SL:ACCOUNT_TYPE kontu BHS] ]
