domain,intent,text,spans,logical_form
banking,balance,Tafadhali nijulishe salio lililopo kwenye akaunti yangu ya Nbc Benki.,59:62:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Nbc] ]
banking,balance,Ni kiasi gani kilichobaki kwenye akaunti yangu ya T-pesa?,50:56:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY T-pesa] ]
banking,balance,"Je, ni shilingi ngapi zimebaki kwenye akaunti yangu ya Crdb benki?","7:15:SL:CURRENCY,55:59:SL:BANK_NAME",[IN:balance [SL:CURRENCY shilingi] [SL:BANK_NAME Crdb] ]
banking,balance,Angalia kiwango cha pesa kwenye akaunti yangu ya Azam-pesa.,49:58:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Azam-pesa] ]
banking,balance,Ni shilingi ngapi zimebaki katika akaunti ya ujenzi wa maabara?,3:11:SL:CURRENCY,[IN:balance [SL:CURRENCY shilingi] ]
banking,balance,Angalia salio lililopo katika akaunti yangu ya Paypal.,47:53:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Paypal] ]
banking,balance,Tafadhali hakikisha kama nina salio la kutosha kutuma shilingi laki nne kwa Haruna katika akaunti yangu Nmb Benki.,"54:71:SL:MONEY,76:82:SL:PERSONAL_NAME,104:107:SL:BANK_NAME",[IN:balance [SL:MONEY shilingi laki nne] [SL:PERSONAL_NAME Haruna] [SL:BANK_NAME Nmb] ]
banking,balance,"Je, ni kiasi gani kipo katika akaunti yangu ya Tigo-pesa?",47:56:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Tigo-pesa] ]
banking,balance,Angalia kiasi cha pesa kilichopo kwenye akaunti yangu ya Nbc Benki.,57:60:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Nbc] ]
banking,balance,Nijulishe salio la pesa lililopo kaika akaunti yangu ya Halo-pesa?,56:65:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Halo-pesa] ]
banking,balance,Je ni shilingi ngapi zimebaki kwenye akaunti yangu ya Dharura?,"6:14:SL:CURRENCY,37:61:SL:ACCOUNT_TYPE",[IN:balance [SL:CURRENCY shilingi] [SL:ACCOUNT_TYPE akaunti yangu ya Dharura] ]
banking,balance,Ni kiasi gani cha pesa kipo kwenye akaunti yangu ya akiba ya likizo?,,[IN:balance ]
banking,balance,Angalia salio la akaunti yangu ya ujenzi wa shule.,,[IN:balance ]
banking,balance,Tafadhali ningependa kufahamu kiasi kilichopo kwenye akaunti yangu ya Halo-pesa?,70:79:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Halo-pesa] ]
banking,balance,Nahitaji kufahamu salio la akaunti yangu ya kustaafu,,[IN:balance ]
banking,balance,Angalia salio la akaunti yangu ya uwekezaji.,17:43:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE akaunti yangu ya uwekezaji] ]
banking,balance,Nahitaji kujua salio la akaunti ya biashara yangu?,24:43:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE akaunti ya biashara] ]
banking,balance,Tafadhali nijulishe salio linalopatikana katika akaunti yangu ya Crdb Benki?,65:69:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Crdb] ]
banking,balance,"Je, salio la akaunti yangu kuu ni lipi?",,[IN:balance ]
banking,balance,Ni lipi salio la akaunti yangu ya NMB benki?,34:37:SL:BANK_NAME,[IN:balance [SL:BANK_NAME NMB] ]
banking,balance,Je ni lipi salio la akaunti ya Paypal?,31:37:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Paypal] ]
banking,bill_balance,Mwezi huu ninadaiwa bili ya pesa ngapi kwa matumizi ya huduma za Showmax?,0:9:SL:DATE,[IN:bill_balance [SL:DATE Mwezi huu] ]
banking,bill_balance,Pesa ninazodaiwa kwa bili ya gesi ya Supagas ni shilingi ngapi?,"21:33:SL:BILL_TYPE,48:56:SL:CURRENCY",[IN:bill_balance [SL:BILL_TYPE bili ya gesi] [SL:CURRENCY shilingi] ]
banking,bill_balance,Bili yangu ya iCloud ya miezi miwili iliyopita ni pesa ngapi? ,"0:20:SL:BILL_TYPE,24:46:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Bili yangu ya iCloud] [SL:DATE miezi miwili iliyopita] ]
banking,bill_balance,Jumla ya bili yangu ya stima na kodi ya nyumba mwaka huu imekuwa pesa ngapi?,"9:28:SL:BILL_TYPE,32:46:SL:BILL_TYPE,47:56:SL:DATE",[IN:bill_balance [SL:BILL_TYPE bili yangu ya stima] [SL:BILL_TYPE kodi ya nyumba] [SL:DATE mwaka huu] ]
banking,bill_balance,Bili ninayofaa kulipa kwa wapishi wa Delicacy Catering waliotuandalia chakula kwa harusi ni pesa ngapi?,"37:54:SL:RESTAURANT_NAME,82:88:SL:CALENDAR_EVENT",[IN:bill_balance [SL:RESTAURANT_NAME Delicacy Catering] [SL:CALENDAR_EVENT harusi] ]
banking,bill_balance,Bima yangu ya gari mwaka huu ina bili ya pesa ngapi?,19:28:SL:DATE,[IN:bill_balance [SL:DATE mwaka huu] ]
banking,bill_balance,Ninatakiwa kulipa pesa ngapi kama bili ya kutumia Expressway kwa mwaka mzima?,65:76:SL:DATE,[IN:bill_balance [SL:DATE mwaka mzima] ]
banking,bill_balance,Nina bili ya pesa ngapi kulipa kwa vitu nilivyonunua kutoka Kilimall?,,[IN:bill_balance ]
banking,bill_balance,Deni ninayodaiwa na kampuni ya Posta kwa kutumia huduma zao ni shilingi ngapi?,63:71:SL:CURRENCY,[IN:bill_balance [SL:CURRENCY shilingi] ]
banking,bill_balance,Mwezi huu nina shilingi ngapi za kulipa kama bili ya kutumia programu ya iCloud?,"0:9:SL:DATE,15:23:SL:CURRENCY,45:79:SL:BILL_TYPE",[IN:bill_balance [SL:DATE Mwezi huu] [SL:CURRENCY shilingi] [SL:BILL_TYPE bili ya kutumia programu ya iCloud] ]
banking,bill_balance,"Je, nina bili yoyote ya kulipa kwa kampuni ya maji mwezi huu?","46:50:SL:DISH_OR_FOOD,51:60:SL:DATE",[IN:bill_balance [SL:DISH_OR_FOOD maji] [SL:DATE mwezi huu] ]
banking,bill_balance,Nina bili ya pesa ngapi ya kulipia bima ya gari kwa kampuni ya bima ya  APA?,,[IN:bill_balance ]
banking,bill_balance,Akaunti yangu ya Dstv ina bili ya pesa ngapi?,,[IN:bill_balance ]
banking,bill_balance,GoTv wananidai pesa ngapi kwa bili ya mwezi huu?,38:47:SL:DATE,[IN:bill_balance [SL:DATE mwezi huu] ]
banking,bill_balance,Ningependa kujua hesabu ya bili zangu za petroli na gesi ,27:56:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE bili zangu za petroli na gesi] ]
banking,bill_balance,Salio katika bili yangu ya kinyozi ni shilingi ngapi?,"13:34:SL:BILL_TYPE,38:46:SL:CURRENCY",[IN:bill_balance [SL:BILL_TYPE bili yangu ya kinyozi] [SL:CURRENCY shilingi] ]
banking,bill_balance,Salio la bili yangu ya stima ni shilingi ngapi?,"9:28:SL:BILL_TYPE,32:40:SL:CURRENCY",[IN:bill_balance [SL:BILL_TYPE bili yangu ya stima] [SL:CURRENCY shilingi] ]
banking,bill_balance,Bili yangu ya stima ya shilingi ni elfu mbili kamili?,"0:19:SL:BILL_TYPE,23:52:SL:MONEY",[IN:bill_balance [SL:BILL_TYPE Bili yangu ya stima] [SL:MONEY shilingi ni elfu mbili kamili] ]
banking,bill_balance,Jumla ya bili yangu ya maji kwa mwaka mzima ni shilingi ngapi?,"9:27:SL:BILL_TYPE,32:43:SL:DATE,47:55:SL:CURRENCY",[IN:bill_balance [SL:BILL_TYPE bili yangu ya maji] [SL:DATE mwaka mzima] [SL:CURRENCY shilingi] ]
banking,bill_balance,Salio la deni ya akaunti yangu ya maji na stima ni shilingi ngapi?,51:59:SL:CURRENCY,[IN:bill_balance [SL:CURRENCY shilingi] ]
banking,bill_balance,Akaunti yangu ya stima ina deni ya pesa ngapi?,,[IN:bill_balance ]
banking,bill_balance,Deni niliyo nayo kwa akaunti yangu ya Dstv mwezi huu ni shilingi ngapi?,"38:42:SL:PAYMENT_COMPANY,43:52:SL:DATE,56:64:SL:CURRENCY",[IN:bill_balance [SL:PAYMENT_COMPANY Dstv] [SL:DATE mwezi huu] [SL:CURRENCY shilingi] ]
banking,bill_balance,Ninadaiwa jumla ya shilingi ngapi kwa bili yangu ya hospitali?,"19:27:SL:CURRENCY,38:61:SL:BILL_TYPE",[IN:bill_balance [SL:CURRENCY shilingi] [SL:BILL_TYPE bili yangu ya hospitali] ]
banking,bill_balance,Hesabu ya idadi ya pesa ninayodaiwa kama bili ya simu ya miezi miwili iliyopita ni pesa ngapi?,57:79:SL:DATE,[IN:bill_balance [SL:DATE miezi miwili iliyopita] ]
banking,bill_balance,Nina bilii ya shilingi ngapi kwa akaunti yangu ya Jumia?,14:22:SL:CURRENCY,[IN:bill_balance [SL:CURRENCY shilingi] ]
banking,bill_balance,Bili ninayofaa kulipa baada ya kununua viatu mtandaoni ni shilingi ngapi? ,"39:44:SL:SHOPPING_ITEM,58:66:SL:CURRENCY",[IN:bill_balance [SL:SHOPPING_ITEM viatu] [SL:CURRENCY shilingi] ]
banking,bill_balance,Bili yangu ya simu ya mwaka jana ilikuwa shilingi ngapi? ,"0:18:SL:BILL_TYPE,22:32:SL:DATE,41:49:SL:CURRENCY",[IN:bill_balance [SL:BILL_TYPE Bili yangu ya simu] [SL:DATE mwaka jana] [SL:CURRENCY shilingi] ]
banking,bill_balance,Nina bili ya pesa ngapi baada ya kutumia huduma ya Glovo kununua chakula?,,[IN:bill_balance ]
banking,bill_balance,Nijulishe kiasi cha fedha ninachofaa kulipa kwa kutumia huduma ya Uber,,[IN:bill_balance ]
banking,bill_balance,Ninadaiwa pesa ngapi kwa bili yangu ya kilabu cha gofu cha Royal,,[IN:bill_balance ]
banking,bill_balance,Bili ninayotakikana kulipa kwa teksi ya Bolt ni pesa ngapi?,40:44:SL:PAYMENT_COMPANY,[IN:bill_balance [SL:PAYMENT_COMPANY Bolt] ]
banking,bill_balance,Bili yangu ya maji na stima ya miezi mitatu iliyopita ni shilingi ngapi?,"0:18:SL:BILL_TYPE,22:27:SL:BILL_TYPE,31:53:SL:DATE,57:65:SL:CURRENCY",[IN:bill_balance [SL:BILL_TYPE Bili yangu ya maji] [SL:BILL_TYPE stima] [SL:DATE miezi mitatu iliyopita] [SL:CURRENCY shilingi] ]
banking,bill_balance,Nisaidie kujua salio la bili yangu ya karo ya shule,24:51:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE bili yangu ya karo ya shule] ]
banking,bill_balance,Bili yangu ya DSTv mwezi huu ni shilingi ngapi?,"0:18:SL:BILL_TYPE,19:28:SL:DATE,32:40:SL:CURRENCY",[IN:bill_balance [SL:BILL_TYPE Bili yangu ya DSTv] [SL:DATE mwezi huu] [SL:CURRENCY shilingi] ]
banking,bill_balance,Hesabu ya bili yangu ya vinywaji tulivyokunywa pale Java ni pesa ngapi?,"10:32:SL:BILL_TYPE,52:56:SL:RESTAURANT_NAME",[IN:bill_balance [SL:BILL_TYPE bili yangu ya vinywaji] [SL:RESTAURANT_NAME Java] ]
banking,bill_balance,Bilii ninayotakiwa kulipa kwa Safaricom Home Fiber mwezi huu ni shilingi ngapi,"30:50:SL:BILL_TYPE,51:60:SL:DATE,64:72:SL:CURRENCY",[IN:bill_balance [SL:BILL_TYPE Safaricom Home Fiber] [SL:DATE mwezi huu] [SL:CURRENCY shilingi] ]
banking,bill_balance,Akaunti yangu ya GoTv ina bili ya pesa ngapi? ,,[IN:bill_balance ]
banking,bill_balance,"Je, akaunti yangu ya Star Times ina bili yoyote inayofaa kulipwa?",,[IN:bill_balance ]
banking,bill_balance,Ninafaa kulipa kiasi gani cha pesa kwa bili yangu ya maji?,39:57:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE bili yangu ya maji] ]
banking,bill_balance,Deni yangu ya stima ni pesa ngapi?,,[IN:bill_balance ]
banking,bill_balance,Bili yangu ya sasa ya simu imefika shilingi ngapi?,"14:18:SL:TIME,35:43:SL:CURRENCY",[IN:bill_balance [SL:TIME sasa] [SL:CURRENCY shilingi] ]
banking,bill_balance,Idadi ya bili zangu za simu na maji ni pesa ngapi? ,9:35:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE bili zangu za simu na maji] ]
banking,bill_balance,Nina bili ya pesa ngapi kwa akaunti yangu ya M-tiba?,,[IN:bill_balance ]
banking,bill_balance,Bili yangu ya akaunti ya M-kopa Solar ni shilingi ngapi? ,"25:37:SL:PAYMENT_COMPANY,41:49:SL:CURRENCY",[IN:bill_balance [SL:PAYMENT_COMPANY M-kopa Solar] [SL:CURRENCY shilingi] ]
banking,bill_balance,Ninatakiwa kulipa shilingi ngapi kwa matumizi ya huduma ya Simbanet mwezi huu?,"18:26:SL:CURRENCY,68:77:SL:DATE",[IN:bill_balance [SL:CURRENCY shilingi] [SL:DATE mwezi huu] ]
banking,bill_balance,Deni ambayo ninafaa kulipa baada ya kutoka hospitali kuu ya Kenyatta ni ya pesa ngapi?,43:68:SL:PLACE_NAME,[IN:bill_balance [SL:PLACE_NAME hospitali kuu ya Kenyatta] ]
banking,bill_balance,Ninadaiwa shilingi ngapi kwa bili yangu ya uzoaji wa taka mwezi huu?,"10:18:SL:CURRENCY,29:57:SL:BILL_TYPE,58:67:SL:DATE",[IN:bill_balance [SL:CURRENCY shilingi] [SL:BILL_TYPE bili yangu ya uzoaji wa taka] [SL:DATE mwezi huu] ]
banking,bill_balance,Bili yangu ya mtandao ya mwaka jana ilikuwa ni shilingi ngapi?,"0:21:SL:BILL_TYPE,25:35:SL:DATE,47:55:SL:CURRENCY",[IN:bill_balance [SL:BILL_TYPE Bili yangu ya mtandao] [SL:DATE mwaka jana] [SL:CURRENCY shilingi] ]
banking,bill_balance,Akaunti yangu ya Netflix ina bili ya shilingi ngapi?,37:45:SL:CURRENCY,[IN:bill_balance [SL:CURRENCY shilingi] ]
banking,bill_balance,"Je, nina bili ya kulipa kwa akaunti yangu ya Showmax mwezi huu?","45:52:SL:PAYMENT_COMPANY,53:62:SL:DATE",[IN:bill_balance [SL:PAYMENT_COMPANY Showmax] [SL:DATE mwezi huu] ]
banking,bill_balance,Bili yangu ya gesi mwezi huu ilikuwa ni kiasi cha shilingi ngapi?,"0:18:SL:BILL_TYPE,19:28:SL:DATE,50:58:SL:CURRENCY",[IN:bill_balance [SL:BILL_TYPE Bili yangu ya gesi] [SL:DATE mwezi huu] [SL:CURRENCY shilingi] ]
banking,bill_balance,Nijulishe ni shilingi ngapi ninatakiwa kulipa kama bili ya maji mwezi huu,"13:21:SL:CURRENCY,51:63:SL:BILL_TYPE,64:73:SL:DATE",[IN:bill_balance [SL:CURRENCY shilingi] [SL:BILL_TYPE bili ya maji] [SL:DATE mwezi huu] ]
banking,bill_balance,Akaunti yangu ya KPLC ina deni lolote ninalofaa kulipa?,,[IN:bill_balance ]
banking,bill_balance,Bili yangu ya Glovo ni pesa ngapi?,0:19:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Bili yangu ya Glovo] ]
banking,bill_balance,Bili yangu ya kutumia huduma za maabara ya Lancet ni ya pesa ngapi?,,[IN:bill_balance ]
banking,bill_balance,Bili yangu ya kununua dawa kupitia programu ya My Dawa ni shilingi ngapi?,58:66:SL:CURRENCY,[IN:bill_balance [SL:CURRENCY shilingi] ]
banking,bill_balance,Ninafaa kulipa bili ya pesa ngapi mwezi huu kwa akaunti ya maji? ,34:43:SL:DATE,[IN:bill_balance [SL:DATE mwezi huu] ]
banking,bill_balance,Ninafaa kulipa pesa ngapi kama bili ya kununua simu ya Samsung Galaxy?,55:69:SL:SHOPPING_ITEM,[IN:bill_balance [SL:SHOPPING_ITEM Samsung Galaxy] ]
banking,bill_balance,Huduma ninayotumia ya Dial-a-delivery ina bili ya shilingi ngapi kwa mwezi?,"50:58:SL:CURRENCY,69:74:SL:DATE",[IN:bill_balance [SL:CURRENCY shilingi] [SL:DATE mwezi] ]
banking,bill_balance,Kutumia huduma ya Bolt Food nitalipa bili ya pesa ngapi?,,[IN:bill_balance ]
banking,bill_balance,Bili ninayohitajika kulipa kwa kutumia teksi ya Little cab ni ya pesa ngapi?,,[IN:bill_balance ]
banking,bill_balance,Bili yangu ya simu ninayofaa kulipa kwa mwezi ni shilingi ngapi?,"0:18:SL:BILL_TYPE,40:45:SL:DATE,49:57:SL:CURRENCY",[IN:bill_balance [SL:BILL_TYPE Bili yangu ya simu] [SL:DATE mwezi] [SL:CURRENCY shilingi] ]
banking,bill_balance,Bili ninayofaa kulipa kwa kutumia huduma ya Posta ni shilingi ngapi?,53:61:SL:CURRENCY,[IN:bill_balance [SL:CURRENCY shilingi] ]
