domain,intent,text,spans,logical_form
banking,balance,በንግድ ባንክ መለያዬ ላይ ለመጨረሻ ጊዜ ያወጣሁትን ሂሳብ ፈልግ,1:8:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ንግድ ባንክ] ]
banking,balance,በእኔ የንግድ ባንክ ቁጠባ አካውንት ውስጥ ያለው ቀሪ ሂሳብ ምን ያህል ነው።,"5:12:SL:BANK_NAME,13:22:SL:ACCOUNT_TYPE",[IN:balance [SL:BANK_NAME ንግድ ባንክ] [SL:ACCOUNT_TYPE ቁጠባ አካውንት] ]
banking,balance,በወጭ አካውንቴ ውስጥ ቀሪ ሂሳቤ ስንት ነው?,1:9:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE ወጭ አካውንቴ] ]
banking,balance,በንግድ ባንክ የቁጠባ ሂሳብ ውስጥ ምን ያህል ይገኛል።,"1:8:SL:BANK_NAME,9:17:SL:ACCOUNT_TYPE",[IN:balance [SL:BANK_NAME ንግድ ባንክ] [SL:ACCOUNT_TYPE የቁጠባ ሂሳብ] ]
banking,balance,በቁጠባ አካውንቴ ውስጥ ያለኝን ንገረኝ።,1:10:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE ቁጠባ አካውንቴ] ]
banking,balance,በአካውንቴ ውስጥ ምን ያህል ገንዘብ አለኝ,,[IN:balance ]
banking,balance,የቴሌ ብር ብድሬን ከከፈልኩ በሗላ ምን ያህል ተረፈኝ,1:6:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY ቴሌ ብር] ]
banking,balance,በቁጠባ ውስጥ ያለው ቀሪ ሂሳብ ስንት ነው?,1:4:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE ቁጠባ] ]
banking,balance,አዋሽ ባንክ ላይ ያለው ሂሳብ ስንት ነው,0:7:SL:BANK_NAME,[IN:balance [SL:BANK_NAME አዋሽ ባንክ] ]
banking,balance,ለአዲስ ሶፋ መግዣ በወጭ አካውንቴ ውስጥ በቂ ገንዘብ አለኝ?,"1:7:SL:SHOPPING_ITEM,13:21:SL:ACCOUNT_TYPE",[IN:balance [SL:SHOPPING_ITEM አዲስ ሶፋ] [SL:ACCOUNT_TYPE ወጭ አካውንቴ] ]
banking,balance,ከቴሌ አዲስ ስልክ ለመግዛት በቴሌብር መለያዬ ውስጥ በቂ ገንዘብ አለኝ?,19:23:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY ቴሌብር] ]
banking,balance,እባክዎን የዳሽን ባንክ ሂሳቤን ማወቅ እፈልጋለሁ,7:14:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ዳሽን ባንክ] ]
banking,balance,በባንክ ሒሳቤ ላይ ያለው ቀሪ ሒሳብ ስንት ነው?,,[IN:balance ]
banking,balance,የንግድ ባንክ የቁጠባ አካውንቴ ውስጥ ያለው ገንዘብ አዲስ የልብስ ማጠቢያ ማሽን ያስገዛኛል?,"1:8:SL:BANK_NAME,9:19:SL:ACCOUNT_TYPE,37:50:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME ንግድ ባንክ] [SL:ACCOUNT_TYPE የቁጠባ አካውንቴ] [SL:SHOPPING_ITEM የልብስ ማጠቢያ ማሽን] ]
banking,balance,የባንክ ሂሳቤን ስንት እንዳለው ማረጋገጥ ትችላለህ?,,[IN:balance ]
banking,balance,አሁን በወጭ የባንክ አካውንቴ ውስጥ ያለው መጠን የአዲስ አልጋ ወጪን ይሸፍናል?,5:18:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE ወጭ የባንክ አካውንቴ] ]
banking,balance,አዲስ ሱፍ መግዛት እፈልጋለሁ፣ በአዋሽ ባንኬ ውስጥ ያለው ገንዘብ ይሸፍነዋል?,"4:6:SL:SHOPPING_ITEM,21:28:SL:BANK_NAME",[IN:balance [SL:SHOPPING_ITEM ሱፍ] [SL:BANK_NAME አዋሽ ባንኬ] ]
banking,balance,በባንክ ውስጥ ምን ያህል አለኝ,,[IN:balance ]
banking,balance,የባንክ ሒሳቤ ስንት ነው?,,[IN:balance ]
banking,balance,የባንክ ሂሳቤ ስንት አለው?,,[IN:balance ]
banking,balance,ዳሽን ባንክ ላይ የተረፈ ገንዘብ አለ?,0:7:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ዳሽን ባንክ] ]
banking,balance,ንግድ ባንክ ላይ የቀረኝ ገንዘብ አለ,0:7:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ንግድ ባንክ] ]
banking,balance,ምን ያህል ገንዘብ እንዳለኝ ልትነግረኝ ትችላለህ,,[IN:balance ]
banking,balance,ለሰይክል መግዣ በአዋሽ አካውንቴ በቂ ገንዘብ አለኝ,"1:5:SL:SHOPPING_ITEM,11:14:SL:BANK_NAME",[IN:balance [SL:SHOPPING_ITEM ሰይክል] [SL:BANK_NAME አዋሽ] ]
banking,balance,ለአዳዲስ ጫማዎች በንግድ ባንክ የወጭ አካውንቴ ውስጥ በቂ ገንዘብ አለኝ?,"6:8:SL:SHOPPING_ITEM,12:19:SL:BANK_NAME,20:29:SL:ACCOUNT_TYPE",[IN:balance [SL:SHOPPING_ITEM ጫማ] [SL:BANK_NAME ንግድ ባንክ] [SL:ACCOUNT_TYPE የወጭ አካውንቴ] ]
banking,balance,በቴሌ ብር አካውንት ውስጥ ያለው ገንዘብ ከአዲስ አበባ ወደ ደሴ የአየር ትኬቴን ሊሸፍን ይችላል።,"1:6:SL:PAYMENT_COMPANY,27:34:SL:CITY_OR_PROVINCE,38:40:SL:CITY_OR_PROVINCE",[IN:balance [SL:PAYMENT_COMPANY ቴሌ ብር] [SL:CITY_OR_PROVINCE አዲስ አበባ] [SL:CITY_OR_PROVINCE ደሴ] ]
banking,balance,በንግድ ባንክ አካውንቴ ውስጥ የቴሌብር ብድሬን ለመሸፈን በቂ ገንዘብ አለኝ?,"1:8:SL:BANK_NAME,20:24:SL:PAYMENT_COMPANY",[IN:balance [SL:BANK_NAME ንግድ ባንክ] [SL:PAYMENT_COMPANY ቴሌብር] ]
banking,balance,ለአውሮፕላን ትኬት በወጭ አካውንቴ በቂ ገንዘብ አለኝ?,13:21:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE ወጭ አካውንቴ] ]
banking,balance,በወጭ አካውንቴ ላይ ምን ያህል እንዳለኝ ታውቃለህ,1:9:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE ወጭ አካውንቴ] ]
banking,balance,ከቴሌብር ሳንዱቅ የቁጠባ ሂሳብ ቀሪ ሂሳቤ ስንት ነው?,"1:5:SL:PAYMENT_COMPANY,6:19:SL:ACCOUNT_TYPE",[IN:balance [SL:PAYMENT_COMPANY ቴሌብር] [SL:ACCOUNT_TYPE ሳንዱቅ የቁጠባ ሂሳብ] ]
banking,balance,በአባይ ባንክ ውስጥ ያለው ሂሳብ ስንት ነው,1:8:SL:BANK_NAME,[IN:balance [SL:BANK_NAME አባይ ባንክ] ]
banking,balance,የቁጠባ አካውንቴ ውስጥ ምን ያህል አለኝ,1:10:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE ቁጠባ አካውንቴ] ]
banking,balance,የእኔ የወጭ አካውንት ቀሪ ሂሳብ ስንት እንደሆነ ሊነግሩኝ ይችላሉ።,4:13:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE የወጭ አካውንት] ]
banking,balance,በሁሉም የባንክ አካውንቶቼ ውስጥ የእኔ ጠቅላላ የተጣራ ገንዘብ ስንት ነው?,,[IN:balance ]
banking,balance,የአዋሽ አካውንቴ ቀሪ ሂሳብ ስንት ነው?,1:4:SL:BANK_NAME,[IN:balance [SL:BANK_NAME አዋሽ] ]
banking,balance,የቀረኝን ገንዘብ ማየት እፈልጋለሁ,,[IN:balance ]
banking,balance,የባንክ ሂሳቤ ውስጥ ስንት እንዳለኝ ያረጋግጡ,,[IN:balance ]
banking,balance,በሁሉም አካውንቶቼ ውስጥ ምን ያህል ገንዘብ አለኝ,,[IN:balance ]
banking,balance,በአማራ ባንክ አካውንቴ ከ1000 ብር በላይ አለኝ?,"1:8:SL:BANK_NAME,16:23:SL:MONEY",[IN:balance [SL:BANK_NAME አማራ ባንክ] [SL:MONEY 1000 ብር] ]
banking,balance,የአማራ ባንክ አካውንቴ ስንት አለው,1:8:SL:BANK_NAME,[IN:balance [SL:BANK_NAME አማራ ባንክ] ]
banking,balance,በአማራ ባንክ አካውንቴ ውስጥ ምን ያህል አለኝ?,1:8:SL:BANK_NAME,[IN:balance [SL:BANK_NAME አማራ ባንክ] ]
banking,balance,በአማራ ባንክ አካውንቴ ውስጥ ምን ያህል ገንዘብ አለኝ?,1:8:SL:BANK_NAME,[IN:balance [SL:BANK_NAME አማራ ባንክ] ]
banking,balance,በእኔ ንግድ ባንክ አካውንት ውስጥ ያለው ቀሪ ሂሳብ ስንት ነው?,4:11:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ንግድ ባንክ] ]
banking,balance,በተቀማጭ ሒሳቤ ምግብ ማዘዝ እችላለሁ?,0:9:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE በተቀማጭ ሒሳቤ] ]
banking,balance,አዲስ ቴሌቪዥን ለመግዛት በእኔ የቁጠባ ሂሳብ ውስጥ በቂ ገንዘብ አለ?,20:28:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE የቁጠባ ሂሳብ] ]
banking,balance,ለመዝናናት ሀዋሳ ለመሄድ በወጭ አካውንቴ ውስጥ ጥሩ መጠን ያለው ገንዘብ አለ,"7:10:SL:CITY_OR_PROVINCE,16:25:SL:ACCOUNT_TYPE",[IN:balance [SL:CITY_OR_PROVINCE ሀዋሳ] [SL:ACCOUNT_TYPE በወጭ አካውንቴ] ]
banking,bill_balance,የማህበሩ ወርሃዊ የአባላት መዋጮ ስንት ነው የሚከፈለው?,6:20:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ወርሃዊ የአባላት መዋጮ] ]
banking,bill_balance,ያለብኝ የእድር ክፍያ ስንት ነው?,6:9:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE እድር] ]
banking,bill_balance,መታወቂያ ለማሳደስ ስንት ብር ማዘጋጀት ይኖርብኛል?,16:18:SL:CURRENCY,[IN:bill_balance [SL:CURRENCY ብር] ]
banking,bill_balance,የቤት ኪርዬ ከነፍጆታ ዝርዝሮቼ አሳውቀኝ።,,[IN:bill_balance ]
banking,bill_balance,የጸዳት እና ጥበቃ ክፍያዬ ስንት ደረሰ?,0:15:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የጸዳት እና ጥበቃ ክፍያ] ]
banking,bill_balance,ለመኪና ከባንክ የተበደርኩት ወርሃዊ ክፍያው ስንት ሆነ?,"0:17:SL:BILL_TYPE,18:22:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ለመኪና ከባንክ የተበደርኩት] [SL:DATE ወርሃዊ] ]
banking,bill_balance,ለኮንዶሚንየም ከደሞውዜ ስንት ነው የሚቀነሰው?,1:8:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ኮንዶሚንየም] ]
banking,bill_balance,ለቆሻሻ ማሶገጃ አገልግሎት ስንት ልክፈል?,,[IN:bill_balance ]
banking,bill_balance,በወር ለመብራት ስንት ነው መክፈል የሚገባኝ?,"1:3:SL:DATE,4:9:SL:BILL_TYPE",[IN:bill_balance [SL:DATE ወር] [SL:BILL_TYPE ለመብራት] ]
banking,bill_balance,ወርሃዊ የወተት ኮንትራት ክፍያዬ ስንት ነው?,"0:4:SL:DATE,5:15:SL:BILL_TYPE",[IN:bill_balance [SL:DATE ወርሃዊ] [SL:BILL_TYPE የወተት ኮንትራት] ]
banking,bill_balance,መክፈል ያለብኝ የዚህ ወር የትምህርት ቤት ክፍያ ስንት ነው?,"10:16:SL:DATE,17:30:SL:BILL_TYPE",[IN:bill_balance [SL:DATE የዚህ ወር] [SL:BILL_TYPE የትምህርት ቤት ክፍያ] ]
banking,bill_balance,አስራት ተቆራጭ ክፍያዬ ስንት ነው?,,[IN:bill_balance ]
banking,bill_balance,መክፈል ያለብኝን ወጪዎች ደምረህ ንገረኝ።,,[IN:bill_balance ]
banking,bill_balance,ሁሉም ግጆታዎቼ ሁሉ የተከፈሉ መሰለኝ፣ ልታረጋግጥልኝ ትችላለህ?,,[IN:bill_balance ]
banking,bill_balance,የመብራት ክፍያ 100 ብር መሰለኝ ባልሳሳት?,"0:9:SL:BILL_TYPE,10:16:SL:MONEY",[IN:bill_balance [SL:BILL_TYPE የመብራት ክፍያ] [SL:MONEY 100 ብር] ]
banking,bill_balance,የዚህ ወር መከፈል ያለባቸውን የፍጆታ ዝርዝር አሳየኝ።,0:6:SL:DATE,[IN:bill_balance [SL:DATE የዚህ ወር] ]
banking,bill_balance,መብራት ስንት ቆጠረ?,0:4:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE መብራት] ]
banking,bill_balance,መብራት በወር ስንት መክፈል ይኖርብኛል?,"0:4:SL:BILL_TYPE,5:8:SL:DATE",[IN:bill_balance [SL:BILL_TYPE መብራት] [SL:DATE በወር] ]
banking,bill_balance,ወሃ ልማት ለዚህ ወር የወሰነብኝ ክፍያ ስንት ነው?,"0:2:SL:BILL_TYPE,7:13:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ወሃ] [SL:DATE ለዚህ ወር] ]
banking,bill_balance,ያለፈው አመት ባጠቃላይ ለመብራት ስንት እንደከፈልኩ አሳውቀኝ,"0:8:SL:DATE,16:20:SL:BILL_TYPE",[IN:bill_balance [SL:DATE ያለፈው አመት] [SL:BILL_TYPE መብራት] ]
banking,bill_balance,ለዚህ ወር ያለብኝን የስልክ ክፍያ ንገረኝ,13:21:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የስልክ ክፍያ] ]
banking,bill_balance,በዚህ ወር የውሃና የመብራት ድምር ክፍያ ስንት ነው?,"0:6:SL:DATE,7:25:SL:BILL_TYPE",[IN:bill_balance [SL:DATE በዚህ ወር] [SL:BILL_TYPE የውሃና የመብራት ድምር ክፍያ] ]
banking,bill_balance,ጠቅላላ ያለብኝ ክፍያ ስንት ነው?,,[IN:bill_balance ]
banking,bill_balance,ምን ያክል ነው መብራት ለተጠቀምኩበት የምከፍለው?,10:14:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE መብራት] ]
banking,bill_balance,በዚህ ወር ለዉሃ ስንት ነው የምቀጣው?,"0:6:SL:DATE,7:10:SL:BILL_TYPE",[IN:bill_balance [SL:DATE በዚህ ወር] [SL:BILL_TYPE ለዉሃ] ]
banking,bill_balance,የመብራት ስንት እንደቆጠረ ንገረኝ።,1:5:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE መብራት] ]
banking,bill_balance,ለስልክ አገልግሎት ስንት ነው መክፈል ያለብኝ?,1:4:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ስልክ] ]
banking,bill_balance,የሚጠበቅብኝ የጽዳት ክፍያ ስንት ይሆናል?,8:16:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የጽዳት ክፍያ] ]
banking,bill_balance,ዛሬ መክፈል የሚጠበቅብኝ የመብራት ክፍያ ምን ያክል ይሆናል?,"0:2:SL:DATE,16:25:SL:BILL_TYPE",[IN:bill_balance [SL:DATE ዛሬ] [SL:BILL_TYPE የመብራት ክፍያ] ]
banking,bill_balance,ከሳምንት በኋላ የውሃ ስንት ያስከፍሉኝ ይሆን?,"1:5:SL:DATE,10:13:SL:BILL_TYPE",[IN:bill_balance [SL:DATE ሳምንት] [SL:BILL_TYPE የውሃ] ]
banking,bill_balance,እባክህን የስልክ እና የዉሃ ክፍያዬን ደምረህ አሳዉቀኝ,6:21:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የስልክ እና የዉሃ ክፍያ] ]
banking,bill_balance,ዉሃ በዚህ ወር የቆጠረው ምን ያክል ነው?,"0:2:SL:BILL_TYPE,3:9:SL:DATE",[IN:bill_balance [SL:BILL_TYPE ዉሃ] [SL:DATE በዚህ ወር] ]
banking,bill_balance,ያለፉትን ሁለት ወራት የስልክ ክፍያዬን ማወቅ እፈልጋለሁ።,"0:13:SL:DATE,14:24:SL:BILL_TYPE",[IN:bill_balance [SL:DATE ያለፉትን ሁለት ወራት] [SL:BILL_TYPE የስልክ ክፍያዬን] ]
banking,bill_balance,የመብራት ባለመክፈሌ ያለብኝ ቅጣት ስንት ነው?,1:5:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE መብራት] ]
banking,bill_balance,የዉሃ ክፍያ ላዘገየሁበት መቀጮ ስንት ነው?,0:7:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የዉሃ ክፍያ] ]
banking,bill_balance,ያለብኝን ሙሉ የዉሃ ክፍያ ዝርዝር ንገረኝ።,9:16:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የዉሃ ክፍያ] ]
banking,bill_balance,ስንት ነው ለመብራት የምከፍለው?,7:12:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ለመብራት] ]
banking,bill_balance,የመጨረሻው ወር ክፍያ ደረሰ እንዴ? ምን ያክል ነው?,0:9:SL:DATE,[IN:bill_balance [SL:DATE የመጨረሻው ወር] ]
banking,bill_balance,በንግድ ባንክ የመብራት ክፍያዬን ለመክፈል ስለፈለኩ መጠኑን ንገረኝ,1:8:SL:BANK_NAME,[IN:bill_balance [SL:BANK_NAME ንግድ ባንክ] ]
banking,bill_balance,የሳፋሪ ኮም ኢንተርኔት ክፍያዬ ስንት ነው?,,[IN:bill_balance ]
banking,bill_balance,የቧንቧ ማስጠገኛ ክፍያ ስንት ነው?,0:10:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የቧንቧ ማስጠገኛ] ]
banking,bill_balance,አዲስ ቆጣሪ ላስገባሁበት ስንት እከፍላለሁ?,,[IN:bill_balance ]
banking,bill_balance,የዚህ ወር ወሃ ክፍያ ከነቅጣቱ ስንት ሆነ?,"0:6:SL:DATE,7:13:SL:BILL_TYPE",[IN:bill_balance [SL:DATE የዚህ ወር] [SL:BILL_TYPE ወሃ ክፍያ] ]
banking,bill_balance,ላለፉት ወራት ያለብኝን ዉዝፍ የመብራት ክፍያ አሳውቀኝ,19:28:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የመብራት ክፍያ] ]
banking,bill_balance,የቴሌ ክፍያዬ ስንት መጣ?,0:8:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የቴሌ ክፍያዬ] ]
banking,bill_balance,ወርሃዊ የኢንተርኔት ክፍያዬ ምን ያክል ነው?,0:4:SL:DATE,[IN:bill_balance [SL:DATE ወርሃዊ] ]
banking,bill_balance,የስልኬ የድምጽ እና የኢንተርኔት ክፍያ ድምር ንገረኝ,,[IN:bill_balance ]
banking,bill_balance,የድርጅቴ አመታዊ የመብራት ፍጆታ ስንት መጣ?,"6:10:SL:DATE,11:20:SL:BILL_TYPE",[IN:bill_balance [SL:DATE አመታዊ] [SL:BILL_TYPE የመብራት ፍጆታ] ]
banking,bill_balance,በዚህ አመት የከፈልኩትን የዉሃ ክፍያዎች ዝርዝር ልታሳየኝ ትችላለህ?,,[IN:bill_balance ]
banking,bill_balance,አዲስ የመብራት ቆጣሪ ለማስገባት መክፈል ያለብኝ ብር ስንት ነው?,31:33:SL:CURRENCY,[IN:bill_balance [SL:CURRENCY ብር] ]
banking,bill_balance,ስንት ነው የኢንተርኔት ክፍያዬ?,7:19:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የኢንተርኔት ክፍያዬ] ]
banking,bill_balance,ስንት ሆነ የውሃ የምከፍለው?,8:10:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ውሃ] ]
banking,bill_balance,ለጽዳት መክፈል የነበረብኝን ቀን ስላሳለፍኩ ስንት እንደምቀጣ ንገረኝ,1:4:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ጽዳት] ]
banking,bill_balance,እያንዳንዱን ያሉብኝን ክፍያዎች ዝርዝር አሳውቀኝ,,[IN:bill_balance ]
banking,bill_balance,የቤት ኪራይ ስንት ላስገባ?,0:7:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የቤት ኪራይ] ]
banking,bill_balance,ለጽዳት እያንዳንዱ መክፈል ያለበት ስንት ሆነ?,0:4:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ለጽዳት] ]
banking,bill_balance,ያለኝን የስልክ ቀሪ ሂሳብ ልትነግረኝ ትችላለህ?,,[IN:bill_balance ]
banking,bill_balance,የቴሌቪዥን ግብር ስንት መጣ?,0:10:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የቴሌቪዥን ግብር] ]
banking,bill_balance,ለኢንተርኔት አገልግሎት ቅድሚያ መክፈል ያለብኝ ክፍያ ስንት ነው?,1:14:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ኢንተርኔት አገልግሎት] ]
banking,bill_balance,ያለብኝን የክፍያ ዝርዝር ልታሳውቀኝ ትችላለህ?,,[IN:bill_balance ]
banking,bill_balance,ያለብኝን አመታዊ የቆጣሪ ግብር ልታሳውቀኝ ትችላለህ?,6:19:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE አመታዊ የቆጣሪ ግብር] ]
banking,bill_balance,የመብራት ሂሳቤን አሳውቀኝ።,0:10:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE የመብራት ሂሳቤን] ]
