domain,intent,text,spans,logical_form
travel,translate,ungamubingelela ngayiphi indlela umuntu omdala kunawe omufice endaweni yokudlela?,,[IN:translate ]
travel,translate,ungavalelisa kanjani ngenhlonipho umuntu omuncane nomudala kunawe?,,[IN:translate ]
travel,translate,bingelelela ubaba umcele angifakele imali yokuya eskoleni.,,[IN:translate ]
travel,translate,yindaba abantu abadala bengabingeleli bahlale belinda izingane ezincane ukuthi zibabingelele?,,[IN:translate ]
travel,translate,umubingelela kanjani umuntu ongajwayele ukukhuluma naye?,,[IN:translate ]
travel,translate,tshela uNontobeko akabojwayela ukubingelela abantu uma eya emsebenzini.,7:17:SL:PERSONAL_NAME,[IN:translate [SL:PERSONAL_NAME uNontobeko] ]
travel,translate,uvalelisa kanjani umuntu omubone esitolo emumva kwengxoxo?,,[IN:translate ]
travel,translate,valelisa kumzala wami ngesitsosti.,,[IN:translate ]
travel,translate,bingelela umalumekazi ngesiSuthu umazise ukuthi ngiyamukhumbula.,27:32:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Suthu] ]
travel,translate,uliphi ulimi okulula ukubingelela ngalo lana eNingizimu Afrika?,46:62:SL:COUNTRY,[IN:translate [SL:COUNTRY Ningizimu Afrika] ]
travel,translate,valelisa kumamezala umazise ukuthi sengiya kosebenza.,,[IN:translate ]
travel,translate,ubingelela kanjani ngesizulu?,24:28:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME zulu] ]
travel,translate,bingelela ubaba umtshele ngiyogibela ibhanoyi ksasa eliya enyakatho Kapa ngenxa yomsebenzi.,58:72:SL:CITY_OR_PROVINCE,[IN:translate [SL:CITY_OR_PROVINCE enyakatho Kapa] ]
travel,translate,uma ungena eteksini egcwele abantu ubabingelela kanjani?,,[IN:translate ]
travel,translate,valelisa kudadewethu omncane umtshele sekuyisikhathi sokuthi aye kolala ngoba uya eskoleni kusasa.,,[IN:translate ]
travel,translate,uma ufuna ukubingelela iqembu labantu obajwayele ubingelela kanjani?,,[IN:translate ]
travel,translate,bingelela umama umtshele uhambo lwami leskole lungoLwesihlanu.,51:61:SL:DATE,[IN:translate [SL:DATE Lwesihlanu] ]
travel,translate,tshela ubaba ngyamuthanda ngoba ungithengele ithikithi lokuhamba ngendiza ukuya KwaZulu-Natali.,80:94:SL:CITY_OR_PROVINCE,[IN:translate [SL:CITY_OR_PROVINCE KwaZulu-Natali] ]
travel,translate, kuzobe kushisa kangakanani eBelhar ksasa ekuseni.,"28:35:SL:PLACE_NAME,42:49:SL:TIME",[IN:translate [SL:PLACE_NAME eBelhar] [SL:TIME ekuseni] ]
travel,translate,lizokhithika nini eKapa?,19:23:SL:CITY_OR_PROVINCE,[IN:translate [SL:CITY_OR_PROVINCE Kapa] ]
travel,translate,yimalini amarandi ayishumi uma uwayisa kumadola?,"9:17:SL:CURRENCY,18:26:SL:NUMBER,39:47:SL:CURRENCY",[IN:translate [SL:CURRENCY amarandi] [SL:NUMBER ayishumi] [SL:CURRENCY kumadola] ]
travel,translate,uma ngikwinxanxathela yezitolo esePitoli ngingayitholaphi indlu encane yabantu besifazane?,33:40:SL:CITY_OR_PROVINCE,[IN:translate [SL:CITY_OR_PROVINCE ePitoli] ]
travel,translate,tshela umngani wami omusha ukuthi ngijabulile ukumubona okokuqala namhlanje.,,[IN:translate ]
travel,translate,umubingelela kanjani umuntu ongumTswana  ngolwimi lakhe uma engasazi IsiZulu?,"33:39:SL:LANGUAGE_NAME,69:76:SL:LANGUAGE_NAME",[IN:translate [SL:LANGUAGE_NAME Tswana] [SL:LANGUAGE_NAME IsiZulu] ]
travel,translate,fonela ubaba wami ngizomutshela ukuthi ngiyamuthanda.,,[IN:translate ]
travel,translate,iyiphi ibha eseduze nami?,,[IN:translate ]
travel,translate,valelisa ku-Emihle umtshele ngizomufonela phambi kwakusasa.,12:18:SL:PERSONAL_NAME,[IN:translate [SL:PERSONAL_NAME Emihle] ]
travel,translate,thumela umyalezo kuNolitha umtshele ngizohlala ngimthanda noma ehambe yedwa eholidini lase kapa.,"19:26:SL:PERSONAL_NAME,91:95:SL:CITY_OR_PROVINCE",[IN:translate [SL:PERSONAL_NAME Nolitha] [SL:CITY_OR_PROVINCE kapa] ]
travel,translate,ngibingelelele kudadewethu omncane umtshele ukuthi ngizomlanda siye kodla eNandos ngehora leshuminambili.,"74:81:SL:RESTAURANT_NAME,82:104:SL:TIME",[IN:translate [SL:RESTAURANT_NAME eNandos] [SL:TIME ngehora leshuminambili] ]
travel,translate,thumela umfowethu umyalezo uvalelise umtshele soxoxa ngoLwesine ngoba ngisaphuthuma ukuya enkonzweni.,56:63:SL:DATE,[IN:translate [SL:DATE Lwesine] ]
travel,translate,ungachama kuphi uma ukwinxanxathela yezitolo esePinetown?,48:56:SL:PLACE_NAME,[IN:translate [SL:PLACE_NAME Pinetown] ]
travel,translate,thumela umyalezo kuNozipho umtshele ukuthi sizohlangana ksasa olwandle ebhishi eliseningizimu ngehora leshumi.,"19:26:SL:PERSONAL_NAME,94:109:SL:TIME",[IN:translate [SL:PERSONAL_NAME Nozipho] [SL:TIME ngehora leshumi] ]
travel,translate,tshela ubaba ukuthi sobuye sbonane ntambama uma ngiphuma eskoleni.,35:43:SL:TIME,[IN:translate [SL:TIME ntambama] ]
travel,translate,bingelela ugogo umtshele ngiya eGoli ksasa ngoba kufuneka ngiyomela isikole emncintiswaneni wesiZulu.,"31:36:SL:CITY_OR_PROVINCE,96:100:SL:LANGUAGE_NAME",[IN:translate [SL:CITY_OR_PROVINCE eGoli] [SL:LANGUAGE_NAME Zulu] ]
travel,translate,linjani izinga lokushisa eThekwini?,25:34:SL:CITY_OR_PROVINCE,[IN:translate [SL:CITY_OR_PROVINCE eThekwini] ]
travel,translate,faka uhlelo lokusebenza lokuthenga ukudla okusheshayo bese ukhansela i-oda lami ngoba kufanele ngiphuthume edolobheni ngokushesha.,,[IN:translate ]
travel,translate,isiphi isidlo sakusihlwa engingasipheka esisheshayo uma nginendlela ngemizuzu eyishumi nantathu.,"7:24:SL:MEAL_PERIOD,68:95:SL:TIME",[IN:translate [SL:MEAL_PERIOD isidlo sakusihlwa] [SL:TIME ngemizuzu eyishumi nantathu] ]
travel,translate,ngivalelisele kuNomzamo umazise ukuthi ngizomubhalela umyalezo uma ngibuya esikoleni.,16:23:SL:PERSONAL_NAME,[IN:translate [SL:PERSONAL_NAME Nomzamo] ]
travel,translate,thumela uma umyalezo umtshele ukuthi ngiyabonga ngemali angithumele yona yokuluka ngizoya ksasa ekusweni.,90:104:SL:DATE,[IN:translate [SL:DATE ksasa ekusweni] ]
travel,translate,iyimalini indiza esuka empumalanga koloni eya eLimpopo.,"24:41:SL:CITY_OR_PROVINCE,47:54:SL:CITY_OR_PROVINCE",[IN:translate [SL:CITY_OR_PROVINCE mpumalanga koloni] [SL:CITY_OR_PROVINCE Limpopo] ]
travel,translate,i-pasta iphekwa kanjani uma ufuna ukuyinandisa?,2:7:SL:DISH_OR_FOOD,[IN:translate [SL:DISH_OR_FOOD pasta] ]
travel,translate,lidayiswa kusiphi istolo ibhotela elokubhaka?,25:33:SL:DISH_OR_FOOD,[IN:translate [SL:DISH_OR_FOOD ibhotela] ]
travel,translate,ungagijima kanjani ngokushesha uma ungumuntu osheshayo ukukhathala koda othandayo ukuzivocavoca?,,[IN:translate ]
travel,translate,ngingaluthola kuphi uhlobo lwesihlahla olude kunazo zonke?,,[IN:translate ]
travel,translate,buza u-Nobuhle uyithenge kuphi ingubo yakhe emangalisayo abeyigqoke izolo eskoleni?,"7:14:SL:PERSONAL_NAME,31:37:SL:SHOPPING_ITEM,68:73:SL:DATE",[IN:translate [SL:PERSONAL_NAME Nobuhle] [SL:SHOPPING_ITEM ingubo] [SL:DATE izolo] ]
travel,translate,kudinga ziphi izithako ukupheka amathakhos?,32:42:SL:DISH_OR_FOOD,[IN:translate [SL:DISH_OR_FOOD amathakhos] ]
travel,translate,kuyimalini ukuhamba ngomkhumbi osuka eThekwini oya eKapa? ,"37:46:SL:CITY_OR_PROVINCE,51:56:SL:CITY_OR_PROVINCE",[IN:translate [SL:CITY_OR_PROVINCE eThekwini] [SL:CITY_OR_PROVINCE eKapa] ]
travel,translate,aphekwa kanjani amazambane ukwenza isitshulu esiconsisa amathe?,"16:26:SL:DISH_OR_FOOD,35:44:SL:DISH_OR_FOOD",[IN:translate [SL:DISH_OR_FOOD amazambane] [SL:DISH_OR_FOOD isitshulu] ]
travel,translate,utshani kumele lunqunywe emumva kwesikhathi esingakanani?,,[IN:translate ]
travel,translate,ngicela ubhalele umalume umyalezo umazise ukuthi ngihambe kahle ukuya empumakoloni.,70:82:SL:CITY_OR_PROVINCE,[IN:translate [SL:CITY_OR_PROVINCE empumakoloni] ]
travel,translate,tshela udadewethu bekumnandi ukuhlangana naye njengenjwayelo.,,[IN:translate ]
travel,translate,tshela umphathi womhlangano ukuthi ngidinga ukukhululwa.,,[IN:translate ]
travel,translate,ngicela ungixolisele kuTyler ukuthi ngisheshe ngahamba embungazweni wakhe ngenxa yesimo sezulu.,23:28:SL:PERSONAL_NAME,[IN:translate [SL:PERSONAL_NAME Tyler] ]
travel,translate,ngibongele kuMandisi ngesipho angithumele ngeposi yize sengathuthela eMpumalanga.,"11:20:SL:PERSONAL_NAME,69:80:SL:CITY_OR_PROVINCE",[IN:translate [SL:PERSONAL_NAME kuMandisi] [SL:CITY_OR_PROVINCE eMpumalanga] ]
travel,translate,umubuza kanjani umuntu oqala ukumubona ukuthi ubani igama lakhe?,,[IN:translate ]
banking,transfer,dlulisa u-R500 usuka kwi-akhawunti yamanje uyiyise kwi-akhawunti yami yokonga.,"10:14:SL:MONEY,25:42:SL:ACCOUNT_TYPE,55:77:SL:ACCOUNT_TYPE",[IN:transfer [SL:MONEY R500] [SL:ACCOUNT_TYPE akhawunti yamanje] [SL:ACCOUNT_TYPE akhawunti yami yokonga] ]
banking,transfer,dlulisela uCharmaine imali engango R4000.,"11:20:SL:PERSONAL_NAME,35:40:SL:MONEY",[IN:transfer [SL:PERSONAL_NAME Charmaine] [SL:MONEY R4000] ]
banking,transfer,uyidlulisa kanjani imali kwibhange lase FNB uyiyisa kwibhange lase Nedbank?,"40:43:SL:BANK_NAME,67:74:SL:BANK_NAME",[IN:transfer [SL:BANK_NAME FNB] [SL:BANK_NAME Nedbank] ]
banking,transfer,dlulisela imali ewu-R700 kwi-akhawunti yami yokonga uyiyise kwi-akhawunti yamanje.,"20:24:SL:MONEY,29:51:SL:ACCOUNT_TYPE,64:81:SL:ACCOUNT_TYPE",[IN:transfer [SL:MONEY R700] [SL:ACCOUNT_TYPE akhawunti yami yokonga] [SL:ACCOUNT_TYPE akhawunti yamanje] ]
banking,transfer,ungayidlulisela kanjani imali kumuntu ongasebenzisi ibhange elifana nelakho?,,[IN:transfer ]
banking,transfer,tshela umkhulu sengimudluliselile imali yokuthenga ukudla.,,[IN:transfer ]
banking,transfer,thumela imali engango R1000 kwi-akhawunti yami yomuntu siqu.,22:27:SL:MONEY,[IN:transfer [SL:MONEY R1000] ]
banking,transfer,uyithumela kanjani imali kwisitolo esiphesheya?,,[IN:transfer ]
banking,transfer,ngicela udlulisele imali engango R7000 kwi-akhawunti yesikole.,"33:38:SL:MONEY,43:61:SL:BILL_TYPE",[IN:transfer [SL:MONEY R7000] [SL:BILL_TYPE akhawunti yesikole] ]
banking,transfer,thumela uMela umyalezo umcele anginike imininingwane yasebhange ngoba ngifuna ukumudlulisela imali.,9:13:SL:PERSONAL_NAME,[IN:transfer [SL:PERSONAL_NAME Mela] ]
banking,transfer,dlulisela uR7000 kwi-akhawunti yami yakwa ABSA uyiyise kwi-akhawunti yami yakwa FNB ukhokhe isikweletu saka Rage.,"11:16:SL:MONEY,42:46:SL:BANK_NAME,80:83:SL:BANK_NAME,103:112:SL:BILL_TYPE",[IN:transfer [SL:MONEY R7000] [SL:BANK_NAME ABSA] [SL:BANK_NAME FNB] [SL:BILL_TYPE saka Rage] ]
banking,transfer,ungawunyusa kanjani umkhawulo wakho wokudllulisa usebenzisa uhlelo lokusebenza lwasebhange.,,[IN:transfer ]
banking,transfer,kugcina kumalini ukudlulisa imali osukwini ohlelweni lokusebenza kwebhange?,,[IN:transfer ]
banking,transfer,ukudlulisela imali kuqala kumalini ohlelweni lwasebhange lase FNB?,62:65:SL:BANK_NAME,[IN:transfer [SL:BANK_NAME FNB] ]
banking,transfer,uyidlulisa kanjani imali usebenzisa ibhange le-inthanethi?,,[IN:transfer ]
banking,transfer,iyadluliseka imali usebenzisa ucingo lwakho?,,[IN:transfer ]
banking,transfer,kudingeka yiphi imininingwane uma ufuna ukuthumela umuntu imali usebenzisa uhlelo lwasebhange?,,[IN:transfer ]
banking,transfer,thumela imali kuNosibusiso ewu R850 ezothenga izimpahla zokugqoka.,"16:26:SL:PERSONAL_NAME,31:35:SL:MONEY,46:65:SL:SHOPPING_ITEM",[IN:transfer [SL:PERSONAL_NAME Nosibusiso] [SL:MONEY R850] [SL:SHOPPING_ITEM izimpahla zokugqoka] ]
banking,transfer,uma uthumela umuntu imali kunguMgqibelo uzoyithola ngawo noma ngoMsombuluko?,"31:39:SL:DATE,65:75:SL:DATE",[IN:transfer [SL:DATE Mgqibelo] [SL:DATE Msombuluko] ]
banking,transfer,thumela imali kabili kuNolwazi manje.,"14:20:SL:NUMBER,23:30:SL:PERSONAL_NAME",[IN:transfer [SL:NUMBER kabili] [SL:PERSONAL_NAME Nolwazi] ]
banking,transfer,ungayithumela kangaki imali kumuntu osukwini?,,[IN:transfer ]
banking,transfer,thumela udadewethu imali ewu R1500 kwi-akhawunti yakhe yokonga imali.,"29:34:SL:MONEY,39:68:SL:ACCOUNT_TYPE",[IN:transfer [SL:MONEY R1500] [SL:ACCOUNT_TYPE akhawunti yakhe yokonga imali] ]
banking,transfer,ungayidlulisela kanjani imali isuka ku-akhawunti yakho yesheke iye ku-akhawunti yakho yokonga?,"55:62:SL:ACCOUNT_TYPE,86:93:SL:ACCOUNT_TYPE",[IN:transfer [SL:ACCOUNT_TYPE yesheke] [SL:ACCOUNT_TYPE yokonga] ]
banking,transfer,uyisusa kanjani yonke imali ekwi-akhawunti yokonga uyiyise kwenye? ,33:50:SL:ACCOUNT_TYPE,[IN:transfer [SL:ACCOUNT_TYPE akhawunti yokonga] ]
banking,transfer,sekusele malini kwi-akhawunti yami ya paypal?,38:44:SL:PAYMENT_COMPANY,[IN:transfer [SL:PAYMENT_COMPANY paypal] ]
banking,transfer,iyiphi indlela esheshayo yokuthumela imali?,,[IN:transfer ]
banking,transfer,tshela umama angithumele imali kwi-akhawunti yami yokonga.,35:57:SL:ACCOUNT_TYPE,[IN:transfer [SL:ACCOUNT_TYPE akhawunti yami yokonga] ]
banking,transfer,uyithumela kanjani imali ngendlela esheshayo?,,[IN:transfer ]
banking,transfer,ngicela ungitholela imininingwane edingakalayo uma ufuna i-akhawunti yasebhange lase FNB.,85:88:SL:BANK_NAME,[IN:transfer [SL:BANK_NAME FNB] ]
banking,transfer,kuvulwa nini ebhange ukuze uzoya kodlulisela imali ?,,[IN:transfer ]
banking,transfer,uyakwazi ukuthumela imali uma uneminyaka eyishumi nesikhombisa?,43:62:SL:NUMBER,[IN:transfer [SL:NUMBER ishumi nesikhombisa] ]
banking,transfer,uma ufuna ukuthumela imali uyadingeka umazisi?,,[IN:transfer ]
banking,transfer,ithumelwa kanjani imali uma usebenzisa intathenethi?,,[IN:transfer ]
banking,transfer,ngicela ungibhekele ukuthi sengisalelwe imalini ebhange lami lakwa Nedbank.,67:74:SL:BANK_NAME,[IN:transfer [SL:BANK_NAME Nedbank] ]
banking,transfer,thumela ugogo umbuze ukuthi usesalelwe imalini kwi-akhawunti yakhe yakwa Capitec.,73:80:SL:BANK_NAME,[IN:transfer [SL:BANK_NAME Capitec] ]
banking,transfer,kugcina kumalini ukususa imali kwi-akhawunti uyiyise kwenye osukwini?,,[IN:transfer ]
banking,transfer,uma udlulisele imali ifika emuva kwesikhathi esingakanani?,,[IN:transfer ]
banking,transfer,"tshela ugogo angangithumeleli imali namhlanje ngoba ngikweleta ibhange, izocwila uma engayifaka.",,[IN:transfer ]
banking,transfer,umuthumela kanjani imali umuntu ongenayo i-akhawunti efana neyakho yena esebenzisa elinye ibhange?,,[IN:transfer ]
banking,transfer,ngicela ubhalele ubaba umyalezo umtshele ukuthi angakhohlwa ukungifakela imali kwi-akhawunti yami yokonga imali.,83:105:SL:ACCOUNT_TYPE,[IN:transfer [SL:ACCOUNT_TYPE akhawunti yami yokonga] ]
banking,transfer,uma ngingathumela umama amarandi angamakhulu amabili esuka kwi-akhawunti yami yokonga imali ngingasalelwa imalini?,"24:52:SL:MONEY,63:85:SL:ACCOUNT_TYPE",[IN:transfer [SL:MONEY amarandi angamakhulu amabili] [SL:ACCOUNT_TYPE akhawunti yami yokonga] ]
banking,transfer,ngilikweleta malini ibhange kwi-akhawunti yami yakwa ABSA?,53:57:SL:BANK_NAME,[IN:transfer [SL:BANK_NAME ABSA] ]
banking,transfer,ngingamuthumela kanjani imali umuntu uma ngifuna ayikhiphe estolo sase Shoprite?,,[IN:transfer ]
banking,transfer,thumela imali engango R670 kuClifton khona ezoza kolungisa umpompi ovuzayo.,"22:26:SL:MONEY,29:36:SL:PERSONAL_NAME",[IN:transfer [SL:MONEY R670] [SL:PERSONAL_NAME Clifton] ]
banking,transfer,iyiphi enye indlela ongathumela ngayo imali ngaphandle kokusebenzisa umakhalekhukhwini?,,[IN:transfer ]
banking,transfer,thumela uR10000 kwi-akhawunti yami yaka FNB uwuyise kwi-akhawunti yami yakwa ABSA.,"9:15:SL:MONEY,40:43:SL:BANK_NAME,77:81:SL:BANK_NAME",[IN:transfer [SL:MONEY R10000] [SL:BANK_NAME FNB] [SL:BANK_NAME ABSA] ]
banking,transfer,bhalela umamkhulu umyalezo umtshele ukuthi ngimthumele uR900 wengubo.,"56:60:SL:MONEY,61:68:SL:SHOPPING_ITEM",[IN:transfer [SL:MONEY R900] [SL:SHOPPING_ITEM wengubo] ]
banking,transfer,thumela uNozipho uR2500 wezinwele engizithengayo kuyena kwi-akhawunti yakhe yasebhange lakwa Standard.,"9:16:SL:PERSONAL_NAME,18:23:SL:MONEY,93:101:SL:BANK_NAME",[IN:transfer [SL:PERSONAL_NAME Nozipho] [SL:MONEY R2500] [SL:BANK_NAME Standard] ]
banking,transfer,imalini engiyithumele abangani bami ngesonto elidlule nge-akhawunti yami yakwa Old Mutual?,"36:53:SL:DATE,79:89:SL:PAYMENT_COMPANY",[IN:transfer [SL:DATE ngesonto elidlule] [SL:PAYMENT_COMPANY Old Mutual] ]
banking,transfer,ngithumele uR1278 kwabaka FlySafair ungithengele ithikithi lebhanoyi elisuka eKapa liya KwaZulu-Natali.,"12:17:SL:MONEY,77:82:SL:CITY_OR_PROVINCE,88:102:SL:CITY_OR_PROVINCE",[IN:transfer [SL:MONEY R1278] [SL:CITY_OR_PROVINCE eKapa] [SL:CITY_OR_PROVINCE KwaZulu-Natali] ]
banking,transfer,ngamuthumela kangaki udadewethu imali ngenyanga edlule?,,[IN:transfer ]
banking,transfer,ngesikhathi ngithumela ugogo imali ibhange lathatha malini?,,[IN:transfer ]
banking,transfer,ungithumele malini uLibongwe ngolesihlanu?,"19:28:SL:PERSONAL_NAME,29:41:SL:DATE",[IN:transfer [SL:PERSONAL_NAME uLibongwe] [SL:DATE ngolesihlanu] ]
banking,transfer,ngithumele uR700 kumastende wami.,11:16:SL:MONEY,[IN:transfer [SL:MONEY uR700] ]
banking,transfer,emuva kokuthenga ithikithi lebhanoyi kusale malini ekhadini lami lakwa Capitec?,71:78:SL:BANK_NAME,[IN:transfer [SL:BANK_NAME Capitec] ]
banking,transfer,"thumela uNokuzola umyalezo umtshele sengimuthumele uR500, akanike umalime uR200 bese yena ethatha uR300.","9:17:SL:PERSONAL_NAME,52:56:SL:MONEY,75:79:SL:MONEY,99:103:SL:MONEY",[IN:transfer [SL:PERSONAL_NAME Nokuzola] [SL:MONEY R500] [SL:MONEY R200] [SL:MONEY R300] ]
banking,transfer,thumela uR500 kwi-akhawunti yami yokonga uwufake kwi-akhawunti yami yamanje.,"9:13:SL:MONEY,18:40:SL:ACCOUNT_TYPE,53:75:SL:ACCOUNT_TYPE",[IN:transfer [SL:MONEY R500] [SL:ACCOUNT_TYPE akhawunti yami yokonga] [SL:ACCOUNT_TYPE akhawunti yami yamanje] ]
banking,transfer,ithunyelwa kanjani imali ebhange uma usebenzisa umshini?,,[IN:transfer ]
banking,transfer,thumela uMinenhle umyalezo uR1200 wokukhokhela ikhekhe.,"9:17:SL:PERSONAL_NAME,28:33:SL:MONEY,47:54:SL:DISH_OR_FOOD",[IN:transfer [SL:PERSONAL_NAME Minenhle] [SL:MONEY R1200] [SL:DISH_OR_FOOD ikhekhe] ]
banking,transfer,thumela umlayezo kuNaledi umbuze ukuthi imali yesipho engimthumele yona uyitholile yini?,19:25:SL:PERSONAL_NAME,[IN:transfer [SL:PERSONAL_NAME Naledi] ]
banking,transfer,ngayithumela imali yeskole iUWC mhla zingu 25 kuNdasa?,"28:31:SL:PLACE_NAME,43:53:SL:DATE",[IN:transfer [SL:PLACE_NAME UWC] [SL:DATE 25 kuNdasa] ]
banking,transfer,ngithumelele imali engango R350 kuZiyanda Mabaso.,"27:31:SL:MONEY,34:48:SL:PERSONAL_NAME",[IN:transfer [SL:MONEY R350] [SL:PERSONAL_NAME Ziyanda Mabaso] ]
banking,transfer,Thumela uR500 kwenye i-akhawunti yecredit.,9:13:SL:MONEY,[IN:transfer [SL:MONEY R500] ]
banking,transfer,ngithumele ubaba umyalezo umazise ukuthi ngizomuthumela imali ksasa ntambama uma sengiholile.,62:76:SL:DATE,[IN:transfer [SL:DATE ksasa ntambama] ]
banking,transfer,thumela imali ewu R700 kwi-akhawunti yami yokonga imali.,"18:22:SL:MONEY,27:49:SL:ACCOUNT_TYPE",[IN:transfer [SL:MONEY R700] [SL:ACCOUNT_TYPE akhawunti yami yokonga] ]
banking,transfer,ngingayithumela kanjani imali kwi-akhawunti yami yokonga kwi-akhawunti yami yamanje?,"34:56:SL:ACCOUNT_TYPE,61:83:SL:ACCOUNT_TYPE",[IN:transfer [SL:ACCOUNT_TYPE akhawunti yami yokonga] [SL:ACCOUNT_TYPE akhawunti yami yamanje] ]
banking,transfer,ngayithumela kangaki imali kwi-akhawunti yami yokonga ngolwesithathu?,"31:53:SL:ACCOUNT_TYPE,54:68:SL:DATE",[IN:transfer [SL:ACCOUNT_TYPE akhawunti yami yokonga] [SL:DATE ngolwesithathu] ]
banking,transfer,uyithumela imali kumuntu ohlala phesheya?,,[IN:transfer ]
banking,transfer,ngithumele uR5900 kuMecca owokothenga umshini wokunquma utshani.,"12:17:SL:MONEY,20:25:SL:PERSONAL_NAME",[IN:transfer [SL:MONEY R5900] [SL:PERSONAL_NAME Mecca] ]
banking,transfer,uma ngifuna ukuthenga izingubo zaka Zara ku-intanethi imali ngiyithumela kephi?,22:30:SL:SHOPPING_ITEM,[IN:transfer [SL:SHOPPING_ITEM izingubo] ]
banking,transfer,ngicela ungithumelele uR6000 kumalumekazi wokuthenga isikabhu.,"23:28:SL:MONEY,53:61:SL:DISH_OR_FOOD",[IN:transfer [SL:MONEY R6000] [SL:DISH_OR_FOOD isikabhu] ]
banking,transfer,thumela uR165 wezishumi kwi-akhawunti yasenkonzweni iDCC.,9:13:SL:MONEY,[IN:transfer [SL:MONEY R165] ]
