intent,text,domain,spans,logical_form,split
car_rental,We need to rent a comfortable bus in advance for our trip to konbolcha from April 13 to 19.,eng,,[SL: car_rental],dev
car_rental,Make sure the vehicule I rented is ready for Monday,eng,,[SL: car_rental],dev
confirm_reservation,Would you please confirm that I have a reservation for dinner at the Hotel Elile?,eng,,[SL: confirm_reservation],dev
confirm_reservation,Please move my reservation to 9 instead of 7,eng,,[SL: confirm_reservation],dev
confirm_reservation,check if the room I call and reserved yesterday at aksum hotel.,eng,,[SL: confirm_reservation],dev
confirm_reservation,Can you confirm the reservation for our places for the dzongoli tonigh ?,eng,,[SL: confirm_reservation],dev
confirm_reservation,can you check my reservation for tomorrow?,eng,,[SL: confirm_reservation],dev
cook_time,How long does it take to make Àkàrà?,eng,,[SL: cook_time],dev
cook_time,What is the duration required to make a shiroo,eng,,[SL: cook_time],dev
cook_time,I want to make rice with fish. How long will it take?,eng,,[SL: cook_time],dev
cook_time,How many days does it take to prepare enjera?,eng,,[SL: cook_time],dev
cook_time,Does cooking vaccandou take time ?,eng,,[SL: cook_time],dev
exchange_rate,How much Naira will I get for $100?,eng,,[SL: exchange_rate],dev
exchange_rate,what is the exchange amount of the 24 dollars in Oromia Qarshii,eng,,[SL: exchange_rate],dev
exchange_rate,What is the equivalent for 1 dollar in FCFA?,eng,,[SL: exchange_rate],dev
exchange_rate,can you give me the latest exchange rate between the US dollar and Ethiopian Birr?,eng,,[SL: exchange_rate],dev
exchange_rate,What is the value of a thousand francs cfa converted to naïra ?,eng,,[SL: exchange_rate],dev
food_last,can Nigerian meat-pie last for a week in the fridge compartment?,eng,,[SL: food_last],dev
food_last,For How long can the Oromo cuukkoo stays without losting its taste?,eng,,[SL: food_last],dev
food_last,can you ask if this is fresh shrimps? The conservation should not be so long as it may be toxic,eng,,[SL: food_last],dev
food_last,How long can injera stay with out mould?,eng,,[SL: food_last],dev
food_last,When will this dough be spoiled if it is not protected?,eng,,[SL: food_last],dev
freeze_account,lock my nmb account for 3 days  i have noticed unusual activity,eng,,[SL: freeze_account],dev
freeze_account,Can you temporarily suspend my account because fraudsters want to steal from me?,eng,,[SL: freeze_account],dev
freeze_account,Can you block any money trasaction from my Abyssinia account?,eng,,[SL: freeze_account],dev
freeze_account,Why was my FINAM account blocked?,eng,,[SL: freeze_account],dev
freeze_account,Can I block my account because I lost my ATM card,eng,,[SL: freeze_account],dev
ingredients_list,what are the  essential ingredients needed in making tasty pepper-soup?,eng,,[SL: ingredients_list],dev
ingredients_list,what ingredients are there in Ancoote,eng,,[SL: ingredients_list],dev
ingredients_list,Did you buy everything that will make a tasty chicken?,eng,,[SL: ingredients_list],dev
ingredients_list,What are the ingredients needed to make chiko?,eng,,[SL: ingredients_list],dev
ingredients_list,What do you need to cook my fried plantain,eng,,[SL: ingredients_list],dev
interest_rate,What is the interest rate on a #5 million loan,eng,,[SL: interest_rate],dev
interest_rate,"If you borrow one hundred dollars with RBZ, what will be the interest rate?",eng,,[SL: interest_rate],dev
interest_rate,What is the interest rate for a loan to CBAO.,eng,,[SL: interest_rate],dev
interest_rate,tell me what is my current interest rate is on my banking account,eng,,[SL: interest_rate],dev
interest_rate,What is the interest rate on my money ?,eng,,[SL: interest_rate],dev
international_visa,how long does a USA visa application  from Nigeria take?,eng,,[SL: international_visa],dev
international_visa,Do I need to have travel document to visit Bale Mauntain of Oromia,eng,,[SL: international_visa],dev
international_visa,Can I visit Singapore for a month without a visa?,eng,,[SL: international_visa],dev
international_visa,Do I need an international visa to visit regions in Ethiopia?,eng,,[SL: international_visa],dev
international_visa,Ask the Kenyan ambassador on the phone if I need to obtain a visa to travel to the country?,eng,,[SL: international_visa],dev
make_call,Can you put a call through to Adé?,eng,,[SL: make_call],dev
make_call,dail the police station ,eng,,[SL: make_call],dev
make_call,Call tomorrow at this time,eng,,[SL: make_call],dev
make_call,call to my dad.,eng,,[SL: make_call],dev
make_call,Phone the pharmacy to make sure they have a headache product!,eng,,[SL: make_call],dev
meal_suggestion,What other meal can I make from beans aside moinmoin?,eng,,[SL: meal_suggestion],dev
meal_suggestion,Tell me the list of food for supper i can get from Eat and Lick for two people in love.,eng,,[SL: meal_suggestion],dev
meal_suggestion,Can you give me the recipe of Yassa,eng,,[SL: meal_suggestion],dev
meal_suggestion,Suggest me gurage food for breakfast,eng,,[SL: meal_suggestion],dev
meal_suggestion,Where can we eat the kodoro soup in Sotouboua?,eng,,[SL: meal_suggestion],dev
min_payment,How much is the minimum deposit for the shoe,eng,,[SL: min_payment],dev
min_payment,tell me the minum cost I will have to pay in the coming month,eng,,[SL: min_payment],dev
min_payment,how much is the minimum rental price?,eng,,[SL: min_payment],dev
min_payment,what is the minimum amount of money that can be withdraw from my bank account using ATM card?,eng,,[SL: min_payment],dev
min_payment,What little amount can I placed in my credit card?,eng,,[SL: min_payment],dev
pay_bill,please debit ₦5000 monthly from my GTB account to pay my electricity bill.,eng,,[SL: pay_bill],dev
pay_bill,pay my electric fee from my tele birr account ,eng,,[SL: pay_bill],dev
pay_bill,How can I pay my electricity with Wave app?,eng,,[SL: pay_bill],dev
pay_bill,I want to pay my electricity bill,eng,,[SL: pay_bill],dev
pay_bill,Can you pay my bills by Flooz ?,eng,,[SL: pay_bill],dev
pin_change,how do I change my First bank debit card pin?,eng,,[SL: pin_change],dev
pin_change,please modify my special account password to 2345,eng,,[SL: pin_change],dev
pin_change,I can't withdraw money because I forgot my credit card pin code,eng,,[SL: pin_change],dev
pin_change,How do I change my Ethiopian Commercial Bank mobile app password?,eng,,[SL: pin_change],dev
pin_change,Help me inter my new acount pin,eng,,[SL: pin_change],dev
play_music,play Nathaniel Bassey newest song.,eng,,[SL: play_music],dev
play_music,Please can you play the Music Baala gizee by Yosan Geetahuun?,eng,,[SL: play_music],dev
play_music,Put some Youssou Ndour songs,eng,,[SL: play_music],dev
play_music,"I want to spend a good night with my wife, so play the love music of Teddy Afro",eng,,[SL: play_music],dev
play_music,Do you realize that there are Bob Marley songs that we have never listened to?,eng,,[SL: play_music],dev
plug_type,do Nigeria and Canada have similar plug-type? ,eng,,[SL: plug_type],dev
plug_type,is it outlet converter is require for visitors to ethiopia?,eng,,[SL: plug_type],dev
plug_type,Do I need an adapter in the US for all my french chargers?,eng,,[SL: plug_type],dev
plug_type,I'm planning a trip to Dubai. Will I require a socket converter for my phone? What plug types are standard there?,eng,,[SL: plug_type],dev
plug_type,Which plug type do you use in Togo,eng,,[SL: plug_type],dev
recipe,where can I get home-made Suya recipe?,eng,,[SL: recipe],dev
recipe,Can you suggest the techniques of preparing Marqaa please?,eng,,[SL: recipe],dev
recipe,How to cook rice and fish?,eng,,[SL: recipe],dev
recipe,what's a quick and easy recipe for breakfast,eng,,[SL: recipe],dev
recipe,Can we find the ademe soup ingredients for this evening's meal ?,eng,,[SL: recipe],dev
restaurant_reservation,can you  reserve table for two at Tanga Beach hotel for friday night,eng,,[SL: restaurant_reservation],dev
restaurant_reservation,Can you make a reservation at Rando this whole weekend?,eng,,[SL: restaurant_reservation],dev
restaurant_reservation,Can you reserve a dinner place for me at Totot Kitfo House?,eng,,[SL: restaurant_reservation],dev
restaurant_reservation,Tell the Kom dealer to reserve 50 units for the party .,eng,,[SL: restaurant_reservation],dev
restaurant_reservation,can you make a reservation for 4 people at Larai's restuarant?,eng,,[SL: restaurant_reservation],dev
restaurant_reviews,Give a solid 5-star to Amala Skye in the review.,eng,,[SL: restaurant_reviews],dev
restaurant_reviews,Does have excellent evaluations and positive feedback,eng,,[SL: restaurant_reviews],dev
restaurant_reviews,How do you rate the country's food ?,eng,,[SL: restaurant_reviews],dev
restaurant_reviews,Did you like the kitfo we ate at totot?,eng,,[SL: restaurant_reviews],dev
restaurant_reviews,"Please, check if this restaurant cook groundnut soup",eng,,[SL: restaurant_reviews],dev
restaurant_suggestion,Which restaurants are popular in Ogun state?,eng,,[SL: restaurant_suggestion],dev
restaurant_suggestion,Is there is good oromo restaurants in this area?,eng,,[SL: restaurant_suggestion],dev
restaurant_suggestion,I am hungry. Can you suggest a indian restaurant where I can find some chicken?,eng,,[SL: restaurant_suggestion],dev
restaurant_suggestion,Can you suggest a restaurant where I can get good misir wot while I am in Harar?,eng,,[SL: restaurant_suggestion],dev
restaurant_suggestion,Go and find a restaurant for me,eng,,[SL: restaurant_suggestion],dev
share_location,"share the location of the wedding party, please ",eng,,[SL: share_location],dev
share_location,Tell my current address to my brother Chala,eng,,[SL: share_location],dev
share_location,"If you send me the location, I will be right there",eng,,[SL: share_location],dev
share_location,send this hotels address to my mom.,eng,,[SL: share_location],dev
share_location,What. is the point of sharing the location ?,eng,,[SL: share_location],dev
shopping_list_update,could you add injera to my current shopping list,eng,,[SL: shopping_list_update],dev
shopping_list_update,Add a bottle of Domestos and Handy Andy in the grocery list.,eng,,[SL: shopping_list_update],dev
shopping_list_update,Add teff to the groceries list.,eng,,[SL: shopping_list_update],dev
shopping_list_update,How much will it take to add two boxes of fish to the old purchase?,eng,,[SL: shopping_list_update],dev
shopping_list_update,please add sugar on the list of things to buy,eng,,[SL: shopping_list_update],dev
spending_history,how much did I spend last month on my Iroko TV subscription?,eng,,[SL: spending_history],dev
spending_history,What is my previous month expenses ammount,eng,,[SL: spending_history],dev
spending_history,Tell me my expenses amount from my UBA card for the last month,eng,,[SL: spending_history],dev
spending_history,can you provide me with my spending history from the CBE banking app?,eng,,[SL: spending_history],dev
spending_history,How much it will take you to give me my this year bank transactions ?,eng,,[SL: spending_history],dev
text,send an automated text message to all the lecturers in the department.,eng,,[SL: text],dev
text,Write a message for Bikila informing i am in the meeting,eng,,[SL: text],dev
text,Text her my secret code,eng,,[SL: text],dev
text,could you send a text to my mother letting her know that the shop is closed,eng,,[SL: text],dev
text,Can you text Adjo to let her know that the workers are already in the field ?,eng,,[SL: text],dev
time,what time is it in Addis Ababa,eng,,[SL: time],dev
time,How does South Africa and Lesotho differ in time?,eng,,[SL: time],dev
time,can you check if it's lunchtime in ethiopia right now?,eng,,[SL: time],dev
time,At wich time will you leave ?,eng,,[SL: time],dev
time,what time is it now?,eng,,[SL: time],dev
timezone,what time will it be in jamaica  if south Africa is 4pm now?,eng,,[SL: timezone],dev
timezone,What is the time zone in Rwanda?,eng,,[SL: timezone],dev
timezone,Is the time zone of Ethiopia and Kenya the same?,eng,,[SL: timezone],dev
timezone,Why does it get dark in Adis Ababa before Togo?,eng,,[SL: timezone],dev
timezone,What is the time zone in America?,eng,,[SL: timezone],dev
transactions,How much money is left in my Momo account?,eng,,[SL: transactions],dev
transactions,Please tell me the last four transactions you've made on your Airtel mobile money.,eng,,[SL: transactions],dev
transactions,Could you tell me the list of my recent telebirr transactions before I make a payment?,eng,,[SL: transactions],dev
transactions,Can I know my transactions states ?,eng,,[SL: transactions],dev
transactions,show me my most recent transaction from my GT Bank,eng,,[SL: transactions],dev
transfer,Transfer 6000 thousand from  my Tigo pesa accoun to my sportpesa account,eng,,[SL: transfer],dev
transfer,Can you transfer 20000Frwa to my mobile Money account?,eng,,[SL: transfer],dev
transfer,I want to send 500 birr from my dashin bank ,eng,,[SL: transfer],dev
transfer,Pay this cheque to my supplier,eng,,[SL: transfer],dev
transfer,Please send money to my opay account,eng,,[SL: transfer],dev
translate,"In Kinyarwanda, how do we call people who go to visit attractive places?",eng,,[SL: translate],dev
translate,"How to say ""I am coming"" in spanish",eng,,[SL: translate],dev
translate,can you provide the translation of 'I love you' into Chinese?,eng,,[SL: translate],dev
translate,Can you teach me how to say ''I have arrived'' in kabye language ?,eng,,[SL: translate],dev
translate,"How do I say 'Welcome"" in Yoruba language",eng,,[SL: translate],dev
travel_notification,set a two days notification for my trip to Ibadan ,eng,,[SL: travel_notification],dev
travel_notification,"please notity the bank, I'm traveling abroad",eng,,[SL: travel_notification],dev
travel_notification,Tell my bank that I will be making card payment from the US,eng,,[SL: travel_notification],dev
travel_notification,I will spend 2 days in Gondar for epiphany holiday.,eng,,[SL: travel_notification],dev
travel_notification,Tell my friends that I have the intention to travel to mountain regions,eng,,[SL: travel_notification],dev
travel_suggestion,are there any tourist attractions in Abeokuta?,eng,,[SL: travel_suggestion],dev
travel_suggestion,What are the historical areas there to be visited in Finfinnee,eng,,[SL: travel_suggestion],dev
travel_suggestion,What is the best place to visit in Senegal during summer?,eng,,[SL: travel_suggestion],dev
travel_suggestion,Suggest me good placesto visit in Tigray.,eng,,[SL: travel_suggestion],dev
travel_suggestion,Where can I find the bus to Blitta ?,eng,,[SL: travel_suggestion],dev
update_playlist,add more gospel songs to my playlist ,eng,,[SL: update_playlist],dev
update_playlist,please add spritual songs by Addisu Wayima to my playlist,eng,,[SL: update_playlist],dev
update_playlist,"Put some Youssou Ndour music, rather than Kanye West",eng,,[SL: update_playlist],dev
update_playlist,add this to my favorite song list.,eng,,[SL: update_playlist],dev
update_playlist,Have you already bought me the new song agbadza by Kodzovi Guenɔa ?,eng,,[SL: update_playlist],dev
weather,Is the weather going to be clear of rain tomorrow?,eng,,[SL: weather],dev
weather,what can be the climate condition of Adama midnight,eng,,[SL: weather],dev
weather,What is the feels like on Monday in Kaolack? ,eng,,[SL: weather],dev
weather,Is debere-berhan cold in septamber?,eng,,[SL: weather],dev
weather,Does the temperature high in Kpalime all the time,eng,,[SL: weather],dev
alarm,Please set an alarm for 6 a.m. tomorrow.,eng,,[SL: alarm],test
alarm,Turn off Tuesday and Wednesday 6am alarm.,eng,,[SL: alarm],test
alarm,Set the alarm for today's evening ceremony,eng,,[SL: alarm],test
alarm,Set an alarm for tomorrow morning at 6:00 a.m.,eng,,[SL: alarm],test
alarm,Remind me the date,eng,,[SL: alarm],test
alarm,Please wake me up at 05:00am.,eng,,[SL: alarm],test
alarm,Please set my alarm for 6am every monday morning,eng,,[SL: alarm],test
alarm,Please update my alarm to 04:00 in the morning I have an early flight,eng,,[SL: alarm],test
balance,do I have sufficient funds in my Siinqee account to shop today,eng,,[SL: balance],test
balance,How much do I have in my FNBaccount,eng,,[SL: balance],test
balance,is there enough balance in my tigo pesa account to lend mr swahibu 5000 tanzania shilings,eng,,[SL: balance],test
balance,How much do I have in my MTN momo account?,eng,,[SL: balance],test
balance,"how much is in my wave account, remind me",eng,,[SL: balance],test
balance,Can you please check my balance after I withdraw R200 at FNB.,eng,,[SL: balance],test
balance,Will my account balance show on the Gtbank statment of account,eng,,[SL: balance],test
balance,I'd like to know the balance of my credit card.,eng,,[SL: balance],test
bill_balance,How much do I owe Nhamoinesu for the grinding meal,eng,,[SL: bill_balance],test
bill_balance,how much do I owe my car,eng,,[SL: bill_balance],test
bill_balance,how much is my electricity bill balance for this month?,eng,,[SL: bill_balance],test
bill_balance,Do you know how much I currently owe on my rent and my child's school fees?,eng,,[SL: bill_balance],test
bill_balance,How much is left after you paid your school fees?,eng,,[SL: bill_balance],test
bill_balance,Please forward Zethu my water bill,eng,,[SL: bill_balance],test
bill_balance,how much is left to pay for my water bill?,eng,,[SL: bill_balance],test
bill_balance,What is my balance after paying for my DSTV bill?,eng,,[SL: bill_balance],test
book_flight,Book me a flight on Air Zimbabwe from Harare to Victoria Falls on Sunday afternoon.,eng,,[SL: book_flight],test
book_flight,Buy a Wednesday flight ticket to Bloemfontein.,eng,,[SL: book_flight],test
book_flight,book a flight to the Mara with the 8 am plane,eng,,[SL: book_flight],test
book_flight,Find me the most affordable fares on the July 7–14 round-trip ticket from Passion Air Ghana.,eng,,[SL: book_flight],test
book_flight,Search for available flights from Dakar to freetown departing on next monday.,eng,,[SL: book_flight],test
book_flight,Arrange for the president's flight from Lanseria to King Phalo.,eng,,[SL: book_flight],test
book_flight,"Can you book me a return flight from London to Lagos, Nigeria tonight?",eng,,[SL: book_flight],test
book_flight,What flights can I get from East London to George for a budget of less than R2500?,eng,,[SL: book_flight],test
book_hotel,I wish to book Hatfield Community Hall for our Church Gospel Crusade on Saturday afternoon,eng,,[SL: book_hotel],test
book_hotel,Book a room at the hiltons for my birthday ,eng,,[SL: book_hotel],test
book_hotel,book 2 rooms for Diana and John at the Voyager before the hotel gets filled up,eng,,[SL: book_hotel],test
book_hotel,I need to take pizza from Pizzaman at Kaneshie on Valentine's Day for the night. Any recommendations?,eng,,[SL: book_hotel],test
book_hotel,book me a room at the pullman hotel in dakar for next saturday ,eng,,[SL: book_hotel],test
book_hotel,Please book a hotel next to Robben Island from the 1st of January to the 20th of January 2025.,eng,,[SL: book_hotel],test
book_hotel,Can you book me a luxury suite at Eko Hotel from 10th to 15th next month?,eng,,[SL: book_hotel],test
book_hotel,suggest a hotel for two adults and two kids for the Easter weekend,eng,,[SL: book_hotel],test
calendar_update,On my schedule add Mr Mutandiro's birthday which is on the 5th of August. ,eng,,[SL: calendar_update],test
calendar_update,Add a reminder that Mpho will be visiting mom at 9 in the morning in my carlenda,eng,,[SL: calendar_update],test
calendar_update,add dinner with Grace on 28 february at 8 pm on my calendar,eng,,[SL: calendar_update],test
calendar_update,Put it on my calendar to call my mother-in-law every Friday,eng,,[SL: calendar_update],test
calendar_update,Delete my meeting with orange from my calendar,eng,,[SL: calendar_update],test
calendar_update,Please set a reminder on my calender for the upcoming meeting,eng,,[SL: calendar_update],test
calendar_update,What meeting do we have on the calender next week thursday,eng,,[SL: calendar_update],test
calendar_update,Please add 21 March on my calander for a family gathering,eng,,[SL: calendar_update],test
cancel_reservation,Remove my name from the reservations i made for the Jah Prayser show set for this weekend.,eng,,[SL: cancel_reservation],test
cancel_reservation,"call the resturant and tell them to remove Pontsho from their list, she is no longer coming",eng,,[SL: cancel_reservation],test
cancel_reservation,Would you cancel a reservation for me at Arbabu restaurant,eng,,[SL: cancel_reservation],test
cancel_reservation,I'd like to cancel my reservation for Kwaku at the Labadi Hotel.,eng,,[SL: cancel_reservation],test
cancel_reservation,Can you cancel my Novotel reservation from my BNDE visa card?,eng,,[SL: cancel_reservation],test
cancel_reservation,Can we postpone our lunch meet up?,eng,,[SL: cancel_reservation],test
cancel_reservation,How can I cancel my reservation at landmark beach in Elegushi,eng,,[SL: cancel_reservation],test
cancel_reservation,Cancel my dinner reservation at the karaoke bar,eng,,[SL: cancel_reservation],test
car_rental,Rent for me a big car to use when i get to Zambia. ,eng,,[SL: car_rental],test
car_rental,For how long can i rent a car,eng,,[SL: car_rental],test
car_rental,Show where in Tabora United rents cars when they are in Tanga,eng,,[SL: car_rental],test
car_rental,Plan a vacation in Akosombo for me from May 3rd to June 11th.,eng,,[SL: car_rental],test
car_rental,Where can I book a car rental in the United States?,eng,,[SL: car_rental],test
car_rental,Which company is reliable for car rentals between Avis and Uropa?,eng,,[SL: car_rental],test
car_rental,How can I rent out my BMW sport car,eng,,[SL: car_rental],test
car_rental,how much does it cost to rent a Hyundai i20 in Ceza?,eng,,[SL: car_rental],test
confirm_reservation,can you please check if the reservation is made under the name Obsa Gemechu at Ilillii for 8:30 AM,eng,,[SL: confirm_reservation],test
confirm_reservation,Cancel Tashas' reservation.,eng,,[SL: confirm_reservation],test
confirm_reservation,confirm a reservation for a table for 6 at the Villa Rosa Kempinsky?,eng,,[SL: confirm_reservation],test
confirm_reservation,Confirm the Akwasi Ampofo reservation at Holiday Inn Accra for me.,eng,,[SL: confirm_reservation],test
confirm_reservation,Have you reserved a place for me at Wonderfood?,eng,,[SL: confirm_reservation],test
confirm_reservation,Can you confirm my booking for 20 people at KFC for 13:00?,eng,,[SL: confirm_reservation],test
confirm_reservation,Can you confirm if my booking for table of 2 for Amala at Embasy canteen was successful,eng,,[SL: confirm_reservation],test
confirm_reservation,Can you confirm my reservation for 6pm?,eng,,[SL: confirm_reservation],test
cook_time,How long does it take to cook knuckle bones in a three-legged pot over a Mopani wood fire,eng,,[SL: cook_time],test
cook_time,how long does beef take to cook,eng,,[SL: cook_time],test
cook_time,how long does rice take to cook,eng,,[SL: cook_time],test
cook_time,Suggest to me the recipe for Banku and tilapia.,eng,,[SL: cook_time],test
cook_time,"Between fish and chicken, which one is faster to cook?",eng,,[SL: cook_time],test
cook_time,Does the airfryer cook faster than the microwave?,eng,,[SL: cook_time],test
cook_time,what is the cook-time for Jollof rice?,eng,,[SL: cook_time],test
cook_time,how many minutes does it take you to make noodles?,eng,,[SL: cook_time],test
exchange_rate,How many US dollars can i get for a thousand Rands on the black market?,eng,,[SL: exchange_rate],test
exchange_rate,How does one exchange maluti to rands?,eng,,[SL: exchange_rate],test
exchange_rate,how much has the Kenyan shilling gained against the American dollar today?,eng,,[SL: exchange_rate],test
exchange_rate,"For every 5000 Ghana cedis, how much niara do I need?",eng,,[SL: exchange_rate],test
exchange_rate,How much is 100 euros in CFA?,eng,,[SL: exchange_rate],test
exchange_rate,South African rands are lower compared to US$,eng,,[SL: exchange_rate],test
exchange_rate,How much is 2000 naira in pounds,eng,,[SL: exchange_rate],test
exchange_rate,How much is the rand to the dollar?,eng,,[SL: exchange_rate],test
food_last,"If I buy dried vegetables, how long will I last with it before it goes bad in winter? ",eng,,[SL: food_last],test
food_last,how long can i keep potatoes without them getting rotten,eng,,[SL: food_last],test
food_last,can fries and fried chicken keep well in the refrigerator for two days?,eng,,[SL: food_last],test
food_last,How long do you want Gɔbɛ to stay in the kitchen?,eng,,[SL: food_last],test
food_last,Will Chicken stay in the freezer for 6 month without spoilling?,eng,,[SL: food_last],test
food_last,Is there left over food still there?,eng,,[SL: food_last],test
food_last,Can the Rice stay in the fridge for 5 days,eng,,[SL: food_last],test
food_last,how long does bread remain fresh before it's stale?,eng,,[SL: food_last],test
freeze_account,I would like to know the procedure for placing a block on my account,eng,,[SL: freeze_account],test
freeze_account,Close my credit card account ,eng,,[SL: freeze_account],test
freeze_account,freeze Walter's bank accounts until investigation is completed ,eng,,[SL: freeze_account],test
freeze_account,Has Stanbic frozen my account with them?,eng,,[SL: freeze_account],test
freeze_account,Close my Orange money account,eng,,[SL: freeze_account],test
freeze_account,Is it possible to temporary freeze my accounts when traveling abroad?,eng,,[SL: freeze_account],test
freeze_account,I would like to freeze my Wema bank current account.,eng,,[SL: freeze_account],test
freeze_account,Can you help me temporarily freeze my credit card?,eng,,[SL: freeze_account],test
ingredients_list,Besides pumpkins what else do I need to prepare pumpkin porridge?,eng,,[SL: ingredients_list],test
ingredients_list,make a list of the ingredients to bake dumpling,eng,,[SL: ingredients_list],test
ingredients_list,What ingredients are needed to make the chocolate cake?,eng,,[SL: ingredients_list],test
ingredients_list,Can I use pepper in preparing garden egg stew?,eng,,[SL: ingredients_list],test
ingredients_list,May I have the list of ingredient to prepare Rise and fish ?,eng,,[SL: ingredients_list],test
ingredients_list,What are the ingrediant needed to make bread?,eng,,[SL: ingredients_list],test
ingredients_list,Where is the Jollof rice  ingredent list,eng,,[SL: ingredients_list],test
ingredients_list,What do I need to make amaginya?,eng,,[SL: ingredients_list],test
interest_rate,How much is my Econet airtime credit?,eng,,[SL: interest_rate],test
interest_rate,which bank has a high interest rate,eng,,[SL: interest_rate],test
interest_rate,what is the interest rate for a mortgage from NCBA?,eng,,[SL: interest_rate],test
interest_rate,"Please, could you give me my account's current interest rate?",eng,,[SL: interest_rate],test
interest_rate,what will be the amount to pay for this house loan?,eng,,[SL: interest_rate],test
interest_rate,"If I pay my car in two years, will the interest rate decrease?",eng,,[SL: interest_rate],test
interest_rate,what is the interest rate on Zenith bank current account?,eng,,[SL: interest_rate],test
interest_rate,does Nedbank give you a 10% interest rate if you invest your money for more than 12 months?,eng,,[SL: interest_rate],test
international_visa,What travel documents do I need to visit Mulanje caves in Livingstone， Zambia,eng,,[SL: international_visa],test
international_visa,How long does a visa application take?,eng,,[SL: international_visa],test
international_visa,do you really need a visa to visit Kenya?,eng,,[SL: international_visa],test
international_visa,Do I require a visa in order to enter Burkina Faso?,eng,,[SL: international_visa],test
international_visa,What is the procedure for obtaining a touristic visa for italy?,eng,,[SL: international_visa],test
international_visa,Which countries do not require a Visa when visiting?,eng,,[SL: international_visa],test
international_visa,How can I process my US Visa from Nigeriia,eng,,[SL: international_visa],test
international_visa,which countries can a south african travel to without a visa?,eng,,[SL: international_visa],test
make_call,Tell Naomi to come in,eng,,[SL: make_call],test
make_call,call dad,eng,,[SL: make_call],test
make_call,call mum and dad now,eng,,[SL: make_call],test
make_call,Call my mother-in-law for me.,eng,,[SL: make_call],test
make_call,I will call my mom to recall her hospital appointment,eng,,[SL: make_call],test
make_call,I need to call the hospital to find out if Zola has been admitted.,eng,,[SL: make_call],test
