domain,intent,text,spans,logical_form,xtreme-up,source_language
banking,balance,how much money do I have in my savings account?,23:37:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE compte épargne] ],ACCOUNT_TYPE: compte épargne,lin
banking,balance,How much money is in my savings account?,19:33:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE compte épargne] ],ACCOUNT_TYPE: compte épargne,lin
banking,balance,How much money is in MTN money?,19:28:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY MTN money] ],PAYMENT_COMPANY: MTN money,lin
banking,balance,How much do I have in orange money?,21:33:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY orange money] ],PAYMENT_COMPANY: orange money,lin
banking,balance,how much money is in my account?,,[IN:balance ],,lin
banking,balance,so what is Now In My Vineyard?,"15:21:SL:TIME,25:30:SL:PAYMENT_COMPANY",[IN:balance [SL:TIME Sikoyo] [SL:PAYMENT_COMPANY Mpesa] ],TIME: Sikoyo $$ PAYMENT_COMPANY: Mpesa,lin
banking,balance,What is MY Savings Account Now?,"0:14:SL:ACCOUNT_TYPE,28:34:SL:TIME",[IN:balance [SL:ACCOUNT_TYPE Compte épargne] [SL:TIME Sikoyo] ],ACCOUNT_TYPE: Compte épargne $$ TIME: Sikoyo,lin
banking,balance,Is that what I have left?,,[IN:balance ],,lin
banking,balance,Find out how much money is in my account at sofibank,"23:29:SL:TIME,50:58:SL:BANK_NAME",[IN:balance [SL:TIME Sikoyo] [SL:BANK_NAME sofibank] ],TIME: Sikoyo $$ BANK_NAME: sofibank,lin
banking,balance,How much money is left in my current account?,23:37:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE compte courant] ],ACCOUNT_TYPE: compte courant,lin
banking,balance,how much money is left in my current account?,23:37:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE compte courant] ],ACCOUNT_TYPE: compte courant,lin
banking,balance,How much money is left in my savings account?,23:37:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE compte épargne] ],ACCOUNT_TYPE: compte épargne,lin
banking,balance,how much money is left in my savings account at sofibank?,"23:37:SL:ACCOUNT_TYPE,48:56:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE compte épargne] [SL:BANK_NAME sofibank] ],ACCOUNT_TYPE: compte épargne $$ BANK_NAME: sofibank,lin
banking,balance,how much money is left on MasterCard in nag?,,[IN:balance ],,lin
banking,balance,how much money is on my visa card?,,[IN:balance ],,lin
banking,balance,how much money is in MY bank account?,,[IN:balance ],,lin
banking,balance,how much money is in my bank account?,,[IN:balance ],,lin
banking,balance,how much money is in my current account?,19:33:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE compte courant] ],ACCOUNT_TYPE: compte courant,lin
banking,balance,How much money is in the savings account?,19:33:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE compte épargne] ],ACCOUNT_TYPE: compte épargne,lin
banking,balance,how much money is in my savings account?,21:35:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE compte épargne] ],ACCOUNT_TYPE: compte épargne,lin
banking,balance,how much money do I have in the bank?,,[IN:balance ],,lin
banking,balance,How much money do I have in my account?,,[IN:balance ],,lin
banking,balance,How much money do I have in my bank account?,,[IN:balance ],,lin
banking,balance,How much money do I have in my savings account?,29:43:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE compte épargne] ],ACCOUNT_TYPE: compte épargne,lin
banking,balance,How much money is in all the accounts?,,[IN:balance ],,lin
banking,balance,the balance of the account?,,[IN:balance ],,lin
banking,balance,Is there enough money in my Airtel account to buy new ketchup?,"32:38:SL:PAYMENT_COMPANY,63:68:SL:SHOPPING_ITEM",[IN:balance [SL:PAYMENT_COMPANY Airtel] [SL:SHOPPING_ITEM ketch] ],PAYMENT_COMPANY: Airtel $$ SHOPPING_ITEM: ketch,lin
banking,balance,Is there enough money in my Airtel account to buy a plane ticket?,32:38:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Airtel] ],PAYMENT_COMPANY: Airtel,lin
banking,balance,Is there enough money in my orangemoney account to buy new sandals?,"32:43:SL:PAYMENT_COMPANY,68:74:SL:SHOPPING_ITEM",[IN:balance [SL:PAYMENT_COMPANY orangemoney] [SL:SHOPPING_ITEM sandal] ],PAYMENT_COMPANY: orangemoney $$ SHOPPING_ITEM: sandal,lin
banking,balance,Is there enough money to buy new sandals in my orangemoney account?,"38:44:SL:SHOPPING_ITEM,63:74:SL:PAYMENT_COMPANY",[IN:balance [SL:SHOPPING_ITEM sandal] [SL:PAYMENT_COMPANY orangemoney] ],SHOPPING_ITEM: sandal $$ PAYMENT_COMPANY: orangemoney,lin
banking,balance,How much is all MY money in all MY accounts?,,[IN:balance ],,lin
banking,balance,Can I buy a freezer with the money I have in my bank account?,,[IN:balance ],,lin
banking,balance,I have money in my account. Can Charles buy groceries?,"28:35:SL:PERSONAL_NAME,51:58:SL:SHOPPING_ITEM",[IN:balance [SL:PERSONAL_NAME Charles] [SL:SHOPPING_ITEM vareuse] ],PERSONAL_NAME: Charles $$ SHOPPING_ITEM: vareuse,lin
banking,balance,What is the amount of money in my account?,,[IN:balance ],,lin
banking,balance,Can the money in my Chase account buy a car?,25:30:SL:BANK_NAME,[IN:balance [SL:BANK_NAME chase] ],BANK_NAME: chase,lin
banking,balance,Is this money in my account enough to buy a ticket to the match?,"25:30:SL:PAYMENT_COMPANY,62:77:SL:SHOPPING_ITEM",[IN:balance [SL:PAYMENT_COMPANY mpesa] [SL:SHOPPING_ITEM billet ya match] ],PAYMENT_COMPANY: mpesa $$ SHOPPING_ITEM: billet ya match,lin
banking,balance,can my main account money buy a washing machine?,"10:26:SL:ACCOUNT_TYPE,49:64:SL:SHOPPING_ITEM",[IN:balance [SL:ACCOUNT_TYPE compte principal] [SL:SHOPPING_ITEM machine à laver] ],ACCOUNT_TYPE: compte principal $$ SHOPPING_ITEM: machine à laver,lin
banking,balance,How much money do I have in the bank?,,[IN:balance ],,lin
banking,balance,"Please, how much money is on MY MasterCard?",,[IN:balance ],,lin
banking,balance,I want to know how much money is in my bank account,,[IN:balance ],,lin
banking,balance,I want to see how much money is in my account,,[IN:balance ],,lin
banking,balance,"I want to buy a dress, can the money in MY bank account buy it?","18:24:SL:SHOPPING_ITEM,61:69:SL:BANK_NAME",[IN:balance [SL:SHOPPING_ITEM elamba] [SL:BANK_NAME sofibank] ],SHOPPING_ITEM: elamba $$ BANK_NAME: sofibank,lin
banking,balance,How much money is in my bank account?,,[IN:balance ],,lin
banking,balance,How much money do I have in MY current account?,23:37:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE compte courant] ],ACCOUNT_TYPE: compte courant,lin
banking,balance,How Much Money Do I Have in My Account?,,[IN:balance ],,lin
banking,balance,Can you tell ME how much money is in MY current account?,37:51:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE compte courant] ],ACCOUNT_TYPE: compte courant,lin
banking,balance,Can you see how much money is in MY bank account?,,[IN:balance ],,lin
banking,balance,Do you know the amount of money in MY current account?,24:38:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE compte courant] ],ACCOUNT_TYPE: compte courant,lin
banking,balance,Look at the money in the bank.,,[IN:balance ],,lin
banking,balance,What is the value of MY account?,,[IN:balance ],,lin
banking,balance,Tell ME how much money is in MY current account?,30:44:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE compte courant] ],ACCOUNT_TYPE: compte courant,lin
banking,balance,Tell ME how much money is in MY Airtel money account?,47:59:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Airtel money] ],PAYMENT_COMPANY: Airtel money,lin
banking,balance,Tell me how much money is in my bank account right now,38:44:SL:TIME,[IN:balance [SL:TIME Sikoyo] ],TIME: Sikoyo,lin
banking,balance,"Tell ME, how much money I have",,[IN:balance ],,lin
banking,balance,how much do I have in my wallet?,24:29:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY mpesa] ],PAYMENT_COMPANY: mpesa,lin
banking,balance,how much money is in my orange money?,19:31:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY orange money] ],PAYMENT_COMPANY: orange money,lin
banking,balance,Can I have enough money to travel on my savings account?,67:81:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE compte épargne] ],ACCOUNT_TYPE: compte épargne,lin
banking,balance,Do I have more than $100 in my orangemoney?,"30:34:SL:MONEY,38:49:SL:PAYMENT_COMPANY",[IN:balance [SL:MONEY 100$] [SL:PAYMENT_COMPANY orangemoney] ],MONEY: 100$ $$ PAYMENT_COMPANY: orangemoney,lin
banking,balance,how much money is in my Airtel money?,19:31:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Airtel money] ],PAYMENT_COMPANY: Airtel money,lin
banking,balance,how much money do i have in my wallet?,29:34:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Mpesa] ],PAYMENT_COMPANY: Mpesa,lin
banking,balance,Is there enough money in my savings account to buy a TV?,"25:39:SL:ACCOUNT_TYPE,61:65:SL:SHOPPING_ITEM",[IN:balance [SL:ACCOUNT_TYPE compte épargne] [SL:SHOPPING_ITEM télé] ],ACCOUNT_TYPE: compte épargne $$ SHOPPING_ITEM: télé,lin
banking,balance,Can I buy juice on my own account?,"17:20:SL:DISH_OR_FOOD,31:36:SL:PAYMENT_COMPANY",[IN:balance [SL:DISH_OR_FOOD jus] [SL:PAYMENT_COMPANY mpesa] ],DISH_OR_FOOD: jus $$ PAYMENT_COMPANY: mpesa,lin
banking,bill_balance,This month I have what debts,3:12:SL:DATE,[IN:bill_balance [SL:DATE sanza oyo] ],DATE: sanza oyo,lin
banking,bill_balance,What is the total amount of all the debts of the quick and the regulated,"28:32:SL:PAYMENT_COMPANY,36:44:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:PAYMENT_COMPANY snel] [SL:PAYMENT_COMPANY regideso] ],PAYMENT_COMPANY: snel $$ PAYMENT_COMPANY: regideso,lin
banking,bill_balance,Show me this month's debts,25:34:SL:DATE,[IN:bill_balance [SL:DATE sanza oyo] ],DATE: sanza oyo,lin
banking,bill_balance,Show me the loans for the house,25:29:SL:PAYMENT_COMPANY,[IN:bill_balance [SL:PAYMENT_COMPANY snel] ],PAYMENT_COMPANY: snel,lin
banking,bill_balance,Show me the debt of Regideso to the bread.,"22:30:SL:PAYMENT_COMPANY,37:41:SL:DISH_OR_FOOD",[IN:bill_balance [SL:PAYMENT_COMPANY Regideso] [SL:DISH_OR_FOOD mapa] ],PAYMENT_COMPANY: Regideso $$ DISH_OR_FOOD: mapa,lin
banking,bill_balance,How much is left in Moses' debt?,10:15:SL:PERSONAL_NAME,[IN:bill_balance [SL:PERSONAL_NAME Moïse] ],PERSONAL_NAME: Moïse,lin
banking,bill_balance,How much is Regideso's debt to snel?,"10:18:SL:PAYMENT_COMPANY,22:26:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:PAYMENT_COMPANY Regideso] [SL:PAYMENT_COMPANY snel] ],PAYMENT_COMPANY: Regideso $$ PAYMENT_COMPANY: snel,lin
banking,bill_balance,How much is the mortgage on Regideso?,10:18:SL:PAYMENT_COMPANY,[IN:bill_balance [SL:PAYMENT_COMPANY Regideso] ],PAYMENT_COMPANY: Regideso,lin
banking,bill_balance,The speed limit is 2000 FC Tell me if I am wrong,"10:14:SL:PAYMENT_COMPANY,21:28:SL:MONEY",[IN:bill_balance [SL:PAYMENT_COMPANY snel] [SL:MONEY 2000 FC] ],PAYMENT_COMPANY: snel $$ MONEY: 2000 FC,lin
banking,bill_balance,Give me the price of coal and mega.,"18:24:SL:SHOPPING_ITEM,31:35:SL:BILL_TYPE",[IN:bill_balance [SL:SHOPPING_ITEM makala] [SL:BILL_TYPE méga] ],SHOPPING_ITEM: makala $$ BILL_TYPE: méga,lin
banking,bill_balance,Give me the price of the mortgage and the subscription channel+,"18:33:SL:BILL_TYPE,40:50:SL:BILL_TYPE,51:57:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:BILL_TYPE Niongo ya ndaku] [SL:BILL_TYPE abonnement] [SL:PAYMENT_COMPANY canal+] ],BILL_TYPE: Niongo ya ndaku $$ BILL_TYPE: abonnement $$ PAYMENT_COMPANY: canal+,lin
banking,bill_balance,Give me the price of the debt of Regideso ,28:36:SL:PAYMENT_COMPANY,[IN:bill_balance [SL:PAYMENT_COMPANY Regideso] ],PAYMENT_COMPANY: Regideso,lin
banking,bill_balance,Give me the visa number,,[IN:bill_balance ],,lin
banking,bill_balance,Look at me I owe you the rest,,[IN:bill_balance ],,lin
banking,bill_balance,Check the visa fee for me,,[IN:bill_balance ],,lin
banking,bill_balance,Tell me the tax rate of my car.,20:35:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE mpako ya mutuka] ],BILL_TYPE: mpako ya mutuka,lin
banking,bill_balance,Show me the price of the easy tv subscription,"20:30:SL:BILL_TYPE,34:41:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:BILL_TYPE abonnement] [SL:PAYMENT_COMPANY easy tv] ],BILL_TYPE: abonnement $$ PAYMENT_COMPANY: easy tv,lin
banking,bill_balance,Tell me the cost of getting a subscription to easy tv,"26:36:SL:BILL_TYPE,40:47:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:BILL_TYPE abonnement] [SL:PAYMENT_COMPANY easy tv] ],BILL_TYPE: abonnement $$ PAYMENT_COMPANY: easy tv,lin
banking,bill_balance,What is the cost of a Startime subscription?,"9:19:SL:BILL_TYPE,23:31:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:BILL_TYPE abonnement] [SL:PAYMENT_COMPANY startime] ],BILL_TYPE: abonnement $$ PAYMENT_COMPANY: startime,lin
banking,bill_balance,Show me the cost of the starttime subscription ,"20:30:SL:BILL_TYPE,34:42:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:BILL_TYPE abonnement] [SL:PAYMENT_COMPANY startime] ],BILL_TYPE: abonnement $$ PAYMENT_COMPANY: startime,lin
banking,bill_balance,I would like to know the cost of the starttime subscription ,"26:36:SL:BILL_TYPE,40:48:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:BILL_TYPE abonnement] [SL:PAYMENT_COMPANY startime] ],BILL_TYPE: abonnement $$ PAYMENT_COMPANY: startime,lin
banking,bill_balance,how much are the speed and speed loans?,"14:18:SL:PAYMENT_COMPANY,22:30:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:PAYMENT_COMPANY snel] [SL:PAYMENT_COMPANY regideso] ],PAYMENT_COMPANY: snel $$ PAYMENT_COMPANY: regideso,lin
banking,bill_balance,give me the price of the European debt,32:37:SL:PERSONAL_NAME,[IN:bill_balance [SL:PERSONAL_NAME Mputu] ],PERSONAL_NAME: Mputu,lin
banking,bill_balance,How much more money will I pay to the debtors,,[IN:bill_balance ],,lin
banking,bill_balance,How much is all the debt left?,,[IN:bill_balance ],,lin
banking,bill_balance,What do I owe you?,,[IN:bill_balance ],,lin
banking,bill_balance,how many niongos have a startime subscription,"1:11:SL:BILL_TYPE,15:23:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:BILL_TYPE abonnement] [SL:PAYMENT_COMPANY startime] ],BILL_TYPE: abonnement $$ PAYMENT_COMPANY: startime,lin
banking,bill_balance,With coal money I stayed in Niongo again ,13:19:SL:SHOPPING_ITEM,[IN:bill_balance [SL:SHOPPING_ITEM makala] ],SHOPPING_ITEM: makala,lin
banking,bill_balance,How much should I pay for bread?,34:38:SL:DISH_OR_FOOD,[IN:bill_balance [SL:DISH_OR_FOOD mapa] ],DISH_OR_FOOD: mapa,lin
banking,bill_balance,Show me all the debts,,[IN:bill_balance ],,lin
banking,bill_balance,Show me all the debts I have,,[IN:bill_balance ],,lin
banking,bill_balance,show me all the debts of this month,29:41:SL:DATE,[IN:bill_balance [SL:DATE ya sanza oyo] ],DATE: ya sanza oyo,lin
banking,bill_balance,Show me the supporting characters in vodacom ,36:43:SL:PAYMENT_COMPANY,[IN:bill_balance [SL:PAYMENT_COMPANY vodacom] ],PAYMENT_COMPANY: vodacom,lin
banking,bill_balance,Show me the supporting bills of Vodacom and africell ,"36:43:SL:PAYMENT_COMPANY,47:55:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:PAYMENT_COMPANY Vodacom] [SL:PAYMENT_COMPANY africell] ],PAYMENT_COMPANY: Vodacom $$ PAYMENT_COMPANY: africell,lin
banking,bill_balance,Show me the electricity bills ,25:33:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE lotiliki] ],BILL_TYPE: lotiliki,lin
banking,bill_balance,Show me the lines of Regideso ,25:33:SL:PAYMENT_COMPANY,[IN:bill_balance [SL:PAYMENT_COMPANY Regideso] ],PAYMENT_COMPANY: Regideso,lin
banking,bill_balance,show me the debts of Regideso and of coal ,"25:33:SL:PAYMENT_COMPANY,40:46:SL:SHOPPING_ITEM",[IN:bill_balance [SL:PAYMENT_COMPANY Regideso] [SL:SHOPPING_ITEM makala] ],PAYMENT_COMPANY: Regideso $$ SHOPPING_ITEM: makala,lin
banking,bill_balance,Show me the quickest way to pay this month's bills,"25:29:SL:PAYMENT_COMPANY,33:42:SL:DATE",[IN:bill_balance [SL:PAYMENT_COMPANY snel] [SL:DATE sanza oyo] ],PAYMENT_COMPANY: snel $$ DATE: sanza oyo,lin
banking,bill_balance,Show me the sugar loops,25:31:SL:DISH_OR_FOOD,[IN:bill_balance [SL:DISH_OR_FOOD sukali] ],DISH_OR_FOOD: sukali,lin
banking,bill_balance,Show me the debt of Regideso ,22:30:SL:PAYMENT_COMPANY,[IN:bill_balance [SL:PAYMENT_COMPANY Regideso] ],PAYMENT_COMPANY: Regideso,lin
banking,bill_balance,show me the price of easy tv subscription,"20:30:SL:BILL_TYPE,31:38:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:BILL_TYPE abonnement] [SL:PAYMENT_COMPANY easy tv] ],BILL_TYPE: abonnement $$ PAYMENT_COMPANY: easy tv,lin
banking,bill_balance,show me the amount of debts this month,30:42:SL:DATE,[IN:bill_balance [SL:DATE na sanza oyo] ],DATE: na sanza oyo,lin
banking,bill_balance,Show me the value of all the debts I have,,[IN:bill_balance ],,lin
banking,bill_balance,Show me the price of the debt of the snell and the regideso ,"30:34:SL:PAYMENT_COMPANY,38:46:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:PAYMENT_COMPANY snel] [SL:PAYMENT_COMPANY regideso] ],PAYMENT_COMPANY: snel $$ PAYMENT_COMPANY: regideso,lin
banking,bill_balance,How much is a coal mine,20:26:SL:SHOPPING_ITEM,[IN:bill_balance [SL:SHOPPING_ITEM makala] ],SHOPPING_ITEM: makala,lin
banking,bill_balance,How much is a mega in dollars?,"3:10:SL:CURRENCY,19:23:SL:BILL_TYPE",[IN:bill_balance [SL:CURRENCY dollars] [SL:BILL_TYPE mega] ],CURRENCY: dollars $$ BILL_TYPE: mega,lin
banking,bill_balance,How much is the orangemoney left in the pot?,3:14:SL:PAYMENT_COMPANY,[IN:bill_balance [SL:PAYMENT_COMPANY orangemoney] ],PAYMENT_COMPANY: orangemoney,lin
banking,bill_balance,This month How much is the mortgage,"3:12:SL:DATE,16:31:SL:BILL_TYPE",[IN:bill_balance [SL:DATE sanza Oyo] [SL:BILL_TYPE niongo ya ndaku] ],DATE: sanza Oyo $$ BILL_TYPE: niongo ya ndaku,lin
banking,bill_balance,This month how much is the loan to africell,"3:12:SL:DATE,34:42:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:DATE sanza Oyo] [SL:PAYMENT_COMPANY africell] ],DATE: sanza Oyo $$ PAYMENT_COMPANY: africell,lin
banking,bill_balance,This month how much is Orange's support debt left,"3:12:SL:DATE,34:40:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:DATE sanza Oyo] [SL:PAYMENT_COMPANY Orange] ],DATE: sanza Oyo $$ PAYMENT_COMPANY: Orange,lin
banking,bill_balance,This month How much is the debt of Regideso,"3:12:SL:DATE,23:31:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:DATE sanza Oyo] [SL:PAYMENT_COMPANY Regideso] ],DATE: sanza Oyo $$ PAYMENT_COMPANY: Regideso,lin
banking,bill_balance,How much is the debt to Airtel,21:27:SL:PAYMENT_COMPANY,[IN:bill_balance [SL:PAYMENT_COMPANY Airtel] ],PAYMENT_COMPANY: Airtel,lin
banking,bill_balance,How much is the bribe debt ,10:16:SL:DISH_OR_FOOD,[IN:bill_balance [SL:DISH_OR_FOOD madesu] ],DISH_OR_FOOD: madesu,lin
banking,bill_balance,How much is a quick loan?,10:14:SL:PAYMENT_COMPANY,[IN:bill_balance [SL:PAYMENT_COMPANY snel] ],PAYMENT_COMPANY: snel,lin
banking,bill_balance,Give me all the invoices.,,[IN:bill_balance ],,lin
banking,bill_balance,Give me the subscription rate channel +,"18:28:SL:BILL_TYPE,29:36:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:BILL_TYPE abonnement] [SL:PAYMENT_COMPANY canal +] ],BILL_TYPE: abonnement $$ PAYMENT_COMPANY: canal +,lin
banking,bill_balance,Give me the price of easy tv subscription,"18:28:SL:BILL_TYPE,29:36:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:BILL_TYPE abonnement] [SL:PAYMENT_COMPANY easy tv] ],BILL_TYPE: abonnement $$ PAYMENT_COMPANY: easy tv,lin
banking,bill_balance,Give me the subscription rate of the channel+,"18:28:SL:BILL_TYPE,32:38:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:BILL_TYPE abonnement] [SL:PAYMENT_COMPANY canal+] ],BILL_TYPE: abonnement $$ PAYMENT_COMPANY: canal+,lin
banking,bill_balance,Give me the amount of the debts I have,,[IN:bill_balance ],,lin
banking,bill_balance,Give me the total amount of the loan.,,[IN:bill_balance ],,lin
banking,bill_balance,Give me the sum of the debts of the man.,,[IN:bill_balance ],,lin
banking,bill_balance,Give me the rate of the quick and regideso loans ,"31:35:SL:PAYMENT_COMPANY,39:47:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:PAYMENT_COMPANY snel] [SL:PAYMENT_COMPANY regideso] ],PAYMENT_COMPANY: snel $$ PAYMENT_COMPANY: regideso,lin
banking,bill_balance,Give me the price of the coal and milk debt,"28:34:SL:SHOPPING_ITEM,38:44:SL:DISH_OR_FOOD",[IN:bill_balance [SL:SHOPPING_ITEM makala] [SL:DISH_OR_FOOD miliki] ],SHOPPING_ITEM: makala $$ DISH_OR_FOOD: miliki,lin
banking,bill_balance,Give me the amount of the bread loan this month,"28:32:SL:DISH_OR_FOOD,36:45:SL:DATE",[IN:bill_balance [SL:DISH_OR_FOOD mapa] [SL:DATE sanza oyo] ],DISH_OR_FOOD: mapa $$ DATE: sanza oyo,lin
banking,bill_balance,Look at me with Regideso's eyes ,25:33:SL:PAYMENT_COMPANY,[IN:bill_balance [SL:PAYMENT_COMPANY Regideso] ],PAYMENT_COMPANY: Regideso,lin
banking,bill_balance,Look at me with the left in Niongo what,,[IN:bill_balance ],,lin
banking,bill_balance,Look at me The cost of invoices ,,[IN:bill_balance ],,lin
banking,bill_balance,Tell me how much is the starttime subscription in Niongo Regis,"26:34:SL:PAYMENT_COMPANY,48:56:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:PAYMENT_COMPANY startime] [SL:PAYMENT_COMPANY Regideso] ],PAYMENT_COMPANY: startime $$ PAYMENT_COMPANY: Regideso,lin
banking,bill_balance,Tell me how much the Airtel-subsidized coal loans cost,"25:31:SL:SHOPPING_ITEM,46:52:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:SHOPPING_ITEM makala] [SL:PAYMENT_COMPANY Airtel] ],SHOPPING_ITEM: makala $$ PAYMENT_COMPANY: Airtel,lin
banking,bill_balance,Tell me how much is the support debt on vodacom,33:40:SL:PAYMENT_COMPANY,[IN:bill_balance [SL:PAYMENT_COMPANY vodacom] ],PAYMENT_COMPANY: vodacom,lin
banking,bill_balance,Tell me the price of the foil bills.,23:37:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE niongo ya fulu] ],BILL_TYPE: niongo ya fulu,lin
banking,bill_balance,Tell me the cost of the Regideso invoice,20:39:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE facture ya Regideso] ],BILL_TYPE: facture ya Regideso,lin
banking,bill_balance,Give me the price of the subscription of easy tv and Vodacom support,"18:28:SL:BILL_TYPE,32:39:SL:PAYMENT_COMPANY,57:64:SL:PAYMENT_COMPANY",[IN:bill_balance [SL:BILL_TYPE abonnement] [SL:PAYMENT_COMPANY easy tv] [SL:PAYMENT_COMPANY Vodacom] ],BILL_TYPE: abonnement $$ PAYMENT_COMPANY: easy tv $$ PAYMENT_COMPANY: Vodacom,lin
banking,bill_balance,Show me all the costs of making a decision,,[IN:bill_balance ],,lin
