domain,intent,text,spans,logical_form
banking,balance,Tarira homwe yangu yeEcobank uone kuti muchiine mari inogona kutenga zvingwa zvishanu here,"21:28:SL:BANK_NAME,69:76:SL:DISH_OR_FOOD,77:85:SL:NUMBER",[IN:balance [SL:BANK_NAME Ecobank] [SL:DISH_OR_FOOD zvingwa] [SL:NUMBER zvishanu] ]
banking,balance,Unganditaurire here kuti  card rangu reMastercard rine marii,39:49:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Mastercard] ]
banking,balance,Ndiiudzewo kuti muchikwama changu cheInnBucks chakamira sei,37:45:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY InnBucks] ]
banking,balance,Ungandizivise here kuti ndasarirwa nemarii muchikwama changu chemubhanga reFBC,75:78:SL:BANK_NAME,[IN:balance [SL:BANK_NAME FBC] ]
banking,balance,Ndiudze kuti mune marii muhomwe yangu yebhanga,,[IN:balance ]
banking,balance,Ndine marii muhombodo dzangu dzemubhanga reCBZ ,43:46:SL:BANK_NAME,[IN:balance [SL:BANK_NAME CBZ] ]
banking,balance,Homwe dzangu dzemubhanga dzine marii? ,,[IN:balance ]
banking,balance,Mumbori nemari yakawanda sei muzvikwama zvangu zvemubhangu? ,,[IN:balance ]
banking,balance,Zvikwama zvangu zvemubhanga zviri zvese zvakabata marii,,[IN:balance ]
banking,balance,Ndine mari yakawanda sei muhombodo dzangu dzemubhanga ,,[IN:balance ]
banking,balance,Mugwama rangu rekubhanga rekutenga nekubhadhara naro rasara nemarii? ,,[IN:balance ]
banking,balance,Ndine marii muchikwama changu chekubhadhara nekutenga nacho,14:53:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE chikwama changu chekubhadhara nekutenga] ]
banking,balance,Muhomwe yangu yepfimbi ine marii,2:22:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE homwe yangu yepfimbi] ]
banking,balance,Mugwama repfimbi rine marii,2:16:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE gwama repfimbi] ]
banking,balance,Muhomwe yangu yekutenga nekubhadhara yekuStanbic ine mariii,41:48:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Stanbic] ]
banking,balance,Yose iri muzvikwama zvangu zvepafoni yahwerengedzwa imarii ,,[IN:balance ]
banking,balance,Pari zvino homwe yangu yepfimbi yeEcocash yakabata pakadii,"11:31:SL:ACCOUNT_TYPE,34:41:SL:PAYMENT_COMPANY",[IN:balance [SL:ACCOUNT_TYPE homwe yangu yepfimbi] [SL:PAYMENT_COMPANY Ecocash] ]
banking,balance,Mari yese iri mubhanga yawanda kusvika papi,,[IN:balance ]
banking,balance,Hombodo yangu yekutenga nekubhadhara yeCBZ yakamira sei,39:42:SL:BANK_NAME,[IN:balance [SL:BANK_NAME CBZ] ]
banking,balance,Ungandiudzewo here kuti homwe inopindira mari yangu mubhanga ine marii,,[IN:balance ]
banking,balance,Homwe dzemubhanga dzine marii pamwe chete,,[IN:balance ]
banking,balance,Mune marii muhomwe yangu yechikwereti chandakapihwa ndichishandisa imba yangu sembatso. ,13:37:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE homwe yangu yechikwereti] ]
banking,balance,Ndinokumbira utarire kuti homwe yangu mastercard rangu Bank rine marii,38:48:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY mastercard] ]
banking,balance,Ndiudzewo kuti homwe yangu yekutenga nekubhadhara ine marii,,[IN:balance ]
banking,balance,Nditsvagirewo kuti hombodo yangu yepfimbi yemuCBZ iri pamarii pari zvino ,"19:41:SL:ACCOUNT_TYPE,46:49:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE hombodo yangu yepfimbi] [SL:BANK_NAME CBZ] ]
banking,balance,Muhomwe yangu yemuAgribank ine marii izvozvi,18:26:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Agribank] ]
banking,balance,Homwe yangu yekutenga nekubhadhara yasara nemarii,0:34:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE Homwe yangu yekutenga nekubhadhara] ]
banking,balance,Mugwama rangu repfimbi masara marii,0:22:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE Mugwama rangu repfimbi] ]
banking,balance,Ndiudze kuti homwe yangu yekutenga nekutengesa ine marii ,13:46:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE homwe yangu yekutenga nekutengesa] ]
banking,balance,Ndine mari yakawanda sei muhomwe yangu yeWise.,41:45:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Wise] ]
banking,balance,Masara marii mukadhi rangu reVisa,,[IN:balance ]
banking,balance,Mune marii inotoreka muhomwe yangu yeSmart Save,37:47:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE Smart Save] ]
banking,balance,Homwe yangu yeWise yasara neamaEuro emarii ,"0:18:SL:ACCOUNT_TYPE,31:35:SL:CURRENCY",[IN:balance [SL:ACCOUNT_TYPE Homwe yangu yeWise] [SL:CURRENCY Euro] ]
banking,balance,Ndine marii ingakwana kutenga nharembozva yeApple here muhomwe yangu yeEcobank,"30:49:SL:SHOPPING_ITEM,71:78:SL:BANK_NAME",[IN:balance [SL:SHOPPING_ITEM nharembozva yeApple] [SL:BANK_NAME Ecobank] ]
banking,balance,Ndasara nemari ingakwana kutenga shangu dzebhora dzaMuchengeti here ,"33:48:SL:SHOPPING_ITEM,52:62:SL:PERSONAL_NAME",[IN:balance [SL:SHOPPING_ITEM shangu dzebhora] [SL:PERSONAL_NAME Muchengeti] ]
banking,balance,Ndinodawo kuziva kuti homwe yangu yemubhanga ine maZiG mangani ,51:54:SL:CURRENCY,[IN:balance [SL:CURRENCY ZiG] ]
banking,balance,Masara mari yakadini muhomwe yangu yemubhanga reStanbic,48:55:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Stanbic] ]
banking,balance,Mari iri muhomwe yangu yekuCabs inokwana kutenga muchina wekucheka huswa here?,"27:31:SL:BANK_NAME,49:72:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME Cabs] [SL:SHOPPING_ITEM muchina wekucheka huswa] ]
banking,balance,Ungandotarisire here kuti homwe yangu yemubhanga reCBZ rine marii?,51:54:SL:BANK_NAME,[IN:balance [SL:BANK_NAME CBZ] ]
banking,balance,Kuti mari iri mugwama rangu reBarclays ingakwane kutenga muchina wekugubvisa ndebvu?,"30:38:SL:BANK_NAME,57:83:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME Barclays] [SL:SHOPPING_ITEM muchina wekugubvisa ndebvu] ]
banking,balance,Mari iri muhomwe yangu yemuZimbank inokwana here kutenga muromo wegejo wandirikuda ,"27:34:SL:BANK_NAME,57:70:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME Zimbank] [SL:SHOPPING_ITEM muromo wegejo] ]
banking,balance,Ndine marii yekunze kwenyika mubhanga,,[IN:balance ]
banking,balance,Homwe yangu yemubhanga masara madhora ekuAmerica emarii ,30:48:SL:CURRENCY,[IN:balance [SL:CURRENCY madhora ekuAmerica] ]
banking,balance,Mune marii muhomwe yangu yemubhanga,,[IN:balance ]
banking,balance,Mune maZiG asara here muhomwe yangu yekuBarclays,"7:10:SL:CURRENCY,40:48:SL:BANK_NAME",[IN:balance [SL:CURRENCY ZiG] [SL:BANK_NAME Barclays] ]
banking,balance,Ndine maUSD asara here,8:11:SL:CURRENCY,[IN:balance [SL:CURRENCY USD] ]
banking,balance,Ungandiudzewo here kuti ndine musvo wemaPula wemarii,40:44:SL:CURRENCY,[IN:balance [SL:CURRENCY Pula] ]
banking,balance,Ndine mari inokwana duri nemutswi here yasara muStanbic Bank,"20:24:SL:SHOPPING_ITEM,27:33:SL:SHOPPING_ITEM,48:60:SL:BANK_NAME",[IN:balance [SL:SHOPPING_ITEM duri] [SL:SHOPPING_ITEM mutswi] [SL:BANK_NAME Stanbic Bank] ]
banking,balance,Mari iri muEcobank inokwana here kutenga mavhiri maviri ebhasikoro,"11:18:SL:BANK_NAME,41:66:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME Ecobank] [SL:SHOPPING_ITEM mavhiri maviri ebhasikoro] ]
banking,balance,Mari yangu iri muSteward Bank inokwana here kutenga matikiti emutambo webhora pakati peDynamos neHighlanders musi weSvondo,"17:29:SL:BANK_NAME,52:60:SL:SHOPPING_ITEM,62:108:SL:CALENDAR_EVENT,116:122:SL:DATE",[IN:balance [SL:BANK_NAME Steward Bank] [SL:SHOPPING_ITEM matikiti] [SL:CALENDAR_EVENT mutambo webhora pakati peDynamos neHighlanders] [SL:DATE Svondo] ]
banking,balance,Ndine mari inokwana kutenga nguwani yemurara here muchikwama changu cheAgribank,"28:44:SL:SHOPPING_ITEM,71:79:SL:BANK_NAME",[IN:balance [SL:SHOPPING_ITEM nguwani yemurara] [SL:BANK_NAME Agribank] ]
banking,balance,Ndine mari muNedbank inokwana here kutenga zvekudya zvekumba zvemwedzi uno.,"13:20:SL:BANK_NAME,64:74:SL:DATE",[IN:balance [SL:BANK_NAME Nedbank] [SL:DATE mwedzi uno] ]
banking,balance,Unoziva kuti ndine marii here muhomwe yangu yekutenga nebhadhara,32:64:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE homwe yangu yekutenga nebhadhara] ]
banking,balance,Mune marii muhomwe yangu yepfimbi ,13:33:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE homwe yangu yepfimbi] ]
banking,balance,Masara marii muchikwama changu chekutenga nekubhadhara,,[IN:balance ]
banking,balance,Ndine marii mugwama rangu repfimbi,14:34:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE gwama rangu repfimbi] ]
banking,balance,Ndiudze kuti homwe yangu yekutenga nekubhadhara yasara nemarii,,[IN:balance ]
banking,balance,Mari yangu yese yahwerengwedzwa iri muzvikwama zvangu zvese iri kusvika pamarii,,[IN:balance ]
banking,balance,Masara marii muhomwe yangu yemubhanga reStandard Bank,40:53:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Standard Bank] ]
banking,balance,Ndinoda kuziva kuti muhomwe yangu yekuCabs ine marii. ,38:42:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Cabs] ]
banking,balance,Ndiudze kuti muhomwe yangu yekuNedbank masara marii? ,31:38:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Nedbank] ]
banking,balance,Ndine marii yazanganiswa yese muzvikwama zvangu zvose zvekumabhanga eCBZ ne AFZ,"69:72:SL:BANK_NAME,76:79:SL:BANK_NAME",[IN:balance [SL:BANK_NAME CBZ] [SL:BANK_NAME AFZ] ]
banking,balance,Ndingaite mari inodarika mazana matatu nemashanu here muchokwama changu cheEcobank,"25:48:SL:MONEY,75:82:SL:BANK_NAME",[IN:balance [SL:MONEY mazana matatu nemashanu] [SL:BANK_NAME Ecobank] ]
banking,balance,Homwe yangu yeCabs ine marii,14:18:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Cabs] ]
banking,balance,Mune marii muhombodo yangu yeWomen's Bank,29:41:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Women's Bank] ]
banking,balance,Ndimbori nemarii muchikwama changu cheCBZ,38:41:SL:BANK_NAME,[IN:balance [SL:BANK_NAME CBZ] ]
banking,balance,Masara pakadii muhomwe yangu yeSteward Bank ,31:43:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Steward Bank] ]
banking,balance,Ndinogona kutenga mahewu here nemari iri muhomwe yangu yeEcobank,"18:24:SL:SHOPPING_ITEM,57:64:SL:BANK_NAME",[IN:balance [SL:SHOPPING_ITEM mahewu] [SL:BANK_NAME Ecobank] ]
banking,balance,Mune marii inokwana kutenga magetsti emwedzi uno muEcocash,"28:36:SL:SHOPPING_ITEM,38:48:SL:DATE,51:58:SL:PAYMENT_COMPANY",[IN:balance [SL:SHOPPING_ITEM magetsti] [SL:DATE mwedzi uno] [SL:PAYMENT_COMPANY Ecocash] ]
banking,balance,Mungava nemari inokwana here kuti ndinogocha paRera nevanhu vashanu mangwana,"47:51:SL:PLACE_NAME,60:67:SL:NUMBER,68:76:SL:DATE",[IN:balance [SL:PLACE_NAME Rera] [SL:NUMBER vashanu] [SL:DATE mangwana] ]
banking,bill_balance,Tarisa kuti ndine chikwereti nePromecs Consulting Engineers here uye bhiri racho nderemarii?,,[IN:bill_balance ]
banking,bill_balance,Ndasarwa nemarii kuti ndipedzese bhiri rekuWebdev?,,[IN:bill_balance ]
banking,bill_balance,MaBhiri angu ekuYoutube neAmazon Web Services akamira sei?,0:45:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE MaBhiri angu ekuYoutube neAmazon Web Services] ]
banking,bill_balance,Ndiri kutarisirwa kubvisa marii kuMastercard rangu mwedzi uno?,"34:44:SL:PAYMENT_COMPANY,51:61:SL:DATE",[IN:bill_balance [SL:PAYMENT_COMPANY Mastercard] [SL:DATE mwedzi uno] ]
banking,bill_balance,Ichokwadi here kuti ndasarirwa nemadhora mazana masere kumari yechikwereti chechitoro changu chirimuguta reHarare?,"33:54:SL:MONEY,64:92:SL:BILL_TYPE,107:113:SL:CITY_OR_PROVINCE",[IN:bill_balance [SL:MONEY madhora mazana masere] [SL:BILL_TYPE chikwereti chechitoro changu] [SL:CITY_OR_PROVINCE Harare] ]
banking,bill_balance,Imarii iri kudiwa kuna chiremba wangu wemaziso vaCharamba?,47:57:SL:PERSONAL_NAME,[IN:bill_balance [SL:PERSONAL_NAME vaCharamba] ]
banking,bill_balance,"Kunyoresa kwangu kwose kukereke, kuri kudiwa marii mumwedzi waKurume?",62:68:SL:DATE,[IN:bill_balance [SL:DATE Kurume] ]
banking,bill_balance,Bhiri rangu retirakita negejo zvandakatora kuSinotruck rasarwa nemarii kuti ndiripedzese?,0:29:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Bhiri rangu retirakita negejo] ]
banking,bill_balance,Imarii yasara iri kudiwa nachiremba wangu wemazino yemwedzi uno?,53:63:SL:DATE,[IN:bill_balance [SL:DATE mwedzi uno] ]
banking,bill_balance,Bhiri rangu nekanzuru yemuHarare rinofanira rapera naizvozvo unokwanisa kunditarisirawo kuti ndizvo here? ,"0:21:SL:BILL_TYPE,26:32:SL:CITY_OR_PROVINCE",[IN:bill_balance [SL:BILL_TYPE Bhiri rangu nekanzuru] [SL:CITY_OR_PROVINCE Harare] ]
banking,bill_balance,Mari yemutengo wekuroja uye yemvura nemagetsi imarii? ,"7:23:SL:BILL_TYPE,28:35:SL:BILL_TYPE,38:45:SL:BILL_TYPE",[IN:bill_balance [SL:BILL_TYPE mutengo wekuroja] [SL:BILL_TYPE yemvura] [SL:BILL_TYPE magetsi] ]
banking,bill_balance,Tara zvose zvemwedzi wandira zvakakwana pabhiri remwedzi iwowo. ,23:28:SL:DATE,[IN:bill_balance [SL:DATE ndira] ]
banking,bill_balance,Ndasarwa nemarii pabhiri rekuchikoro chemwana wangu kuShekinah Kindergarten? ,"19:36:SL:BILL_TYPE,54:75:SL:PLACE_NAME",[IN:bill_balance [SL:BILL_TYPE bhiri rekuchikoro] [SL:PLACE_NAME Shekinah Kindergarten] ]
banking,bill_balance,Bhiri rangu rekuZinara remaToll Gates remwedzi uno riri pamarii? ,"0:37:SL:BILL_TYPE,40:50:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Bhiri rangu rekuZinara remaToll Gates] [SL:DATE mwedzi uno] ]
banking,bill_balance,Zvipfeko zvose zvandakatora kuGentleman's Closet mwedzi wakadarika zvakaita mutengo wakadini ndibhadhare bhiri racho? ,49:66:SL:DATE,[IN:bill_balance [SL:DATE mwedzi wakadarika] ]
banking,bill_balance,VeZBC varikuti bhiri rekuterera wairesi mumotokari yangu Subaru B4 imarii? ,15:39:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE bhiri rekuterera wairesi] ]
banking,bill_balance,Imarii yemvura yandiri kufanira kubvisa mwedzi uno kukanzuru? ,"0:14:SL:BILL_TYPE,40:50:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Imarii yemvura] [SL:DATE mwedzi uno] ]
banking,bill_balance,Ndiri kumbobhadhara marii kuZesa pamwedzi woga woga?,35:51:SL:DATE,[IN:bill_balance [SL:DATE mwedzi woga woga] ]
banking,bill_balance,Nditarisirewo kuti imarii yandinoda kuti ndikwanise kubhadhara mabhiri angu ose.,,[IN:bill_balance ]
banking,bill_balance,Ndizivise kuti mutengo wezvose zvandinoshandisa pamwedzi unosvika pamarii?,,[IN:bill_balance ]
banking,bill_balance,Ndizivisewo kuti zvikwereti zvangu zvezvose zvandinoshandisa kusanganisira nekuchikoro zvinosvika marii.,17:86:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE zvikwereti zvangu zvezvose zvandinoshandisa kusanganisira nekuchikoro] ]
banking,bill_balance,Ndinofanira kuwana marii pamwedzi kuti ndikwanise kubhadhara mabhiri angu ose epamba.,25:33:SL:DATE,[IN:bill_balance [SL:DATE pamwedzi] ]
banking,bill_balance,VeLiquid varikuti ndine chikwereti navo chemarii chemwedzi uno?,52:62:SL:DATE,[IN:bill_balance [SL:DATE mwedzi uno] ]
banking,bill_balance,Imarii yandinofanira kubhadhara kana ukabatanidza mari irikudiwa kuZesa yemagetsi nemari irikudiwa neveZinwa yemvura?,"50:81:SL:BILL_TYPE,84:116:SL:BILL_TYPE",[IN:bill_balance [SL:BILL_TYPE mari irikudiwa kuZesa yemagetsi] [SL:BILL_TYPE mari irikudiwa neveZinwa yemvura] ]
banking,bill_balance,"Saka ndikakwanisa kubata mazana mana nemakumi mashanu amadhora, ndinokwanisa here kubhadhara mari dzose dzinodiwa pane zvose zvandinoshandisa.",25:62:SL:MONEY,[IN:bill_balance [SL:MONEY mazana mana nemakumi mashanu amadhora] ]
banking,bill_balance,DSTV irikuda marii mwedzi uno kuti tirambe tichiona chivhiti vhiti.,19:29:SL:DATE,[IN:bill_balance [SL:DATE mwedzi uno] ]
banking,bill_balance,Ndiudzewo kuti kana ndichida kuona Netflix kusvika gore rino rapera ndinofanira kubhadhara marii?,51:67:SL:DATE,[IN:bill_balance [SL:DATE gore rino rapera] ]
banking,bill_balance,Homwe yangu yekufona yekuTelone irikunzi irikuda marii kuti ndipedze mwedzi uno waKubvumbi?,"69:79:SL:DATE,82:90:SL:DATE",[IN:bill_balance [SL:DATE mwedzi uno] [SL:DATE Kubvumbi] ]
banking,bill_balance,"Ndiudzewo kuti ukabatanidza mabhiri angu ose, mari iri mubhanga reSteward inokwana here?",66:73:SL:BANK_NAME,[IN:bill_balance [SL:BANK_NAME Steward] ]
banking,bill_balance,Tsamba yepafoni yatumirwa neveEdgars varikuti bhiri rangu remwedzi uno imarii?,60:70:SL:DATE,[IN:bill_balance [SL:DATE mwedzi uno] ]
banking,bill_balance,VeAfricom vanondibhadharisa marii yebhiri renhare yangu.,36:49:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE bhiri renhare] ]
banking,bill_balance,Bhiri rasara rezvidhinha zvandirikuda zvekuBeta Bricks rave pamarii?,0:24:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Bhiri rasara rezvidhinha] ]
banking,bill_balance,Mari yese yandirikubhadhariswa chikamu chino yemutero wemota yakawanda zvakadini?,47:60:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE mutero wemota] ]
banking,bill_balance,Ndine chikwereti chemarii chemwedzi uno kune veEnviro Gas?,29:39:SL:DATE,[IN:bill_balance [SL:DATE mwedzi uno] ]
banking,bill_balance,Ndiudze kuti ndichiine chikwereti chemarii kuPinnacle Properties?,,[IN:bill_balance ]
banking,bill_balance,Ndiratidze bhiri rasara kubhadhara chikwereti chemba kubhanga reNBS.,"35:52:SL:BILL_TYPE,64:67:SL:BANK_NAME",[IN:bill_balance [SL:BILL_TYPE chikwereti chemba] [SL:BANK_NAME NBS] ]
banking,bill_balance,Bhiri reNyaradzo rava pamarii?,0:16:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Bhiri reNyaradzo] ]
banking,bill_balance,Ndiri kuda kuziva mari dzose dzandinofanira kubhadhara kuzvose zvandinoshandisa mumwedzi uno waKubvumbi.,"82:92:SL:DATE,95:103:SL:DATE",[IN:bill_balance [SL:DATE mwedzi uno] [SL:DATE Kubvumbi] ]
banking,bill_balance,"Kuti ndive nhengo yeCIMAS inorapwa zvakazara, bhiri rangu pamwedzi rinotangira pamarii?",,[IN:bill_balance ]
banking,bill_balance,Mwedzi wakadarika bhiri rangu repeturu raiva pamarii?,"0:17:SL:DATE,18:38:SL:BILL_TYPE",[IN:bill_balance [SL:DATE Mwedzi wakadarika] [SL:BILL_TYPE bhiri rangu repeturu] ]
banking,bill_balance,Imarii yose yandiri kubhadhariswa nekanzuru pabhiri remwedzi uno newakadarika.,54:64:SL:DATE,[IN:bill_balance [SL:DATE mwedzi uno] ]
banking,bill_balance,Bhiri rekunotamba gorofu mwedzi unouya riri pamarii?,"0:24:SL:BILL_TYPE,25:38:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Bhiri rekunotamba gorofu] [SL:DATE mwedzi unouya] ]
banking,bill_balance,Mangwana masikati undirangaridze mari yose yandiine chikwereti nayo kune veTeecherz Furniture's.,"0:8:SL:DATE,9:17:SL:TIME",[IN:bill_balance [SL:DATE Mangwana] [SL:TIME masikati] ]
banking,bill_balance,Tarisa kuti ndiri kubhadhariswa marii neStarlink.,,[IN:bill_balance ]
banking,bill_balance,"Muruzere, ndipewo ruzivo rwemari yandiri kufanira kubhadhara vatsigiri veMwanga Lodge nekugara kwatakaita kwemazuva mashanu.","73:85:SL:HOTEL_NAME,116:123:SL:NUMBER",[IN:bill_balance [SL:HOTEL_NAME Mwanga Lodge] [SL:NUMBER mashanu] ]
banking,bill_balance,Parizvino mari yandiri kunzi ndinofanira kubvisa kuEconet imarii?,,[IN:bill_balance ]
banking,bill_balance,Ndafunga kusiyana neUtande naizvozvo ndine chikwereti navo chemarii?,,[IN:bill_balance ]
banking,bill_balance,Rubatsiro rwandiri kuwana kubva kugweta rangu ndiri kufanira kuzomubhadhara marii?,,[IN:bill_balance ]
banking,bill_balance,Ndirikuda mari irikumaZiG yasara kubhadhara kuchikoro chemwanakomana wangu yechikamu chekutanga chegore rino.,"22:25:SL:CURRENCY,99:108:SL:DATE",[IN:bill_balance [SL:CURRENCY ZiG] [SL:DATE gore rino] ]
banking,bill_balance,Undirangaridze mari yasara yakatarwa yekuvakwa kwakaitwa imba yangu kuGreystone Park.,70:84:SL:PLACE_NAME,[IN:bill_balance [SL:PLACE_NAME Greystone Park] ]
banking,bill_balance,Fidelity Life iri kundibhadharisa marii mwedzi uno?,40:50:SL:DATE,[IN:bill_balance [SL:DATE mwedzi uno] ]
banking,bill_balance,Nditarisire chikwereti chasara pabhiri riri kuBhola Hardware.,,[IN:bill_balance ]
banking,bill_balance,Ndasarwa nemarii kuti ndipedzese chikwereti chekunyoresa kwangu kuJet?,33:69:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE chikwereti chekunyoresa kwangu kuJet] ]
banking,bill_balance,Bhiri rekufona remwedzi uno reTelecel rava pamarii?,"0:14:SL:BILL_TYPE,17:27:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Bhiri rekufona] [SL:DATE mwedzi uno] ]
banking,bill_balance,Bhiri rangu remwedzi mina iri kutevera rakamira sei?,14:38:SL:DATE,[IN:bill_balance [SL:DATE mwedzi mina iri kutevera] ]
banking,bill_balance,Ndokumbira kuziviswa mari yandiri kufanira kubhadhara mwedzi unouya yechikafu pamba pangu.,54:67:SL:DATE,[IN:bill_balance [SL:DATE mwedzi unouya] ]
banking,bill_balance,Mari yasara pabhiri rangu rekuchipatara cheAvenues Clinic yakawanda sei?,"14:39:SL:BILL_TYPE,43:57:SL:PLACE_NAME",[IN:bill_balance [SL:BILL_TYPE bhiri rangu rekuchipatara] [SL:PLACE_NAME Avenues Clinic] ]
banking,bill_balance,Nditarisire chikwereti changu chebhiri riri kuCABS.,46:50:SL:BANK_NAME,[IN:bill_balance [SL:BANK_NAME CABS] ]
banking,bill_balance,Kwasara marii yechikwereti kuhomwe yangu yekwaTopics?,,[IN:bill_balance ]
banking,bill_balance,Bhiri rangu rwedzi uno reUtande rimbori remarii?,12:22:SL:DATE,[IN:bill_balance [SL:DATE rwedzi uno] ]
banking,bill_balance,"Ndikabatanidza mari yekunyoresa kwandakaita kuEcosure nekuhomwe yangu iri kuFidelity life, bhiri rangu pamwedzi rinosvika marii?",91:111:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE bhiri rangu pamwedzi] ]
banking,bill_balance,Ndizivisewo kuti bhiri rangu maringe nezvehutano nekurapwa kwemhuri yangu kuCooperate24 rakamira sei mumwedzi mitanhatu iri kutevera?,17:67:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE bhiri rangu maringe nezvehutano nekurapwa kwemhuri] ]
banking,bill_balance,Ndiudze kuti bhiri rangu rekunyoresa kuLife Lighter rine mutengo wakadini?,13:51:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE bhiri rangu rekunyoresa kuLife Lighter] ]
banking,bill_balance,Imarii bhiri rekuSecurico?,7:25:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE bhiri rekuSecurico] ]
