intent,text,domain,spans,logical_form,split
cancel_reservation,please cancel my dinner reservation,clinc,,[SL: cancel_reservation],train
cancel_reservation,can you cancel my reservation tonight for chris at smith and wollensky,clinc,,[SL: cancel_reservation],train
cancel_reservation,"i don't need my reservation, cancel it",clinc,,[SL: cancel_reservation],train
cancel_reservation,can you cancel my reservation on tuesday for chris at stella maris,clinc,,[SL: cancel_reservation],train
cancel_reservation,cancel my reservation for chris at jp field's,clinc,,[SL: cancel_reservation],train
cancel_reservation,please cancel my reservation,clinc,,[SL: cancel_reservation],train
cancel_reservation,"cancel my reservation for dinner, please",clinc,,[SL: cancel_reservation],train
cancel_reservation,tell the restaurant to cancel my reservation,clinc,,[SL: cancel_reservation],train
cancel_reservation,abandon the dinner reservation i made,clinc,,[SL: cancel_reservation],train
cancel_reservation,scrap that dinner reservation,clinc,,[SL: cancel_reservation],train
cancel_reservation,call off the dinner reservation,clinc,,[SL: cancel_reservation],train
cancel_reservation,cancel my reservation for me,clinc,,[SL: cancel_reservation],train
cancel_reservation,get rid of my dinner reservation,clinc,,[SL: cancel_reservation],train
cancel_reservation,the reservation i placed is not needed anymore,clinc,,[SL: cancel_reservation],train
cancel_reservation,annul the reservation i created,clinc,,[SL: cancel_reservation],train
cancel_reservation,the reservation i created is not necessary anymore,clinc,,[SL: cancel_reservation],train
cancel_reservation,the reservation i made is not required anymore,clinc,,[SL: cancel_reservation],train
