domain,intent,text,spans,logical_form
banking,balance,"Mo ti fi ẹgbẹ̀rún mẹ́wàá ránṣẹ́ sí oníbàárà mi, èló ni ó kù nínú àpò ilè-ìfowópamọ́ Union mi?","9:24:SL:MONEY,69:89:SL:BANK_NAME",[IN:balance [SL:MONEY ẹgbẹ̀rún mẹ́wàá] [SL:BANK_NAME ilè-ìfowópamọ́ Union] ]
banking,balance,"Mo fẹ́ ra fóònù mìíràn, èló ni ó wà nínú àpò ilè-ìfowópamọ́ Access mi?","10:15:SL:SHOPPING_ITEM,45:66:SL:BANK_NAME",[IN:balance [SL:SHOPPING_ITEM fóònù] [SL:BANK_NAME ilè-ìfowópamọ́ Access] ]
banking,balance,"Nínú àsùnwọ̀n ìfowópamọ́ Jaiz mi, sọ iye owó tí mo ní níbẹ̀?",25:29:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Jaiz] ]
banking,balance,"Mo ti gba owó oṣù, bíi èló ni àpapọ̀ iye tí mo ní nínú àpò ìfowópamọ́ Zenith mi?",70:76:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Zenith] ]
banking,balance,Èló ni àpapọ̀ owó tí mo ní nínú àpò ìfowópamọ́ Dollar mi?,32:53:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE àpò ìfowópamọ́ Dollar] ]
banking,balance,"Ǹjẹ́ mo ṣì ní tó $3,000 nínú àpò ìfowópamọ́ Dollar mi?","17:23:SL:MONEY,29:50:SL:ACCOUNT_TYPE","[IN:balance [SL:MONEY $3,000] [SL:ACCOUNT_TYPE àpò ìfowópamọ́ Dollar] ]"
banking,balance,Ṣé iye tí ó kù nínú àsùnwọ̀n ìfowópamọ́ mi ní ilẹ̀ Amẹ́ríkà tó $500?,"51:59:SL:COUNTRY,63:67:SL:MONEY",[IN:balance [SL:COUNTRY Amẹ́ríkà] [SL:MONEY $500] ]
banking,balance,Ṣé owó tí ó kù nínú àsùnwọ̀n ìfowópamọ́ Dollar mí tó $1000?,"20:46:SL:ACCOUNT_TYPE,53:58:SL:MONEY",[IN:balance [SL:ACCOUNT_TYPE àsùnwọ̀n ìfowópamọ́ Dollar] [SL:MONEY $1000] ]
banking,balance,"Yẹ iye tí ó kù nínú àsùnwọ̀n ìfowópamọ́ mi wò, kí o sọ iye tí ó jẹ́.",,[IN:balance ]
banking,balance,"Oṣù mẹ́ta ti kọjá báyìí, bíi èló ni àpapọ̀ owó tí mo ní nínú àsùnwọ̀n ìfowópamọ́ mi ní UBA?","0:23:SL:DATE,87:90:SL:BANK_NAME",[IN:balance [SL:DATE Oṣù mẹ́ta ti kọjá báyìí] [SL:BANK_NAME UBA] ]
banking,balance,Èló ni ó ṣẹ́kù nínú àpò ìfowópamọ́ Current mi láti ọdún 2022?,"20:42:SL:ACCOUNT_TYPE,51:60:SL:DATE",[IN:balance [SL:ACCOUNT_TYPE àpò ìfowópamọ́ Current] [SL:DATE ọdún 2022] ]
banking,balance,Jọ̀wọ́ wo iye tí ó wà nínú àsùnwọ̀n ìfowópamọ́ Dorm mi láti ọdún 2023?,"27:51:SL:ACCOUNT_TYPE,60:69:SL:DATE",[IN:balance [SL:ACCOUNT_TYPE àsùnwọ̀n ìfowópamọ́ Dorm] [SL:DATE ọdún 2023] ]
banking,balance,"Ní òpin ọdún 2023, èló ní àkójọpọ̀ owó tí ó ṣẹ́kù nínú àsùnwọ̀n Savings mi ní ilé-ìfowópamọ́ Unity ?","55:71:SL:ACCOUNT_TYPE,78:98:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE àsùnwọ̀n Savings] [SL:BANK_NAME ilé-ìfowópamọ́ Unity] ]
banking,balance,Bíi èló ni àpapọ̀ Dollar tí mo ní nínú àpò ìfowópamọ́ Dollar mi?,"18:24:SL:CURRENCY,39:60:SL:ACCOUNT_TYPE",[IN:balance [SL:CURRENCY Dollar] [SL:ACCOUNT_TYPE àpò ìfowópamọ́ Dollar] ]
banking,balance,"N ìgbà tí ọdún 2023 yóò fi parí, èló ni ó ṣẹ́kù sínú àpamọ́ ilé ìfowópamọ́ Wema mi?","10:19:SL:DATE,60:79:SL:BANK_NAME",[IN:balance [SL:DATE ọdún 2023] [SL:BANK_NAME ilé ìfowópamọ́ Wema] ]
banking,balance,"Ṣe ìwádìí bóyá mo ṣì ní tó ₦30,000 nínú àpò ilè-ìfowópamọ́ Diamond mi.","27:34:SL:MONEY,44:66:SL:BANK_NAME","[IN:balance [SL:MONEY ₦30,000] [SL:BANK_NAME ilè-ìfowópamọ́ Diamond] ]"
banking,balance,"Ǹjẹ́ o lè yẹ àpò ìfowópamọ́ báǹkì mi wò, kí o sọ iye tí ó kù níbẹ̀?",,[IN:balance ]
banking,balance,Kínni iye owó tí ó ṣẹ́kù nínú àpò ilé-ìfowópamọ́ Zenith mi?,34:55:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ilé-ìfowópamọ́ Zenith] ]
banking,balance,Bíi èló ni àpapọ̀ tí ó ṣẹ́kù nínú àpò ìfowópamọ́ UBA mi?,49:52:SL:BANK_NAME,[IN:balance [SL:BANK_NAME UBA] ]
banking,balance,"Bí mo bá yọ $200 kúrò nínú àpò ìfowópamọ́ Dollar mi, èló ní yóò ṣẹ́kù níbẹ̀?","12:16:SL:MONEY,27:48:SL:ACCOUNT_TYPE",[IN:balance [SL:MONEY $200] [SL:ACCOUNT_TYPE àpò ìfowópamọ́ Dollar] ]
banking,bill_balance,Ṣé mo ti yanjú owó bàbá ẹlẹ́ran fún wọn?,,[IN:bill_balance ]
banking,bill_balance,Èló ni owó tí mo fẹ́ fún ìyá olóúnjẹ ṣẹ́kù?,,[IN:bill_balance ]
banking,bill_balance,Ṣé mo ti san owó iṣu tán fún ìyá oníṣu?,17:20:SL:DISH_OR_FOOD,[IN:bill_balance [SL:DISH_OR_FOOD iṣu] ]
banking,bill_balance,Jẹ́ kí n mọ iye tí mo san owó iyọ̀ kù.,30:34:SL:DISH_OR_FOOD,[IN:bill_balance [SL:DISH_OR_FOOD iyọ̀] ]
banking,bill_balance,Ǹjẹ́ mo ti san owó ìyá aláṣọ tán báyìí?,33:38:SL:TIME,[IN:bill_balance [SL:TIME báyìí] ]
banking,bill_balance,Èló ni ó kù fún mi láti san fún owó irun mi? ,32:40:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE owó irun] ]
banking,bill_balance,Èló ni ó kù fún mi láti fi ránṣẹ́ fún owó ìfọjàsíṣẹ́?,38:52:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE owó ìfọjàsíṣẹ́] ]
banking,bill_balance,Bá mi ṣe ìṣirò iye tí owó Bọ́lá kù.,26:31:SL:PERSONAL_NAME,[IN:bill_balance [SL:PERSONAL_NAME Bọ́lá] ]
banking,bill_balance,Sọ ní pàtó iye tí mo ní láti fún Yétúndé.,33:40:SL:PERSONAL_NAME,[IN:bill_balance [SL:PERSONAL_NAME Yétúndé] ]
banking,bill_balance,Bá mi yẹ ìwé owó mi wò fún iye tí ó kù fún mi láti san fún owó àjọ náà.,59:66:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE owó àjọ] ]
banking,bill_balance,Bá mi ṣe ìṣirò iye tí mo ní láti san fún Jádesọ́lá.,41:50:SL:PERSONAL_NAME,[IN:bill_balance [SL:PERSONAL_NAME Jádesọ́lá] ]
banking,bill_balance,Bá mi ṣe ìṣirò iye tí mo ní láti san fún owó ìtọrẹ àánú.,41:55:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE owó ìtọrẹ àánú] ]
banking,bill_balance,Èló ni ó kù fún mi láti san fún owó pọ̀nmọ́ tí mo rà láwìn?,36:43:SL:DISH_OR_FOOD,[IN:bill_balance [SL:DISH_OR_FOOD pọ̀nmọ́] ]
banking,bill_balance,Bá mi ṣe ìṣirò iye tí owó iyọ̀ àti èlùbọ́ tí mo rà jẹ́ papọ̀.,"26:30:SL:DISH_OR_FOOD,35:41:SL:DISH_OR_FOOD",[IN:bill_balance [SL:DISH_OR_FOOD iyọ̀] [SL:DISH_OR_FOOD èlùbọ́] ]
banking,bill_balance,Ṣé mi ò ní gbèsè owó kankan láti san mọ́ lẹ́yìn owó àwo ìjẹun?,52:61:SL:SHOPPING_ITEM,[IN:bill_balance [SL:SHOPPING_ITEM àwo ìjẹun] ]
banking,bill_balance,Èló ni gbèsè owó ilé mi ṣẹ́kù?,13:20:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE owó ilé] ]
banking,bill_balance,Èló ni mo san owó ọkọ̀ náà kù?,14:22:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE owó ọkọ̀] ]
banking,bill_balance,Sọ iye tí mo san owó iná kù fún mí.,17:24:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE owó iná] ]
banking,bill_balance,Èló ni mo san owó aṣọ náà kù?,14:21:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE owó aṣọ] ]
banking,bill_balance,Bá mi ṣe ìṣirò iye tí ó kù fún mi láti san fún bàtà náà.,47:51:SL:SHOPPING_ITEM,[IN:bill_balance [SL:SHOPPING_ITEM bàtà] ]
banking,bill_balance,Fún mi ní àpapọ̀ iye tí ó kù fún mi láti san fún aṣọ náà.,49:52:SL:SHOPPING_ITEM,[IN:bill_balance [SL:SHOPPING_ITEM aṣọ] ]
banking,bill_balance,Èló ni gbèsè owó ilé-ìtajà mi kù?,13:26:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE owó ilé-ìtajà] ]
banking,bill_balance,Èló ni ó kù fún bàbá ìkókó láti san fún ìdásílẹ̀ ìyàwó àti ọmọ tuntun rẹ̀?,40:48:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ìdásílẹ̀] ]
banking,bill_balance,Èló ni ó kù fún ìyá ọmọkùnrin náà láti san fún ìtúsílẹ̀ ọmọ rẹ̀ kúrò ní àgọ̀ ọlọ́pàá?,47:84:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE ìtúsílẹ̀ ọmọ rẹ̀ kúrò ní àgọ̀ ọlọ́pàá] ]
banking,bill_balance,Bá ọmọbìnrin náà ṣe ìṣirò iye tí yóò san fún owó ọjà tí ó rà.,,[IN:bill_balance ]
banking,bill_balance,Sọ àpapọ̀ iye tí mo ní láti san fún owó àjọ.,36:43:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE owó àjọ] ]
banking,bill_balance,Bá mi ṣe ìṣirò iye ti mo máa nílò láti bẹ̀rẹ̀ òkòwò ẹja sínsìn.,52:55:SL:DISH_OR_FOOD,[IN:bill_balance [SL:DISH_OR_FOOD ẹja] ]
banking,bill_balance,Bá mi ṣe ìṣirò iye tí ó kù fún mi láti san fún owó iṣu tí mo rà.,51:54:SL:DISH_OR_FOOD,[IN:bill_balance [SL:DISH_OR_FOOD iṣu] ]
banking,bill_balance,Sọ iye tí owó ẹran tí mo rà ṣẹ́kù fún mi.,14:18:SL:DISH_OR_FOOD,[IN:bill_balance [SL:DISH_OR_FOOD ẹran] ]
banking,bill_balance,"Ṣàfihàn iye tí owó mi yóò kù bí mo bá yọ ₦50,000 kúrò nínú àkáǹtì Wema mi.","41:48:SL:MONEY,66:70:SL:BANK_NAME","[IN:bill_balance [SL:MONEY ₦50,000] [SL:BANK_NAME Wema] ]"
banking,bill_balance,"Bá mi ṣe ìṣirò iye tí owó mi yóò kù bí mo bá fi ₦10,000 ra tíkẹ̀tì eré.",48:55:SL:MONEY,"[IN:bill_balance [SL:MONEY ₦10,000] ]"
banking,bill_balance,"Èló ni gbèsè owó ọkọ̀ mi yóò kù bí mo bá san ₦50,000 ní ìsinyìí?","7:21:SL:BILL_TYPE,45:52:SL:MONEY,53:63:SL:TIME","[IN:bill_balance [SL:BILL_TYPE gbèsè owó ọkọ̀] [SL:MONEY ₦50,000] [SL:TIME ní ìsinyìí] ]"
banking,bill_balance,"Bá mi ṣí iye tí owó ọjà tí mo rà yóò jẹ́ bí mo bá yọ òróró ₦5,000 kúrò.","53:58:SL:DISH_OR_FOOD,59:65:SL:MONEY","[IN:bill_balance [SL:DISH_OR_FOOD òróró] [SL:MONEY ₦5,000] ]"
banking,bill_balance,Èló ni owó àsansílẹ̀ tí mo fẹ́ san ṣẹ́kù?,,[IN:bill_balance ]
banking,bill_balance,Èló ni owó èlé orí owó tí mo yá lọ́wọ́ BlueRidge ṣẹ́kù?,39:48:SL:BANK_NAME,[IN:bill_balance [SL:BANK_NAME BlueRidge] ]
banking,bill_balance,Báwo ni mo ṣe lè mọ iye tí owó àkósódù mi ní Luno ṣẹ́kù?,,[IN:bill_balance ]
banking,bill_balance,"Bí mo bá yọ ₦5,000 láti ra tíkẹ̀tì eré, èló ni owó inú àkáǹtì Opay mi yóò ṣẹ́kù?","12:18:SL:MONEY,62:66:SL:PAYMENT_COMPANY","[IN:bill_balance [SL:MONEY ₦5,000] [SL:PAYMENT_COMPANY Opay] ]"
