domain,intent,text,spans,logical_form
banking,balance,Maallaqa  hangamituu herrega qusannoo koo irraa jira,21:37:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herrega qusannoo] ]
banking,balance,Waliigalaan maallaqni  meeqa baankii keessaa akkan qabu natti himu dandeessa,,[IN:balance ]
banking,balance,Yeroo ammaa kana haftee herrega cheekii koo keessa jiru meeqa ta'a,24:39:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herrega cheekii] ]
banking,balance,Maaloo ammaa kana haftee herrega cheekii koo keessa na beeksisi,25:40:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herrega cheekii] ]
banking,balance,Mallaqni meeqa herrega baankii kooirraa akka jiru natti himu dandeessa,,[IN:balance ]
banking,balance,Kafaltii liqii manakoo irraa amma hafteen koo meeqa akka ta'e natti himu dandeessa,0:19:SL:BILL_TYPE,[IN:balance [SL:BILL_TYPE Kafaltii liqii mana] ]
banking,balance,Maaloo haftee maaster kaardii liqii Awaash baankii koo irraa naaf ilaaluu dandeessa,"14:35:SL:PAYMENT_COMPANY,36:50:SL:BANK_NAME",[IN:balance [SL:PAYMENT_COMPANY maaster kaardii liqii] [SL:BANK_NAME Awaash baankii] ]
banking,balance,Herrega cheekii koo irraa haftee meeqa akkan qabu natti himi,0:15:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE Herrega cheekii] ]
banking,balance,Maaloo haftee yeroo dhiyoo herrega Kaardii Liqii Viizaa koo meeqa akka ta'ee na shallaguu dandeessa,35:55:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Kaardii Liqii Viizaa] ]
banking,balance,Maaloo hafteen herrega qusannaa baankii Oromiyaakoo irra amma jiru meeqa,"15:31:SL:ACCOUNT_TYPE,32:48:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE herrega qusannaa] [SL:BANK_NAME baankii Oromiyaa] ]
banking,balance,Herregaa cheekii koo keessatti maallaqa hangamtu hafee,0:16:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE Herregaa cheekii] ]
banking,balance,Maallaqa hangamtu jira herrega qussannoo koo irraa,23:40:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herrega qussannoo] ]
banking,balance,Herrega maallaqaa daldaala koo keessa maallaqni hangami akka jiru natti himuu dandeessa,,[IN:balance ]
banking,balance,Herrega baankii koo irraa amma maallaqa hangamin qaba na beeksisii,,[IN:balance ]
banking,balance,Maaster kaardii gaali koo irraatti hangaam akka hafe natti himu dandeessa,0:15:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Maaster kaardii] ]
banking,balance,Herregaa qusannoo koo irraa hafteen koo meeqa,0:17:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE Herregaa qusannoo] ]
banking,balance,Hafteen Kaardii Liiqii Viizaa koo meeqaa,8:29:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Kaardii Liiqii Viizaa] ]
banking,balance,Maallaqa ani herrega baankii Sinqee koo irraa qabu boorsa bittuf gahadha naf ilaaluu dandeessa,"21:35:SL:BANK_NAME,51:57:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME baankii Sinqee] [SL:SHOPPING_ITEM boorsa] ]
banking,balance,Maallaqa ani herrega baankii Daldalaa Itoophiya koo irraa qabu kaameera bittuf ni gaha,"21:47:SL:BANK_NAME,63:71:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME baankii Daldalaa Itoophiya] [SL:SHOPPING_ITEM kaameera] ]
banking,balance,Maaloo haftee herrega baankii koo hammam akka ta'e beeku na danda'aa,,[IN:balance ]
banking,balance,Maaloo herrega baankii koo irraatti akka hafee natti himu dandeessa,,[IN:balance ]
banking,balance,Akkamittan mallaqa herrega baankii Oromiyaa koo qofan maashina uffaata bitu danda'aa,"27:43:SL:BANK_NAME,54:70:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME baankii Oromiyaa] [SL:SHOPPING_ITEM maashina uffaata] ]
banking,balance,Maaloo haftee herrega baankii Awaash koo naf ilaali,22:36:SL:BANK_NAME,[IN:balance [SL:BANK_NAME baankii Awaash] ]
banking,balance,Kaffaltii bishaanii uuwisuuf maallaqni herrega baankii Daashen koo ni gaha,"0:19:SL:BILL_TYPE,47:62:SL:BANK_NAME",[IN:balance [SL:BILL_TYPE Kaffaltii bishaanii] [SL:BANK_NAME baankii Daashen] ]
banking,balance,Koophee haara bituuf qaarshiin herrega baankii Gadaa koo keessa uuwisuu danda'aa,"0:7:SL:SHOPPING_ITEM,39:52:SL:BANK_NAME",[IN:balance [SL:SHOPPING_ITEM Koophee] [SL:BANK_NAME baankii Gadaa] ]
banking,balance,Maaloo herrega baankii koo keessa nan qaba,,[IN:balance ]
banking,balance,Hafteenn herrega baankii koo keessa jiru na beeksisuu dandeessaa,,[IN:balance ]
banking,balance,"Haftee baankii koo ammaa beekun barbaada, odeeffannoo sana na kennuu dandeessaa",,[IN:balance ]
banking,balance,Maallaqni hafee hangamii,,[IN:balance ]
banking,balance,Maallaqa herrega baankii irratti akka hafee akkan qabu ilaaluu dandeessa,,[IN:balance ]
banking,balance,Maallaqni ani  amma qabu lakkoofsan meeqa ta'aa,,[IN:balance ]
banking,balance,Kitaaba haara kana bitachuuf maallaqni herrega baankii Oromiyaa irraa ni gaha ta'aa,47:63:SL:BANK_NAME,[IN:balance [SL:BANK_NAME baankii Oromiyaa] ]
banking,balance,Maallaqan herrega baankii Daldaala Itoophiyaa irraa qabu qofan konkolaata bitaachu nan danda'aa,18:45:SL:BANK_NAME,[IN:balance [SL:BANK_NAME baankii Daldaala Itoophiyaa] ]
banking,balance,Maallaqni anii herrega baankii Gadaa koo keessa jiru baasii guyyaa dhaloota koo ni uwwisaa,"23:36:SL:BANK_NAME,60:75:SL:CALENDAR_EVENT",[IN:balance [SL:BANK_NAME baankii Gadaa] [SL:CALENDAR_EVENT guyyaa dhaloota] ]
banking,balance,Riffeensa koo hojjetachuuf kan na gahu herregaa baankii koo Sinqee irraa nan qaba na ilaaluu dandeessa,60:66:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Sinqee] ]
banking,balance,Maallaqan herrega baankii Awaash irraa qabun tikeetti konkoolaata kutachu nan danda'aa,18:32:SL:BANK_NAME,[IN:balance [SL:BANK_NAME baankii Awaash] ]
banking,balance,Herrega cheekii keessa hangam akkan qabu natti himu dandeessa,0:15:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE Herrega cheekii] ]
banking,balance,Beekuu nan dada'aa haftee herrega qusannoo kooti,26:42:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herrega qusannoo] ]
banking,balance,Mallaqa hangamituu herregaa cheekii koo keessatti argamaa,19:35:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herregaa cheekii] ]
banking,balance,Maallaqa hangamiin herrega qusannoo keessa qabachu danda'aa,19:35:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herrega qusannoo] ]
banking,balance,Herrega cheekii koo keessatt hanga hafe natti himuun na gargartaa,0:15:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE Herrega cheekii] ]
banking,balance,Maaloo qabeenya koo waliigalaa herrega baankii koo hunda naf ilaaluu dandeessa,,[IN:balance ]
banking,balance,Hafteen herrega baankii koo hangami,,[IN:balance ]
banking,balance,Haftee herrega baankii koo beekuu nan danda'aa,,[IN:balance ]
banking,balance,haftee baankii koo ilaaluu dandeessaa,,[IN:balance ]
banking,balance,Maallaqa meeqa akkan herrega baankii koo keessa qabu beekuu nan danda'aa,,[IN:balance ]
banking,balance,Herrega baankii Hojii Gamtaa Oromiyaa koo keessa Qr. 1000 ol ni jira,"8:37:SL:BANK_NAME,49:57:SL:MONEY",[IN:balance [SL:BANK_NAME baankii Hojii Gamtaa Oromiyaa] [SL:MONEY Qr. 1000] ]
banking,balance,Mallaaqa hangamtuu herrega baankii Sinqee koo keessatti hafee,27:41:SL:BANK_NAME,[IN:balance [SL:BANK_NAME baankii Sinqee] ]
banking,balance,Haftee herrega baankii Oromiyaa koo naaf ilaalte na beeksisuu dandeessa,15:31:SL:BANK_NAME,[IN:balance [SL:BANK_NAME baankii Oromiyaa] ]
banking,balance,"Herrega baankii Gadaa koo keessatti maallaqa hangamtu argamaa, akkan beekuuf na gargari",8:21:SL:BANK_NAME,[IN:balance [SL:BANK_NAME baankii Gadaa] ]
banking,balance,Maaloo haftee ammaa herrega Awaash baankii  koo beekuu barbaada,28:42:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Awaash baankii] ]
banking,balance,Herrega kuufamaa koo keessaa  jirun mana akka kireeffadhuuf na gargarii,0:16:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE Herrega kuufamaa] ]
banking,balance,Herrega qusannaa koo keessaa mallaqni bilbilaa bituf gahu jiraachuu na mirkaneessu dandeessa,"0:16:SL:ACCOUNT_TYPE,38:46:SL:SHOPPING_ITEM",[IN:balance [SL:ACCOUNT_TYPE Herrega qusannaa] [SL:SHOPPING_ITEM bilbilaa] ]
banking,balance,Imala dawannaa deemuuf maallaqni gaha tahe herrega cheekii koo keessa akka jiru naf ilaali maaloo,43:58:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herrega cheekii] ]
banking,bill_balance,Walumaaa galatti tajaajilan argadhuuf meeqa baasuun narra jiraataa,,[IN:bill_balance ]
banking,bill_balance,Paaspoortii koo haaromsuuf meeqan baasuu qaba,,[IN:bill_balance ]
banking,bill_balance,Manni kiraa koo ji'aan meeqa turee,,[IN:bill_balance ]
banking,bill_balance,Kondomiiniyeemiin amma keessa jiru meeqa na kanfalchiisa,,[IN:bill_balance ]
banking,bill_balance,hamma narra jiru na barsiisa maallaqa bishaanii koo,,[IN:bill_balance ]
banking,bill_balance,Maaloo tajaajila insuraansii fayyaa koof baatii kana meeqa akkan baasu naaf himi,"7:35:SL:BILL_TYPE,41:52:SL:DATE",[IN:bill_balance [SL:BILL_TYPE tajaajila insuraansii fayyaa] [SL:DATE baatii kana] ]
banking,bill_balance,akka waliigalatti kanfaltii hangamiitu narra jira,,[IN:bill_balance ]
banking,bill_balance,Saafaarii koom tajaajila interneetaa kan baatii darbee meeqan narra jira,"15:36:SL:BILL_TYPE,41:54:SL:DATE",[IN:bill_balance [SL:BILL_TYPE tajaajila interneetaa] [SL:DATE baatii darbee] ]
banking,bill_balance,Yeroo darbe tajaajila humna ibsaa meeqan kanfale naaf himi mee,12:33:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE tajaajila humna ibsaa] ]
banking,bill_balance,ji'a kana baasiin tajaajila geejjibaa baasu meeqa ta'a laata,"0:9:SL:DATE,10:37:SL:BILL_TYPE",[IN:bill_balance [SL:DATE ji'a kana] [SL:BILL_TYPE baasiin tajaajila geejjibaa] ]
banking,bill_balance,Baasiin ibsaa fi kan humna ibsaa walirratti meeqa dhufa kan baatii kanaa,0:13:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Baasiin ibsaa] ]
banking,bill_balance,Baatii kana yoon raawwachuu dhiise baatii dhufutti meeqan kanfala ibsaafi,"0:11:SL:DATE,35:47:SL:DATE",[IN:bill_balance [SL:DATE Baatii kana] [SL:DATE baatii dhufu] ]
banking,bill_balance,Tajaajila bishaanii kan waggaa lamaa walumatti meeqan ta'a,31:36:SL:NUMBER,[IN:bill_balance [SL:NUMBER lamaa] ]
banking,bill_balance,Tajaajila bishaaniif moo tajaajila ibsaafin irran baasa laata,,[IN:bill_balance ]
banking,bill_balance,Kanfaltiin bishaanii kan yeroo darbee hamma akka narratti hafe adaraa naaf himi,0:20:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Kanfaltiin bishaanii] ]
banking,bill_balance,Walumaagalatti kanfaltiin tajaajilaa koo kan waggaa tokko meeqa,"15:36:SL:BILL_TYPE,52:57:SL:NUMBER",[IN:bill_balance [SL:BILL_TYPE kanfaltiin tajaajilaa] [SL:NUMBER tokko] ]
banking,bill_balance,Lakkooftuun ibsaakoo hammam natti lakkaye laata naaf himimee,,[IN:bill_balance ]
banking,bill_balance,Baatii kana baasiin humna ibsaa koo meeqa laata,"0:11:SL:DATE,12:31:SL:BILL_TYPE",[IN:bill_balance [SL:DATE Baatii kana] [SL:BILL_TYPE baasiin humna ibsaa] ]
banking,bill_balance,Lakkooftuun bishaanii koo baatii kana hamman natti lakkaa'e,26:37:SL:DATE,[IN:bill_balance [SL:DATE baatii kana] ]
banking,bill_balance,Hamma ammaatti meeqatu narra jira baasiin bishaanii ,34:51:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE baasiin bishaanii] ]
banking,bill_balance,Baasiin ani tajaajilaaf hin raawwanne jiraa laata,,[IN:bill_balance ]
banking,bill_balance,Kanfaltiin tajaajila bishaanii koo meeqatu narratti hafe laata,0:30:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Kanfaltiin tajaajila bishaanii] ]
banking,bill_balance,Ji'a darbe meeqan bishaaniif kanfalee,"0:10:SL:DATE,18:37:SL:BILL_TYPE",[IN:bill_balance [SL:DATE Ji'a darbe] [SL:BILL_TYPE bishaaniif kanfalee] ]
banking,bill_balance,Ji'a darbee kaardii teelee qofaaf meeqan baasee,0:11:SL:DATE,[IN:bill_balance [SL:DATE Ji'a darbee] ]
banking,bill_balance,Tajaajila interneetaa safaariikoomiif baatiitti meeqan kanfaluu qaba,,[IN:bill_balance ]
banking,bill_balance,Tajaajila qulqullina magaalaaf meeqan raawwachuu qaba baatiitti,0:29:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Tajaajila qulqullina magaalaa] ]
banking,bill_balance,Kan baatii kanaafi baati darbee walirratti baatii tajaajila bishaanii koo meeqa dhufa,"4:16:SL:DATE,19:31:SL:DATE",[IN:bill_balance [SL:DATE baatii kanaa] [SL:DATE baati darbee] ]
banking,bill_balance,Tajaajila humna stoofii baatii kana fayyadameef meeqan kanfale,24:35:SL:DATE,[IN:bill_balance [SL:DATE baatii kana] ]
banking,bill_balance,mee kanfaltii bishaanii kan ji'a darbee kan amma waliin meeqatu narra jiraa,"4:23:SL:BILL_TYPE,28:39:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kanfaltii bishaanii] [SL:DATE ji'a darbee] ]
banking,bill_balance,Mana kiraa kan ji'a ammaaf isa dhufuu meeqan kanfala,0:10:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Mana kiraa] ]
banking,bill_balance,Maallaqni bishaaniifi humna ibsaa baatii darbee narra jiru meeqa,"0:19:SL:BILL_TYPE,22:33:SL:BILL_TYPE,34:47:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Maallaqni bishaanii] [SL:BILL_TYPE humna ibsaa] [SL:DATE baatii darbee] ]
banking,bill_balance,Maaloo tajaajila Teelee narraa qabdu kan ji'a darbee naaf eeri meee,41:52:SL:DATE,[IN:bill_balance [SL:DATE ji'a darbee] ]
banking,bill_balance,Tajaajila humna ibsaaf meeqatu narratti hafee laata,0:21:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Tajaajila humna ibsaa] ]
banking,bill_balance,Kan ji'a kanaan alatti hamma ammaatti bishaan qofaaf meeqan baase,4:13:SL:DATE,[IN:bill_balance [SL:DATE ji'a kana] ]
banking,bill_balance,Yeroo darbee qarshii meeqa akkan kanfale naaf eeri mee,,[IN:bill_balance ]
banking,bill_balance,Baasii koo yoo meeqa narra ta'e bishaan narraa dhaabuu danda'uu,,[IN:bill_balance ]
banking,bill_balance,Miindaa koo irraa meeqa qusachuun qaba baasii humna ibsaa raawwachuuf,39:57:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE baasii humna ibsaa] ]
banking,bill_balance,Tajaajila fayyaa koo ji'a kana meeqan kanfala laata,"0:16:SL:BILL_TYPE,21:30:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Tajaajila fayyaa] [SL:DATE ji'a kana] ]
banking,bill_balance,Tajaajila qulqullinaaf ji'a kana meeqan kanfala laata,23:32:SL:DATE,[IN:bill_balance [SL:DATE ji'a kana] ]
banking,bill_balance,kanfaltii Bishaanii kan baatii osoo hin raawwatiin hafe meeqa ture,0:19:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kanfaltii Bishaanii] ]
banking,bill_balance,Tajaajila ibsaaf kanin osoo hin raawwatiin hafe jiraa,0:15:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Tajaajila ibsaa] ]
banking,bill_balance,Taajila bishaanin walqabatee osoon hin raawwanne kana hafe yoo jiraata maaloo,,[IN:bill_balance ]
banking,bill_balance,hangamiif ofirra tursiisuun danda' a kanfaltii humna ibsaa,37:58:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kanfaltii humna ibsaa] ]
banking,bill_balance,Yeroo darbe hangam akkan kanfale na yaadachiisimee,,[IN:bill_balance ]
banking,bill_balance,Hamma meeqaatti ofirra tursiisuun danda'a baasii bishaanii,42:58:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE baasii bishaanii] ]
banking,bill_balance,Baatii sadan darban kana bishaan qofaaf hangamin baase,"7:12:SL:NUMBER,25:32:SL:DISH_OR_FOOD",[IN:bill_balance [SL:NUMBER sadan] [SL:DISH_OR_FOOD bishaan] ]
banking,bill_balance,Ji'a kana hammam natti dabale laata baasiin humna ibsaa,"0:9:SL:DATE,36:55:SL:BILL_TYPE",[IN:bill_balance [SL:DATE Ji'a kana] [SL:BILL_TYPE baasiin humna ibsaa] ]
banking,bill_balance,Baasiin ibsaa kan ji'a kana isa darbee irra meeqaan caala laata,"0:13:SL:BILL_TYPE,18:27:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Baasiin ibsaa] [SL:DATE ji'a kana] ]
banking,bill_balance,Tajaajila moobaayil baankiif hammamtu narraa cita laata baatitti,,[IN:bill_balance ]
banking,bill_balance,Tajaajila ATM kaardiif hammamtu narraa cita laata ji'aan ,,[IN:bill_balance ]
banking,bill_balance,Interneetiin koo baatii kana hammam narratti lakkaa'e laata,17:28:SL:DATE,[IN:bill_balance [SL:DATE baatii kana] ]
banking,bill_balance,Tajaaajila interneeta EthioTeelee moo kan safaarikoom naaf wayyaa,0:33:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Tajaaajila interneeta EthioTeelee] ]
banking,bill_balance,Gatiin kanfaltii bishaanii koo kan ji'a lamaan darbee bakka tokkotti meeqa,"7:26:SL:BILL_TYPE,35:53:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kanfaltii bishaanii] [SL:DATE ji'a lamaan darbee] ]
banking,bill_balance,Tajaajila humna ibsaa koo kan torban kanaa osoo natti himuun na gargaartee,"0:21:SL:BILL_TYPE,30:42:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Tajaajila humna ibsaa] [SL:DATE torban kanaa] ]
banking,bill_balance,Maaloo tajaajila humna ibsaa koo kan baatii kana naaf himimee,,[IN:bill_balance ]
banking,bill_balance,maaloo Tajaajila bishaanii kan ji'a sadaasaa naaf himi,"7:26:SL:BILL_TYPE,31:44:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Tajaajila bishaanii] [SL:DATE ji'a sadaasaa] ]
banking,bill_balance,Walumaa galatti ibsaaf bishaaniif ji'a darbe walirratti hammamin baasee,34:44:SL:DATE,[IN:bill_balance [SL:DATE ji'a darbe] ]
banking,bill_balance,Kuufama sagelee safaariikoom ji'a darbee meeqaanin bite turee,29:40:SL:DATE,[IN:bill_balance [SL:DATE ji'a darbee] ]
banking,bill_balance,Kuufama ergaa gabaabaaf hangamin teeleef ji'aan baasa,,[IN:bill_balance ]
banking,bill_balance,Gatii safaariikoo moo kan EthioTele tu hedduu narra jira,,[IN:bill_balance ]
banking,bill_balance,Walumaa galatti hanga ammaatti kanfaltii tajaajila ani Teeleef baase meeqa ,31:61:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kanfaltii tajaajila ani Teelee] ]
banking,bill_balance,Ji'a darbe keessa baasiin humna ibsaaf kanfale hangam turee,"0:10:SL:DATE,18:37:SL:BILL_TYPE",[IN:bill_balance [SL:DATE Ji'a darbe] [SL:BILL_TYPE baasiin humna ibsaa] ]
banking,bill_balance,Yeroo darbe bishaaniif hammamin baase turee,,[IN:bill_balance ]
banking,bill_balance,Hanga interneeta koo teelee maaloo naaf himimee,,[IN:bill_balance ]
banking,bill_balance,Baasiin humna ibsaa koo baatii kanaa meeqa turee,"0:19:SL:BILL_TYPE,24:36:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Baasiin humna ibsaa] [SL:DATE baatii kanaa] ]
banking,bill_balance,Gatiin bishaanii baatii kana meeqa akkan kanfalu naaf himimee,"0:16:SL:BILL_TYPE,17:28:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Gatiin bishaanii] [SL:DATE baatii kana] ]
banking,bill_balance,Kiraa manaa ji'aa kanaa meeqa natti dabalee,"0:11:SL:BILL_TYPE,12:23:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Kiraa manaa] [SL:DATE ji'aa kanaa] ]
banking,bill_balance,Kanfaltii tajaajilla raawwachuuf Itoopiyaatti Tajaajila akkamii argachuun qabaa,33:42:SL:COUNTRY,[IN:bill_balance [SL:COUNTRY Itoopiyaa] ]
banking,bill_balance,Baatii kana tajaajila ibsaa argachuuf meeqan kanfaluu qaba,0:11:SL:DATE,[IN:bill_balance [SL:DATE Baatii kana] ]
banking,bill_balance,Maaloo adaraa baasiin humna ibsaa koo kan warra ollaa hammammiin caala mee,14:33:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE baasiin humna ibsaa] ]
banking,bill_balance,Miindaa koo irraa akka walii galaatti tajaajialaaf ji'atti meeqan baasa,,[IN:bill_balance ]
banking,bill_balance,kanfaltiin bishaanii koo kan waggaa darbee meeqa turee,"0:20:SL:BILL_TYPE,29:42:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kanfaltiin bishaanii] [SL:DATE waggaa darbee] ]
banking,bill_balance,Kanfaltiin humna ibsaa koo kan baatii darbee meeqa turee,"0:22:SL:BILL_TYPE,31:44:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Kanfaltiin humna ibsaa] [SL:DATE baatii darbee] ]
banking,bill_balance,Teeleen walumaagalatti hangam narraa qabdi,,[IN:bill_balance ]
banking,bill_balance,Gatiin tajaajila geejjibaa koo baatii kanaa meeqa turee,"0:26:SL:BILL_TYPE,31:43:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Gatiin tajaajila geejjibaa] [SL:DATE baatii kanaa] ]
banking,bill_balance,Kanfaltii mana kiraa kan ji'a darbeef amma walirratti meeqa,"0:20:SL:BILL_TYPE,25:35:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Kanfaltii mana kiraa] [SL:DATE ji'a darbe] ]
banking,bill_balance,Walumaagalatti waggaa tokkoof gatii mana kiraa meeqan baasen ture,"22:28:SL:NUMBER,30:46:SL:BILL_TYPE",[IN:bill_balance [SL:NUMBER tokkoo] [SL:BILL_TYPE gatii mana kiraa] ]
banking,bill_balance,Walumaagalatti baatii shanan darbaniif humna ibsaaf meeqan baase,15:35:SL:DATE,[IN:bill_balance [SL:DATE baatii shanan darban] ]
banking,bill_balance,maaloo herreega tajaajila bishaanii narra jiru natti himi,16:35:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE tajaajila bishaanii] ]
