domain,intent,text,spans,logical_form,xtreme-up,source_language
banking,balance,Could you please tell us the address of my bank?,,[IN:balance ],,orm
banking,balance,So the bank can't tell me where the money is.,,[IN:balance ],,orm
banking,balance,"Every week, my bank can tell me where it is.",,[IN:balance ],,orm
banking,balance,Why would the bank take my money? Where is my soul?,,[IN:balance ],,orm
banking,balance,You can tell me the current assets of every bank.,,[IN:balance ],,orm
banking,balance,Can you tell me how much money I have in my bank account?,,[IN:balance ],,orm
banking,balance,Please give me the check.,14:29:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herrega cheekii] ],ACCOUNT_TYPE: herrega cheekii,orm
banking,balance,You can also pay for your cheque,7:22:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herrega cheekii] ],ACCOUNT_TYPE: herrega cheekii,orm
banking,balance,Please tell me about the next week.,14:30:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herrega qusannoo] ],ACCOUNT_TYPE: herrega qusannoo,orm
banking,balance,So let's talk about where the money is.,0:16:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE Herrega qusannoo] ],ACCOUNT_TYPE: Herrega qusannoo,orm
banking,balance,So I'm not going to tell you where I am.,0:16:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE Herrega qusannoo] ],ACCOUNT_TYPE: Herrega qusannoo,orm
banking,balance,You can tell me what money I have in my bank account.,,[IN:balance ],,orm
banking,balance,There's a lot of money in every story.,21:37:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herrega qusannoo] ],ACCOUNT_TYPE: herrega qusannoo,orm
banking,balance,A financial institution can tell me where I can get my bank account.,,[IN:balance ],,orm
banking,balance,"And right now, where is the money in my check?",24:39:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herrega cheekii] ],ACCOUNT_TYPE: herrega cheekii,orm
banking,balance,Please send me your cheque and let us know.,25:40:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herrega cheekii] ],ACCOUNT_TYPE: herrega cheekii,orm
banking,balance,You can tell me where the property is in my bank.,,[IN:balance ],,orm
banking,balance,"I'm a maniac, but if you don't mind telling me where it is,",0:19:SL:BILL_TYPE,[IN:balance [SL:BILL_TYPE Kafaltii liqii mana] ],BILL_TYPE: Kafaltii liqii mana,orm
banking,balance,"This week, you can use your MasterCard to pay for your bank account.","14:35:SL:PAYMENT_COMPANY,36:50:SL:BANK_NAME",[IN:balance [SL:PAYMENT_COMPANY maaster kaardii liqii] [SL:BANK_NAME Awaash baankii] ],PAYMENT_COMPANY: maaster kaardii liqii $$ BANK_NAME: Awaash baankii,orm
banking,balance,"So I'll just write my check, and then tell me how much I owe.",0:15:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE Herrega cheekii] ],ACCOUNT_TYPE: Herrega cheekii,orm
banking,balance,"Please, this week I will give you my Visa card, so you can contact us.",35:55:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Kaardii Liqii Viizaa] ],PAYMENT_COMPANY: Kaardii Liqii Viizaa,orm
banking,balance,"Please, let's go to the Bank of Oromia, where I am.","15:31:SL:ACCOUNT_TYPE,32:48:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE herrega qusannaa] [SL:BANK_NAME baankii Oromiyaa] ],ACCOUNT_TYPE: herrega qusannaa $$ BANK_NAME: baankii Oromiyaa,orm
banking,balance,How to write a cheque or how to pay,0:16:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE Herregaa cheekii] ],ACCOUNT_TYPE: Herregaa cheekii,orm
banking,balance,There's a lot of money in this country.,23:40:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herrega qussannoo] ],ACCOUNT_TYPE: herrega qussannoo,orm
banking,balance,So you can tell me about the wealth of the business community.,,[IN:balance ],,orm
banking,balance,So the bank of England has a very strong financial policy.,,[IN:balance ],,orm
banking,balance,"I forgot my MasterCard, so I'm sorry, but you can tell me.",0:15:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Maaster kaardii] ],PAYMENT_COMPANY: Maaster kaardii,orm
banking,balance,So let's talk about where you're going.,0:17:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE Herregaa qusannoo] ],ACCOUNT_TYPE: Herregaa qusannoo,orm
banking,balance,How to get your Visa card this week,8:29:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Kaardii Liiqii Viizaa] ],PAYMENT_COMPANY: Kaardii Liiqii Viizaa,orm
banking,balance,"""I have money in the bank, a wallet, a purse, a gun, a life"".","21:35:SL:BANK_NAME,51:57:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME baankii Sinqee] [SL:SHOPPING_ITEM boorsa] ],BANK_NAME: baankii Sinqee $$ SHOPPING_ITEM: boorsa,orm
banking,balance,I got the money from the Ethiopian Development Bank with a bittuf camera.,"21:47:SL:BANK_NAME,63:71:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME baankii Daldalaa Itoophiya] [SL:SHOPPING_ITEM kaameera] ],BANK_NAME: baankii Daldalaa Itoophiya $$ SHOPPING_ITEM: kaameera,orm
banking,balance,Please tell me that every week my bank knows that I can't do it.,,[IN:balance ],,orm
banking,balance,Can you tell me if I forgot my bank account?,,[IN:balance ],,orm
banking,balance,Akkamittan herrega banka Oromia can buy a machine that is suitable for you,"27:43:SL:BANK_NAME,54:70:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME baankii Oromiyaa] [SL:SHOPPING_ITEM maashina uffaata] ],BANK_NAME: baankii Oromiyaa $$ SHOPPING_ITEM: maashina uffaata,orm
banking,balance,Please take care of your bank account.,22:36:SL:BANK_NAME,[IN:balance [SL:BANK_NAME baankii Awaash] ],BANK_NAME: baankii Awaash,orm
banking,balance,The monthly deposit for the assets of the bank is paid to the bank.,"0:19:SL:BILL_TYPE,47:62:SL:BANK_NAME",[IN:balance [SL:BILL_TYPE Kaffaltii bishaanii] [SL:BANK_NAME baankii Daashen] ],BILL_TYPE: Kaffaltii bishaanii $$ BANK_NAME: baankii Daashen,orm
banking,balance,You can also borrow a new copy from the bank.,"0:7:SL:SHOPPING_ITEM,39:52:SL:BANK_NAME",[IN:balance [SL:SHOPPING_ITEM Koophee] [SL:BANK_NAME baankii Gadaa] ],SHOPPING_ITEM: Koophee $$ BANK_NAME: baankii Gadaa,orm
banking,balance,I have some money in my bank.,,[IN:balance ],,orm
banking,balance,You can tell us what's in your bank account every week.,,[IN:balance ],,orm
banking,balance,"What bank would you like to contact, could you provide us with that information?",,[IN:balance ],,orm
banking,balance,What is the nature of the property,,[IN:balance ],,orm
banking,balance,"With your money in the bank, you can keep a safe and secure account.",,[IN:balance ],,orm
banking,balance,Where is the wealth I have?,,[IN:balance ],,orm
banking,balance,I had to go to the Bank of Oromia to buy a new book.,47:63:SL:BANK_NAME,[IN:balance [SL:BANK_NAME baankii Oromiyaa] ],BANK_NAME: baankii Oromiyaa,orm
banking,balance,"The owner of the bank, the Ethiopian Investment Bank, can only buy a condo.",18:45:SL:BANK_NAME,[IN:balance [SL:BANK_NAME baankii Daldaala Itoophiyaa] ],BANK_NAME: baankii Daldaala Itoophiyaa,orm
banking,balance,"I have all the money in the bank, and I gave it to my mother on my birthday.","23:36:SL:BANK_NAME,60:75:SL:CALENDAR_EVENT",[IN:balance [SL:BANK_NAME baankii Gadaa] [SL:CALENDAR_EVENT guyyaa dhaloota] ],BANK_NAME: baankii Gadaa $$ CALENDAR_EVENT: guyyaa dhaloota,orm
banking,balance,"The bank manager has a bank account, and she can protect us.",60:66:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Sinqee] ],BANK_NAME: Sinqee,orm
banking,balance,Can I get a ticket to the airport from the bank?,18:32:SL:BANK_NAME,[IN:balance [SL:BANK_NAME baankii Awaash] ],BANK_NAME: baankii Awaash,orm
banking,balance,So you can tell me how much I should have in this check.,0:15:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE Herrega cheekii] ],ACCOUNT_TYPE: Herrega cheekii,orm
banking,balance,We know how hard it is to tell our stories.,26:42:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herrega qusannoo] ],ACCOUNT_TYPE: herrega qusannoo,orm
banking,balance,The property is not shown in the cheque,19:35:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herregaa cheekii] ],ACCOUNT_TYPE: herregaa cheekii,orm
banking,balance,How much money can we have in our pockets?,19:35:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herrega qusannoo] ],ACCOUNT_TYPE: herrega qusannoo,orm
banking,balance,"So here's my check, can you tell me how much you're willing to pay?",0:15:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE Herrega cheekii] ],ACCOUNT_TYPE: Herrega cheekii,orm
banking,balance,"Please, I agree that every bank can save a life.",,[IN:balance ],,orm
banking,balance,I'm going to the bank every week.,,[IN:balance ],,orm
banking,balance,How can I tell my bank?,,[IN:balance ],,orm
banking,balance,You can check my bank every week.,,[IN:balance ],,orm
banking,balance,Can I know how much money I have in my bank account?,,[IN:balance ],,orm
banking,balance,"Herrega Bank is located in Oromia, in the capital of Armenia.","8:37:SL:BANK_NAME,49:57:SL:MONEY",[IN:balance [SL:BANK_NAME baankii Hojii Gamtaa Oromiyaa] [SL:MONEY Qr. 1000] ],BANK_NAME: baankii Hojii Gamtaa Oromiyaa $$ MONEY: Qr. 1000,orm
banking,balance,"The angel of the Lord appeared to the bank of the Nile,",27:41:SL:BANK_NAME,[IN:balance [SL:BANK_NAME baankii Sinqee] ],BANK_NAME: baankii Sinqee,orm
banking,balance,You can also contact the Oromia Disability Protection Fund,15:31:SL:BANK_NAME,[IN:balance [SL:BANK_NAME baankii Oromiyaa] ],BANK_NAME: baankii Oromiyaa,orm
banking,balance,"I have a lot of money in the bank, so I'm going to help you.",8:21:SL:BANK_NAME,[IN:balance [SL:BANK_NAME baankii Gadaa] ],BANK_NAME: baankii Gadaa,orm
banking,balance,"Hello, I'm looking for my bank every week.",28:42:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Awaash baankii] ],BANK_NAME: Awaash baankii,orm
banking,balance,There is no accommodation in the area and there is no rent for the guests.,0:16:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE Herrega kuufamaa] ],ACCOUNT_TYPE: Herrega kuufamaa,orm
banking,balance,"So, in the end, ownership starts with the assurance that there is something that can be done.","0:16:SL:ACCOUNT_TYPE,38:46:SL:SHOPPING_ITEM",[IN:balance [SL:ACCOUNT_TYPE Herrega qusannaa] [SL:SHOPPING_ITEM bilbilaa] ],ACCOUNT_TYPE: Herrega qusannaa $$ SHOPPING_ITEM: bilbilaa,orm
banking,balance,"We're going to be in a lot of trouble, but I've got a check in my bank. Take care of yourself.",43:58:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE herrega cheekii] ],ACCOUNT_TYPE: herrega cheekii,orm
banking,bill_balance,It doesn't matter if you have a service provider who knows where you live.,,[IN:bill_balance ],,orm
banking,bill_balance,Where to renew my passport,,[IN:bill_balance ],,orm
banking,bill_balance,I don't rent anywhere.,,[IN:bill_balance ],,orm
banking,bill_balance,A condominium in the area of Kanpalchi,,[IN:bill_balance ],,orm
banking,bill_balance,Hamma narra jiru teaches us about money,,[IN:bill_balance ],,orm
banking,bill_balance,Please contact your insurance company to find out where you can get disability benefits.,"7:35:SL:BILL_TYPE,41:52:SL:DATE",[IN:bill_balance [SL:BILL_TYPE tajaajila insuraansii fayyaa] [SL:DATE baatii kana] ],BILL_TYPE: tajaajila insuraansii fayyaa $$ DATE: baatii kana,orm
banking,bill_balance,There is always a cancer.,,[IN:bill_balance ],,orm
banking,bill_balance,Safari is an Internet service that is available anywhere in the world.,"15:36:SL:BILL_TYPE,41:54:SL:DATE",[IN:bill_balance [SL:BILL_TYPE tajaajila interneetaa] [SL:DATE baatii darbee] ],BILL_TYPE: tajaajila interneetaa $$ DATE: baatii darbee,orm
banking,bill_balance,"The last time you were able to work in a service centre, you were disabled.",12:33:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE tajaajila humna ibsaa] ],BILL_TYPE: tajaajila humna ibsaa,orm
banking,bill_balance,Where is the bus service located?,"0:9:SL:DATE,10:37:SL:BILL_TYPE",[IN:bill_balance [SL:DATE ji'a kana] [SL:BILL_TYPE baasiin tajaajila geejjibaa] ],DATE: ji'a kana $$ BILL_TYPE: baasiin tajaajila geejjibaa,orm
banking,bill_balance,"So this is going to be the same as this one, but it's going to be the same as this one.",0:13:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Baasiin ibsaa] ],BILL_TYPE: Baasiin ibsaa,orm
banking,bill_balance,"But if he does not do it, then he is not a Muslim.","0:11:SL:DATE,35:47:SL:DATE",[IN:bill_balance [SL:DATE Baatii kana] [SL:DATE baatii dhufu] ],DATE: Baatii kana $$ DATE: baatii dhufu,orm
banking,bill_balance,"This is a two-year-old child, no matter where he is.",31:36:SL:NUMBER,[IN:bill_balance [SL:NUMBER lamaa] ],NUMBER: lamaa,orm
banking,bill_balance,Only new services are allowed,,[IN:bill_balance ],,orm
banking,bill_balance,The monthly payment is usually made to the disabled person.,0:20:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Kanfaltiin bishaanii] ],BILL_TYPE: Kanfaltiin bishaanii,orm
banking,bill_balance,The service is usually available for one year.,"15:36:SL:BILL_TYPE,52:57:SL:NUMBER",[IN:bill_balance [SL:BILL_TYPE kanfaltiin tajaajilaa] [SL:NUMBER tokko] ],BILL_TYPE: kanfaltiin tajaajilaa $$ NUMBER: tokko,orm
banking,bill_balance,"If you count my lights, it doesn't matter if I'm disabled or not.",,[IN:bill_balance ],,orm
banking,bill_balance,"But no matter what, I'm not going anywhere.","0:11:SL:DATE,12:31:SL:BILL_TYPE",[IN:bill_balance [SL:DATE Baatii kana] [SL:BILL_TYPE baasiin humna ibsaa] ],DATE: Baatii kana $$ BILL_TYPE: baasiin humna ibsaa,orm
banking,bill_balance,"If you don't count this month, don't count me.",26:37:SL:DATE,[IN:bill_balance [SL:DATE baatii kana] ],DATE: baatii kana,orm
banking,bill_balance,"Until now, where is the bus this month?",34:51:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE baasiin bishaanii] ],BILL_TYPE: baasiin bishaanii,orm
banking,bill_balance,I'm not doing any service.,,[IN:bill_balance ],,orm
banking,bill_balance,Monthly insurance for the same period,0:30:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Kanfaltiin tajaajila bishaanii] ],BILL_TYPE: Kanfaltiin tajaajila bishaanii,orm
banking,bill_balance,Last month I was able to do this.,"0:10:SL:DATE,18:37:SL:BILL_TYPE",[IN:bill_balance [SL:DATE Ji'a darbe] [SL:BILL_TYPE bishaaniif kanfalee] ],DATE: Ji'a darbe $$ BILL_TYPE: bishaaniif kanfalee,orm
banking,bill_balance,"Last month, the validity of your credit card expired.",0:11:SL:DATE,[IN:bill_balance [SL:DATE Ji'a darbee] ],DATE: Ji'a darbee,orm
banking,bill_balance,Internet service provider Embassy of Finland,,[IN:bill_balance ],,orm
banking,bill_balance,Sanitation services in the city,0:29:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Tajaajila qulqullina magaalaa] ],BILL_TYPE: Tajaajila qulqullina magaalaa,orm
banking,bill_balance,The most common type of cancer is type 2 diabetes.,"4:16:SL:DATE,19:31:SL:DATE",[IN:bill_balance [SL:DATE baatii kanaa] [SL:DATE baati darbee] ],DATE: baatii kanaa $$ DATE: baati darbee,orm
banking,bill_balance,Use the electricity service from any location,24:35:SL:DATE,[IN:bill_balance [SL:DATE baatii kana] ],DATE: baatii kana,orm
banking,bill_balance,"Where is the month of the month, the month of the year, and where is the month of the year?","4:23:SL:BILL_TYPE,28:39:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kanfaltii bishaanii] [SL:DATE ji'a darbee] ],BILL_TYPE: kanfaltii bishaanii $$ DATE: ji'a darbee,orm
banking,bill_balance,"Nor do I hire him who is a boastful, a miser.",0:10:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Mana kiraa] ],BILL_TYPE: Mana kiraa,orm
banking,bill_balance,"The money this month is not going to be used for anything, and I'm not going to be anywhere.","0:19:SL:BILL_TYPE,22:33:SL:BILL_TYPE,34:47:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Maallaqni bishaanii] [SL:BILL_TYPE humna ibsaa] [SL:DATE baatii darbee] ],BILL_TYPE: Maallaqni bishaanii $$ BILL_TYPE: humna ibsaa $$ DATE: baatii darbee,orm
banking,bill_balance,Do you have a telephone service for someone who has been disabled for the past month?,41:52:SL:DATE,[IN:bill_balance [SL:DATE ji'a darbee] ],DATE: ji'a darbee,orm
banking,bill_balance,The service of the Ministry of Education and Culture in the region of Narratti Hafee,0:21:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Tajaajila humna ibsaa] ],BILL_TYPE: Tajaajila humna ibsaa,orm
banking,bill_balance,The first one is the one that is not in the water.,4:13:SL:DATE,[IN:bill_balance [SL:DATE ji'a kana] ],DATE: ji'a kana,orm
banking,bill_balance,"When I was a kid, I was a child.",,[IN:bill_balance ],,orm
banking,bill_balance,"But no matter where I go this month, I can't go back.",,[IN:bill_balance ],,orm
banking,bill_balance,Do I have to know where I'm going to get the money to do this?,39:57:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE baasii humna ibsaa] ],BILL_TYPE: baasii humna ibsaa,orm
banking,bill_balance,Where to find a healthcare provider,"0:16:SL:BILL_TYPE,21:30:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Tajaajila fayyaa] [SL:DATE ji'a kana] ],BILL_TYPE: Tajaajila fayyaa $$ DATE: ji'a kana,orm
banking,bill_balance,How to get a job in a temple and where to start,23:32:SL:DATE,[IN:bill_balance [SL:DATE ji'a kana] ],DATE: ji'a kana,orm
banking,bill_balance,"This was a very important event, and it was not done anywhere.",0:19:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kanfaltii Bishaanii] ],BILL_TYPE: kanfaltii Bishaanii,orm
banking,bill_balance,There is a risk that you will not be able to perform the services that you have been offered.,0:15:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Tajaajila ibsaa] ],BILL_TYPE: Tajaajila ibsaa,orm
banking,bill_balance,"Do not be overjoyed, for you will not be overjoyed, and you will not be disappointed, even if you are.",,[IN:bill_balance ],,orm
banking,bill_balance,The main purpose of the project is to promote the development of the local community.,37:58:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kanfaltii humna ibsaa] ],BILL_TYPE: kanfaltii humna ibsaa,orm
banking,bill_balance,It's the last time we've had this kind of reminder.,,[IN:bill_balance ],,orm
banking,bill_balance,How many places can you book this month?,42:58:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE baasii bishaanii] ],BILL_TYPE: baasii bishaanii,orm
banking,bill_balance,The three-legged frog is a rare species of frog.,"7:12:SL:NUMBER,25:32:SL:DISH_OR_FOOD",[IN:bill_balance [SL:NUMBER sadan] [SL:DISH_OR_FOOD bishaan] ],NUMBER: sadan $$ DISH_OR_FOOD: bishaan,orm
banking,bill_balance,I'm not going to be able to get out of here until I get a car.,"0:9:SL:DATE,36:55:SL:BILL_TYPE",[IN:bill_balance [SL:DATE Ji'a kana] [SL:BILL_TYPE baasiin humna ibsaa] ],DATE: Ji'a kana $$ BILL_TYPE: baasiin humna ibsaa,orm
banking,bill_balance,"Just go ahead and do it, and then you're ready to go.","0:13:SL:BILL_TYPE,18:27:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Baasiin ibsaa] [SL:DATE ji'a kana] ],BILL_TYPE: Baasiin ibsaa $$ DATE: ji'a kana,orm
banking,bill_balance,Mobile banking service is not available in the country.,,[IN:bill_balance ],,orm
banking,bill_balance,The ATM operator can't even get a credit card.,,[IN:bill_balance ],,orm
banking,bill_balance,The Internet is not a reliable source of information.,17:28:SL:DATE,[IN:bill_balance [SL:DATE baatii kana] ],DATE: baatii kana,orm
banking,bill_balance,"The only online broadcaster is EthioTele, a disabled ambassador.",0:33:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE Tajaaajila interneeta EthioTeelee] ],BILL_TYPE: Tajaaajila interneeta EthioTeelee,orm
banking,bill_balance,The monthly payment for the first two months is determined by the location.,"7:26:SL:BILL_TYPE,35:53:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kanfaltii bishaanii] [SL:DATE ji'a lamaan darbee] ],BILL_TYPE: kanfaltii bishaanii $$ DATE: ji'a lamaan darbee,orm
banking,bill_balance,The minister of the Islamic Republic of Iran this week wants to help us.,"0:21:SL:BILL_TYPE,30:42:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Tajaajila humna ibsaa] [SL:DATE torban kanaa] ],BILL_TYPE: Tajaajila humna ibsaa $$ DATE: torban kanaa,orm
banking,bill_balance,Please provide services for disabled people,,[IN:bill_balance ],,orm
banking,bill_balance,Please give me good news about this cripple.,"7:26:SL:BILL_TYPE,31:44:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Tajaajila bishaanii] [SL:DATE ji'a sadaasaa] ],BILL_TYPE: Tajaajila bishaanii $$ DATE: ji'a sadaasaa,orm
banking,bill_balance,It's not even a statement from last month that's going to be relevant.,34:44:SL:DATE,[IN:bill_balance [SL:DATE ji'a darbe] ],DATE: ji'a darbe,orm
banking,bill_balance,"I've been on a mission for the past month, no matter where I am.",29:40:SL:DATE,[IN:bill_balance [SL:DATE ji'a darbee] ],DATE: ji'a darbee,orm
banking,bill_balance,How to send a letter within a month,,[IN:bill_balance ],,orm
banking,bill_balance,The cost of my trip is only the EthioTele fee.,,[IN:bill_balance ],,orm
banking,bill_balance,I don't even know where I am right now.,31:61:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE kanfaltii tajaajila ani Teelee] ],BILL_TYPE: kanfaltii tajaajila ani Teelee,orm
banking,bill_balance,"Last month, we published a paper on the impact of the pandemic on the health of the population.","0:10:SL:DATE,18:37:SL:BILL_TYPE",[IN:bill_balance [SL:DATE Ji'a darbe] [SL:BILL_TYPE baasiin humna ibsaa] ],DATE: Ji'a darbe $$ BILL_TYPE: baasiin humna ibsaa,orm
banking,bill_balance,"It's been months, but it's not over yet.",,[IN:bill_balance ],,orm
banking,bill_balance,Please connect to the Internet for people with disabilities,,[IN:bill_balance ],,orm
banking,bill_balance,But we couldn't get a bus. Where was this?,"0:19:SL:BILL_TYPE,24:36:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Baasiin humna ibsaa] [SL:DATE baatii kanaa] ],BILL_TYPE: Baasiin humna ibsaa $$ DATE: baatii kanaa,orm
banking,bill_balance,"The monthly fee is not valid, as it is not a disability.","0:16:SL:BILL_TYPE,17:28:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Gatiin bishaanii] [SL:DATE baatii kana] ],BILL_TYPE: Gatiin bishaanii $$ DATE: baatii kana,orm
banking,bill_balance,This is where I'm going to be swimming.,"0:11:SL:BILL_TYPE,12:23:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Kiraa manaa] [SL:DATE ji'aa kanaa] ],BILL_TYPE: Kiraa manaa $$ DATE: ji'aa kanaa,orm
banking,bill_balance,What services are available in Ethiopia for performing a service function,33:42:SL:COUNTRY,[IN:bill_balance [SL:COUNTRY Itoopiyaa] ],COUNTRY: Itoopiyaa,orm
banking,bill_balance,How to get a massage in Batumi,0:11:SL:DATE,[IN:bill_balance [SL:DATE Baatii kana] ],DATE: Baatii kana,orm
banking,bill_balance,Can you please tell me if there is a better way to do this than by going to a mosque?,14:33:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE baasiin humna ibsaa] ],BILL_TYPE: baasiin humna ibsaa,orm
banking,bill_balance,Do I have to agree to a service fee every month?,,[IN:bill_balance ],,orm
banking,bill_balance,where was the first month of the year,"0:20:SL:BILL_TYPE,29:42:SL:DATE",[IN:bill_balance [SL:BILL_TYPE kanfaltiin bishaanii] [SL:DATE waggaa darbee] ],BILL_TYPE: kanfaltiin bishaanii $$ DATE: waggaa darbee,orm
banking,bill_balance,We don't have to worry about where we are.,"0:22:SL:BILL_TYPE,31:44:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Kanfaltiin humna ibsaa] [SL:DATE baatii darbee] ],BILL_TYPE: Kanfaltiin humna ibsaa $$ DATE: baatii darbee,orm
banking,bill_balance,It doesn't matter how much we do.,,[IN:bill_balance ],,orm
banking,bill_balance,How much is the service charge for the transportation,"0:26:SL:BILL_TYPE,31:43:SL:DATE",[IN:bill_balance [SL:BILL_TYPE Gatiin tajaajila geejjibaa] [SL:DATE baatii kanaa] ],BILL_TYPE: Gatiin tajaajila geejjibaa $$ DATE: baatii kanaa,orm
